[2026-04-24 22:39:26] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-04-23
正在获取论文...
[arXiv] 2026-04-23 | pygridsynth: A fast numerical tool for ancilla-free Clifford+T synthesis
[NO] 1586/1766 | Intelligent Parameter Optimization for Degradable Cassava-Chitosan Liquid Mulch Film Driven by a Genetic Algorithm
[YES] 1587/1766 | Bridging Classic and Modern AI for Analyzing Disagreement Between Lexical and Neural Code Retrieval
[NO] 1588/1766 | AI-Based Detection of Evasive Malware Using Machine Learning and Deep Learning Techniques
[NO] 1589/1766 | Copyright Page
[NO] 1590/1766 | Day-Ahead PV Power Profile Forecasting Using Wavelet-BiLSTM Driven by Numerical Weather Prediction
[NO] 1591/1766 | Optimizing Memory Usage in Streaming Pipelines Through Information Lifecycle Management (ILM)
[NO] 1592/1766 | Faithful or Plausible? A Counterfactual Analysis of LLM-Generated Explanations for Machine Learning Models
[NO] 1593/1766 | Feature Extraction and Abnormal Pattern Recognition Technology for Fault Diagnosis of Electrical Automation Systems
[YES] 1594/1766 | Software-Hardware Co-Design of a Distributed Energy Access System Based on a Unified Sensing-Computing-Communication Chip
[NO] 1595/1766 | Cross-Dataset Speech Emotion Recognition Based on Resampling Normalization and Attentional LSTM Networks
[NO] 1596/1766 | Multi-Strategy Improved Crested Porcupine Optimizer and Its Application
[NO] 1597/1766 | Improved White Shark Optimizer and Its Application in Path Planning
[NO] 1598/1766 | An Adaptive Gmapping Algorithm Integrating IMU Observations and Lightweight Loopback
[NO] 1599/1766 | Spatiotemporal Deformation Prediction in Permafrost Regions Based on CNN-LSTM Multi-Factor Fusion and SBAS-InSAR
[NO] 1600/1766 | Enterprise Financial Data Analysis and Decision Support System Based on Algorithm
[NO] 1601/1766 | Copyright Page
[NO] 1602/1766 | Design and Application of a Railway Infrastructure Fault Early Warning System Based on Deep Learning Object Detection Technology
[NO] 1603/1766 | Research on High-Precision INS Gravity Information Measurement and Compensation Technology
[NO] 1604/1766 | Charge-Storage Interlayer Strategy for High-Performance Droplet Energy Harvesting via Liquid–Solid Triboelectrification
[NO] 1605/1766 | Intelligent Diagnosis Method for Open Circuit Faults in On-Board Chargers Based on Adaptive Attention Convolutional Residual Network
[NO] 1606/1766 | TAAformer: Transposed Angular Attention for Channel Estimation With Fluid Antennas
[NO] 1607/1766 | SwitchFS: Asynchronous Metadata Updates for Distributed Filesystems with In-Network Coordination
[NO] 1608/1766 | MFS: An Efficient Model Family Serving System for LLMs
[NO] 1609/1766 | RSA-Enhanced Adaptive Noise Cancellation with Multi-Verse Optimizer for Robust ECG Signal Denoising and Classification
[NO] 1610/1766 | Design of a Sensor-Assisted Five-Bar Finger Rehabilitation Device
[NO] 1611/1766 | Design and Implementation of a Low-Noise Signal Acquisition System for Small Animal Physiological Monitoring
[NO] 1612/1766 | An Efficient Low Power Design of Multiplierless Discrete Cosine Transform
[NO] 1613/1766 | Hybrid Posture Monitoring System Using Computer Vision and Sensor-Based Analysis
[NO] 1614/1766 | Piezoelectric Energy Harvesting Platform for Low-Power Wearable Vital Signal Monitoring
[NO] 1615/1766 | Vision-Based End-to-End Learning for UAV Traversal of Irregular Gaps Via Differentiable Simulation_supp1-3685922.mp4
[NO] 1616/1766 | Deep Learning-Based Process Control of Microrobot Swarms Guided by Phase Diagrams_supp3-3686187.mp4
[NO] 1617/1766 | High-performance near-infrared photodetector based on Ag NPs/MoS QDs&amp;sol;SWCNTs&amp;sol;AlO&amp;sol;InP heterostructure for optical communication_supp2-3686231.mp4
[NO] 1618/1766 | Lottery Preferences, Skewness, and Stock Returns in The Emerging Market
[NO] 1619/1766 | Enhancing the Fama–French Five-Factor Model with Tail Risk and Geopolitical Uncertainty
[NO] 1620/1766 | Trustworthy AI in Cloud Security: Explainability, Robustness, and Regulatory Compliance Frameworks
[NO] 1621/1766 | Real-Time State Management and Data Visualization in Cloud-Based Financial Applications
[NO] 1622/1766 | A Secure Cloud–AI Collaborative Framework for Financially Intelligent and Autonomous Manufacturing Enterprises
[NO] 1623/1766 | Solar-Biomass Waste Energy-Based Standalone System with IoT-ML Algorithms: A Comprehensive Study in a South Indian Remote Village
[NO] 1624/1766 | DeepRiskCast-Predicting Financial Fraud Using Behavioral Sequence Learning
[YES] 1625/1766 | The Low-Latency UCIe-Compliant Spiral Layouts of TSV Arrays Against the Clustered Faults
[NO] 1626/1766 | An AI-Driven CNN–LSTM Framework for Multi-Stage Driver Drowsiness Detection with Real-Time Mobile Alerts
[NO] 1627/1766 | Physics-Aware Diffusion Models for Cyclone Damage Assessment Using Remote Sensing Imagery
[NO] 1628/1766 | Transforming Project Scheduling and Monitoring with MS Planner: Lessons from Real-World Case
[NO] 1629/1766 | On the Complexity of Hazard-Free Formulas
[NO] 1630/1766 | Energy-Efficient Right-Sizing of Kafka-like Message Brokers for IoT Workloads
[NO] 1631/1766 | FLYT: Transparent and Elastic GPU Provisioning for Multi-Tenant Cloud Services
[NO] 1632/1766 | An Analysis of the Mediating Role of Narrative Teaching Based on Machine Learning—A Case Study of College Students' Learning Emotions Driving Learning Effects
[NO] 1633/1766 | Research on the Teaching Mode of Dynamically Constructing an Introduction to Foreign-Related Policing Case Library with Generative AI
[NO] 1634/1766 | AutochaosNet: A Hyperparameter-Free Neurochaos Learning Algorithm
[NO] 1635/1766 | GANDALF: Gated Adaptive Network for Deep Automated Learning of Features for Tabular Data
[NO] 1636/1766 | Atlas Urban Index: A VLM-Based Approach for Spatially and Temporally Calibrated Urban Development Monitoring
[NO] 1637/1766 | A Comparative Study of Translating Cultural Classics in the Age of Large Language Models: A Case Study of Shan Hai Jing
[NO] 1638/1766 | Deep Semantic Representation Learning of Translator Subjectivity in Cross-Lingual Children's Narratives
[NO] 1639/1766 | An Empirical Study on Policy Attitudes Toward Generative Artificial Intelligence in Teaching Assessment at Asian Universities Based on the Random Forest Algorithm
[NO] 1640/1766 | Generation of Adaptive Resources for Hierarchical Progressive Teaching Scenarios in Ideological and Political Resource Library via Generative AI
[NO] 1641/1766 | Studying Embodied Expression in Drumming for Virtual Systems
[NO] 1642/1766 | ChatGPT as an Intelligent Scaffolding Tool in Project-Based Learning for Junior Secondary EFL Students
[NO] 1643/1766 | Smart Monitoring System for Rapid Forest Fire and Smoke Identification
[NO] 1644/1766 | Design of Energy-Efficient Ternary Logic Circuits Utilizing GNR Field-Effect Transistors
[NO] 1645/1766 | Metamaterial-based Antenna Design for Compact IoT Devices
[NO] 1646/1766 | IoT Sensor Network and Ethereum-based Blockchain for Enhanced Pest Identification and Water Management in Vineyards
[NO] 1647/1766 | The Role of AES and DES in Securing Data Transmission
[NO] 1648/1766 | Machine Learning based Predictive Analytics for Student Dropout and Academic Success
[NO] 1649/1766 | Robust Ensemble Decision Tree Model for Precise Fault Analysis in Transmission Lines Under Dynamic Conditions
[NO] 1650/1766 | Flood Dynamics in the Ganga River Basin: A Multi-Temporal SAR-Based Change Detection Approach
[NO] 1651/1766 | Machine Learning Algorithms for Predictive Maintenance in Electronic Systems
[NO] 1652/1766 | Privacy-Preserving Medical Chatbot: A Local Deployment Framework using Parameter-Efficient Fine-Tuning and Quantized Inference
[NO] 1653/1766 | A Modular Simulation Framework for Adaptive Routing in Fog-Cloud Architecture
[YES] 1654/1766 | Detecting Common Injection-Based Vulnerabilities in Web-Applications
[NO] 1655/1766 | A Comprehensive Framework for Deepfake Detection: Fusing Visual and Audio Modalities with Advanced Deep Learning Models
[NO] 1656/1766 | A Self-Biased Hybrid Voltage Reference with Ultra-Low Power, Low Noise and High Temperature Stability Using DTMOS
[NO] 1657/1766 | Pull-Out Bearing Performance of Transmission Tower Pile Foundation Based on SVM Algorithm and Meter-Wave Radar
[NO] 1658/1766 | Design and Analysis of Cylindrical GAAFET using HfO2 High-k Dielectricfor Low Leakage with Reduced Sub-Threshold Swing
[NO] 1659/1766 | Data-Driven Prediction of Compressive Strength in High-Performance Concrete
[NO] 1660/1766 | FFT and AI-Integrated Signal Analysis for Arrhythmia Detection from ECG Data
[NO] 1661/1766 | Design of Notching and Mechanical Stress Relieving Grooves for High-Speed PM Machine in EVs
[NO] 1662/1766 | Consensus-Driven Event-Based Graph Information Bottleneck for Integrated Communication and Control
[NO] 1663/1766 | Anonymization, Not Elimination: Utility-Preserved Speech Anonymization
[NO] 1664/1766 | Winding-Factor-Based Analysis of Pole-Slot Combinations for a Reduction-Gear Magsplit
[NO] 1665/1766 | Real-Time Path Planning for Multiple Autonomous Underwater Vehicles in Dense Obstacle Fields: The DA-IFDS Approach
[NO] 1666/1766 | AV-Unified: A Unified Framework for Audio-Visual Scene Understanding
[NO] 1667/1766 | Layer 0 and Layer 1 Integrated Smart Contract Kill Switch for Cross-Chain Security in Decentralized Systems
[NO] 1668/1766 | Bilevel Optimized Implicit Neural Representation for Scan-Specific Accelerated MRI Reconstruction_supp1-3686724.mp4
[NO] 1669/1766 | Intelligent Bionic Polarization Orientation Method Using Improved U-Net Full-sky Imaging Cloud Recognition model for Cloudy Conditions
[NO] 1670/1766 | AI-Powered Medical Chatbot with Neural Network Symptom Analysis and Automated Appointment Scheduling
[NO] 1671/1766 | Dynamic Load Balancing Algorithms in Cloud Computing: A Review
[NO] 1672/1766 | Smart Deep Learning for Managing Renewable-Powered Microgrids: A Digital Twin Implementation
[NO] 1673/1766 | Autonomous Mobile Robot Navigation in Multi-Room Environments Using Twin Delayed Deep Deterministic Policy Gradient (TD3)
[NO] 1674/1766 | An Enhanced Artificial Bee Colony with Dual Search Strategies and Local Search
[NO] 1675/1766 | An Improved Hybrid Evolutionary Algorithm with Sine-Based Parameter Adaptation
[NO] 1676/1766 | Author Index
[NO] 1677/1766 | Research on the Algorithm Model of the Periodic Detection and Slip Early Warning System of the Belt Outlet Based on Visual Recognition
[NO] 1678/1766 | Anthropomorphized Interfaces and User Perception in Financial AI Assistants
[NO] 1679/1766 | Projection Neural Network for Solving Interval Quadratic Programming Problems
[YES] 1680/1766 | LLM-based Zero-shot Triple Extraction for Automated Ontology Generation from Software Engineering Standards
[NO] 1681/1766 | Machine Learning-Based Barrier Gate System for Security and Monitoring
[NO] 1682/1766 | Research on Particle Statistical Analysis of High-Voltage Switchgear
[NO] 1683/1766 | Establishing a Reliable FBCSP Baseline for Robust BCI Systems
[NO] 1684/1766 | Bridging Lexical and Contextual Semantics for Adolescents’ Health Sentiment Analysis: A Cross-Platform Study Using Large Language Models
[NO] 1685/1766 | A CVaR-Constrained Safe Reinforcement Learning Framework with Action Repair for Practical Portfolio Optimization
[NO] 1686/1766 | Terahertz Chip Interconnects Based on Beam-Lead Structures
[NO] 1687/1766 | Adaptive Residual Mamba Network for Remote Sensing Change Detection
[NO] 1688/1766 | Multi-source Fusion Self-Calibrated U-shaped Network for Hydraulic System Fault Diagnosis
[NO] 1689/1766 | TFS-Net: Towards Reliable and Interpretable Lower-Limb sEMG Recognition Under Non-Ideal Signal Conditions
[NO] 1690/1766 | IEEE Internet of Things Journal Society Information
[NO] 1691/1766 | Integrated Energy-Efficient Scheduling of Distributed Flow Shop and Distribution Using a Q-Learning-Based Multi-Objective Cooperation Evolutionary Algorithm
[NO] 1692/1766 | Antenna Coding Design for Multi-User Transmissions Using Pixel Antennas
[NO] 1693/1766 | ASIC-based Compression Accelerators for Storage Systems: Design, Placement, and Profiling Insights
[NO] 1694/1766 | Automatic and perceptual assessment of motion coordination in dyadic dance
[NO] 1695/1766 | Designing Generative AI for Real-Time Multi-User Interaction in Co-Creative Dance
[NO] 1696/1766 | Optimization of LightGBM via Bayesian Optimization for Small Sample Educational Forecasting
[NO] 1697/1766 | Mixed Method Audio-Video Analyses of Felt Togetherness in a Networked Music-Dance Performance
[NO] 1698/1766 | Exploration of Blended Teaching Mode for the “Financial Statement Analysis” Course in Application-Oriented Undergraduate Universities
[NO] 1699/1766 | A Machine Learning-Based Study on Predicting University Students' Mental Health Status: An Analysis of Survey Data from 12 Institutions in Hubei Province
[NO] 1700/1766 | Enhancing Frontend Learning Efficiency by Building a Personalized Knowledge Graph with AI and Large Language Models
[NO] 1701/1766 | Research on terrain classification method of quadruped robot based on deep learning and SVM
[NO] 1702/1766 | Design and Teaching Application Research of a Python-Based Accounting Simulation Training System for Higher Education Institutions
[NO] 1703/1766 | Research on optimization of personalized legal course learning path for medical students based on recommendation algorithm
[NO] 1704/1766 | Towards a Blackboard-based Scientific Workflow Orchestration: A Proof-of-Concept Implementation (Poster Paper)
[NO] 1705/1766 | Platooning Without Leaders: A Performance-Driven Reframing of Cooperative Vehicle Systems
[YES] 1706/1766 | Cross-Platform, Cross-Framework Development of Hybrid-Parallel Matrix-Multiplication codes
[NO] 1707/1766 | IEEE Journal on Flexible Electronics Publication Information
[NO] 1708/1766 | Multimodal Control Approaches for Below Elbow Prosthetic Hand Movement
[NO] 1709/1766 | Next-Generation Cloud-Native Cyber Defense Using Deep Learning Techniques
[NO] 1710/1766 | Exploring AI-Enabled Work Environments and Organizational Politics as Predictors of Faculty Turnover Intentions in Asian Higher Education
[NO] 1711/1766 | Agentic AI and Federated Learning for Privacy-Preserving Dental Imaging
[NO] 1712/1766 | Development and Validation of a Multichannel fNIRS System for Cognitive Load Assessment
[NO] 1713/1766 | A Novel Pseudo-Voltage Enabled Fault Identification and Categorization for DC Microgrids
[NO] 1714/1766 | Neuromuscular Fatigue Detection Using Hybrid Machine Learning Classifier
[NO] 1715/1766 | SensualMap 2.0 Meets The Source
[NO] 1716/1766 | LASM: Extensible Competitive Scheduling Framework for VLIW Assembly Optimization
[NO] 1717/1766 | DS
                    <sup>2</sup>
                    P: Digital Speech Screening Platform Differentiating Post-Stroke and Healthy Individuals
