[2026-09-10 23:45:39] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-09-09
正在获取论文...
[arXiv] 2026-09-09 | Stencil Computation at the Intersection of AI and HPC
[NO] 1799/1997 | A Data-Physics-Driven Early Warning Framework for Small-Scale Slope Instability
[NO] 1800/1997 | SwarmUpdate: Hierarchical Software Updates and Deep Learning Model Patching for Heterogeneous UAV Swarms
[NO] 1801/1997 | Compact Dual-Layer LC Integrated Bandpass Filter in Through-Glass Via Technology for Sub-6 GHz Applications
[NO] 1802/1997 | Dual-Component Radar Signal Recognition Using Hierarchical Time-Frequency Feature Enhancement
[NO] 1803/1997 | Semantic-Aware Vision-Language Alignment for Visual Question Answering
[NO] 1804/1997 | CISAT 2026 Copyright Page
[NO] 1805/1997 | Study on Millimeter Wave Tapped Coupled Line Filter
[YES] 1806/1997 | Enhancing LLM Performance Through Debate: An Empirical Study on Multi-Agent Debate for Coding Tasks
[NO] 1807/1997 | Enriching Ethics Education Through Game Design: A Demonstration of Student Experience
[NO] 1808/1997 | Panel 2: Making History Accessible
[NO] 1809/1997 | FedSAF: A Federated Learning Framework for Enhanced Gastric Cancer Detection and Privacy Preservation
[NO] 1810/1997 | TFCDiff: Robust ECG Denoising via Time-Frequency Complementary Diffusion
[NO] 1811/1997 | Author Index
[NO] 1812/1997 | Thermally-desorbable GeO
                    <sub>x</sub>
                    /Ge Interlayer Engineering for Channel Surface Orientation Independent 3D Non-Volatile Memory
[NO] 1813/1997 | An Intelligent Ensemble-Based Anomaly Detection Framework for Industrial Control Systems with Dynamic Attention and Dual-Layer Monitoring
[NO] 1814/1997 | Benchmarking Arabic Emotion Detection: Transformers Evaluation using a Unified Dataset_supp1-3731363.pdf
[NO] 1815/1997 | The ACE Center for Evolvable Computing
[NO] 1816/1997 | : Workload-Calibrated Private Transformer Inference for IoT Intrusion Detection_supp1-3732015.pdf
[NO] 1817/1997 | Low-altitude Multi-UAV-assisted Data Collection and Semantic Forwarding for Post-Disaster Relief_supp1-3729628.pdf
[NO] 1818/1997 | AMBUSH: Collaborative Capture in Complex Environments With Neural Acceleration_supp1-3726454.mp4
[NO] 1819/1997 | IEEE App
[NO] 1820/1997 | A Reconfigurable LLC-T Resonant Converter for Universal EV Charging with High Efficiency and High Power Density
[NO] 1821/1997 | Information-Maximized Impedance Reconstruction for Power Electronic Systems via Optimized Measurement and Vector Fitting
[NO] 1822/1997 | Towards Understanding Views on Combining Videos and Gamification in Software Engineering Training
[NO] 1823/1997 | Review for "cGAN based data augmentation in latent space for seismology"
[NO] 1824/1997 | Towards Systematic Treatment of Community-Driven Variability
[YES] 1825/1997 | Exploring Large Language Models for Compliance Violation Detection in Android Apps
[NO] 1826/1997 | GUISpector: An MLLM Agent Framework for Automated Verification of Natural Language Requirements in GUI Prototypes
[NO] 1827/1997 | A Study on Financial and Tax Risk Early Warning for IPO Enterprises Integrating LightGBM and SHAP
[NO] 1828/1997 | A Lightweight Maritime Ship Detection Algorithm Based on an Improved YOLO11
[NO] 1829/1997 | Construction and Industrial Data Security Application of Multiwing Chaotic System
[NO] 1830/1997 | Erratum to “A Unified Digital State-Feedback Control Strategy With Explicit Decoupling for a Hybrid Multiport DC–AC Converter in Standalone PV-HESS Applications”
[NO] 1831/1997 | Sizing and Placement of Grid Strengthening Devices Using Extra Element Theorem
[NO] 1832/1997 | SwiftKV: A Co-Designed Edge-Oriented Attention Algorithm and Multihead Accelerator for Fast, Efficient LLM Decoding
[NO] 1833/1997 | A Semantics-Driven Approach for Safe and Reliable Obstacle Avoidance of UAVs
[NO] 1834/1997 | Semantics-Aware Scheduling for Low-Latency LLM Serving in Heterogeneous Computing Networks
[NO] 1835/1997 | Design and implementation of planar unequal three-way power divider
[NO] 1836/1997 | TILE-TEC 2026 Cover Page
[NO] 1837/1997 | Reverse Attention for Degradation-Aware Detection under Motion Blur in Industrial QR Code Inspection
[NO] 1838/1997 | Real-Time Monitoring of Microwave Ablation Based on Artificial Neural Network and Ultrathin Flexible Temperature Sensors
[NO] 1839/1997 | Design of Low-Profile 2-D 4×4 Butler Matrix with Filtering Response
[NO] 1840/1997 | Topological Edge State Enabled Dual-Band Microwave Circulator using Photonic Crystals
[NO] 1841/1997 | A Wi-Fi Fingerprint Building-Floor Classification Method Based on an AP Co-occurrence SGAT
[NO] 1842/1997 | Time-Frequency Dual-Path Denoising of Mud Continuous Wave Signals Based on Transformer
[NO] 1843/1997 | Metallographic Grain Boundary Segmentation and Classification Based on SE Attention and Gradient Accumulation
[NO] 1844/1997 | TraceBudget: Cost-Aware Multimodal Incident Diagnosis with Adaptive Multi-Source Observability Retrieval
[NO] 1845/1997 | Optimal LQI-Based Control of a Rotary Series Elastic Actuator for Improved Tracking Performance
[NO] 1846/1997 | HMDM: A Hierarchical Multi-scale Density Peaks Clustering with Manifold Adaptation
[NO] 1847/1997 | Frequency-guided Diffusion Model and Adaptive Weighting Loss for Medical Image Translation
[NO] 1848/1997 | DAG-net: A Dynamic Adaptive UAV Cross-View Geo-Localization network with Sample-Specific Token Optimization
[NO] 1849/1997 | TILE-TEC 2026 Cover Page
[NO] 1850/1997 | Research on Modulation Recognition Method for Communication Signals Based on Variational Quantum Circuits
[NO] 1851/1997 | A Low Sidelobe Level Transmitarray Antenna with High Aperture Efficiency
[NO] 1852/1997 | Design of Wideband Digital Coding Phase Controlled Stochastic Radiation Liquid Crystal Antenna
[NO] 1853/1997 | An Integrated RF Architecture-Based Transmitter Node for Distributed Radar Systems
[NO] 1854/1997 | Phaseless Planar Near-Field Antenna Measurement via HSO-Initialized Regularized Reweighted Amplitude Flow
[NO] 1855/1997 | A Ka-Band Dual-Polarized Antenna in Glass Package fed by SICL
[NO] 1856/1997 | A Broadband Millimeter-Wave Antenna Based on Switching Reference Ground
[NO] 1857/1997 | A Compact and Dual-band Harmonic Tag Based on Schottky Diode
[NO] 1858/1997 | A Low-Profile 1-bit Transmission Metasurface for Wide-Angle Beam Scanning
[NO] 1859/1997 | Adaptive Federated Learning with Edge–Cloud Co-Optimization for Latency-Sensitive Applications
[NO] 1860/1997 | A Dual-Branch Domain Adaptive Ensemble Framework for Robust Cross-Center Alzheimer’s Disease Diagnosis
[NO] 1861/1997 | 2026 International Conference on Microwave and Millimeter Wave Technology (ICMMT)
[NO] 1862/1997 | Design of a Dense Beam Array for Rydberg-Atom-Based Microwave Electrometry
[NO] 1863/1997 | Dual-Branch Synergistic Learning Network for Optical and SAR Image Registration
[NO] 1864/1997 | Aircraft Skin Defect Detection Based on Dual-Domain Wavelet Feature Enhancement
[NO] 1865/1997 | A High-Power Asymmetric SPDT T/R Switch in 0.18-um CMOS SOI for 5G-Advanced Applications
[NO] 1866/1997 | A Broadband High-Efficiency Luneburg Lens Based on Metallic Metamaterials
[NO] 1867/1997 | Design of Wideband 3D Frequency-Selective Surface Based on Equivalent Circuit Model and CNN Deep Learning
[NO] 1868/1997 | Design of an Ultra-Wideband Reconfigurable Reflectarray Based on Antenna Scattering Mechanisms
[NO] 1869/1997 | Research on Trajectory Tracking of Sawyer Robots Based on Adaptive Fuzzy Sliding Mode Control
[NO] 1870/1997 | Development of a High-Frequency Asymptotic Solver Based on the SBR Method
[NO] 1871/1997 | Design of 4 × 4 Filtering Butler Matrix Based on Substrate Integrated Waveguide
[NO] 1872/1997 | Hybrid TCN-BiGRU Based Dynamic Pattern Recognition for Rolling Bearing Fault Classification
[NO] 1873/1997 | Design of Varactor-Tuned Polarization Reconfigurable Beam Steering Reflectarray Antenna for High-Power Applications
[NO] 1874/1997 | A Broadband and Low-Profile Transmitarray Metasurface for Vortex Wave Generation
[NO] 1875/1997 | Design and Evaluation of a Reconfigurable Convolutional Neural Network Accelerator for Embedded Multi-Task Recognition
[NO] 1876/1997 | An IMU-based automatic measurement system for detecting postural changes during sedentary work activities
[NO] 1877/1997 | Design and Verification of Hybrid BIST Architecture for DRAM and SRAM Based PiM Systems
[NO] 1878/1997 | A Simulation-Based Approach for CMOS-Integrated ReRAM Memory Architecture with Peripheral Circuit Design
[NO] 1879/1997 | Graph Generation Through Self-alignment in Transformer-based Discrete Diffusion Model
[NO] 1880/1997 | Mutual Support of Temporal and Spatial RF-EMF Measurements in the EMF RATEL System
[NO] 1881/1997 | Preface
[NO] 1882/1997 | An Equivalent Permittivity Model for Contactless Full 3D GPR Imaging
[NO] 1883/1997 | Design of 5.2-8.1 GHz Three-Stacked Power Amplifier Using Deep Generative Network and MOEA/D in 55 nm CMOS Technology
[NO] 1884/1997 | SparKLoc: Sparse Key-Gaussian Matching for 3D Gaussian-Based Visual Localization
[NO] 1885/1997 | Eddy Current Mitigation and Efficiency Enhancement in Undersea WPT System via Three-Phase Cross-Coupled Topology and Multidimensional Control
[NO] 1886/1997 | A Highly Integrated mmWave Dual-Polarized Phased-Array Transceiver for IBFD: Constraint Modeling and Implementation
[NO] 1887/1997 | Capacity of the treelike sign perceptrons neural networks with one hidden layer – RDT based upper bounds
[NO] 1888/1997 | High PSRR LDO with CM-FFRC over Wideband Frequencies
[NO] 1889/1997 | Design of a Fully Metallic Miniaturized Vivaldi Antenna
[NO] 1890/1997 | A State-Dependent Vector Autoregressive Model for Online Forecasting of Time Series on Graphs
[NO] 1891/1997 | A Weight-Inherited Degradation-Stage-Aware Neural Architecture Search Method with Stage-Specific Compact Subnets for Bearing RUL Prediction
[NO] 1892/1997 | A Comparative Study of Tree-Based for Predicting Mental Health Risk
[NO] 1893/1997 | TILE-TEC 2026 Copyright Page
[NO] 1894/1997 | A Metasurface Antenna for Electromagnetic Shielding Against Horizontally Polarized High-Power Microwave
[NO] 1895/1997 | Fly Compound Eye-Inspired Target Tracking for Remote Sensing Images
[NO] 1896/1997 | A High-Efficiency Ka-Band MMIC Power Amplifier with Harmonic Suppression Output Matching Network
[NO] 1897/1997 | Tracking Community Evolution: A Six-Dimensional SIPVCM Framework for Hybrid Academic Networks
[NO] 1898/1997 | Multifunctional Electrically Small Huygens Antennas for Wireless Power Transfer-Enabled IoT Ecosystems
[NO] 1899/1997 | A Convex Conformal Reflectarray Antenna With Dual Circularly Polarized Beams
[NO] 1900/1997 | Granular Ball-Guided Negative Sample Selection for Graph Contrastive Learning
[NO] 1901/1997 | Terahertz Bandstop Filter Based on Image-Guided Dielectric Waveguide
[NO] 1902/1997 | Catching License Changes Before They Cost: Leveraging LLMs to Analyze License Evolution in Open Source Software
[NO] 1903/1997 | BugHunter: An Automated Tool for Bug-Aware GUI Testing via Retrieval Augmentation
[YES] 1904/1997 | Tailoring Software Engineering Generative AI Agents to Company Standards and Developers’ Preferences
[NO] 1905/1997 | Too Hot To Handle: The Effects of Temperature on AI-Generated Code Used to Cheat in Programming Assignments
[NO] 1906/1997 | Toward Self-Adaptive and Decentralized Intelligent Software Systems: A Federated Learning Perspective
[NO] 1907/1997 | Multi-rank Scaled Subgradient Descent for Robust Tensor Sensing_supp1-3731909.pdf
[NO] 1908/1997 | ICVCS 2026 Author Index
[NO] 1909/1997 | Opening Remarks
[NO] 1910/1997 | Fast Fourier Azimuthal Spectral Assembly for Invariant-Imbedding T-matrix Simulations of Inhomogeneous Atmospheric Particles
[NO] 1911/1997 | RAPID-Hydrology: Pre-training Hydro-Meteorological Representations with Diffusion for Enhanced Causal Prediction
[NO] 1912/1997 | Low-PAPR Precoding Designs for Multi-User MIMO-OFDM Integrated Sensing and Communication Systems
[NO] 1913/1997 | Flexible AI-Reduced-Order Digital Twin Modeling for Industrial Furnace Combustion Fields
[NO] 1914/1997 | LLM Use for Mental Health: Crowdsourcing Users' Sentiment-based Perspectives and Values from Social Discussions
[NO] 1915/1997 | Which Genes Leak? Feature-Level Privacy Auditing for Synthetic Single-Cell RNA-Seq Data
[NO] 1916/1997 | TRACE: Transformer for Regularized and Accurate Cortical ECoG Motor Decoding
[NO] 1917/1997 | Superconducting detectors enhancement of quantum communication: practical cases
[NO] 1918/1997 | Real-World Deployment and Energy Consumption of Federated Learning in V2N Scenarios
[NO] 1919/1997 | A Data-Driven Optimization Framework for Profitable E-Waste Refurbishment in U.S. Recycling Systems
[NO] 1920/1997 | Automated Alignment Between Elicitation Interviews and Requirements
[NO] 1921/1997 | Development of an IoT-Based Practical Training Kit Using Arduino Uno R4 WiFi to Enhance Microcontroller and IoT Practical Skills for Higher Vocational Certificate Students
[NO] 1922/1997 | Addressing the Critical Evaluation Paradox: Analog Scaffolding and Professional Role-Playing to Mitigate Algorithmic Shortcutting in Engineering Data Science
[NO] 1923/1997 | From Zero-Touch to Practice-Ready Graduates: Using MSEL-Based Tabletop Exercises as a Situated Learning Tool in SOC Education
[NO] 1924/1997 | A Novel Momentum-Optimized BP Neural Network Algorithm for Substation Settlement Deformation Prediction
[NO] 1925/1997 | New Configuration of VCII-based Voltage Amplifiers with Infinite Input-impedance Availability
[NO] 1926/1997 | Verifying Rumors via Stance-Aware Structural Modeling
[NO] 1927/1997 | A Single-layer Active Frequency Selective Surface With Out-of-band Polarization Conversion
[NO] 1928/1997 | Salt Exposure Risks in PV and Floating PV: Bibliometric Analysis and Technical Review
[NO] 1929/1997 | SMTD: Structure-Aware Main-Tail Decoder for Critical-Corridor Resource Allocation
[NO] 1930/1997 | Pattern Reconfigurable Antenna Based on Equivalent Two-Element Array with RF-MEMS Phase Control
[NO] 1931/1997 | A Polarization-Reconfigurable Circularly Polarized End-Fire Traveling-Wave Antenna
[NO] 1932/1997 | Design of a 1-to-4 power divider with phase shift based on liquid crystal
[NO] 1933/1997 | Distilling for Robustness: Mitigating Semantic Noise in Provenance Graphs for Efficient APT Detection
[NO] 1934/1997 | An Ultra-wideband MIMO Antenna for 5G Metal-frame Smartphone
[NO] 1935/1997 | A Dual-Polarized Reflectarray With Gain Filtering and Out-of-Band RCS Reduction Based on BLRFC Scheme
[NO] 1936/1997 | Respiration-Aware Beam Scanning for Millimeter-Wave Human Respiration Monitoring
[NO] 1937/1997 | A Broadband Low-loss Micro-coaxial Coupler
[NO] 1938/1997 | Heatsink Integrated Antenna with Miniaturized Radiator for Wide Beam Performance
[NO] 1939/1997 | A Physics-Guided 3D UAV Trajectory Reconstruction from Micro-Doppler Signatures
[NO] 1940/1997 | 5G-based Coal Mine Broadcasting Communication System
[NO] 1941/1997 | A Retrieval-Augmented Generation Framework for Question Answering over Product Manuals
[NO] 1942/1997 | Epsilon-Near-Zero Substrate Integrated Waveguide Antenna
[NO] 1943/1997 | Design of a Millimeter-Wave Switch Using GaAs Process
[NO] 1944/1997 | Diagnostic Trouble Box (DTB) Integrated Learning Media for Automotive Electrical Systems: Enhancing Diagnostic and Critical Thinking Competence
[NO] 1945/1997 | author-index
[NO] 1946/1997 | Multi-Representation Fusion for Elderly Posture Recognition based on mmWave Radar
[NO] 1947/1997 | A Novel Vehicle Detection Method in Sandstorm Weather Based on Zero-Shot Enhancement and Appearance-Motion Consistency Model
[NO] 1948/1997 | Suppressing Poole–Frenkel Instability in NbO
                    <sub>x</sub>
