[2026-06-27 23:02:59] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-06-26
正在获取论文...
[ACM] 2026-6-26 | VFDelta: A Framework for Detecting Silent Vulnerability Fixes by Enhancing Code Change Learning
[NO] 716/845 | When Erasure Fails: Benchmarking Content Removal in Diffusion Models via Vocabulary Substitution Attack
[NO] 717/845 | Dual-Galvanometer-Based Active Stereo Vision for Large-FOV High-Precision 3D Reconstruction of Moving Objects_supp1-3707358.mp4
[NO] 718/845 | Feasibility of a Center of Mass Based Fuzzy-Logic Phase Detection Algorithm for Post-Spinal Cord Injury Gait_supp2-3705681.docx
[NO] 719/845 | Snap-Snap: Taking Two Images to Reconstruct 3D Human Gaussians in Milliseconds_supp6-3701298.mp4
[NO] 720/845 | Phase-Aware Interconnect Routing for Photonic Waveguides Via Nonlinear Optimization
[NO] 721/845 | High-performance, ultra-broadband 100 GHz spacing quantum-well mode locked frequency comb
[NO] 722/845 | Federated Learning and LLMs for Secure Peer-to-Peer Energy Trading
[NO] 723/845 | dAurora: A Prescriptive Solution based on AI to Shed Light on Dark Engineering of Fake News
[NO] 724/845 | A Predictive Analytics Framework for Intelligent Decision Support ERP Systems Using Machine Learning
[NO] 725/845 | Sustainability Evaluation of Palm Oil Biomass Conversion Chains: A Review of Life Cycle Assessment and Circular Economy Perspectives
[NO] 726/845 | Edge Computing Architecture for Real-Time Object Classification Using UAV and Vessel-Mounted Video Streams
[NO] 727/845 | Artificial Intelligence and Sustainability: A Systematic Review from an Accounting and ESG Perspective
[NO] 728/845 | Deep Learning-Based Recognition of Rare Bangladeshi Fruits Using Custom CNN and Transfer Learning Models
[NO] 729/845 | Comparative Machine Learning Models for Breast Cancer Classification Using the WDBC Dataset: A Hybrid Ensemble Approach
[NO] 730/845 | Real-Time Banking Fraud Detection in Cloud Using Multimodal AI And Graph Learning
[NO] 731/845 | Explainable Rare Fruit Classification Using CNN and Vision Transformer: A Comparative Deep Learning Study
[NO] 732/845 | Guiding End Users Towards Software Reuse: An Evaluation of Automated Assistance in Block-Based Programming
[NO] 733/845 | Combining Domain and Tensor Parallelism to Train Multi-billion-parameter AI Weather Models
[NO] 734/845 | OpenMP Target Offloading for Hybrid Fluid-Kinetic Plasma Simulations in JOREK: Accelerating Fusion Research on GPU Enabled Clusters
[YES] 735/845 | Multi-Artifact Analysis of Self-Admitted Technical Debt in Scientific Software
[NO] 736/845 | (Re-) Defining Boundaries in Informal Care: An Interview Study on the Perspectives of Aging Parents and Adult Children
[NO] 737/845 | IDACP: Information-Driven Adaptive Cooperative Planning for Ground-Sensor-Conditioned UAV Remote Sensing
[NO] 738/845 | FSSTNet: Frequency Enhanced Spectral-Spatial Transformer for Methane Plumes Segmentation
[NO] 739/845 | High-Rate Free-Space Optical Communication with DMD-Based Modulating Retroreflectors_supp1-3707309.pdf
[NO] 740/845 | Machine Learning-Based Hybrid Recommendation Systems for Enhancing Personalization in E-Commerce Platforms
[NO] 741/845 | Prediction of COPD Severity Using Physical Characteristics and AdaBoost Classifier
[NO] 742/845 | Legacy ETL to Autonomous Data Clouds: AI’s Role in Modern Data Warehouse Transformation
[NO] 743/845 | A Data-Centric AI Framework for Intelligent Data Cleaning and Quality Scoring
[NO] 744/845 | Transformer-Based Short-Term Load Forecasting for Smart Grid Energy Management Using Smart Meter Data
[NO] 745/845 | Deep Learning-Based Poultry Disease Classification from Fecal Images: A Comparative Study of CNN Architectures
[NO] 746/845 | Intelligent Decision-Support Algorithms for Real-Time Control of Flexible Manufacturing Systems
[NO] 747/845 | Reengineering of Simulation-based Digital Twin Toolchains for Automated Vehicles to Mitigate Technical Debt: A Case Study
[NO] 748/845 | From Interaction Logs to Reliable Features: Recording, Processing, and Slicing User Interaction Data for Machine Learning
[NO] 749/845 | A 8.4 TFLOPS@16b/4.3W General-Purpose Programmable Accelerated Cluster for AI-Native RAN
[NO] 750/845 | Smart Communication Networks for Digital Marketing Performance Optimization
[NO] 751/845 | AI Recommendation Systems: Effects on Sustainable Purchase Intention among Gen Z Consumers in E Commerce Marketplaces in the Mekong Delta, Vietnam
[NO] 752/845 | LSTM-Based Forecasting of Air Pollution Levels Using Multivariate Environmental Sensor Data
[NO] 753/845 | Optimizing Transfer Learning: A Deep Learning Approach for High-Accuracy Classification of Alzheimer’s Disease Stages
[NO] 754/845 | Intelligent Defense Systems for Sinkhole Detection in The Internet of Things
[NO] 755/845 | Proceedings of the 2nd International Workshop on Requirements engineering for AI-powered SoftwarE
[NO] 756/845 | Leveraging Wireless Sensor Networks for Real-Time Monitoring and Control of Industrial Environments
[NO] 757/845 | Cloud Computing in Small and Medium-Sized Enterprises: A Review of Adoption, Implementation, and Organizational Impact
[NO] 758/845 | Increasing the Power Output of Photovoltaic Panels in Oman Using Organic Phase Change Materials
[NO] 759/845 | Emotional Response Analysis to AI-Generated Advertising Imagery: A Data-Driven Intelligent Systems Approach
[NO] 760/845 | Customized Precision for Discontinuous Galerkin Methods using Adaptive Spectral Block Floating Point
[NO] 761/845 | Exploring Assessment Approaches for Student Group Projects in Undergraduate Computing Education
[NO] 762/845 | Revolutionizing Overhead Power Line Safety: Contactless High-Impedance Fault Detection via Edge Magnetic Processing
[YES] 763/845 | CypherCoT: Execution-Aware Chain-of-Thought for Text-to-Cypher
[NO] 764/845 | Learning Multiagent Cooperation via Reciprocity-Based Actor-Critic Framework
[NO] 765/845 | Simultaneous Position and Velocity Estimation Using Doppler Shift and Time-of-Arrival in Acoustic Positioning Signals
[NO] 766/845 | A GaN/SiC Cascode–Based Switched Latching Current Limiter for High Voltage Spacecraft Power Distribution
[NO] 767/845 | Non-ohmic behavior in [Ni
                    <sub>80</sub>
                    Fe
                    <sub>20</sub>
                    /HfO
                    <sub>2</sub>
                    ]
                    <sub>n</sub>
                    discontinuous multilayers
[NO] 768/845 | Proceedings of the 23rd ACM International Conference on Computing Frontiers
[NO] 769/845 | LightSerial: Accelerating In-Process Isolation via Implicit Dependency Exposure
[YES] 770/845 | Bridging the gap between software and hardware
[NO] 771/845 | astroCAMP: A Community Benchmark and Co-Design Framework for Sustainable SKA-Scale Radio Imaging
[NO] 772/845 | AS2G-Transformer: An Adaptive Spatial-Spectral Guided Transformer Network for Hyperspectral and Multispectral Image Fusion
[NO] 773/845 | Least-Squares Interpretation of Minimum Entropy Deconvolution
[NO] 774/845 | Frequency-Spectra Impedance Margin Ratio for Stability Analysis of IBR-Penetrated Systems
[NO] 775/845 | Vibrotactile Feedback Elicits High-Gamma EEG Activity During Fear-Potentiating Events in VR_supp1-3705120.pdf
[NO] 776/845 | Overvalidation in Machine Learning: Empirical Evidence and Theoretical Insights
[NO] 777/845 | LVGS-SLAM: LiDAR-Visual-Supervised Gaussian Splatting SLAM With Dense Depth Rendering for Unstructured Environments_supp1-3707359.mp4
[NO] 778/845 | Small-Signal Analysis of Permanent Magnet Synchronous Machines under Scalar Control for Subsea Applications
[NO] 779/845 | Data-driven Bumpless Switching
                    <i>
                      H
                      <sup>2</sup>
                    </i>
                    Control for Unknown Aero-engines Via Switched Models
[NO] 780/845 | TT-Prune: Joint Model Pruning and Resource Allocation for Communication-efficient Time-triggered Federated Learning
[NO] 781/845 | ConcernBERT: Learning Responsibilities Using Class Membership
[NO] 782/845 | Preface
[NO] 783/845 | Leveraging Artificial Intelligence to Enhance Transformational Leadership and Career Innovation
[NO] 784/845 | Does XBRL Adoption Increase Financial Information Transparency in a Digital Disclosure Environment?
[NO] 785/845 | Machine Learning Technologies for Financial Forecasting and Investment Management
[NO] 786/845 | Explainable AI for Predicting Energy Demand in Smart City Infrastructure
[NO] 787/845 | Determinants of Fintech Adoption for Green Finance: An Empirical Study on the Role of Government Support and Financial Literacy
[NO] 788/845 | Legal and Economic Perspectives Under Malaysia’s MADANI Framework: ESG, and AI
[NO] 789/845 | MKA: Memory-Keyed Attention for Efficient Long-Context Reasoning
[NO] 790/845 | Similarity-Aware Function Pre-Loading for Serverless Inference
[NO] 791/845 | From Fixed to Fluid: Two-Loop Optimization for FAS Relay-Assisted Vehicular AirComp Networks
[NO] 792/845 | CaRLi-V: Camera-RADAR-LiDAR Point-Wise 3D Velocity Estimation_supp1-3702579.pdf
[NO] 793/845 | Table of Contents
[YES] 794/845 | CelloAI: Leveraging Large Language Models for HPC Software Development in High Energy Physics
[NO] 795/845 | A Spectrum-Energy Weighted Wavelength Method for Bathymetry Inversion in Turbid Nearshore Waters Using Optical Remote Sensing
[NO] 796/845 | MORSE: A Rapid Marine Organism Observation Framework via Sonar Point Map
[NO] 797/845 | Seed-Iteration-Epitaxy Technique Achieving High-Mobility Poly-Si Channel for BEOL-Compatible Three-Dimensional Integration
[NO] 798/845 | Lightweight and Secure Real-Time Sensor-Text Grounding for Consumer AIoT Devices via Small Language Models
[NO] 799/845 | Data-Driven SOH Estimation for Second-Life Batteries Based on Partial Charging Segments: An Industrial Case Study
[NO] 800/845 | SLM-FDA: A Signal-Language Model with Feature Distribution Alignment for Robust Multicarrier Modulation Recognition
[NO] 801/845 | A Pruning Framework for Bias Mitigation in Large Language Models_supp1-3701986.docx
[NO] 802/845 | Real-time monitoring and anomaly detection of microclimate in smart greenhouses based on IoT
[NO] 803/845 | From Data to Diagnosis: A Stacking-Based Model for Recurrence Prediction in Thyroid Cancer
[NO] 804/845 | LiteHAR-GRU: Lightweight Temporal Distributed CNN-GRU for Vision-Based Human Action Recognition
[NO] 805/845 | When Expertise Expires: Rethinking Career Sustainability for AI Specialists
[NO] 806/845 | Enhancing Sustainable Insurance Risk Pricing through a Hybrid AI-Credibility Framework: A Simulation-Based Study
[NO] 807/845 | Optimization of agricultural waste conversion into bioenergy using AI and data mining
[NO] 808/845 | Cross-Vendor Photovoltaic (PV) Forecasting with Extra Trees and Conformal Uncertainty
[NO] 809/845 | Graph Neural Network Modeling of Urban Traffic Flow Using IoT Sensor Networks
[NO] 810/845 | Go Green: Does FinTech Enhance Environmental Innovation and Sustainability? An Empirical Investigation
[NO] 811/845 | Innovation Ecosystems within the Digital Economy: Startups and Corporate Partnerships
[NO] 812/845 | Biometric Identification Through Auditory EEG Signatures
[NO] 813/845 | LLM-Driven Collaborative Model for Untangling Commits via Explicit and Implicit Dependency Reasoning
[NO] 814/845 | Traversing the Untraversable: Enabling UAV Navigation in the Extremely Dense Wild by Contact-driven Adaptation_supp2-3705701.mp4
[NO] 815/845 | Statistical Equivalence of AI Emulators and Earth System Models: A Large Ensemble Study with Ultra-Low-Resolution E3SM
[YES] 816/845 | Characterizing the Usefulness of Code Review Comments in Scientific Software for Software Quality and Scientific Rigor
[NO] 817/845 | Scalable Computation of Terminal Ingredients for Robust MPC of Nonlinear Systems
[NO] 818/845 | Quiet Humanoid Walking With NMPC-Informed Reinforcement Learning_supp1-3707354.mp4
[NO] 819/845 | Autonomous Artificial Egg for Natural Incubation Mimicry and Monitoring in_supp2-3704053.mp4
[NO] 820/845 | Autonomous Artificial Egg for Natural Incubation Mimicry and Monitoring in_supp5-3704053.mp4
[NO] 821/845 | Ring-Coupled Finite-Time Synchronization Control of Multi-Mover Permanent-Magnet Linear Synchronous Motors
[NO] 822/845 | Spatiotemporal Patterns of Surface Deformation and Environmental Controls in the Source Region of the Yangtze River
[NO] 823/845 | Comprehensive Time-Domain Analysis of Stray Inductance in Commutation Power Loop: A Generalized Measurement Methodology and Challenges
[NO] 824/845 | Adversarial VAE Sanitization for Privacy-Aware Data Sharing in Semiconductor Manufacturing
[NO] 825/845 | Working with Accessibility Data or Building Assistive Technology: A Study of Accessibility Assignments on CS Students’ Knowledge and Mindset
[NO] 826/845 | The Impact of Internet of Things on Supply Chain Sustainability: The Role of Smart Energy Monitoring as a Mediator in Improving Energy Efficiency
[NO] 827/845 | Gradient Boosting Analysis of Symptom Dynamics in Elderly Schizophrenia Patients
[NO] 828/845 | From Simulation to Synthesis: A Review of Modified Drone Simulators as Digital Twin and Prototyping Platforms
[NO] 829/845 | The Impact of Artificial Intelligence Technologies on Improving the Quality of Library Services (An Analytical Field Study from the Perspective of Graduate Students at Jordanian Universities in the Northern Region of Jordan)
[NO] 830/845 | The Role of Digital Technologies and Artificial Intelligence in Improving Government Financial Performance
[NO] 831/845 | Graph Neural Networks for Spatial Modeling of Resource Distribution in Smart Infrastructure Based on Heterogeneous IoT Sensor Data
[NO] 832/845 | Digital Transformation in Supply Chain Management: The Impact of Blockchain Technology on Environmental Transparency through Logistics Optimization
[NO] 833/845 | Principles of Justice and Sustainability: Ethical Regulation of Artificial Intelligence Systems in Agricultural Production and Natural Resource Management
[NO] 834/845 | An AI-Enhanced Enterprise Project Management Framework for Predictive Analytics and Intelligent Decision Support
[NO] 835/845 | Is Artificial Intelligence Strengthening Brand Loyalty The Mediating Role Of Mental Image
[NO] 836/845 | Response Surface and Artificial Intelligence Modeling of Fresh and Mechanical Performance of Crumb-Rubber Concrete
[NO] 837/845 | The Effect of Green Technology, Policy, and Finance on SDG-12 in Indonesia with the Moderating Effect of Stakeholder Awareness
[NO] 838/845 | The Role of FinTech in Promoting Sustainable Finance Practices in Emerging Markets: Evidence from Jordan
[NO] 839/845 | The Impact of Artificial Intelligence on Supply Chain Sustainability: The Role of Predictive Analytics as a Mediator in Enhancing Environmental Performance
