[2026-08-11 22:41:13] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-08-10
正在获取论文...
[arXiv] 2026-08-10 | Carnot: Interpretable, Interactive, and Optimized Execution of Deep Research Queries
[NO] 1365/1968 | Open the Floodgates in a Digital Twin: Experiences of Building Spillway for 100M+-User Signaling Storms in Cellular Core Network
[YES] 1366/1968 | IntentP4: Bridging P4 Temporal Specifications and Executable Network Tests
[NO] 1367/1968 | Odin: Rethinking Congestion Control under All-to-All Traffic
[NO] 1368/1968 | Identification of Pathophysiological Indicators in CKD Classification Using SHAP
[NO] 1369/1968 | Robust Hand-Eye Calibration Based on Optimized Dual Quaternions
[NO] 1370/1968 | Research on Transmission Line Mast Posture Monitoring Technology Based on Mechanics-Data Fusion
[NO] 1371/1968 | Voice Evaluation System Based on Sensor Data Acquisition and Acoustic Feature Extraction
[YES] 1372/1968 | A Large-Language-Model-Oriented Dual-Channel Agent Framework for Intelligent Generation of Simulation Scenarios
[NO] 1373/1968 | IREF-VITON: Input Representation Enhancement and Fusion in Image-Based Virtual Try-On Systems
[NO] 1374/1968 | Retraction Notice: Analysis of Collaborative and Convenient E-Learning on Cloud Computing
[NO] 1375/1968 | To what extent does driving style and head pose dynamics impact safety critical events under disrupted traffic flow: A computer vision and machine learning approach
[NO] 1376/1968 | CARE: A Calibration-Aware Framework for Cyberbullying Detection Under Distribution Shift
[NO] 1377/1968 | Fuzzy C-Means Based Dropout Layer for Deep Neural Networks
[NO] 1378/1968 | Retraction Notice: Sign Language Converter Using Hand Gestures
[NO] 1379/1968 | A Stealthy False Data Injection Attack Detection Method Based on the Integration of Deep Learning and Statistical Process Control
[NO] 1380/1968 | WaveBlock: Hybrid Discrete Wavelet Transform and Block Truncation Coding Based Video Compression Architecture for Resource-Constrained Embedded Systems
[NO] 1381/1968 | Edge Computing for Radar-Based Contactless Vital Signs Monitoring in Smart Healthcare
[NO] 1382/1968 | Vision-Based Plant Disease Prediction and Intelligent Control Mechanism for Cotton Crops Plants
[NO] 1383/1968 | The Berth Allocation Optimization Based on Robust ICSA for Low-Carbon Ports
[NO] 1384/1968 | Artificial Intelligence–Driven Healthcare with Enhanced Data Security and Patient Privacy
[NO] 1385/1968 | An AI-Based Smart Waste Reporting and Pickup System for Urban Environments
[NO] 1386/1968 | Optimizing Agricultural Logistics and Market Access Using Machine Learning Models
[NO] 1387/1968 | AI-Driven Smart Energy Management System for Renewable Power Optimization
[NO] 1388/1968 | Dynamic Task-Based Urban Routing with IoT Telemetry
[NO] 1389/1968 | Evolutionary Optimization of Gait Stability for Three Spoke Wheg Rovers via Discrete Element Method
[NO] 1390/1968 | Network-Induced Asynchronous Fuzzy Control for SPMSM Servo System Against Nonlinear Friction
[NO] 1391/1968 | Comparative Analysis of Pose Estimation Model for Mobile Motion Tracking Application
[NO] 1392/1968 | Improvement and Mechanism Study of a Mechanical Reinforcement Scheme for Large-Mass CQFP Devices in Aerospace Applications
[NO] 1393/1968 | The Schur Complement-Based Covariance Intersection Method
[NO] 1394/1968 | The Cost/Value of High Angle Conveying
[NO] 1395/1968 | Deformation Behavior of Single-Crystal Al
                    <sub>0.3</sub>
                    CoCrFeNi Hea Alloy with Various Inclusion Materials During the Tensile Process
[NO] 1396/1968 | Agentic RAG for Structure Aware Long Document Reasoning
[NO] 1397/1968 | Optimization of Multi-Robot Cooperative Inspection Path Planning for Chemical Plants with Energy Constraints
[NO] 1398/1968 | LLM-Assisted Indoor Scene Assembly with Rule-Based Spatial Validation for Emergency Navigation
[NO] 1399/1968 | AI-Based Autonomous, Energy-Efficient and Resilient O-RAN Architecture for 5G and 6G Networks
[NO] 1400/1968 | Smart Computing for Data Science: Brain–Computer Interface
[NO] 1401/1968 | Voltage Predictive Control Strategy for CLLC Resonant Converters Based on Simplified TimeDomain Model
[NO] 1402/1968 | Contingency Assessment of a Renewable-Integrated Multi-Terminal HVDC Grid
[NO] 1403/1968 | A Comparative Study of Visual Appearance-Based Screening Methods for Pediatric Adenoid Facies
[NO] 1404/1968 | DeepChequeNet: A Hybrid Ensemble for Default Risk Scoring in Cheque Factoring
[NO] 1405/1968 | AI-Assisted Detection and Prognosis of Rheumatoid Arthritis from Joint Imaging and Genomic Data
[NO] 1406/1968 | Temperature-Induced Carrier Frequency Offset Variability in LoRa Devices: An Experimental Study
[NO] 1407/1968 | Visual Design Literacy in Logistics 4.0 Education: Rethinking Design Styles for Intelligent Decision Support System
[NO] 1408/1968 | Edge-Aware Transformer Encoder for UAV-Based Power Grid Defect Detection
[NO] 1409/1968 | CEPIN: Contrastive Entity-Pair Interaction Network for Financial Relation Classification in Chinese Corporate Annual Reports
[NO] 1410/1968 | High-Precision Semantic Segmentation System with Feature Fusion Enhancement for UAV Inspection Scenarios
[NO] 1411/1968 | Precise Positioning Soot-Blowing Control Using Virtual Feedback in DCS
[NO] 1412/1968 | From Homogenized Hyperbolic to Nonlocal Heat Conduction in Periodic Media
[NO] 1413/1968 | Research on Single-End Detection Method for RJ45 Connector Quality Based on Micro-positioning Grating and LC Impedance Spectroscopy
[NO] 1414/1968 | Coordinated Sizing of Multi-Type Energy Storage Systems for Remote Microgrids Considering Resilience Constraints Under Extreme Events
[NO] 1415/1968 | Research on the continuous overvoltage characteristics of submodule and suppression strategy of VSC-UHVDC system
[NO] 1416/1968 | PR-GVAE: Property-Controllable Molecular Generation via Conditional Graph Variational Autoencoder
[NO] 1417/1968 | Evolutionary Genetic Optimization of Deep Learning for Scalable Cloud-Fog System
[NO] 1418/1968 | The Use of Computational Thinking Skills, Difficulties, and Strategies of Introductory Programming Students Solving Bebras Tasks
[NO] 1419/1968 | Camera-RFID Fusion for Robust Asset Tracking in Forested Environments
[NO] 1420/1968 | A Current Source Rectifier-Based Modular Battery Charger Topology for Battery Swapping Systems
[NO] 1421/1968 | Development of a Combined Introductory Course on Circuits and Electronics with a Problem-Based Laboratory
[NO] 1422/1968 | Frequency Security Constrained Grid-Forming Energy Storage Planning for Renewable Power Systems
[NO] 1423/1968 | EITCE 2026 Cover Page
[NO] 1424/1968 | New Construction of Flexible Binary 2D Sparse GCASs for Omnidirectional MIMO Systems
[NO] 1425/1968 | AI-Enabled Drone-Based Precision Pollination System for Palm Tree Orchards
[NO] 1426/1968 | Branching Deep Q-Network Enhanced Memetic Algorithm for Skilled-Worker Constrained Flexible Job Shop Scheduling Problem
[NO] 1427/1968 | Low-Profile Broadband Circularly Polarized Stacked Magneto-Electric Dipole Antenna and Its Array for Ka-Band Satellite Communications
[NO] 1428/1968 | Experimental Demonstration of Nonlinear Photoconductive Gain in N-Doped β-Ga₂O₃ Devices
[NO] 1429/1968 | Wideband Transmit Beamforming for Spatial SIC with Hardware Impairments in In-Band Full-Duplex Phased Array Systems
[NO] 1430/1968 | Hyperspectral Calibration Detection: A Novel Concept For Change Detection With Unsupervised Incremental Safe Pseudo-Labeling Implementation
[NO] 1431/1968 | Front Cover
[NO] 1432/1968 | COSMOS: Designing Energy-Efficient Context-Aware Multimodal Cognitive Systems
[NO] 1433/1968 | ICBDSE 2026 TOC
[NO] 1434/1968 | Cyberbullying Detection on Social Media: Benchmarking Multiple Models
[NO] 1435/1968 | Design of a Virtual Reality–Based Framework for ACT Delivery in Chronic Post-Stroke Pain
[NO] 1436/1968 | A TDOA-Based Joint Localization and Clock Bias Estimation Method for Acoustic Targets
[NO] 1437/1968 | Passive Multi-Target Multiple Hypothesis Tracking Based on Joint Bearing-Frequency-SNR Consistency
[NO] 1438/1968 | Research on Cascade Failure and Resilience Dynamic Evolution of Urban Power Grids under Complex Typhoon Disturbance Fields
[NO] 1439/1968 | Cognitive Surrender and Strategic Orthodoxy: Reimagining Leadership Formation for the Age of Algorithmic Agency
[NO] 1440/1968 | Conformal Prediction for Zero-Inflated Blood Demand: Uncertainty-Aware Forecasting in Sparse Veterinary Networks
[NO] 1441/1968 | Automated Aviation Knowledge Extraction and Decision Support Method for Flight Test Monitoring
[NO] 1442/1968 | Controlling Smart Environments with Mobile Augmented Reality and Recommender Systems
[NO] 1443/1968 | An Unsupervised Annotation Framework for Primitive States in Non-Intrusive Load Monitoring
[NO] 1444/1968 | Mapping Future Digital and Managerial Competencies: Aligning Emerging Technologies and HEI Curricula
[NO] 1445/1968 | Diagnosis and Analysis of Down Conductor Overheating in Ground Wire Ice-Melting Operation on UHV Transmission Lines
[NO] 1446/1968 | PRECEPT: Power-Efficient Field-of-View Prediction for VR Video Streaming
[NO] 1447/1968 | A Spiking Neural Network-Based Pixel-Level Visual Dynamic Navigation Localization Algorithm for High-Speed Aerial Vehicles
[NO] 1448/1968 | Design and Implementation of a Deep Learning-Based Adaptive Retrieval-Augmented Generation System for Unstructured Text Processing
[NO] 1449/1968 | PROSE: Probability-Driven Cluster Selection for Partition-Based Approximate Nearest Neighbor Search
[NO] 1450/1968 | Incorporating Reflection Mechanism into Multi-Modal Reasoning for MLLMs
[NO] 1451/1968 | A Co-driven Digital Twin Modelling Approach for Distribution Networks Based on AMI Measurement Data and Physical Models
[NO] 1452/1968 | Security Analysis and Optimization Strategies for Searchable Encryption in Cloud Environments
[NO] 1453/1968 | A Path-Frequency Unit Prediction Method for Microwave QR-Code Structures
[NO] 1454/1968 | Region-Aware QoS Prediction in UAV-Assisted Edge Computing Networks
[NO] 1455/1968 | Phase Difference Characteristics of Electrode-Pair Antenna and Magnetic Antenna under the Air--Seawater Critical Interface Condition
[NO] 1456/1968 | Dual-Branch Augmented Transformer Framework for Hyperspectral Image Classification
[NO] 1457/1968 | SOH Estimation for Lithium Metal Batteries Across Different Charging Rates Based on Transfer Learning and Channel Attention Mechanism
[NO] 1458/1968 | Transformer DGA Fault Diagnosis Method Based on Hybrid Feature Selection and IDOA-CatBoost
[NO] 1459/1968 | An underwater intelligent command and operation method based on improved deep reinforcement learning
[NO] 1460/1968 | RAG Enabled AI Based Healthcare Assistant for Cardiovascular Symptom Analysis and Recommendation
[NO] 1461/1968 | AI Literacy For Lower Secondary Education
[NO] 1462/1968 | OmniPath Ping: Active Network Measurement in the Era of Packet Spraying
[NO] 1463/1968 | Elastispec: Formalizing Enterprise Firewall Management with Informal and Elastic Specifications
[NO] 1464/1968 | Planogram: A Multi-dimensional Physical Location Planning System for DC Networks
[NO] 1465/1968 | POSTER: Beyond Probabilistic Data Structures for AI/ML Workload Monitoring
[NO] 1466/1968 | Network System Performance Insights Through Graph Signal Smoothness
[NO] 1467/1968 | Retraction Notice: Energy-Efficient Routing Algorithms for Wireless Sensor Networks in Precision Agriculture
[NO] 1468/1968 | Flush Air Data Sensing via Two-Branch Neural Network Incorporating Dimensionless Features from the Triples Algorithm
[NO] 1469/1968 | A Method-Centric and Structured Review of Artificial Intelligence Based Cuffless Blood Pressure Estimation Using ECG and PPG
[NO] 1470/1968 | Particle Swarm Optimization-Aided Enhanced Belief Propagation Bit-Flipping Decoding of Polar Codes
[NO] 1471/1968 | Robot Intrinsic Tactile Sensing for Touchscreen-Like Interaction: Character Recognition on an Uninstrumented Touchpad
[NO] 1472/1968 | Multigroup Encirclement and Obstacle Avoidance of Unmanned Surface Vehicles via Group-Based Policy Optimization
[NO] 1473/1968 | Resource-Aware Scheduling of Graph Partitions for Distributed Graph Computing in Heterogeneous Clusters
[NO] 1474/1968 | Enabling Space Datacenter Connectivity via Satellite Constellations
[NO] 1475/1968 | Short-Term Load Forecasting for Distribution Networks via Sample Entropy-Guided Secondary Decomposition and Deep Learning
[NO] 1476/1968 | Retraction Notice: Detection of Brain Tumor from the MRI Images using Deep Hybrid Boosted based on Ensemble Techniques
[NO] 1477/1968 | “Onion peeling” Method for MIGHTI Temperature Retrieval with Enhanced Precision and Full Coverage
[NO] 1478/1968 | Utility Maximization in Multi-Functional UAV- and IRS-Aided SWIPT-MEC Networks: A Dynamic Feature Extraction-Based Optimization Approach
[NO] 1479/1968 | Retraction Notice: Development of Raspberry Pi Based Embedded Scheme for Power Theft Monitoring
[NO] 1480/1968 | Edge AI-Based Lightweight Deep Learning Model for Disease Detection and Control in Chili Plants
[NO] 1481/1968 | Comparative Analysis of Hyperparameter Optimization Techniques in Obesity Classification
[NO] 1482/1968 | Risk-Aware Graph MAPPO with a Decoupled Safety Shield for Multi-Ship Collision Avoidance
[NO] 1483/1968 | Classification of Tex10-Deficient Spermatogenesis Using Deep Learning
[YES] 1484/1968 | Rethinking Input Construction for Webshell Detection: A Controlled Study of Tokenization, Chunking, and Feature Fusion
[NO] 1485/1968 | Group Co-attention Transformer for Image Co-segmentation
[NO] 1486/1968 | Retraction Notice: An Enhanced Blockchain Technology with AES Encryption Security System for Healthcare System
[NO] 1487/1968 | Extensive Exploration in Highway Overtaking Scenarios using Hierarchical Reinforcement Learning
[NO] 1488/1968 | Mechanism Design for Federated Learning with Non-Monotonic Network Effects_supp1-3717853.pdf
[NO] 1489/1968 | IRS-assisted Energy-Efficient IoT Communication in UAV-based Smart Agriculture
[YES] 1490/1968 | R2F: A Practical DRL Framework to Improve Fuzzing Scheduling Policy
[NO] 1491/1968 | Accelerating Lanczos- and DCT-Based Realistic Sparse Matrix Generation Using CUDA and OpenMP
[NO] 1492/1968 | Interference-resistant Design of the MR Headset Localization Module in Complex Cable Channel Environments
[NO] 1493/1968 | An Indicator Selection Method Based on Robust Fractal Autoencoder
[YES] 1494/1968 | Detecting Breaking Changes in PROFINET GSDML Files Using Hybrid LLM and Deterministic Analysis
[NO] 1495/1968 | AI-Powered Climate Monitoring System for Real-Time Environmental Prediction and Analysis
[NO] 1496/1968 | Vessel Classification in Maritime Security Using Fractional Factorial Design and ANOVA
[NO] 1497/1968 | A Prediction-Driven Inference Offloading and Risk-Aware Session Orchestration and Reselection Mechanism for 6G UE Agents
[NO] 1498/1968 | Thermo-Mechanical FEM Analysis of Early-Age Behavior in Mass Concrete: Effects of Cement Type and Autogenous Shrinkage
[NO] 1499/1968 | Machine Learning-Based Performance Prediction and Analysis of UAV Propellers under Step-Throttle Conditions
[NO] 1500/1968 | Adapting the Self-Distillation Transformer for Vietnamese Multimodal Emotion Recognition
