[2026-04-06 22:37:25] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-04-05
正在获取论文...
[ACM] 2026-4-6 | Learner-Customized Algorithm Visualization Using Generative AI
[NO] 866/1000 | Retraction Notice: Energy effectiveness practices in WSN over simulation and analysis of S-MAC and leach using the network simulator NS2
[NO] 867/1000 | Retraction Notice: Smart Irrigation System for Agriculture using Wireless Sensor Network
[NO] 868/1000 | 3D ultrafast imaging using a 3072-element matrix array_supp1-3680661.docx
[NO] 869/1000 | FCMOC: Fuzzy-C-Means based Optimal Clustering Approach for Load Balanced Energy Efficient Wireless Sensor Networks
[NO] 870/1000 | MT29 Conference Chairs’ Introduction
[NO] 871/1000 | Wiley
[NO] 872/1000 | Markerless Pose Estimation and Tracking on Facial Regions for in vivo Robot-assisted Terahertz Sensing
[NO] 873/1000 | A Dual-Arm Robotic System with Virtual Fixture-Guided Light Tracking for Fundus Surgery
[NO] 874/1000 | System-Level Efficiency Study of Modular DC/DC and Fuel Cell Stack Series–Parallel Configurations
[NO] 875/1000 | Tri-Mode Hybrid Dielectric Resonator Antenna Fabricated via Laser-Based Selective Material Processing for WLAN Applications
[NO] 876/1000 | IEEE Industrial Electronics Society Information
[NO] 877/1000 | ECLAS: Efficient Certificateless Aggregate Signature with Minimal Latency in VANETs
[NO] 878/1000 | A Procedural Generation System for Chinese Traditional Artifacts Based on Fractal Structures
[NO] 879/1000 | 140–400-mV Input Switched-Capacitor Converter for Miniaturized Photovoltaic Power Transfer
[NO] 880/1000 | Improving crude oil price prediction using LLM-based hierarchical semantic extraction and heterogeneous graph neural networks
[NO] 881/1000 | Adaptive Feature Selection With Hierarchical Learning for Drug-Target Interaction Prediction_supp1-3678266.pdf
[NO] 882/1000 | A Stacked Decoupling Coupler Structure With Real-Time 2D Positioning for Short-Rail DWPT
[NO] 883/1000 | Task-Difficulty-Guided Multi-Gate Mixture-of-Experts for Robust Uncertainty Quantification in Solar Power Forecasting
[NO] 884/1000 | The Influence of Environmental Fidelity on Virtual Presence, Intrinsic Motivation, Cognitive Load and Learning Outcomes in Medical VR
[NO] 885/1000 | The Impact of Antenna Polarization on Mirrored Aperture Synthesis Radiometry
[NO] 886/1000 | Fluid Antenna-aided Semi-Full-Duplex System with Non-Orthogonal Multiple Access
[NO] 887/1000 | Development of Organic Photodetectors Based on Benzothiadiazole and Fluorene Derivatives
[NO] 888/1000 | Performance Degradation of Higher-Order APSK in LEO Links Under Phase Noise and HPA Nonlinearity
[NO] 889/1000 | Method of Cluster-Driven Spectral-Parametric Transformant Coding for Adaptive Compression of Segmented Video Data
[NO] 890/1000 | Application of Quasioptical Transmissing Line for Transformation of the EM Fields
[NO] 891/1000 | Propagation Dynamics of Radially Polarized Terahertz Laser Beams with a Phase Singularity
[NO] 892/1000 | Retraction Notice: Detection of pH value and Pest control for eco-friendly agriculture
[NO] 893/1000 | Retraction Notice: Automatic detection of Temples in Colour Images by using LBP
[NO] 894/1000 | Retraction Notice: An Effective Dynamic Propagation Model for Malware Detection in Cloud Platform
[NO] 895/1000 | Research on the Influence of Branch Length on the Transmission Parameters of a Home Electrical Wiring Network
[NO] 896/1000 | Minimum inertia requirement assessment method for renewable energy grid-connected systems with multiple virtual inertia control units
[NO] 897/1000 | Range-Ambiguous Clutter Suppression for Spaceborne Radar via Joint Elevation-Coherent FDA and Quadratic Phase Coding
[NO] 898/1000 | Adaptive Model Slimming for Communication and Computation Efficient Federated Edge Learning Under Non-IID Data Distribution
[NO] 899/1000 | Three-Patterns-Protected Searchable Encryption Supporting Disjunctive Keyword Search
[NO] 900/1000 | Dual-Error Transformation Approach to Prescribed Performance Control for Unknown Euler–Lagrange Systems with Actuator Faults
[NO] 901/1000 | Model–Hardware Co-Design of Depthwise Separable Convolution With Interlayer Pipelining for Stereo Matching
[NO] 902/1000 | A Review of Technological Innovations and Their Influence on Medical Workflow Precision and Productivity
[NO] 903/1000 | Improving Portfolio Stability with Shrinkage Estimation in Mean-Variance Optimization
[NO] 904/1000 | Retraction Notice: Content Based Remote-Sensing Image Retrieval with Bag of Visual Words Representation
[NO] 905/1000 | Setup-Independent Full Projector Compensation_supp1-3680736.pdf
[NO] 906/1000 | LaO
                    <sub>x</sub>
                    Atomic Flip Dipole Technique With Single Dipole Shifter in CMOS GAA NSFETs
[NO] 907/1000 | DoA-Guided GNSS Anti-Jamming via Satellite Selection and Weighting
[NO] 908/1000 | Data Management Framework for the Process Digital Twin
[NO] 909/1000 | Comparison of Decision Tree and Random Forest Techniques for Sleep Posture Classification
[NO] 910/1000 | Design and Implementation of a 70 Mhz Fifth-Order Elliptic Low-Pass Filter for FPGA-Based SDR Platforms
[NO] 911/1000 | Retraction Notice: Opinion Mining on Food Services using Topic Modeling and Machine Learning Algorithms
[NO] 912/1000 | IEEE Transactions on Magnetics Publication Information
[NO] 913/1000 | Comparative Evaluation of Thai Speech-To-Text Models and Entity Extraction Methods for Beverage Ordering Systems
[NO] 914/1000 | Quantitative Assessment of the Survivability of a Mission-Critical System with a Hierarchical Structure
[NO] 915/1000 | Optical Properties of Ordered Metal-Dielectric Nanocomposites with Axially Symmetric Inclusions
[NO] 916/1000 | Retraction Notice: Survey on Automatic Temperature and Face Detection using AI
[NO] 917/1000 | Retraction Notice: Detection of Face Mask Using Convolutional Neural Network
[NO] 918/1000 | MMRD-DETR: An RGB–Depth Multimodal Fusion Framework for Defect Detection of Transmission Line Conductors and Ground Wires
[NO] 919/1000 | Three-Dimensional Circumnavigating Control of Unmanned Aerial Vehicles Using Range-Only Measurements
[NO] 920/1000 | Linear Array Partitioning With Minimum Number of Subarrays: An Integer Programming Approach
[NO] 921/1000 | MAG-KD: Mask-Guided Adaptive Gating Knowledge Distillation for Skeleton-Based Sign Language Recognition on Edge Devices
[NO] 922/1000 | Photonic Convolutional Paradigm in Synthetic Frequency Dimensions
[NO] 923/1000 | A Physics-Constrained Neural Network for Electromagnetic Inverse Scattering Imaging
[NO] 924/1000 | UpDown: A Supercomputer Co-designed for Scalable Graph Processing
[NO] 925/1000 | Traffic Signal-Vehicle Cooperative Control via Multimodal Heterogeneous Subgraph Learning
[NO] 926/1000 | Calculating the Grid: A Late 20th Century Story of Innovation, Transition, and Reciprocity in Electrification and Computing
[NO] 927/1000 | Are LLMs Ready for Competitive Programming? An Empirical Study
[NO] 928/1000 | DK-MARC: Risk-Adaptive 360° Streaming via Dual-Uncertainty Quantification and Multi-Modal Fusion
[NO] 929/1000 | Retraction Notice: Logistics and Supply Chain Management in Leather Industry Using Blockchain
[NO] 930/1000 | Development of a Hexad-Driven Motivational E-Learning System with AI-Based Personalization: Enhancing Engagement and Digital Literacy Learning Outcomes
[NO] 931/1000 | Tapered Transitions from Double-Sided to Balanced Microstrip Line
[NO] 932/1000 | SmartGuard: A Machine Learning Based Classification Framework for Automated DoS/DDoS Defense in Next-Generation Firewall Systems
[NO] 933/1000 | An Additive Affine Log-Distance Signal Model with Split-Conformal Uncertainty for Cellular Network Measurements
[NO] 934/1000 | A Method for Dynamic Graph Weight Adaptation in IoV Networks Using Fuzzy-Based Exponential Smoothing
[NO] 935/1000 | Cattle Detection and Pose Localization Using Computer Vision for Northern Thai Farms
[NO] 936/1000 | Eigenmodes of Photonic Crystal Waveguides Based on the Kagome Lattice
[NO] 937/1000 | Developing Functional Competencies for Human Resource Officers Using the Knowledge Engineering Framework
[NO] 938/1000 | Fashion E-Commerce Data Science for MSMEs: A Seller Performance Analysis in the Women's Apparel Sector
[NO] 939/1000 | Technique for Quantitative Assessment of Minimal Cut Sets in Mission-Critical Systems with Repair
[NO] 940/1000 | Graph Neural Network Approaches to LDPC Decoding in 5G/6G Communications
[NO] 941/1000 | Envicity Board Game: Tool for Environmental Awareness
[NO] 942/1000 | Development of an AI-Based System for Transcribing Northeastern Thai Speech into Standard Thai Text
[NO] 943/1000 | Retraction Notice: A CBRD Technique for Energy Efficient Bandwidth Image Sharing
[NO] 944/1000 | Retraction Notice: Machine Learning in IoT Security Performance Analysis of Outage Probability of link selection for Cognitive Networks
[NO] 945/1000 | An Ankle-Driven Proprioceptive Rehabilitation Robot During Gait: Design, Control, and Evaluation
[NO] 946/1000 | Experimental Assessment of the Dielectric and Physicochemical Performance of Liquid Insulation in Retrofilled Transformers
[NO] 947/1000 | SAMamba: Stream Alignment Mamba for Motion Infrared Small Target Detection
[NO] 948/1000 | Time-Division SQUID Multiplexing With Nanohenry Scale Input Mutual Inductance Using Transformers With Intra-Coil Damping
[NO] 949/1000 | Corrections to “Distributional Treatment of Real2Sim2Real for Object-Centric Agent Adaptation in Vision-Driven DLO Manipulation”
[NO] 950/1000 | Masthead
[NO] 951/1000 | Design of a Low-Cost Power Quality Analyzer with LoRa-WAN Telemetry for Rural Smart Grid Applications
[NO] 952/1000 | Movable-Antenna-Assisted Dual-Hop FSO/RF Space-Air-Ground Networks With Underlay Spectrum Sharing
[NO] 953/1000 | Privacy-Preserving Revocable Certificateless Cloud Data Auditing Scheme Based on IoT Data Collection for Secure Medical Data Sharing
[NO] 954/1000 | A Quantum-Enhanced Key Agreement and Signature Protocol for Securing Transportation Cyber-Physical Systems
[NO] 955/1000 | Adaptive Visual-Tactile Fusion for Contact-Rich Dexterous Manipulation
[NO] 956/1000 | A Systematic Review of Soft Respiratory Exoskeletons: Assistance Mechanisms, System Architectures and Key Technologies
[NO] 957/1000 | Improved Quantum Cryptanalysis of MD5 and SHA-1
[NO] 958/1000 | Miniature Quadrotor Altitude Controller Design Methods: Adaptive Neuro-Fuzzy Inference System and Explicit Model Predictive Control
[NO] 959/1000 | Towards a systematic review of artificial intelligence-based models for predicting academic success in higher education
[NO] 960/1000 | HiFAKES: Synthetic Data for NILM Model Selection and Generalization Testing
[NO] 961/1000 | A High-Angular Misalignment Tolerance Wireless Power Transfer System Based on Primary-Side Control
[NO] 962/1000 | A Wide-Output-Range High-Efficiency Wireless Power Transfer System Using Novel Cuk-Based Single-Stage Partial Power Conversion Architecture
[NO] 963/1000 | Enhancing the Capability and Accuracy of Motor Imagery Classification: A Deep Neural Network-Powered Multifaceted Strategy Model
[NO] 964/1000 | AdaNoise: Cycle-Consistent Image Translation with Domain-Adaptive Noise Perturbation
[NO] 965/1000 | Burst Mode DSP and Preamble Design for Low Complexity TDMA CPON Upstream Transmission
[NO] 966/1000 | HLIP-Guided Reinforcement Learning for Agile Multigait Biped Locomotion
[NO] 967/1000 | Robust Adaptation of Foundation Models with Black-Box Visual Prompting
[NO] 968/1000 | Computer Vision and Machine Learning Pipeline for Quantitative Analysis of Passive Range of Motion Exercises for Physical Therapy Education
[NO] 969/1000 | Ink Voyage: An Immersive Embodied Experience of Landscape Paintings Based on Inertial Motion Capture
[NO] 970/1000 | Reinforcement Learning-Based Tube Nonlinear Model Predictive Control for Robust Trajectory Tracking Control of Autonomous Vehicles
[NO] 971/1000 | RSF-MPC: A Manipulator Dynamic Modeling and Control Method Based on Deep Koopman Operator
[NO] 972/1000 | Power Minimization for Fluid Antenna-Assisted Downlink Non-Orthogonal Multiple Access Systems
[NO] 973/1000 | Retraction Notice: Intelligent Deep Neural Network integrated with Chaotic Particle Swarm Intelligence based Sentiment Analysis in Big Data Paradigm
[NO] 974/1000 | Deep Learning Driven Evaluation of MR-guided Focused Ultrasound Ablation
[NO] 975/1000 | Retraction Notice: Significance of Deep Learning in Artificial Intelligence Systems
[NO] 976/1000 | Exploring the Competitive and Collaborative Use of Generative AI in STEM Education for Diverse and Inclusive Applications: A Case Study of Bilingual Education for Taiwan's Minority Ethnic Groups
[NO] 977/1000 | Design of a Compact Printed Monopole Antenna Using Slot Loading for S-Band Applications
[NO] 978/1000 | Thermal Masking in Multilayer Cylindrical Structures
[NO] 979/1000 | The Development of Applications for Mobile Devices as Innovative Approach for Digital Transformation of the Educational Processes in the Universities
[NO] 980/1000 | High-Performance Brushless Motors for Aerial Vehicles
[YES] 981/1000 | Coding with AI: Exploring Technology Acceptance and Learning Motivation in Computer Programming with AI Assistance
[NO] 982/1000 | Retraction Notice: An Efficient Sentiment Analysis on Feedback Assessment from Student to Provide Better Education
[NO] 983/1000 | Retraction Notice: Design and Simulation Analysis of Various Luo Converter Topologies fed BLDC Drive for Solar PV Applications
[NO] 984/1000 | Adaptive Event-Triggered Path Tracking Control for Connected Vehicles with Unknown Parameters and Sideslip Angle Compensation
[NO] 985/1000 | Disk Harmonic Mapping of Cranial Surfaces for Fracture Visualization
[NO] 986/1000 | Table of Contents
[NO] 987/1000 | DI3CL: Contrastive Learning With Dynamic Instances and Contour Consistency for SAR Land-Cover Classification Foundation Model
[NO] 988/1000 | Partial Discharge Study on Surface Modified Pressboard Insulation in Natural Ester Oils.
[NO] 989/1000 | Reinforcement Learning to Enhance Digital Twin Based EDFA Fault Prediction in Optical Networks
[NO] 990/1000 | Head-and-Neck Organs Segmentation in CT Based on Spatial Prior and Shape Description
[NO] 991/1000 | Digital Twin Framework for Spine Surgery Considering Respiratory Motions: Methodology and Proof-of-Concept Validation
[NO] 992/1000 | Six-dimensional Movable Antenna for Fairness-aware Integrated Sensing and Communication Systems
[NO] 993/1000 | Autoregressive Meta-Actions for Unified Controllable Trajectory Generation in Autonomous Driving
[NO] 994/1000 | Autonomous Optimal Control for Wind Farm Integrated MMC-HVDC System Under Sending-End Single-Phase to Ground Fault
