[2026-07-29 22:59:31] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-07-28
正在获取论文...
[arXiv] 2026-07-28 | OmniQEC: discovering practical quantum error-correcting codes by an AI scientist
[NO] 1364/1904 | ChronoMind: A Neural Framework for Logical and Temporal Consistency Verification in Short Stories
[NO] 1365/1904 | Comparative Study on Sentiment Classification of Chinese Hotel Reviews by Prompt BERT vs. ERNIE
[NO] 1366/1904 | A Hybrid RP-IoMin based Cancelable Biometric Framework for Secure Authentication
[NO] 1367/1904 | DFA-YOLO: Multi-Scale Dilated Fusion Attention for Improved Document Layout Analysis Based on Improved YOLO11
[NO] 1368/1904 | A Learning-Enhanced and Communication-Robust Scheme for Multi-Agent Cooperative Control of Autonomous Vehicle Platoons
[NO] 1369/1904 | High Accuracy AI Powered Smart Waste Segregation Embedded Systems
[NO] 1370/1904 | Port Electric Load Forecasting Based on SARIMAX-BiLSTM-CPSO-XGBoost Stacked Ensemble Model
[YES] 1371/1904 | InfiTRON: An LLM-Powered Infrastructure for Monitoring, Intervention, and Technology Repair Operations Network
[NO] 1372/1904 | Exam-based Image-Text Logic Consistency Verification via Feature-wise Modulation and Residual Fusion
[NO] 1373/1904 | Environment-Aware Generalized Wireless Localization via Transformer
[NO] 1374/1904 | Socially-Aware Collaborative Task Allocation Algorithms for Mobile Crowdsensing
[NO] 1375/1904 | An Efficient Detection Transformer with Discriminative Attention-based Res-Senet Model for Early Plant Disease Detection and Classification
[NO] 1376/1904 | Research on Greenhouse Bell Pepper Disease Detection System Based on Edge Computing and Dual-Engine Dynamic Inference
[NO] 1377/1904 | Deepfake Detection using Deep Learning
[NO] 1378/1904 | A Comparative Analysis of Malware Detection Techniques in Encrypted Network Traffic
[NO] 1379/1904 | Design and research on lightweighting Strategies for CLIP-Based Cross-Modal Model
[YES] 1380/1904 | Advancing Cryptographic Implementation Security through Expert-Driven CoT-RAG Architecture
[NO] 1381/1904 | A Multi-Scale Enhanced YOLOv8 Framework for Fine-Grained Agricultural Pest Detection
[NO] 1382/1904 | Adaptive Deep Learning Ensemble Framework for Real-Time Network Anomaly Detection
[NO] 1383/1904 | Quantora: A Quantum-Aware Machine Learning Simulator for Enterprise-Scale AI Experimentation
[NO] 1384/1904 | Deep Reinforcement Learning for Dynamic Spectrum Allocation in Cognitive Radio Network
[NO] 1385/1904 | Application and Research of Gated Loop Unit Based on Arduino Sensors in Plant Prediction
[NO] 1386/1904 | Edge-based Safety Optimization: Lightweight Fuzzy Integrated Model for Trustworthy AGV Braking
[NO] 1387/1904 | SK-DDI: Structure-Knowledge Dual-Perspective Approach for Drug-Drug Interaction Prediction
[NO] 1388/1904 | 90° Broadband Phase Shifter on Weakly Coupled Line Loaded With L-Shaped Networks
[NO] 1389/1904 | FL-EHDS: A Privacy-Preserving Multimodal Federated Learning Framework for the European Health Data Space
[NO] 1390/1904 | Insights into Emerging Blockchain Scalability Approaches Through Layer-2 Solutions and Sharding Mechanisms for High Throughput Decentralised Systems
[NO] 1391/1904 | LungNet++: An Enhanced Deep Learning Framework for Tumor Segmentation
[NO] 1392/1904 | Integrated Energy Prediction, Adaptive Duty Cycling, and Clustering Framework for Solar Energy Harvesting Wireless Sensor Networks
[NO] 1393/1904 | Research on the Design of Foam Aluminum Night Lights Driven by Human Factors Data
[NO] 1394/1904 | Sap Ariba vs. Oracle Procurement Cloud for Supplier Audits
[NO] 1395/1904 | Prediction of Olympic Event Elimination Based on Machine Learning: Key Indicators and Model Comparison
[NO] 1396/1904 | A Multimodal Attention-based Ensemble Approach for Lung Cancer Detection using CT Images and Clinical Data
[NO] 1397/1904 | CEE-NeRF: Dynamic Neural Radiance Fields With Contrastive Enhanced Expression Representation for 4-D Face Reconstruction
[NO] 1398/1904 | Agent-Driven Customer Retention using Reinforcement Learning and Behavioral Analytics
[NO] 1399/1904 | A Multi-Modal Cyclic Peptide Representation Learning Framework for Membrane Permeability Prediction
[NO] 1400/1904 | Equal-Valley Arm-Length Design for Full-Range SNR Equalization in OFDR with Multi-Arm Auxiliary-Interferometer Compensation
[NO] 1401/1904 | The Interface Charge Accumulation Characteristics of Factory Joints for Cable under DC Voltage
[NO] 1402/1904 | Terahertz Pulsed-Magnet Gyrotron Experiment with Millisecond-Level Duration and Hard-Excitation-Induced Hysteresis
[NO] 1403/1904 | Changes to the Editorial Board
[NO] 1404/1904 | BERT-HemoPep60: Transformer-based Deep Learning Method with Domain-Adaptive Pretraining for Quantitative Hemolytic Activity Prediction of Peptides_supp1-3717818.pdf
[NO] 1405/1904 | Structure-Aware Attention Prototype Network for Cross-Modality Few-Shot Brain Tumor Segmentation
[NO] 1406/1904 | Scalable Predictive Control for District Heating Networks: A Physics-Guided Koopman Operator Approach
[NO] 1407/1904 | EffSCG: An Efficient Framework for Real-Time Seismocardiogram Denoising on Resource-Constrained Edge Devices
[NO] 1408/1904 | High Capacity Bitrate-Preserving Video Steganography for HEVC Via Codeword Mapping of CABAC Bypass-Coded Sign Flags
[NO] 1409/1904 | Explainable Rider Behavior Analysis for Powered Two-Wheelers Using Fusion of Physiological and Mobility Data
[NO] 1410/1904 | High-Speed Synchronous Transmission Technology for Three-Phase Three-Channel Wireless Power and Reverse Signal
[NO] 1411/1904 | An Ensemble Learning Approach to Graph Learning Based on Evolutionary Graph Neural Architecture Search
[NO] 1412/1904 | Investigating Mask-Aware Prototype Learning for Tabular Anomaly Detection
[NO] 1413/1904 | Event-triggered Practical Prescribed-time Consensus Tracking of Second-order Nonlinear Multiagent Systems-A Novel Edge-based Dynamic Memory Approach_supp1-3717665.pdf
[NO] 1414/1904 | Field Evaluation of Frequency-Selective High-Linearity Passive Radar Receiver for FM Radio Signals
[NO] 1415/1904 | Effect of Back-Gate Bias-Induced Interfaces on the Zero-Temperature-Coefficient in Fully Depleted SOI Transistors
[NO] 1416/1904 | IEEE Journal of Quantum Electronics Information for Authors
[NO] 1417/1904 | An Integrated GUM-MCM Framework for Estimating CMCs for Anemometer Calibration in Wind Tunnel
[NO] 1418/1904 | An Embedded Depthwise-Separable Convolutional Network for Surface Tilt Prediction in Space Robotics Using Capacitive Proximity Sensors
[NO] 1419/1904 | Quantum Sensing for Systems-Level Technologies and Applications
[NO] 1420/1904 | Wavelet-Driven Spectral–Spatial State Space Modeling for Hyperspectral Image Classification
[NO] 1421/1904 | ChronoSeek: Temporal-First Agentic RAG with Event Knowledge Graph for Lifelog Retrieval
[NO] 1422/1904 | A Trust and User Preference Model for Marketing Information Dissemination
[NO] 1423/1904 | Decision letter for "Performance Assessment of the Vertical Wind Profile from Doppler Lidar Using Accumulated Spectra"
[NO] 1424/1904 | AIS 2026 Committee
[NO] 1425/1904 | 2026 14th International Conference on Bioinformatics and Computational Biology (ICBCB)
[NO] 1426/1904 | Copyright and Reprint Permission
[NO] 1427/1904 | 2026 2nd International Conference on Artificial Intelligence Systems (AIS)
[NO] 1428/1904 | Text-to-Keratitis: Clinician-Aligned Multimodal Generation of Keratitis Images With Diffusion Models_supp1-3717053.pdf
[NO] 1429/1904 | A Physics-guided Machine Learning Approach for Efficient Multi-parameter Retrieval of Overlapping Cloud Properties_supp1-3716391.docx
[NO] 1430/1904 | Administrative Committee Information
[NO] 1431/1904 | Physics-Informed Tensor Velocity Reconstruction from 2D Velocity Estimates using Row-Column Probes_supp5-3717096.mp4
[NO] 1432/1904 | Table of Contents
[NO] 1433/1904 | Index
[NO] 1434/1904 | Regret-Based Skyline Consideration Set Generation for Product Variant Recommendation in Product Customization
[NO] 1435/1904 | Federated Deep Learning for Privacy-Preserving Intrusion Detection in Distributed Network Environments
[NO] 1436/1904 | Long-term optimization of energy demand forecasting in the Sahelian context: a comparison of models applied to the power grid of Central-Eastern Niger
[YES] 1437/1904 | A Dynamic RAG-Based Framework for Internal Technical Standard Recommendation in Regulated Environments
[NO] 1438/1904 | AI-Driven Competitive Analytics of Online Restaurant Brands in Dubai: A Multi-Platform Data-Driven Study
[NO] 1439/1904 | Tone Matters: Personality Trait Shifts in Large Language Models
[NO] 1440/1904 | REAFPocket: A Protein Pocket Prediction Method Based on Sequence-aware Voxel Representation and Dual-Channel Attention Feature Enhancement
[NO] 1441/1904 | AI: Automated Real-Time Coffee Bean Defect Identification Using YOLOv11
[NO] 1442/1904 | Secure Image Steganography: Comparing LSB, AES-LSB, and Steghide
[NO] 1443/1904 | Privacy Amplification via Random Client Check-Ins and Data Subsampling in Federated Learning
[NO] 1444/1904 | Link Prediction in Healthcare: A Bibliometric Analysis of Evolutionary Trajectories and Emerging Paradigms
[NO] 1445/1904 | Algorithm Design and Empirical Analysis of Power System Operation Auxiliary Decision Support System
[NO] 1446/1904 | RiskTKG: A Temporal Knowledge Graph-Driven Framework for Food Safety Risk Prediction
[NO] 1447/1904 | A Multi-Stream Forensic-Aware Deep Network for Robust Image Splicing Detection
[NO] 1448/1904 | An Intelligent Digital Framework for Clinical Trial Monitoring Using AI and Cloud-Based Software Platforms
[NO] 1449/1904 | Protocol-Aware Multimodal Intelligent Tutoring with Multi-Vector Retrieval
[NO] 1450/1904 | Trajectory Tracking Control of an Automatic Inoculation Manipulator Based on SSA-Optimized ADRC
[NO] 1451/1904 | CLAP-MDR: Contrastive Language–Audio Pretraining for Multimodal Depression Recognition
[NO] 1452/1904 | Resilient Counter-Bias Architecture for Autonomous Vehicles Under Adversarial Attacks
[NO] 1453/1904 | Deep Learning and Hybrid Ensemble Approaches for Smartphone Screen Surface Defect Detection
[NO] 1454/1904 | CGrader: A Configurable Python-Based Automated Grading System for C Programming Assignments with Structured Input Parsing and Weighted Output Scoring
[NO] 1455/1904 | Neuroimaging-Based Functional Connectivity Analysis for Predicting Autism Spectrum Disorder Using Machine and Deep Learning Models
[NO] 1456/1904 | Path-Compressed Trie for Efficient KV Cache Reuse
[NO] 1457/1904 | Enhancing National Cyber Resilience: Real-Time DDoS Detection and Mitigation Using Isolation Forest and Machine Learning Techniques
[NO] 1458/1904 | “Who is Driving Anyway?” A Critical Survey of Trust and Confusion in “Symbiotic” Teleoperation
[NO] 1459/1904 | Displacement measurement in impact tests based on machine vision
[NO] 1460/1904 | Hybrid LightFM-Based E-Learning Recommendation System for IT Professionals: Integrating Latent Preferences and Skill Relevance
[NO] 1461/1904 | Compact Dual-Band Microstrip Patch Antenna with Diamond Slot and DGS for Enhanced Bandwidth and Impedance Matching
[NO] 1462/1904 | Finite element model updating using computational intelligence - based methods: A Case study of the San Roque Valley bridge, California
[NO] 1463/1904 | A Scalable Inline Image Deduplication Using EfficientNet-B7 and Quantum Swap Test
[NO] 1464/1904 | LLM-Simulated Users for Rapid Usability Evaluation of Decision Support Tools
[NO] 1465/1904 | AdaDapperLite: A Lightweight Stability-Enhanced Model for Federated Domain Generalization
[NO] 1466/1904 | Research on the Efficiency of the Configuration of a Step-Down Semiconductor Converter for Powering Network Chargers in Smart Grids
[NO] 1467/1904 | Enhancing OCR Accuracy in Official Document Processing through Advanced Image Preprocessing and ML-Assisted Validation
[NO] 1468/1904 | LLMs for Qualitative Data Analysis Fail on Security-specific Comments in Human Experiments
[NO] 1469/1904 | Federated Synthetic Data Generation for Hepatology Research: A UNOS based Evaluation
[NO] 1470/1904 | SLAMR: LLM-Augmented Multimodal Learning for Cold-Start Synthetic Lethality Recommendation in Cancer Cell Lines
[NO] 1471/1904 | ppLM-CO: Parameter-Efficient Codon Optimization with Frozen Pre-trained Protein Language Model and Guaranteed Translation Fidelity
[NO] 1472/1904 | Sparse Array Beamforming Design with Proximinal Set Constraints
[NO] 1473/1904 | A Sensing-to-Sorting Multimodal Robotic Pipeline for Waste Classification Using Low-Cost RGB-D Vision and Spectral Sensors with Adaptive Bayesian Fusion
[NO] 1474/1904 | Accurate Extraction and Physical Mechanism of SiC MOSFET Threshold Voltage Instability Induced by Coupled SCE and Negative Gate Stress
[NO] 1475/1904 | Table of Contents
[NO] 1476/1904 | Rice Distribution and Biomass Monitoring via Multi-Rule Remote Sensing Image Fusion and Dynamic Growth Period Unification Algorithm: Case Study of Sanya, Hainan Island
[NO] 1477/1904 | Exploratory Q-Network: A DRL Framework for MOP-based GB-SAR Deployment in Open-Pit Coal Mine Slope Monitoring
[NO] 1478/1904 | Feature Selection Approach Based on Stacked Density Granulation With Principle of Justifiable Granularity
[NO] 1479/1904 | Length-Based Dispatching of Small Language Models On Heterogeneous On-Device Platforms
[NO] 1480/1904 | Multi-scale Spectral Local Contrast Meets 3–D Residual Saliency for Hyperspectral Anomaly Detection
[NO] 1481/1904 | Range Separation Clutter Suppression with INS-Aided Motion Compensation for Mobile Multi-Channel Passive Radar
[NO] 1482/1904 | Multi-Platform Bias-Mitigation Pseudolinear Kalman Filter for Bearings-Only Target Tracking under Measurement Constraints
[NO] 1483/1904 | Path Planning for Amphibious Hexapod Vehicles in Complex Multi-Substrate Terrain Based on the Enhanced Dynamic Gorilla Troops Optimizer
[NO] 1484/1904 | A 16-to-32-Gb/s 0.943-pJ/b Referenceless Baud-Rate CDR Using Consecutive-Hit Accumulator for Fast Frequency Acquisition
[NO] 1485/1904 | Approximate Analytical Method of Streamer Discharge: Corona Equation and Its State Function
[NO] 1486/1904 | Financial Risk Prediction using LASSO-GBDT Hybrid Modeling with TOPSIS-based Multi-Criteria Evaluation
[NO] 1487/1904 | Research on Smart Rural Security Governance System Based on Multi-Modal Perception: A Case Study of Longtou Community in Shantou City
[NO] 1488/1904 | Centimeter-Accurate Tunnel Positioning Using an LCX-Based Multimodal Fusion Method
[NO] 1489/1904 | AI Video Summarization and Content Moderation using Deep Learning
[NO] 1490/1904 | Optimized Parallel Computing Framework for Real-Time IoT Data Processing
[NO] 1491/1904 | Iteratively Calibrated S
                    <sub>11</sub>
                    Thermometry for Microsecond-Scale Intra-Pulse Heating in 96-Well Plates
[NO] 1492/1904 | Low-Latency Hybrid Post-Quantum Secure Access Protocol for Resource-Constrained Terminals
[NO] 1493/1904 | Growing Domain-Specific LLMs Through Federated Split-Phase Learning: System Design and Analysis
[NO] 1494/1904 | Automatic Image Captioning for Project Documentation at the ITE
[NO] 1495/1904 | A Lightweight Detection Model of Defect Detection of Wind turbine blades
[NO] 1496/1904 | Attention-Driven Deep Learning Approach for Autism Spectrum Disorder Detection using Eye-Tracking Scanpath Representation
[NO] 1497/1904 | Secure and Adaptive Task Offloading in Mobile Cloud Computing: A Blockchain-Enabled Federated Deep Learning Framework with hybrid Optimization
