[2026-06-10 23:25:24] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-06-09
正在获取论文...
[arXiv] 2026-06-09 | One-Step Self-Organized Multifunctional Micromotors via Evaporative Liquid-Liquid Phase Separation
[NO] 1186/1929 | Cu Via Resistance Failure Induced by CMP in Advanced Interconnects
[NO] 1187/1929 | A Study on the Impact of Extraction Electrode Axes on Implant Dose in Applied Materials E500 Medium Current Implanter
[NO] 1188/1929 | Wavelet-Domain Masked Image Modeling for Color-Consistent HDR Video Reconstruction
[NO] 1189/1929 | ROBBO: An Efficient Method for Pareto Front Estimation With Guaranteed Accuracy
[NO] 1190/1929 | Stray Current Mitigation With Reverse Running Rail Current Control Strategy for Virtual-Return-Based DC Traction Power Supply System
[NO] 1191/1929 | A Data-Driven Algorithm for Indoor/Outdoor Detection Based on 3GPP MDT measures
[NO] 1192/1929 | Enhancing Secondary Use of Health Data in Finland – Environments, Costs, and Potential EHDS Implementation Challenges
[NO] 1193/1929 | Fixed-Time Synchronization of Delayed Chaotic Memristive Neural Networks Modeling in Terms of Voltage-Charge-Time
[NO] 1194/1929 | MERIT: Multimodal Enhanced Retrieval through Instruction-level Transformer-based Chunking in Product Manuals
[NO] 1195/1929 | Trajectory Tracking Control for Inspection Robots via Tube-Based Linear Model Predictive Control
[NO] 1196/1929 | Momentum-Based Cryptocurrency Trading Strategy : Data Synthesis and Machine Learning for Predictive Signal Classification
[NO] 1197/1929 | Two-Stage Variable-Decoupling Framework for Trajectory Optimization of Industrial Manipulators
[NO] 1198/1929 | A Hybrid ML Framework Integrating CAI and EFRI Metrics for Smart Predictive Maintenance of Power Transformers
[NO] 1199/1929 | An Ensemble Machine Learning Model for Thwarting Impact of Vampire Nodes in WSNs
[NO] 1200/1929 | A Temperature Compensation Method for MSR Monitoring under In-Service Condition using EMAT
[NO] 1201/1929 | Machine learning potential and applications in manufacturing sectors
[NO] 1202/1929 | CloudChain: Decentralized Marketplace for AI Compute Resources
[NO] 1203/1929 | Signal Time-Advance Measurement with LP-NGD Circuit
[NO] 1204/1929 | How Does the Decoy Effect Enhance Consumers' Purchasing Decisions?
[NO] 1205/1929 | Integrated Digital Advisory System for Real-Time Agricultural Decision Support in Rural India
[NO] 1206/1929 | Collaborative Optimal Scheduling Method for Microgrid Clusters Based on Multi-Agent Deep Deterministic Policy Gradient
[NO] 1207/1929 | Data-Driven Modeling of Soil Moisture in Irrigated Fields
[NO] 1208/1929 | Impact of Service Efficiency Factors on Buying Behaviour and Satisfaction on Digital Platform
[NO] 1209/1929 | A Bias-Resistant Framework for Misinformation Detection in Code-Mixed Telugu Using Semantic Graph Neural Networks
[NO] 1210/1929 | Prediction of Underwater Sound Speed Distribution Based on Liquid Neural Networks
[NO] 1211/1929 | Next-Generation Network Architectures: Exploring 6G, VANETs, and Heterogeneous Communication Systems
[NO] 1212/1929 | Machine Learning for Clinical Text Classification in Electronic Medical Records: A Review
[NO] 1213/1929 | Autonomous Edge AI Solution for Post-Harvest Mango Tommy Classification
[NO] 1214/1929 | Dynamic Neuro-Fuzzy Fusion with Attention-Aware Learning for Robust Cardiovascular Disease Prediction
[NO] 1215/1929 | AI-Powered Analysis of Machine Learning Techniques for Fake News Classification
[NO] 1216/1929 | State-Aware Multi-Service Scheduling for VLC/WiFi Heterogeneous Networks Based on Reinforcement Learning(SAMSS-QL)
[NO] 1217/1929 | Resilient Smart Grids: Digital Twin-Driven Predictive Control for Renewable Energy Integration
[YES] 1218/1929 | Physics-Informed Neural and Graph Learning Framework for Operational Amplifier Performance Prediction and Sizing
[NO] 1219/1929 | Advancing Eigenvalue Computation: Numerical Techniques and Cross-Disciplinary Applications
[NO] 1220/1929 | Memristor-Based Spiking Neural Network Accelerator for Bio-Inspired Interception Task
[NO] 1221/1929 | MIGformer: A Multivariate Time Series Forecasting Model Based on Multi-scale Interaction and Gating Mechanism
[NO] 1222/1929 | The Role of Time-Sensitive Networking in Enhancing Real-Time Clock Synchronization for Power Monitoring Devices
[NO] 1223/1929 | Design and Implementation of Energy-Efficient Protocols for Underwater Wireless Sensor Networks
[NO] 1224/1929 | Early Warning System for Systemic Financial Risk in Indian Financial Markets Using Artificial Neural Networks
[NO] 1225/1929 | Reassessing Venture Capital’s Role in IPO Outcomes: A Hybrid Machine Learning and Analytical Framework Using Evidence from India
[NO] 1226/1929 | Comparative Analysis of Supervised Machine Learning Techniques for Predicting Student Academic Performance
[NO] 1227/1929 | Sophisticated Geolocation Based Attendance Tracking Mobile Application
[NO] 1228/1929 | A Transfer Learning Approach for Detecting Buds of Posterior Teeth
[NO] 1229/1929 | Ensemble-Based Learning Algorithm for Multi-Morbidity Prediction
[NO] 1230/1929 | Cloud-Enabled Chatbots and Virtual Assistants: Redefining Digital Marketing Strategies
[NO] 1231/1929 | Quantum Safe AI Pipelines Securing Next Generation Data Flows Against Post Quantum Threats
[NO] 1232/1929 | Activity concentration measurements of radon gas in indoor environment of Benevento city, Campania region - South Italy
[NO] 1233/1929 | Cloud-Driven Deep Learning Applications in Smart Cities
[NO] 1234/1929 | Role of AI in Refugees Status Determination with Challenges of Human Dignity
[NO] 1235/1929 | Detection of Credit Card Fraud: An Analytical Accounting Perspective Using Classification Algorithms
[NO] 1236/1929 | Corporate Governance’s Impact on Financial Performance of Banks
[NO] 1237/1929 | Multimodal Transformer-Based Framework for Predicting Student Engagement, Achievement and Creativity
[NO] 1238/1929 | Explainable AI Engine for Cross-Platform Transaction Trust Evaluation
[NO] 1239/1929 | Modular Robot-Assisted Haptic Simulation of a Shoulder Exoskeleton
[NO] 1240/1929 | Structural damage identification through PCA and subspace comparison
[NO] 1241/1929 | Real-Time Analytics and Scalable Orchestration for Multi-Tenant Personalization Systems
[NO] 1242/1929 | AI-Powered Personalization for Enhancing Student Engagement in E-Learning
[NO] 1243/1929 | AI-Driven Security In Cloud Networks
[NO] 1244/1929 | Self-Supervised Anomaly Detection Models for Continuous Data Quality Monitoring in Enterprise Platforms
[NO] 1245/1929 | A Novel LLM-RAG Approach for Risk-Aware Anti-Money Laundering Compliance
[NO] 1246/1929 | Omni-Tracker: An IoT-Based AI Companion for Emergency Alert and Geo-Localization System
[NO] 1247/1929 | Neural Network-Based Black Box Modelling for Real-Time Super Capacitor Health Monitoring
[NO] 1248/1929 | AI-Driven Marketing Transformation: Insights from Bibliometric Mapping and Network Analysis
[NO] 1249/1929 | Leveraging NLP and AI for Optimizing Energy Efficiency in Smart Cities: A Green Technology Perspective
[NO] 1250/1929 | Coordinated Optimization Strategy for Distributed PV Distribution Networks Based on Hierarchical Power Allocation
[NO] 1251/1929 | ANN–GA–PSO Hybrid Optimization for Enhanced DV-HOP Localization in Wireless Sensor Networks
[NO] 1252/1929 | Explainable Deep Learning Pipeline for Multimodal Biomedical Signal Interpretation
[NO] 1253/1929 | Decoding Automation Narratives in Heritage Education and Tourism: A Google Trends Inquiry into Optimization Dynamics
[NO] 1254/1929 | Dynamic Topology Control Strategies for Enhanced Connectivity in Mobile Wireless Sensor Networks
[NO] 1255/1929 | Mechanism and Suppression of Low-Frequency Oscillations in Lightly Loaded V/f-Controlled Induction Motors
[NO] 1256/1929 | An Improved Multi-Target Tracking Algorithm for Intelligent Transportation Perception Based on Adaptive Association and Trajectory Smoothing
[NO] 1257/1929 | The CRISP Framework: Enhancing AI Explainability Through Context-Aware Prompts for Clearer and More Interpretable Responses
[NO] 1258/1929 | The Impact of Short Video Content on TikTok on Gen Z's Purchasing Behavior
[NO] 1259/1929 | Transport Protocol Switching Mechanism for Throughput Optimization in Ad Hoc Networks
[NO] 1260/1929 | Toxicological Impact of Heavy Metals During Sustainable Brick Production from Bagasse, Fly Ash, and Cement
[NO] 1261/1929 | SYNE: A Biologically-Inspired Decision Neural Network via Stochastic Delay Differential Equations
[NO] 1262/1929 | Optimization and Simulation of a High-Speed Data and Power Transmission System Based on Partial Coil Coupling and DQPSK
[NO] 1263/1929 | A Practical Methodology for Implementing and Tuning Analog PID-Based PWM Controllers
[NO] 1264/1929 | The Autonomous Battlefield: AI Arms Race in Cybersecurity, Offensive Tactics, and the Need for a Global Framework
[NO] 1265/1929 | Lung Nodule Detection and Segmentation using Linear Karnal SVM
[NO] 1266/1929 | Monotone Circuit Complexity of Matching
[NO] 1267/1929 | Near Optimal Hardness of Approximating 𝑘-CSP
[NO] 1268/1929 | Approximating Gains-from-Trade in Matching Markets
[NO] 1269/1929 | Lower Estimates for L₁-Distortion of Transportation Cost Spaces
[NO] 1270/1929 | PredComp: Predicting Compiler Optimization Options with Multi-stage Learning
[NO] 1271/1929 | A Fine Balance: Understanding Anti-Technosolutionist Strategies of Environmental Justice Advocates
[NO] 1272/1929 | 2025 International Conference on Intelligent &amp;amp; Innovative Practices in Engineering &amp;amp; Management (IIPEM)
[NO] 1273/1929 | Multi-Modal Fine-grained Discriminative Cues Transfer for Efficient Person Re-Identification
[NO] 1274/1929 | Optical Multi-STAR-IRS Assisted Underwater Wireless Communication System
[NO] 1275/1929 | Diffusion-based Data Augmentation and Knowledge Distillation with Generated Soft Labels for Oil Spill Segmentation Learning on Satellite SAR Images
[NO] 1276/1929 | DEFI 2025 Cover Page
[NO] 1277/1929 | From Solo Issuing to an Orchestra: Design and Seamless Augmentation of Self-Sovereign Identity for Multi-Signature Verifiable Credentials
[NO] 1278/1929 | IoT Participants Clustering to Reduce Heterogeneity and Accelerate Federated Learning
[NO] 1279/1929 | Digital Twin-Based Motor Speed Ripple Control System with AI-Driven Virtual Sensing and Reinforcement Learning
[NO] 1280/1929 | A Multi-Agent LLM Framework for Design Space Exploration in Autonomous Driving Systems
[NO] 1281/1929 | IEEE CTSoc World Newsletter
[NO] 1282/1929 | Stability Analysis of Control Systems with First-order Reset Elements, a Frequency-Domain Approach
[NO] 1283/1929 | Direct Multi-Source AoA Tracking for Passive UAV Surveillance Under Heterogeneous Signal Conditions
[NO] 1284/1929 | IEEE Photonics Technology Letters Information for Authors
[NO] 1285/1929 | Control-Integrated Pipeline for Diseasome Analysis: A Case Study on Hypertension Comorbidities in U.S. Veterans_supp2-3698948.csv
[NO] 1286/1929 | MmWave NLOS Sensing under Rough Relay Surface: Challenges and Solutions
[NO] 1287/1929 | Data-Driven Optimized Output Regulation for Markov Jump Linear Systems and Its Application
[NO] 1288/1929 | Electronic Fratricide in Air Defence Operations While Countering Uas in Tactical Battle Areas
[NO] 1289/1929 | AI-Enhanced Learning Environments to Foster Communicative Competence in French. A Mixed-Methods Study with STEAM Students
[NO] 1290/1929 | Message from the Publication Chair 2026 IEEE World Engineering Education Conference (EDUNINE)
[NO] 1291/1929 | Photoacoustic signal from hemoglobin target
[NO] 1292/1929 | The Development of Foundations of Open Practices Online Courses
[NO] 1293/1929 | Optimizing Municipal Teams: Personalized Learning for T-Shaped Profile Development
[NO] 1294/1929 | Interactive Graphical User Interface for Spectral Doppler Simulation and Experimentation
[NO] 1295/1929 | VPETD: A Generative AI Driven Novel Privacy Themed Cybersecurity Educational Game
[NO] 1296/1929 | First-Year Engineering Design: Active Learning with Rockets, Simulation, and AI
[NO] 1297/1929 | A Learning Framework for Control Systems in Manufacturing Processes Using the FrED Platform
[NO] 1298/1929 | Reconstruction of Scan Scintigraphy and SPECT Images Using an Enhanced Iterative Blind Deconvolution Algorithm
[NO] 1299/1929 | Signal-Compensated PI Control Based on Concurrent-Learning-Driven Optimal Tuning Parameters for Complex Ore Feeding Processes
[NO] 1300/1929 | Geometry-Prior Guided Coarse-to-Fine Stabilization of Full-Disk Solar EUV Image Sequences
[NO] 1301/1929 | LAWNs Meet SWIPT: Beamforming and Power Splitting Optimization for Predictive Control
[NO] 1302/1929 | Enable Scalable and Secure ISAC-WPT in Wireless Scenarios
[NO] 1303/1929 | Hybrid-CMLP: Hybrid CNN-MLP Networks for Low-to-standard-dose PET Synthesis
[NO] 1304/1929 | Table of Contents
[NO] 1305/1929 | Mechanistic Enhancement of Electrical Performance in PEEK Insulation via Surface Gas-Phase Fluorination
[NO] 1306/1929 | Optimization Strategy for Micro Energy Grid Transactions in Multi-Level Energy Markets Based on Asymmetric Nash Bargaining
[NO] 1307/1929 | Joint Frequency-Phase Estimation of Power Grid Signals Based on Frequency-Domain Attention Mechanism and Kalman Filter Synergy
[NO] 1308/1929 | Analysis and Prediction of Influencing Factors of Power Carbon Emissions in Guizhou Province Based on LMDI Decomposition and Multi-NAR Integrated Nonlinear Regression
[NO] 1309/1929 | System-Level Coordinated Control Model of Energy Storage Systems for Grid Security and Stability Analysis
[NO] 1310/1929 | A Data-driven Approach to Synergistic Resilient Assessment and Investment Optimization for Sustainable Operation of Island Power Grids
[YES] 1311/1929 | An Improved Graphical Method for Layout Optimization of Field-Limiting Ring Edge Termination
[NO] 1312/1929 | Joint Secure Localization and Attack Detection for Vehicular Networks With Quantized Measurements: A Variational Bayesian Approach
[NO] 1313/1929 | 2026 Smart City Symposium Prague (SCSP)
[NO] 1314/1929 | Analysis and Optimization Framework for STAR-RIS-aided Short-Packet Systems with Covert Rate-Splitting Signaling
[NO] 1315/1929 | RLAPR: Reinforcement Learning-based Adaptive Fusion for Visual-LiDAR Place Recognition in Autonomous Vehicles
[NO] 1316/1929 | A Hierarchical Carbon Emission Factor Correction Method Considering Non-Grid-Connected Electricity
[NO] 1317/1929 | Mechanisms of Central Erosion on the Contact Interface With Convex Rail Structure
[NO] 1318/1929 | Control-Integrated Pipeline for Diseasome Analysis: A Case Study on Hypertension Comorbidities in U.S. Veterans_supp5-3698948.csv
[NO] 1319/1929 | Towards Next-Generation SLAM: A Survey on 3DGS-SLAM Focusing on Performance, Robustness, and Future Directions
[NO] 1320/1929 | DyGIN: Modality-Unified Dynamic Graph Inception Network for Context-Aware Emotion Recognition
[NO] 1321/1929 | Multi-Static Integrated Sensing, Identification and Backscatter Communication for IoT Networks
[NO] 1322/1929 | Meta-Learning-Enhanced Task Assignment and Resource Scheduling for UAV-Assisted WSNs in 6G-Enabled ITS
