[2026-06-30 23:13:04] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-06-29
正在获取论文...
[arXiv] 2026-06-29 | Real-Time Underwater Image Enhancement via Frequency-Guided Dual-Path Attention
[NO] 1256/1986 | Blockchain Technology and Innovative Practice - A Social Service Oriented Project-Based Course
[NO] 1257/1986 | FlexNTN-Twin: A Flexible Hardware-in-the-Loop Emulation Platform for 5G-Advanced NTN
[NO] 1258/1986 | Self-Normailzed Cross-Domain Adaption for Personalized Diffusion Model Training
[NO] 1259/1986 | Proximal Dual Multiplier Algorithm for Distributed Constraint-Coupled Optimization
[NO] 1260/1986 | Embedding Ethical Leadership in Cybersecurity Education: The Case of the Penetration Tester Role
[NO] 1261/1986 | Evaluating the Accessibility of the Admission Process in Engineering Institutes for Persons with Disabilities: A Lens on Digital Infrastructure and Institutional Support
[NO] 1262/1986 | SemCache: Semantic-Aware Cache Sharing for Efficient Multi-User LoRA-Adapted LLM Inference at the Edge
[NO] 1263/1986 | Design and Evaluation of a Fully on-Premises RAG-Based Enterprise Chatbot for Technical Support
[NO] 1264/1986 | A Novel SAC Algorithm-Based Decision-Making Method for Multi-Vehicle Autonomous Driving
[NO] 1265/1986 | Fair Enough? Assessing Open Science Practices on a Top-Tier Security Privacy Conference
[NO] 1266/1986 | VeinPhantom: Electromagnetic Side-channel Eavesdropping on Palm Vein Information
[NO] 1267/1986 | QuIKS: Near-Zero Latency Key Supply with Adaptive Buffering for Resource-Efficient Quantum Key Distribution Networks
[NO] 1268/1986 | Confusions and Erasures of Error-Bounded Block Decoders with Finite Blocklength
[NO] 1269/1986 | A Domain-Partitioned Virtualization Architecture with Host-Mediated NPU Sharing for Edge Embodied AI
[NO] 1270/1986 | Defining the Problem, Setting the Standard? Platform Narratives and Interventions for Digital Well-Being
[NO] 1271/1986 | Authors Index
[NO] 1272/1986 | Context-Aware Multimodal Representation Learning for Spatio-Temporally Explicit Environmental Modelling
[NO] 1273/1986 | SlideMS-Net: Multi-Scale Context Fusion Network for Landslide Segmentation in Optical Remote Sensing Imagery
[NO] 1274/1986 | TFT-GCN: A Time-Frequency Based Model for Time Series Anomaly Detection
[NO] 1275/1986 | Table of Contents
[NO] 1276/1986 | Waveform-Aware Joint Time and Frequency Synchronization for Pulse-Shaped ODDM with Symmetric Pilots
[NO] 1277/1986 | Mobile-DDGI: Lightweight Probe-Based Global Illumination via Adaptive Budget Allocation
[NO] 1278/1986 | Multi-Dimensional Context-Oriented Programming with a Lightweight Domain Specific Language
[NO] 1279/1986 | Extended Abstract: Re-Evaluating the Real-System Modeling Accuracy of Ramulator 2.0
[NO] 1280/1986 | Dynamic Distributed Encrypted Data Sharing with Lightweight Integrity Checking via Blockchain Systems
[NO] 1281/1986 | InSAR Observability Guided Multi-modal Fusion Framework for Landslide Hazard Detection in Open-pit Mines_supp1-3707569.pdf
[NO] 1282/1986 | Empathetic Response in Audio-Visual Conversations Using Emotion Preference Optimization and MambaCompressor_supp1-3707832.pdf
[NO] 1283/1986 | Analyzing the Spatio-temporal Pattern of Disturbances in Yuzhong Mining Areas Using Continuous Variation Detection and Intensive Time-Series Landsat Observation
[NO] 1284/1986 | Diversity-Regularized Policy Space Optimization based Tactical Strategy Learning for Multi-UAV Air Combat Games
[NO] 1285/1986 | Investigation of a Multi-Mode Switching Control Strategy for a Composite Electromagnetic Suspension System
[NO] 1286/1986 | Fractional Inductor Based Human Eardrum Design Employing MO-DVCCBTA
[NO] 1287/1986 | Adaptive Weighted Fuzzy Clustering Framework for Evaluation of Student’s Practical Ability in Higher Education
[NO] 1288/1986 | Spatio-Temporal Graph Neural Network for Prediction of Foreign Media Coverage and Dissemination of Xinjiang Free Trade Zone Cities
[NO] 1289/1986 | Evaluating the Impact of Photovoltaic Power Plants on Land Surface Temperature Using Remote Sensing Techniques in Asian Regions
[NO] 1290/1986 | Leveraging Text Sentiment Analysis for Cyberbullying Prevention
[NO] 1291/1986 | Dynamic Noise Injection for Gradient Leakage Resistance in Federated Learning
[NO] 1292/1986 | Design of an AI-Driven Power Transformer Fault Diagnosis and Life Assessment System
[NO] 1293/1986 | Stochastic Model of Collaborative Robot Interaction in a Manufacturing Environment
[NO] 1294/1986 | Historical Region of Interest based ResNet18 with Multiscale Pyramid Attention Blocks for Colon Cancer Classification
[NO] 1295/1986 | Region-Aware Attention-Based Framework for Management of Students from Hong Kong, Macao, Taiwan, and Overseas Chinese
[NO] 1296/1986 | An Attention-based Fusion Multimodal Predictive Model for Heart Rate Deviation: A Simulative Design Study
[NO] 1297/1986 | Intelligent Disease Prediction using Hybrid Deep Learning Models
[NO] 1298/1986 | Green Information Networks: Energy-Aware Architectures and Protocols
[NO] 1299/1986 | Vibration Reduction for Switched Reluctance Motor with Amorphous Alloy Core Based on Multi-Material Topology Optimization
[NO] 1300/1986 | Physics-Data-Driven Fault Diagnosis of Cascaded H-Bridge Rectifier under Pantograph-Catenary Separation Impacts
[NO] 1301/1986 | Geometric Approach for Dispatch Instruction Decomposition of Virtual Power Plants Considering Network Security Constraints
[NO] 1302/1986 | Rotor Position Estimation Correction in SMO-PLL Sensorless Control for PMSM with Non-Uniform Demagnetization Fault Based on Resonant Method
[NO] 1303/1986 | Efficiency and Power Density Optimization of Super-SEPIC Topology for Bipolar DC Microgrids
[NO] 1304/1986 | GPU-Native Compressed Neighbor Lists with a Space-Filling-Curve Data Layout
[NO] 1305/1986 | Message from the 2026 Program Co-chairs
[NO] 1306/1986 | Microbenchmarking NVIDIA’s Blackwell Architecture: An in-depth Architectural Analysis
[NO] 1307/1986 | AC Winding Loss Analysis in Permanent Magnet Vernier Machine for In-Wheel Direct Drive Applications
[NO] 1308/1986 | Agentic Self-RAG: Multi-Agent Reasoning for Self-Correcting Retrieval-Augmented Generation
[NO] 1309/1986 | Multi-Motor Cross-Coupling Control for a 3-RRS Platform
[NO] 1310/1986 | A Two-Stage LSTM-Based Day-Ahead Photovoltaic Power Forecasting Model with Weather-Semantics-Guided Correction
[NO] 1311/1986 | Robust State-of-Charge and Capacity Estimation of Lithium-Ion Batteries Based on Decoupled Iterative Modeling
[NO] 1312/1986 | Calculation of Power Generation Characteristics of Linear Harmonic Generator for EDS Maglev Considering Collector Coil Winding Width
[NO] 1313/1986 | Enhancing Thermal and Mechanical Properties of High-Performance Epoxy Composites via Synergistic Design of Multi-Functional Fillers
[NO] 1314/1986 | DHF: A Generative AI Approach to Data-Efficient Signal Separation for Wearable Embedded Systems
[NO] 1315/1986 | Construct a Hydrogen Bond Cross-linked Network to Synergistically Enhance Dielectric and Insulation Properties
[NO] 1316/1986 | Analysis of Temperature and Strain Variation in 550 kV Tri-post Insulator Curing Process
[NO] 1317/1986 | Curing Kinetics and Process Optimization of Epoxy Vitrimer Insulation Composites Enabled by a Novel Latent Catalyst
[NO] 1318/1986 | A Phase-Shift Modulated Interleaved LLC Resonant Converter with Wide Voltage Range and Fully ZVS Operation
[NO] 1319/1986 | Precision Modeling and Optimization of BESS Reserve Capacity for Provision of Cross-Timescale Frequency Regulation Services
[NO] 1320/1986 | Impedance Decoupled Secondary Control Based on a Consensus Prototype for All-Electric Ships
[NO] 1321/1986 | Research on SiC-MOSFET Fault Diagnosis for IPT Systems
[NO] 1322/1986 | Optimization Design of Stator Slot for Permanent Magnet Servo Motors
[NO] 1323/1986 | Improved Control Strategy for MMC based De-icing Device Under Asymmetric Grid-Condition
[NO] 1324/1986 | An Integrated Topology and Control Strategy for Matching Control and Voltage Quality Management Based on Energy Storage-Integrated UPQC
[NO] 1325/1986 | The Influence of Silane Coupling Agent Modified Carbon Black on the Performance of Semiconductive Shielding Materials
[NO] 1326/1986 | Enabling Battery Downsizing for Electric Trucks in Ports via Joint Wired-Wireless Charging Scheduling
[NO] 1327/1986 | Multi-Objective Optimization of Dynamic Performance for Moving Magnet Type PMSLM Based on Physics-Informed Neural Network with Embedded Analytical Model
[YES] 1328/1986 | CertiCoder: Towards MISRA-Compliant C Code Generation with LLMs
[YES] 1329/1986 | Debugging Engine Enhanced by Prior Knowledge: Can We Teach LLM How to Debug?
[YES] 1330/1986 | SmartIFSyn: Automated Information Flow Security Policy Synthesis for Smart Contracts
[NO] 1331/1986 | SWE Data Construction, Automatically!
[YES] 1332/1986 | Odyssey: Hunting Smart Contract Vulnerabilities with Fine-Grained State Modeling and Exploration
[NO] 1333/1986 | Active Learning of Symbolic Automata for Reactive Programs via Dynamic Symbolic Mapper
[YES] 1334/1986 | CodeCureAgent: Automatic Classification and Repair of Static Analysis Warnings
[YES] 1335/1986 | Can Old Tests Do New Tricks for Resolving SWE Issues?
[NO] 1336/1986 | Lineage: A UMA2.0 Protocol Extension for Multi-Hop LLM Agent Delegation
[NO] 1337/1986 | Fault Diagnosis Under Unknown Operating Conditions Based on Adaptive Graph Learning and Dual-Weighted Contrastive Mechanism
[NO] 1338/1986 | Physics-Informed RF Features for Bone Fracture Detection and Healing Classification: A Grouped Cross-Validation Study Using 2D-FDTD Simulation Across Five Anatomical Sites_supp1-3706360.csv
[NO] 1339/1986 | High-Order Anchor Graph Tensor Representation Learning for Enhanced Multi-View Clustering
[NO] 1340/1986 | Au Nanoparticles Decorated SnS/MoSe
                    <sub>2</sub>
                    -based vdW Heterojunction as Wideband Photodetector
[NO] 1341/1986 | Adaptive Dual-Loop Feedforward Control for Micro-Vibration Environment Realization in High-Precision Sensor Testing Systems
[NO] 1342/1986 | Inter-LPCM: Learning-based Inter-Frame Predictive Coding for LiDAR Point Cloud Compression
[NO] 1343/1986 | High-Performance Real-Time Implicit Strand-Based Hair Rendering via Software Rasterization 58
[NO] 1344/1986 | Adaptive Query Performance Prediction for Retrieval-Augmented Generation: Bridging Retrieval Quality and Generation Relevance
[NO] 1345/1986 | Addressing Auditing Pitfalls in Automatic Speech Recognition Technologies: A Case Study of People with Aphasia
[NO] 1346/1986 | AIEEE2026-ITPC
[NO] 1347/1986 | Front Cover
[NO] 1348/1986 | Table of Contents
[NO] 1349/1986 | Dynamic Modeling Methodologies for Inductive Power Transfer Systems: A Comparative Review
[NO] 1350/1986 | ISCTIS 2026 Cover Page
[NO] 1351/1986 | Quantized Security Consensus of Multi-Agent Systems with Proportional Delay under DoS Attacks
[NO] 1352/1986 | Natural Language-Based Unity Simulation for Office Lighting Design
[NO] 1353/1986 | Low-RCS Active Frequency Selective Rasorber with Switchable Transmission and Polarization Conversion Capabilities
[NO] 1354/1986 | Bic-DC: Scalable and Privacy-Preserving Multi-Party Collaborative Data Cleaning
[NO] 1355/1986 | Human Detection Under Data-Constrained Conditions: A Comparative Study of Traditional, Shallow Deep-Learning, and Hybrid Frameworks
[NO] 1356/1986 | HiProtoAD: Feature Reconstruction Guided by Cluster-Separated Hierarchical Prototypes for Multi-Class Unsupervised Anomaly Detection
[NO] 1357/1986 | Adaptive Elastic Net for Channel Reconstruction in Extremely Large Cylindrical Antenna Arrays in Multipath Environments
[NO] 1358/1986 | Attitude Optimization for Target Parameter Estimation in OTFS Systems: A CRB Perspective
[NO] 1359/1986 | Barriers to Evidence in AI-Related Cases and the Privatization of Proof
[NO] 1360/1986 | From Concepts to Practice: Challenges of Risk-Benefit Assessment in AI Research &amp; Applications
[NO] 1361/1986 | Optimized Scheduling Algorithm for Resource Utilization for Cloud Computing
[YES] 1362/1986 | JUNID: Empowering Static Analysis with Asymptotically Optimal Intersection with Incomplete Sentences
[NO] 1363/1986 | Teaching Calculus in the Era of AI: Changing the Mindset on Generative AI in First-Year Engineering Mathematics Courses
[NO] 1364/1986 | Enhancing Transistor Circuit Education Through Real-Time Demonstrations with Analogue Meters
[NO] 1365/1986 | Multimodal Sensing-Enabled Digital Twin for 6G RAN in Indoor Environments
[NO] 1366/1986 | Multitask Semantic-Coded Image Communication for UAV Integrated Sensing and Communication: A Channel-wise Feature Enhancement Approach
[NO] 1367/1986 | KubeSpace: A Low-Latency and Stable Control Plane for LEO Satellite Container Orchestration
[NO] 1368/1986 | Opportunistic Scheduling for Optimal Spot Instance Savings in the Cloud
[NO] 1369/1986 | BandWeave: Enhanced Channel Estimation in MIMO Networks with Multi-Band Fusion
[NO] 1370/1986 | SmartPacer: Smart Paced Sender for Low-Latency and High-Efficiency Real-Time Communication
[NO] 1371/1986 | Quantum Computing Education for Computer Scientists at Universities of Applied Sciences
[NO] 1372/1986 | GuidePrompt-EDU: Leveraging Prompt Engineering to Integrate Generative AI into Pre-Service Teacher Education
[NO] 1373/1986 | STEM Mentorship as a Catalyst for Human-Centered Leadership: A Quantitative Study on Women Mentors and Female High School Students in Engineering Education
[NO] 1374/1986 | Utilising Machine Learning Techniques for Robust Feature Analysis in Intrusion Detection Systems (IDS)
[NO] 1375/1986 | Classification of Questions Using Svm Based on Bloom's Taxonomy of Cognitive Learning Levels
[NO] 1376/1986 | Privacy Aware Anatomy Preserving Retinal Image Generation with ControlNet for Zero-False-Negative Glaucoma Screening
[NO] 1377/1986 | Next-Generation SME X.0 as a Catalyst for the Global South: Promoting Entrepreneurial Engineering-Business Education Professionals for Technological and Socio-Economic Innovation
[NO] 1378/1986 | Sustainable human resource management practices and job performance: implications for humancentered engineering and technology education
[NO] 1379/1986 | A Longitudinal Study of 5G NSA/SA Infrastructure and User Adoption from an MNO Perspective
[NO] 1380/1986 | From Traditional Machine Learning to Large Language Models: The Evolution of Infrastructure from an Engineering Perspective
[NO] 1381/1986 | EchoFence: Non-Intrusive Forgery Detection in Video Conferencing via Ultrasonic Sensing
[NO] 1382/1986 | Accelerated Packet Forwarding for Quantum-Secured Communications
[NO] 1383/1986 | Design and Implementation of a Micro-Credential for Hybrid Learning: MATLAB-Based Image Processing in Renewable Energy Technology
[NO] 1384/1986 | Hybrid and Immersive Environment with Virtual Reality and 3D Printing for Teaching Secondary Bonds in Chemistry, Nanotechnology, Materials Science, and Biology: Implementation Proposal
[NO] 1385/1986 | An AI Tutor System with a Virtual Whiteboard for Statistics Learning
[NO] 1386/1986 | Confidence-Tiered Pseudo-Labeling for Few-Shot Object Detection in Remote Sensing Imagery
[NO] 1387/1986 | Virtual Explorations with Wolfpack: An Accessible VR E-Book for Enhancing Active Learning in STEM Education
