[2026-07-06 23:07:45] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-07-05
正在获取论文...
[ACM] 2026-7-5 | JunoBench: A Benchmark Dataset of Crashes in Python Machine Learning Jupyter Notebooks
[NO] 763/1000 | Flashover: Spatial Storytelling of Wildfire from Memory to Spatial Experience
[NO] 764/1000 | Embedding Green Coding into Management Frameworks - An Integration Outlook
[NO] 765/1000 | Exploring the Use of Generative AI for Sustainable Software Requirements Elicitation
[NO] 766/1000 | Integrating Green Software Practices into Scrum: A Catalog of Measures and Systemic Challenges
[NO] 767/1000 | REBench: A Procedural, Fair-by-Construction Benchmark for LLMs on Stripped-Binary Types and Names
[YES] 768/1000 | Collaborator or Assistant? How AI Coding Agents Partition Work across Pull Request Lifecycles
[YES] 769/1000 | AgentTelemetry: A Fault Detection Benchmark and Toolkit for LLM Agent Observability
[NO] 770/1000 | Bridging Academia and Industry: A Structured Model for Running a Successful Computer Engineering Capstone Program
[NO] 771/1000 | GenAI as a Learning Companion: Interactive Patterns for Supporting Higher-Order Thinking in Computer Science Education
[NO] 772/1000 | Building Digital Credential Ecosystems for Computer Science Education: Digital Credentials, Employability, and Social Impact
[NO] 773/1000 | Rust Web Programming in Laboratory Sessions: A Controlled Study of an IDE Plugin for Novice Programmers
[NO] 774/1000 | Toward Automated Curriculum Design: Ensuring Alignment Among LLM-generated Course Components
[NO] 775/1000 | Designing Responsible AI: a Pedagogical Blueprint for Interdisciplinary Reflection and Applied Ethics Competencies
[NO] 776/1000 | Criminal Minds: A Plagiarism Study about Getting Away With It (for Science)
[NO] 777/1000 | Authentic Assessment in Discrete Mathematics: Real-World Modelling Using Logic and Set Theory
[NO] 778/1000 | Enhancing Engagement and Efficiency: A Co-authoring Thesis Writing Pilot in Undergraduate Education
[NO] 779/1000 | ChomskyTrainer: An Interactive Learning Environment for Exercising Chomsky Normal Form Transformations
[YES] 780/1000 | Instant Feedback for SQL Assignments using Clause-Driven Automated Grading
[NO] 781/1000 | Visualizing Deterministic Finite-State Automata Minimization
[NO] 782/1000 | Can We Have Both? Achieving ABET Compliance with Reduced Curricular Complexity in Computer Science Programs
[NO] 783/1000 | FLEAT: Energy-Accuracy Trade-off in Federated Learning over Heterogeneous Edge Devices
[NO] 784/1000 | Maritime Anomaly Detection in Baltic Sea AIS Trajectories via Ensemble Methods and Probabilistic Roadmaps
[NO] 785/1000 | Asynchronous Hierarchical Multi-view SleepNet
[NO] 786/1000 | Cost-benefit Analysis of Transmission Network Reliability Standards: An Inverse Optimal Power Flow Approach
[NO] 787/1000 | Robust Sea State Estimation via Hierarchical Selective Kernels and Cosine Prototypical Learning
[NO] 788/1000 | Fed-CEP: Federated Causal-Semantic Privacy via Calibrated Input Perturbation
[NO] 789/1000 | CREST-Former: A Hybrid Transformer with Dilated Attention for Multi-Scale Agricultural Pest Recognition
[NO] 790/1000 | AF-YOLO: An X-ray Prohibited Item Detection Network based on Attention Mechanism and Frequency-domain Screening
[NO] 791/1000 | EDS-GAT: Event-Driven Selective Graph Attention Network for Social Network Embedding
[NO] 792/1000 | A Multi-Scale Object Detection Method for Remote Sensing Images in Collaborative Infrastructure Management
[NO] 793/1000 | TIAFusion: Thermal-Infrared Aware Fusion Network with Low-Light Enhancement and Temperature Consistency
[NO] 794/1000 | MIMO VLC System with Aggregated Angular Diversity Photoresistor Receivers for Misalignment Compensation
[NO] 795/1000 | MITA-Net: A Multi-level Interpretable Temporal Attention Network for Depression Detection from Social Media
[NO] 796/1000 | Collaborative Distillation for Few-Shot Image Classification on Edge Devices
[NO] 797/1000 | Mitigating Degree Bias in Directed Graphs through Dual Embedding and Contrastive Learning
[NO] 798/1000 | OAM Beam Training for Dual-End Misaligned LoS Systems: Modeling and Hybrid Grey Wolf-Particle Swarm Optimization
[NO] 799/1000 | Fusing Filters and Multi-Interest Agent Attention for Sequential Recommendation
[NO] 800/1000 | HE-VAE: Hierarchical Expert Variational Autoencoder for Multimodel Recommendation
[NO] 801/1000 | Path-Retriever: Precise and Interpretable Large Language Model Reasoning with GNN-Assisted Retrieval Augmented Generation
[NO] 802/1000 | A Prompt-Enhanced Multimodal Dual-Branch Mapping Network for Person Re-Identification
[NO] 803/1000 | Efficient Radar-Camera Fusion via Spatial Refinement and Bidirectional Linear Attention for 3D Object Detection
[NO] 804/1000 | Accelerating Safety-Critical Automotive Software Development Through Reproducible AI-Assisted Requirements Engineering
[NO] 805/1000 | Multiple Coupled Circuit Model of Grid-Connected Salient Pole Synchronous Machine with Damper Winding
[NO] 806/1000 | POWER-SG: Privacy-Oriented Lightweight AKE for Smart Grids with ASCON and Reconfigurable PUF
[NO] 807/1000 | HAVOC:Hybrid Adversarial Visual Obfuscation and Confusion for Universal MLLM Jailbreak
[NO] 808/1000 | Full-Lifecycle Dynamic Measurement Framework for Virtual Machines Using Kernel Integrity and Process Behavior
[NO] 809/1000 | STGCTF: A Dual-Branch Graph Convolution Transformer For Traffic Forecasting
[NO] 810/1000 | Wavelet-Enhanced Expert Attention Network for Sequential Recommendation
[NO] 811/1000 | A Lightweight Semi-Supervised Pipeline for Millimeter-Wave Radar-Based Human Activity Recognition
[NO] 812/1000 | Towards Large Language Model–Enabled Cognitive Digital Twins for Urban Mobility Systems
[NO] 813/1000 | Dynamic Prototype Optimization for Generalized Few-Shot Semantic Segmentation
[NO] 814/1000 | Optimal Prefix Partition for Data-Driven Edge Collaboration in Resource-Constrained IoT
[NO] 815/1000 | HealthShare: Fine-Grained, Dynamic, and Secure Medical Data Management with Consortium Chain
[NO] 816/1000 | Managing IoT-Enabled Product Portfolios under Global Supply Chains: Balancing Sustainability and Consumer Privacy
[NO] 817/1000 | MPF-Net: Multi-Scale Progressive Segmentation Network for Diabetic Retinopathy with Foreground Boundary Enhancement
[NO] 818/1000 | Anchor-Free Polyp Detection in Colonoscopy via Multi-Scale Analysis
[NO] 819/1000 | Tri-Particle Group Collaborative PSO with Elite Reservation and Regenerative Selection
[NO] 820/1000 | A GA-RL Hybrid Framework for E-Paper Waveform Optimization
[NO] 821/1000 | Think Twice, Then Distill: Revision-Contrastive Learning for Large-Scale Cyber Asset Labeling
[NO] 822/1000 | SurakshaYatra: An IoT and Edge-AI Based Cyber-Physical System for Offline and Online Tourist Safety
[NO] 823/1000 | An Interpretable Graph Attention Network for Sleep Stage Classification Using Statistically Validated Phase Amplitude Coupling
[NO] 824/1000 | An IoT-based Voice-Controlled Home Automation System for Physically Disabled Individuals
[NO] 825/1000 | CSIP-Net: Cross-Stage Interaction and Part-based Attention Mechanism for Fine-Grained Bird Recognition
[NO] 826/1000 | Time Series Forecasting of Power Demand Using Temporal Convolutional Networks (TCN)
[NO] 827/1000 | NETRA - An IoT Based Smart Glass System for Visually Impaired Individuals
[NO] 828/1000 | A Machine Learning based Intrusion Detection Framework with Feature Engineering and Ensemble Learning
[NO] 829/1000 | I See What You Watch: Encrypted Short Video Traffic Identification Attack
[NO] 830/1000 | An Embedded Digital Twin for Buck-Boost: Model Decoupling and Hybrid-RLS based Real-Time Monitoring
[NO] 831/1000 | Hardware-Aware Training of Spiking Neural Networks: A Fixed-Point DFT-LMS Co-Design for FPGA Acceleration
[NO] 832/1000 | TriStream-TSF: Robust Seasonal–Trend–Residual Decomposition for Time-Series Forecasting
[NO] 833/1000 | ICBIR 2026 Cover Page
[NO] 834/1000 | GeoDiff: Geometry-Conditioned Diffusion Policy for Refined Robotic Trajectory Generation
[NO] 835/1000 | Composer: Learning to Orchestrate Generative Primitives for Controllable Speech Synthesis
[NO] 836/1000 | Urbanflow: A Smart AI Based Solution for Traffic Management on Routes with Heavy Traffic
[NO] 837/1000 | Ideation Driven Teaching of Software Engineering in an Industry-Integrated Learning Environment
[NO] 838/1000 | Exploring Satisfiability -- Bringing Theoretical Informatics to Schools
[NO] 839/1000 | Collaborative Peer-Review Workshops with Paired Student Teams in Software Metrics Education
[NO] 840/1000 | Board Games for Blockchain: The Right Time to Unplug
[NO] 841/1000 | Accessible Keyboard Controls for Block Ordering Problems
[NO] 842/1000 | Genius-Coin: A Deployable Crypto Reward System for Student Engagement
[YES] 843/1000 | Ask, Code, Review: A Three-Module Framework for AI in Programming Labs
[NO] 844/1000 | Accessible AI Literacy for Adult Learners: An Unplugged Collaborative Learning Experience to Teach Clustering
[NO] 845/1000 | Exploring the Impact of Gen-AI on Team-Based Computing Capstone Projects
[NO] 846/1000 | Improving Effectiveness of Automata Theory Teaching Using Computational Thinking
[NO] 847/1000 | Mapping Research on Student Self-Efficacy in Computer Science
[NO] 848/1000 | Behind the Scenes at The New York Times R&amp;D: Spatial Storytelling
[NO] 849/1000 | Can We Measure What We Ignore? Rethinking the Individual Dimension of Software Sustainability in Digital Health
[NO] 850/1000 | EMISIS: Electromagnetic Interference based Manipulation of Safety Instrumented Systems
[NO] 851/1000 | A Robust Autoencoder-based Trust Model for Farmland Wireless Sensor Networks
[NO] 852/1000 | Flowlet is Powerful than You Think in Large Language Model Training
[NO] 853/1000 | A Gamified Approach to Teaching Behavior Tree Execution Semantics
[NO] 854/1000 | ELIRF: Enhanced Legal Information Representation and Fusion for Legal Judgment Prediction
[NO] 855/1000 | SecFort: An LLM-Driven Unified Framework for Enterprise-Level Traffic Attack Detection
[NO] 856/1000 | GFP-DWHML: An EEG microstate analysis method using GFP-based dynamic weighting for hybrid metric learning
[NO] 857/1000 | Decoding and list decoding algorithms for generalized Roth-Lempel codes
[YES] 858/1000 | CHASE: Contrastive Heterogeneous Alignment and Semantic Enhancement for Smart Contract Vulnerability Detection
[NO] 859/1000 | An Integrated Blockchain–IoT Architecture for Secure Supply Chain Finance and Predictive Inventory Analytics
[NO] 860/1000 | AI-Powered College Chatbot with Agentic Multi-Model RAG
[NO] 861/1000 | Resilience Curves and Metrics for Artificial Intelligence Enabled Prognostics and Health Management Systems
[NO] 862/1000 | Cloud Computing-Based Privacy-Preserving Multi-Subset Data Aggregation Scheme for Infectious Disease Monitoring
[NO] 863/1000 | A Spatio-Temporal Constrained Anti-Interference Correlation Filtering Target Tracking Algorithm
[NO] 864/1000 | Hybrid EA-DRL Optimisation Framework for Fast-Settling Multi-Stage PLL with Adaptive Locking Control
[NO] 865/1000 | Multi-Horizon Forecasting of Inbound Inventory Volume (CBM) for IT Products Using Machine Learning
[NO] 866/1000 | SDformer: Spiking Dilated Self-Attention for Efficient Spiking Transformers in Vision Tasks
[NO] 867/1000 | Purify and Refine: Graph Out-of-Distribution Detection via Test-Time Representation Purification and Label-Free Refinement
[NO] 868/1000 | Dynamic Constrained Multi-Objective Evolutionary Algorithm Based on Graph-Temporal Neural Network
[NO] 869/1000 | A Dynamic Multimodal Fusion Framework for Forest Fire Detection
[NO] 870/1000 | ML-Based Predictive Analysis for Diabetes Diagnosis Using an Adaptive Hybrid Feature-Discriminant Model
[NO] 871/1000 | Real-Time Multi-Parameter Cardiac Anomaly Detection System Using IoT and ESP32
[NO] 872/1000 | Utilize Cybersecurity Training in Virtual Reality (VR): Creating Defense Strategies Through Immersive Environments and Simulated Attacks
[NO] 873/1000 | Null-Space Peak Cancellation with Antennadependent Power Constraints for MIMO-OFDM Systems
[NO] 874/1000 | mmVID: Leveraging Multiple Biometric Traits for Cross-modal Person Retrieval and Identification
[NO] 875/1000 | Speech-Based Emotion Detection for Mental Health Monitoring: A Machine Learning Approach
[NO] 876/1000 | DeepInsight- A Feature Based Sentiment Analysis and Query System for Domain Specific Reviews Using Aspect Based Text Understanding
[NO] 877/1000 | MorphoFusion: A Short-Utterance Speech Emotion Recognition Framework via Speech–Semantic Fusion
[NO] 878/1000 | MEDC: Multi-dimensional Enhancement with Disentangled Causality for Document-level Biomedical Relation Extraction
[NO] 879/1000 | Crypto Trading Platform Using Probability for Scalping and Compounding
[NO] 880/1000 | Hybrid Swarm Intelligence Techniques for Dynamic Cluster Management in Ultra-Dense AI-Driven Networks
[NO] 881/1000 | SeqNetGuard: Transformer Models for Sequential Analysis of Botnet Communications
[NO] 882/1000 | Table of Contents
[NO] 883/1000 | ASTRA: Joint Latent Representation and Knowledge Transfer for Multimodal Anomaly Detection
[NO] 884/1000 | Synergistic Harmonic Impacts of Photovoltaic Generation and Electric Vehicle Charging in Decarbonized Distribution Networks
[NO] 885/1000 | Decoupled Edge Data Integrity Verification via Federated Adaptation and Cryptographic Validation
[NO] 886/1000 | Confidential Transfers for Multi-Purpose Tokens on the XRP Ledger
[NO] 887/1000 | A Unified Framework for Multi-class Unsupervised Anomaly Detection with State Space Model
[NO] 888/1000 | A Signal-driven Hierarchical Cross-Attention Portfolio Agent with Deep Reinforcement Learning
[YES] 889/1000 | ShadowPen: Synergizing Human Strategy with Proactive Shadow Agent for XSS Testing
[NO] 890/1000 | ReConTC: Efficient and Lightweight Encrypted Traffic Classification for Resource-Constrained Environments
[NO] 891/1000 | QSM-Trie: A Secure and Verifiable Index for Trajectory Similarity Search
[NO] 892/1000 | CRT-IFPD: Chinese Remainder Theorem-Based Interfrequency Phase Difference for Absolute Acoustic Ranging Without Time Synchronization
[NO] 893/1000 | Cover 2
[NO] 894/1000 | Why Orbital Data Centers are so Hard: The Idea Might Run Aground on the Second Law of Thermodynamics
[NO] 895/1000 | SE(2) Group Canonicalizer for SAR ATR under Partial Azimuth Angles
[NO] 896/1000 | LLM-Flex: Adaptive Heterogeneous Federated Learning Based on LLM in Uncertain Scenarios
[NO] 897/1000 | SMACFDI: SLM-Multi-Agent Collaborative Framework for Device Identification
[NO] 898/1000 | Multi-Gaussian Prototype-Based Background Modeling in Latent Space for Hyperspectral Anomaly Detection
[NO] 899/1000 | A Visibility-Aware Neural Gaussian Framework for SAR Image Generation and Data Augmentation
[NO] 900/1000 | Reinforcement Learning-Based Secrecy Capacity Maximization for RIS-Assisted Hybrid FSO/RF SAGIN
[NO] 901/1000 | Towards Practical Learning-Based Indoor Localization in the Real-World Wi-Fi ISAC System
[NO] 902/1000 | Joint 3D Trajectory and Power Allocation for HAPs–UAV Bistatic ISARAC in Low-Altitude Networks
[NO] 903/1000 | StateShield: Real-Time Defense against Adversarial Attacks on Edge-Deployed DRL Agents
[NO] 904/1000 | Sensing Muscle Deformation for Upper-Limb Prosthetic Control: a Narrative Review
