[2026-07-22 23:03:15] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-07-21
正在获取论文...
[arXiv] 2026-07-21 | DBMol: Design of High-Affinity, Target-Specific Small Molecules through Structure Prediction Models
[NO] 1557/1755 | Not All Pretrained Representation has The Sweet Danger of Sugar: Robust and Trustworthy Representation Learning for Encrypted Malicious Traffic Identification
[NO] 1558/1755 | Loot Box: The Mysterious Box That Quietly Influences Purchase Intentions in Online Games
[NO] 1559/1755 | Automated Privacy-Preserving Federated Learning for IoT Intrusion Detection
[NO] 1560/1755 | MSM-DETR: An Efficient End-to-End Framework for Real-Time Road Damage Detection
[NO] 1561/1755 | Bridging the SDG Gap: Indonesian and Thai University Students' Perceptions on Adaptive Learning with AI Tutors
[NO] 1562/1755 | Machine Learning-Assisted Robust Calibration for Multi-optical-path Infrared Sensors in Exhaled CO
                    <sub>2</sub>
                    Detection
[NO] 1563/1755 | Long-Term Daily Temperature Prediction for Mid-and High Latitude Regions Based on Deep Learning
[NO] 1564/1755 | An AES-GCM–Based Secure Data Path for IIoT Using ESP32, MQTT, and Raspberry Pi
[NO] 1565/1755 | Topological Data Analysis Using Persistent Homology for Interpretable Deep Neural Networks
[NO] 1566/1755 | Adaptive Boundaries in Calligraphic Evolution: From Ancient Chinese Scripts to AI-Generated Art
[NO] 1567/1755 | A Ball Classification Method Based on Transfer Learning and Data Augmentation
[NO] 1568/1755 | Lightweight Relative Motion Stability Assessment Using Low-Sampling-Rate Smart Wristband Data
[NO] 1569/1755 | Multi-Feature Integration Network for V-D-T Salient Object Detection
[NO] 1570/1755 | YOLOv8-Based Sonar Ship Detection With Noise Feature Enhancement and Support-Guided Adaptation
[NO] 1571/1755 | An Intelligent Fault Diagnosis Method for Catenary Based on AI Agent and RAG Technology
[NO] 1572/1755 | Enhancing Multiuser Detection in Massive MIMO Systems with Self-Supervised GNN and Deep Reinforcement Learning
[NO] 1573/1755 | Spatio-Temporal Prior-Guided Dynamic Voxel Refinement for Multi-Person 3D Human Pose Estimation
[NO] 1574/1755 | FDDBNet: A Frequency-Decoupled Dual-Branch Network for Hyperspectral Image Classification
[NO] 1575/1755 | Parking Slot Tracking within the Telkom University Campus Area Using Geofencing and IoT
[NO] 1576/1755 | Artificial Intelligence Driven Advanced Computing Paradigms for Intelligent Machining Processes: A Comprehensive Analysis
[NO] 1577/1755 | Trustworthy Multi-Tenant Personalized Recommendation Architecture Based on Causal Transformer and Counterfactual Debiasing Learning
[NO] 1578/1755 | RWKV-Enhanced Infrared and Visible Image Fusion: Capturing Long-Range Dependencies with Cross-Modality Correlations
[NO] 1579/1755 | DRTNet: Hybrid Distribution Learning with LKAT Bottleneck for Low-Dose CT Denoising
[NO] 1580/1755 | A Case Study on Multi-Scenario Collaborative Carbon Reduction of a Photovoltaic-Energy Storage-Heat Pump-Charger-Flexible Load System in a Low-Carbon Park Based on TRNSYS
[NO] 1581/1755 | ipc_shared_ptr: A Publish/Subscribe-Aware Smart Pointer for Cross-Process Object Lifetime Management
[NO] 1582/1755 | Slurm-View: Actionable Guidance for HPC Users
[NO] 1583/1755 | Geospatial Data Integration and Visualization in the DesignSafe Science Gateway
[NO] 1584/1755 | Bursting into Commercial Clouds from On-Prem Clusters
[NO] 1585/1755 | Building the Palmetto API
[NO] 1586/1755 | Development of Adaptive Interview Evaluation System using NLP-Powered LLMs and Retrieval-Augmented Generation
[NO] 1587/1755 | Research on the Construction of IoT Vulnerability Knowledge Graph by Integrating BERT and Graph Attention Network
[NO] 1588/1755 | Bridging Vision and Language: A Comparative Analysis of VLM’s in Healthcare
[NO] 1589/1755 | Reliable Identification of RFID Tags Under Rayleigh Fading Channel with Considering Capture Effect in Vehicular Networks
[NO] 1590/1755 | Process Simulation and Parametric Sensitivity Analysis of CO
                    <sub>2</sub>
                    Absorption by MEA Based on Aspen Plus
[NO] 1591/1755 | Robust Quadrupedal Locomotion on Complex Terrains via Adaptive Entropy Learning
[NO] 1592/1755 | ASAMgram: A novel approach for the extraction of weak fault features of rolling bearings
[NO] 1593/1755 | Addressing Electronic Test Engineering Staff Shortage Through Specialist Skill Set Development
[NO] 1594/1755 | A High-Accuracy and Rapid Optimization Method for Magnetron Anode Resonant Cavities and RF Windows Based on the Self-Mapping Morphic Flow Algorithm
[NO] 1595/1755 | Physio-Resistive Breath Sensor for Rapid and Real-time Respiration Monitoring Based on Titanium Diselenide (TiSe) Nanoflakes_supp1-3713593.docx
[NO] 1596/1755 | Feasibility-Aware Inverse Virtual Metrology for Top- Recipe Recommendation in Semiconductor Process Correction_supp1-3715101.pdf
[NO] 1597/1755 | Reduction of Switching Error Probability in Magnetization Switching Using Spin-Splitter Torque
[NO] 1598/1755 | Low-Complexity Beam Tracking for High-Dynamic mmWave Communications via Doppler-Augmented EKF
[NO] 1599/1755 | Design Strategy and Implementation of Polarization-Space Cooperative Transmission-Type Multichannel Multiplexed Metasurfaces_supp1-3713169.docx
[NO] 1600/1755 | Controlling Value Function Bias: A Novel Approach for Continuous State-Action Space Reinforcement Learning
[NO] 1601/1755 | Neural Combinatorial Optimization Algorithms for Solving Vehicle Routing Problems: A Comprehensive Survey With Perspectives
[NO] 1602/1755 | Segmented beam shaping for generating terahertz grafted generalized perfect vortex beams
[NO] 1603/1755 | Thinking Fast, Thinking Slow: Adaptive Multimodal Transformer-based Sensor Fusion for Depth Estimation on Ultra-low-power MCUs
[NO] 1604/1755 | Arcus: Fast and Reliable Function State I/O for Serverless Computing with Log-Cache Co-Design
[NO] 1605/1755 | Zadoff-Chu Precoded Delay-Doppler Index Modulation: Enabling Full Diversity for High-Mobility LEO Satellite Communications
[NO] 1606/1755 | Loss Minimization Control of High-Speed SPMSM Based on Multiparameter Identification
[NO] 1607/1755 | Intra-Foot Energy Recycling Enhances Gait Economy in a Low-Profile Passive Foot Exoskeleton_supp1-3715671.mp4
[NO] 1608/1755 | Transactions on Plasma Science
[NO] 1609/1755 | A Flying Capacitor Based Multi-voltage-level Gate Driver for SiC MOSFETs
[NO] 1610/1755 | A Low-Cost Flexible Switch
[NO] 1611/1755 | Dominance Regimes of Chromatic Dispersion and Scattering in High-Speed Underwater Optical Wireless Links
[NO] 1612/1755 | Coordinated Optimization Design and Partial Discharge Characteristics of Three-Phase Enclosed Tank Insulators
[NO] 1613/1755 | Bridging healthcare gaps through telemedicine and artificial intelligence: a transformational approach
[NO] 1614/1755 | Investigating Fault Models in Quantum Cellular Automata Circuits for Low-Power Nano Applications
[NO] 1615/1755 | Construction of a Deep Learning Algorithm Framework for Cleaning Power Grid Sensor Data Based on Isolated Forest
[NO] 1616/1755 | Proactive Cyber Threat Prevention Framework for Cloud-Based Services
[NO] 1617/1755 | The Role of Digital Media in Producing and Spreading Popular Culture: An Analytical Study for the Visual Level
[NO] 1618/1755 | DGFF-SCINET: A Hybrid Model for Improving the Accuracy of Lower Limb Multi-Joint Angle Prediction_supp1-3715645.pdf
[NO] 1619/1755 | Hybrid Machine Learning Framework for Prediction of PV Power
[NO] 1620/1755 | Broker-mode Tree-structured Cooperative Offloading of Splittable Tasks for Dynamic Multi-UAV Assisted MEC Systems_supp1-3715166.pdf
[NO] 1621/1755 | Design and Implementation of a LAN Encrypted File Transfer System Based on AES and Socket Protocol
[NO] 1622/1755 | Design of a High-Efficiency and Wide-Speed-Range Single-Drive Bearingless Motor for Compact 48-VDC Drive Systems
[NO] 1623/1755 | HiNeS-IDS: Hierarchical Neural Selective Intrusion Detection System
[NO] 1624/1755 | Regression Prediction of Battery Health Status for New Energy Vehicles Based on Machine Learning Algorithms
[NO] 1625/1755 | Knowledge-Guided Memetic Algorithm for Satisfaction-Driven Hydraulic Balance in District Heating Systems
[NO] 1626/1755 | Development of Autonomous Mobile Robots for Indoor Concrete Structure Inspection
[NO] 1627/1755 | Non-Invasive Brain Stimulation Approaches For Cognitive Enhancement In Parkinson's Disease: A Comprehensive Review
[NO] 1628/1755 | Waste Classification System Using CNN and Yolo for Sustainable Cities
[NO] 1629/1755 | Predictive Current Control for PMSM Based on MRAS Parameter Identification
[NO] 1630/1755 | Non-Invasive Fasting Blood Glucose Estimation Using MAX30102 Optical Sensing, Polynomial Regression, and IoT-Based Monitoring
[NO] 1631/1755 | Smart Energy Management for a V2G Aggregator in Distribution Systems Using Particle Swarm Optimization Under Dynamic Battery Constraints
[NO] 1632/1755 | Advanced AI-Evaluation of rTMS-Based Neuromodulation for Swallowing Function Recovery in Acute Stroke Patients - A Pilot Study
[NO] 1633/1755 | Improving Food Waste Forecasting in India through Hybrid Machine Learning Methods
[NO] 1634/1755 | A Systems Engineering Driven Framework for Integrating Large Language Models into Clinical Documentation to Increase Efficiency
[NO] 1635/1755 | Optimized Clustering Algorithms for Prolonging Network Lifetime in Wireless Sensor Networks
[YES] 1636/1755 | Agentic AI for Cybersecurity: Orchestrating Specialised Large Language Model Agents for Autonomous, Safe, and Scalable Penetration Testing
[NO] 1637/1755 | Replay-Validated Surrogate Optimization for Data-Center Cooling and Waste-Heat Recovery
[NO] 1638/1755 | Thermal-Hydraulic Performance Analysis of Annular Fuel Core Under Power-Up Condition
[NO] 1639/1755 | Cross-Site Credential Reuse Exploitation via Human-Centric Password Transformation Patterns
[NO] 1640/1755 | A Miniaturized Triple Stop-Band DNG Metasurface Based on Double-Slit Split Ring Resonator with Double Interdigital and Tri-Section Step-Impedance for 5G Communications System
[NO] 1641/1755 | Severity-Aware Daily Warning of Extreme Wind Generation Shortfall Events
[NO] 1642/1755 | Enhanced Remote Surveillance System Using ESP32 Cam with Webserver
[NO] 1643/1755 | Experimental Characterization of a Nonlinear Electrostatic-Capacitive MEMS Resonator featuring 1:2 Internal Resonance
[NO] 1644/1755 | ECTI-CON 2026 TOC
[NO] 1645/1755 | Research on the Misalignment Tolerance of WPTS Based on Double-LCC Compensation Network
[NO] 1646/1755 | YOLOv11-Site: Cross-Scene Multi-Scale Detection for UAV Construction Safety with EMA and WIoU V3
[NO] 1647/1755 | Comparative Techno-Economic Analysis of Solar Powered and Hybrid Streetlight Configurations in Rural Areas: A Case Study in Magallanes, Agusan del Norte
[NO] 1648/1755 | IoT-Enabled Wellbeing Analytics for Academic Staff: Linking Work Environment Signals to Job Satisfaction and Leadership Style
[NO] 1649/1755 | Dynamic Performance Evaluation Method for PV-Storage-Charging Distribution Networks
[NO] 1650/1755 | Probabilistic Control Barrier Functions for Systems with State Estimation Uncertainty using Sub-Gaussian Concentration
[NO] 1651/1755 | AI-Based Virtual Therapist for Mental Wellbeing Monitoring and Assistance
[NO] 1652/1755 | Real Time ANN-Based Fault Detection in PLC Controlled Coupled-Tank Level Systems
[NO] 1653/1755 | Adaptive Edge Intelligence for Sustainable IoT-Based Smart City Infrastructure
[NO] 1654/1755 | Copyright and Reprint Permission
[NO] 1655/1755 | Online Winding Engagement Strategy for DTP-PMSM Based on Model Predictive Control
[NO] 1656/1755 | Weakly Supervised Sleep Spindle Detection Using Sigma-Band Pseudo-Labeling and Random Forest
[NO] 1657/1755 | Artificial Intelligence in Neural Prosthetics: Bridging Neural Signals and Functional Recovery
[NO] 1658/1755 | Reframing Inclusion in the Age of Artificial Intelligence: Evidence from a PRISMA-Based Systematic Review
[NO] 1659/1755 | A Comparative Pricing Analysis of Centralized and Decentralized Peer-to-Peer Electricity Markets Under Distribution Charge Allocation in Thailand
[NO] 1660/1755 | Learning Nonlinear Acoustic Patterns with Residual KANs for ASV Anti-Spoofing System
[NO] 1661/1755 | Efficient Road Scene Synthesis via Frequency-Aware Fine-Tuning and Dynamic-Step Diffusion Model
[NO] 1662/1755 | Task-Aware Network Traffic Label Reuse With Schema-Gated Evidence
[NO] 1663/1755 | Achieving Unified Memory for FPGA-Based String Matching
[NO] 1664/1755 | Automated Labeling Method for Extreme Points on Weather Maps
[NO] 1665/1755 | Unveiling Personalities: A Multi-Modal Exploration of Social Media
[NO] 1666/1755 | Sruthi: What Becomes Sayable Through Peer-Mode Reflective Scaffolding in Fieldwork Communication
[NO] 1667/1755 | Beyond Benchmarks: A User-Centric Framework for Evaluating Large Language Models
[NO] 1668/1755 | What Counts as Proactive? Rethinking Proactivity in Conversational Agents
[NO] 1669/1755 | Who is Behind the Voice? User Reasoning About Agency and Capability in a Multi-Party Conversational Interface
[NO] 1670/1755 | Reaching the last mile? How Design Decisions Shape Medical Device Qualification and Classification of Patient Support Chatbots In The EU
[NO] 1671/1755 | Help, Don’t Control: Measuring User Emotional Background in AI Assistant Interaction
[NO] 1672/1755 | DCANet: A Deep Channel Attention Network for EEG-Based Balance Disturbance Recognition
[NO] 1673/1755 | A Generalizable Safety-Oriented Reference Architecture from a Production ADAS Stack
[NO] 1674/1755 | A Study on Unmanned Aerial Vehicle Path Planning Based on an Improved Greylag Goose Optimization Algorithm
[NO] 1675/1755 | MambaSegNet: Global Context Modeling with Mamba for Skin Lesion Segmentation
[NO] 1676/1755 | AI-Powered Feedback System for Improving English Writing Skills
[NO] 1677/1755 | RAG-Based Knowledge Retrieval Architecture for Medical Web Platforms
[NO] 1678/1755 | Research on the Maturity Assessment of Demand-Side Flexibility Resource Development and Utilization Based on the Combinatorial Weighting-TOPSIS Model
[NO] 1679/1755 | A Multi-Strategy Integrated Vehicle Detection Algorithm Based on Improved YOLOv13
[NO] 1680/1755 | BWW-YOLO: An Improved Fall Detection Algorithm Based on YOLOv8n
[NO] 1681/1755 | Compact 8-Port THz MIMO Antenna with Improved Isolation to Integrate 6G Systems
[NO] 1682/1755 | WDF-Net: A Dual-Path Frequency Domain Water Level Prediction Method Integrating Differentiable Wavelet Transform and Its Application
[NO] 1683/1755 | Research on Large-Scale Multi-Wave Coordinated Fire Strike Planning Based on Memetic Algorithm
[NO] 1684/1755 | Zero-Trust Autonomy Cryptographically Enforced Safety and Policy Compliance in Clinical AI Agents
[NO] 1685/1755 | HNFA-ViT: A Hybrid Nyström–Full Attention Vision Transformer for Efficient Brain Tumor MRI Classification
[NO] 1686/1755 | Secure and Trust-Drive Cyber Defence Mechanisms for Modern Financial Transaction Networks
[NO] 1687/1755 | Hiding Encrypted Data in Visible Watermark : A Hybrid Scheme
[NO] 1688/1755 | Cross-linking Mass Spectrometry-Constrained Protein Sequence Representation and Structural Consistency Validation Based on ProtFlash-XL
[NO] 1689/1755 | Study Using Machine Learning Model and Simulation Technique to Optimise Type Two Diabetes Risk Assessment
