[2026-04-01 22:38:16] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-03-31
正在获取论文...
[arXiv] 2026-03-31 | Industrial Policy with Network Externalities: Race to the Bottom vs. Win-Win Outcome
[NO] 1750/1933 | Optimisation of TES design for the CRESST experiment
[NO] 1751/1933 | Dual-Branch CNN-MLP-Dropout Network for Multi-Class Scene Recognition: Fusing Multi-Sensor Time-Domain Inputs and Time-Frequency Representations
[NO] 1752/1933 | Federated Learning Framework for Privacy-Preserving Explainable AI-Driven Clinical Decision-Making
[NO] 1753/1933 | Conference Committee: ICCSM 2025
[NO] 1754/1933 | Wearable sensing technology for knee joint monitoring and functional assessment: a systematic review
[NO] 1755/1933 | A Scenario-Driven AI+VR Language Practice Platform: A Technical Feasibility and Formative Usability Study
[NO] 1756/1933 | TriCloud: Drug-Target-Disease Ternary Network for Drug Repositioning Research Based on Point Cloud Modeling_supp1-3675301.docx
[NO] 1757/1933 | VS-ReLEnT:
                    <u>V</u>
                    oltage
                    <u>S</u>
                    caling by
                    <u>R</u>
                    einforcement
                    <u>L</u>
                    earning to Balance
                    <u>E</u>
                    nergy/Reliability
                    <u>T</u>
                    rade-off in STT-MRAM Caches
[NO] 1758/1933 | IEEE Computing Edge
[NO] 1759/1933 | Velocity Estimation in ISAC Systems with Non-uniform Sensing Resource based on 5G NR Frame Structure
[NO] 1760/1933 | A Tutorial on Secure and Efficient Firmware Delivery
[NO] 1761/1933 | Battery State-of-Health Estimation across Diverse Aging Conditions with Intra-Inter Cycle Fusion Perception
[NO] 1762/1933 | Video Respiratory Rate Measurement in Walking Scenarios Using Multi-strategy Adaptive Denoising
[NO] 1763/1933 | Adaptive High-Frequency and Temporal Multi-Scale Network for Radar-Based Human Activity Recognition
[NO] 1764/1933 | Lightweight Feature Watermark for Robust Image Attribution in Latent Diffusion Models
[NO] 1765/1933 | PrivacyGuard: Differentially Private Machine Learning Against AI-Driven Background Knowledge Attacks
[NO] 1766/1933 | 2026 International Conference on Emerging Trends and Innovations in ICT (ICEI)
[NO] 1767/1933 | 2025 4th Asian Conference on Frontiers of Power and Energy (ACFPE)
[NO] 1768/1933 | Table of Contents
[NO] 1769/1933 | Copyright Page
[NO] 1770/1933 | Half Title Page
[NO] 1771/1933 | Editorial Board
[NO] 1772/1933 | The QMA(2) UniverseComplexity, Entanglement, and Optimization
[NO] 1773/1933 | Hybrid CNN-Transformer Models for Automated Brain Tumor Detection in MRI Scans
[NO] 1774/1933 | Early-Stage Turmeric Crop Disease Identification Using Multi-Scale Convolution and Transformer Attention
[NO] 1775/1933 | Deployment of SAR Target Recognition Model Based on Embedded Devices
[NO] 1776/1933 | Prioritizing Factors Influencing Cloud ERP Adoption in Sri Lankan Organizations: An Analytic Hierarchy Process (AHP) Approach
[NO] 1777/1933 | Rethinking VR Input: Co-Designing Accessible VR Interactions for Gamers with Upper Limb Motor Impairments
[NO] 1778/1933 | Enhancing Spatial Learning of Large Command Sets in Two FastTap Menus with Artificial Landmarks
[NO] 1779/1933 | AI-Driven Beamforming Optimization in Massive MIMO-Based 5G Networks
[NO] 1780/1933 | A YOLO-Based Stereo Vision System for Torsional Stiffness Measurement of Helicopter Blades
[NO] 1781/1933 | Sign-Speak
[NO] 1782/1933 | Feature Selection for Human Activity Recognition Using Particle Swarm Optimization
[NO] 1783/1933 | AI-Augmented Legal Analytics for Assessing the Public Health Consequences of Corporate Carbon Emissions
[NO] 1784/1933 | Self-Supervised Learning Approach for Reconstruction and Quality Assessment of Noisy CT Images in Lung Disease Diagnosis
[NO] 1785/1933 | Automated Bone Fracture Detection using X-Ray Images with CNN
[NO] 1786/1933 | Optimized Architecture and Strategies for High Performance Computing in Cloud and Hybrid Environments
[NO] 1787/1933 | An Efficient Deepfake Image Detection Framework Based on Facial Landmark Localization and Deep Feature Extraction
[NO] 1788/1933 | PC-MAL: Enhancing Log Labeling Consistency via Multi-Agent Collaboration and Reflective Feedback
[NO] 1789/1933 | Research on the Construction and Application of Forecasting Model of China's Trade Flow and Export Potential Based on Trade Big Data
[NO] 1790/1933 | Hybrid Deep Learning Model for ECG Arrhythmia Detection: Integrating CNN, Quantum Computing and LSTM
[NO] 1791/1933 | A Seamless Workflow from Open-Source Planning Models to Industry-Standard Stability Simulations
[NO] 1792/1933 | Object Detection for In-Store Product Identification: A Camera Point of Sale (POS)–Centered Approach
[NO] 1793/1933 | Inhale Insight: A Data-Driven Approach to Breathing Pattern Analysis
[NO] 1794/1933 | Deep learning-based Epileptic Seizure Stage Classification from EEG using GDCC features
[NO] 1795/1933 | Automated Waste Sorting Based on MobileNetV3 with Transfer Learning
[NO] 1796/1933 | Transfer Learning for Remaining Useful Life Prediction with Irregular Time-Series under Small-Sample and Right-Censored Conditions: An Application to Avionics Systems
[NO] 1797/1933 | Spatially-suppressed Reliability-gated Memory for Transformer Tracking
[NO] 1798/1933 | Enhancing Organizational Security through Specialized Deep Transfer Learning for Threat Identification
[NO] 1799/1933 | AI Driven Cultural Preservation Multimodal Language Models for Intangible Heritage Image Editing
[NO] 1800/1933 | Advanced AI Systems for Noise Suppression in Wireless Signal Transmission Using Deep Learning
[NO] 1801/1933 | Survey of malware classification Models for Multi-source data
[NO] 1802/1933 | DMedic: Design and Development of a Health Monitoring Platform for Diabetic Patients
[NO] 1803/1933 | Enhanced DNA-Based Image Encryption Framework for Secure Healthcare Data Transmission
[NO] 1804/1933 | A Study on Design Requirements for Ensuring Cross-Compatibility in Korean Public-Sector AI Systems
[NO] 1805/1933 | To Avoid Unauthorized Authentication by Identification Through Behavioural Analysis
[NO] 1806/1933 | Real-Time Remote Monitoring of Toxic Environments in Mining Sites using ESP and LoRa
[NO] 1807/1933 | MRBiLSTM: Integrating Relative Position-Aware Multi-Head Attention with Bidirectional LSTMs for Fine-Grained Sentiment Analysis
[YES] 1808/1933 | FPGA Architecture of Reliable High-Throughput Error Correction for UAV FSO Communication System
[NO] 1809/1933 | Smart Mental Health Band for Students using AIoT and Predictive Algorithms
[NO] 1810/1933 | Sequential Dual-Loop Digital and Analog PLL Synthesizer for Fast-Locking IoT Applications in 18nm FD-SOI CMOS
[NO] 1811/1933 | PGPNet-X: A Multi-modal and Explainable Pill Detection System
[NO] 1812/1933 | Dynamic Optimization Model of Financial Transaction Key Management Based on Quantum Random Number Generator
[NO] 1813/1933 | Individual Tree Crown Segmentation in UAV Images Based on Improving Mask R-CNN
[NO] 1814/1933 | Exploring Deep Learning Models for Multi-Label Sentiment Analysis in Pandemic Reviews
[NO] 1815/1933 | A Metric for Evaluating Face Image Deep Learning Classification Models
[NO] 1816/1933 | Integration of AI Chatbots in MSMEs: Factors Affecting Adoption and Their Effects on Organizational Performance
[NO] 1817/1933 | An SNR-Adaptive Deep Joint Source-Channel Coding Scheme for UAV Semantic Image Transmission
[NO] 1818/1933 | An Explainable and Computationally Efficient Deepfake Detection Framework Employing XGBoost for Image and Video Media
[YES] 1819/1933 | Reliable Hallucination Detection in Large Language Models using Multi-Source Evidence and Natural Language Inference
[NO] 1820/1933 | User Selection Strategy for Covert Communication Systems with Dual-Relay Assistance*
[NO] 1821/1933 | Line Parameter Identification Method Based on Covariance Matrix Adaptation Evolutionary Algorithm
[NO] 1822/1933 | Beamforming Design for RIS-Assisted Mobile ISAC Systems Based on OTFS Modulation
[NO] 1823/1933 | Integrating Uncertainty Quantification in AI-Driven Predictive Maintenance for Industrial Systems
[NO] 1824/1933 | A MPLS VPN Network Model Based on SDN
[NO] 1825/1933 | An Optimized Machine Learning Framework for Heart Disease Detection Using the Jellyfish Algorithm
[NO] 1826/1933 | Revolutionizing Microcontroller Virtualization: Exploring Micro-Controller as a Service (MaaS) on AWS
[NO] 1827/1933 | Nature Inspired Hierarchical Optimization for Predictive Load Balancing in Multi-Cloud Environments
[NO] 1828/1933 | AURA- Autism Understanding and Rehabilitation Assistant
[NO] 1829/1933 | Hybrid Computational Techniques for Evaluating Biofuel Blends: Impact of Nano Additives on Internal Combustion Engines
[NO] 1830/1933 | Multi-Function Radar Work Mode Recognition Based on Extended Long Short-Term Memory Net-
[NO] 1831/1933 | Distributionally Robust Day-Ahead Dispatch of Distribution Grid With Renewable Energy Uncertainty
[NO] 1832/1933 | Design of Sports Tourism Demand Prediction System Based on Big Data and Machine Learning Algorithms
[NO] 1833/1933 | Design of Performance Centric Multiplier Architecture with Dynamic Adder Selection for Digital Signal Processing Applications
[NO] 1834/1933 | Data-Driven Crop Yield Forecasting in Tamil Nadu Using Advanced Deep Learning Models
[NO] 1835/1933 | mosaiks are made of tesserae: GUI design for a co-simulation framework
[NO] 1836/1933 | Two-Stage Beam Index Estimation Method Using Spectrum Sensing in Local 5G
[NO] 1837/1933 | Photovoltaic Power Generation Prediction Based on PCA-XGBoost
[NO] 1838/1933 | A Comprehensive Review of Maritime Microgrid Operation
[NO] 1839/1933 | Adaptive SoC-Dependent Fast Charging Optimisation with Degradation-Aware Scheduling in DC Microgrid Architecture for Electric Vehicles
[YES] 1840/1933 | Frugal Edge AI: Robust TinyML for Predictive Maintenance in Sri Lankan MSMEs
[NO] 1841/1933 | Deep Learning-Based Purechain-Backed Robust Intrusion Detection System for Industrial IoT
[NO] 1842/1933 | Deep Neural Network to Enhance Natural Image Structure for an Inverse Problem
[NO] 1843/1933 | Lightweight Adaptation of BERT for Negation Sentiment Classification
[NO] 1844/1933 | RCS Imputation for Recognition Based on Networked Radar Systems
[NO] 1845/1933 | Climate Chamber Control System
[NO] 1846/1933 | Research on Color Optimization in Intangible Cultural Heritage Digitalization Process Based on Deep Learning Algorithms
[NO] 1847/1933 | Model Free Adaptive Control Enabled Voltage Regulation for PV-Rich Active Distribution Grid
[NO] 1848/1933 | Enhancing Tie-Line Utilization and Cost Efficiency in Multi-Area Dispatch via EV Integration Under Renewable Energy Uncertainty
[NO] 1849/1933 | Development of a Low-Cost Passive and Active Leg Rehabilitation Device with an Interactive Interface and IoT Capabilities
[NO] 1850/1933 | A Dynamic Evaluation-Based Model for High-Quality Feed-back Filtering in Blockchain Transaction Systems
[NO] 1851/1933 | Multi-Layer Coordinated Scheduling of Balanced Groups Based on an Aggregated Equivalent Model
[NO] 1852/1933 | Deterministic Mixed-flow Scheduling with Quick-preemption over Ground Test and Launch Networks of Carrier Rockets
[NO] 1853/1933 | Vizing’s Theorem in Near-Linear Time
[NO] 1854/1933 | FlashServe: Cost-Efficient Serverless Inference Scheduling for Large Language Models via Tiered Memory Management and Predictive Autoscaling
[NO] 1855/1933 | Automated Text Classification in Electronic Health Record Narratives Using Machine Learning and Domain-Specific Transformers
[NO] 1856/1933 | Adaptive Differential Privacy Mechanism for Federated Document Classification: A Gradient-Clipping Optimization Approach
[NO] 1857/1933 | RadioDiff-Inverse: Diffusion Enhanced Bayesian Inverse Estimation for ISAC Radio Map Construction
[NO] 1858/1933 | Modeling Driver Lateral Control Behavior for Human–Machine Shared Takeover During Emergency Collision Avoidance Under Dynamic Traffic Environment
[NO] 1859/1933 | A Systematic Review of Takeover System Design in Highly Automated Driving
[NO] 1860/1933 | An Embedded Tinyml Framework for Real-Time Anomaly Detection in Bluetooth Low Energy Wearable Devices
[NO] 1861/1933 | An IoT-Enabled Refined Learning Framework for Sustainable Precision Fertilizer Management in Indian Agriculture
[NO] 1862/1933 | Comparative Analysis of Machine Learning Techniques for Android Malware Detection
[NO] 1863/1933 | Machine Learning and Deep Learning in Neuroimaging: Review of Brain Connectivity Analysis for Diagnosis and Prognosis
[NO] 1864/1933 | Machine Learning and Deep Learning for Brain Tumor Detection
[NO] 1865/1933 | SLFGR StegoGAN: Self-Adaptive Local Fusion and Global Recovery StegoGAN for Few-shot Coverless Image Steganography
[NO] 1866/1933 | S3-FIFO Cache for LSM-based Key-value Stores
[NO] 1867/1933 | Shadow Economy Detector Via Urban Activity Ml Analysis
[NO] 1868/1933 | Sensory Integrate-and-Fire Neuron Model with Volatile Memristor Emulator
[NO] 1869/1933 | Contents
[NO] 1870/1933 | Environmental Deviation Detection Using Intelligent Agents
[NO] 1871/1933 | Slot Loaded Modified Circular Patch Antenna with High Gain for Modern Wireless Applications
[NO] 1872/1933 | Smart Accident Prediction in Fireworks Industry Using AI
[NO] 1873/1933 | Smart IoT-Driven Precision Agriculture: Advanced Feature Engineering and Ensemble Machine Learning for Intelligent Crop Classification
[NO] 1874/1933 | Security Cooperative Path-Tracking for Connected Vehicle Swarm Resilient to Dual-Channel Deception Attacks
[NO] 1875/1933 | SARCapsNet: A Capsule Network for High-Accuracy SAR Automatic Target Recognition Under Limited Training Sample Conditions
[NO] 1876/1933 | High-Sensitivity MMF-TCF-MMF Sensor Based on the Synergistic Effect of Au Film and AgNPs
[NO] 1877/1933 | On the Performance of Dual-Antenna Repeater Assisted Bi-Static MIMO ISAC
[NO] 1878/1933 | IEEE Foundation
[YES] 1879/1933 | A First Principles Review of a Novel De Facto Preventive Cybersecurity Strategy
[NO] 1880/1933 | High-Fidelity and Lip-Synced Talking Face Synthesis via Landmark-Based Diffusion Model_supp1-3676251.mp4
[YES] 1881/1933 | Toward Unified Standards for Open RTL-to-GDSII Design Flows: Insights From the Open RTL-to-GDSII Flow Standards Workshop (ORFSW 2025) [Standards Corner]
[NO] 1882/1933 | Research, Analysis and Optimization of Welding Eddy Current Loss for AFPM Propulsion Machine with Yokeless and Segmented Armature
[NO] 1883/1933 | A CNN Framework with Grad-CAM Visualizations for Explainable Lung Cancer Diagnosis
[NO] 1884/1933 | A Comprehensive Review of AI and Machine Learning–Based Diet Chart Recommendation Systems
[NO] 1885/1933 | Quantification and Correction of SMAP Soil Moisture Retrieval Biases Induced by Subpixel Moisture and Texture Heterogeneity over China
[NO] 1886/1933 | Model-Free Predictive Current Control With Robust Reference for Grid-Connected Voltage Source Inverter With
                    <i>LCL</i>
                    Filter
[NO] 1887/1933 | Glacier Snowline Altitude Estimation Integrating a Stacking Machine Learning Model and U-Net: a Case Study in the Antarctic Peninsula
[NO] 1888/1933 | Adaptive Parameter Tuning for Fused Localization Model Using Multi-agent Reinforcement Learning
[NO] 1889/1933 | Motion Hierarchical Gaussian for Dynamic Control in VR_supp1-3679101.pdf
[NO] 1890/1933 | Technical Report Column
[NO] 1891/1933 | 2025 1st International Conference on Advancement in Futuristic Technologies (ICAFT)
