[2026-07-03 23:04:10] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-07-02
正在获取论文...
[arXiv] 2026-07-02 | Block Preconditioning for Shifted Boundary Method Discretisations of the Stokes Problem
[NO] 1198/1969 | Deep Learning-Based Robust Model Predictive Motion Control for Distributed Drive Electric Vehicles Subject to Extreme Conditions and External Disturbances
[NO] 1199/1969 | Sirius: A Dual-Chiplet System for Multimodal Embodied AI with Heterogeneous RVV Cores, Dense and Sparse Accelerators
[NO] 1200/1969 | A Comparative Entropy Analysis of BJT Avalanche Noise, SDR Noise and Algorithmic PRNGs
[NO] 1201/1969 | A Diagnosis of Pneumonia by Multi-View Attentionenhanced Multi-domain Cross-domain Chest X-Ray Representation
[NO] 1202/1969 | Prediction of Shortwave Propagation Characteristics for High-Altitude Aircraft: A Wide-Area High-Resolution Grid-Based Ray Tracing Method
[NO] 1203/1969 | Urban-Rural Bus-Assisted Drone Logistics Delivery With Time Window Considerations
[NO] 1204/1969 | Comparative Analysis of Machine Learning Algorithms for Student Performance Prediction in E-Learning Environments
[NO] 1205/1969 | Profiling THz Beams With Off-Label Use of Infrared Microbolometric Cameras
[NO] 1206/1969 | Effects of Long-Lead Monitoring Requests on Driver Trust, Forward Gaze Rate, and Takeover Performance in Level 3 Automated Driving
[NO] 1207/1969 | Physical Layer Modulation Benchmarking: Classical QAM Baselines for AI-Based 6G Transceiver Evaluation
[NO] 1208/1969 | First EUV-Enabled Integration Route for 50 nm Pitch N and PMOS Transistors with 2D Materials Channel from a 300 mm Fab
[NO] 1209/1969 | Digital Twin-Based Cyber Threat Detection in Digital Power Systems with Multidimensional Telemetry
[NO] 1210/1969 | Spiking Transformer-Based Framework for Modeling and Forecasting Energy Generation and Consumption
[NO] 1211/1969 | A comparison of delay and Doppler estimation methods for ISAC-capable vehicles
[NO] 1212/1969 | ANFIS-Based Bidirectional Intelligent Power Management for EV-Integrated Hybrid Solar–Wind DC Micro grids
[NO] 1213/1969 | IoT Object Integrity Self-Management
[NO] 1214/1969 | New Insights into Multi-Level Cell Behavior in FeFET: Localization Effect Aware Write-Verify Scheme
[NO] 1215/1969 | Three-Dimensional Surface Scanning for the Analysis of External Forearm Geometry
[NO] 1216/1969 | Adaptive Image Inpainting by Classical and Deep Learning Completion for Digitized Mural Paintings
[NO] 1217/1969 | An Agentic AI Control Plane for 6G Network Slice Orchestration, Monitoring, and Trading
[NO] 1218/1969 | A16 Angstrom-Class CMOS Technology Featuring Enhanced Nanosheet Transistors with Super Power Rail (Backside Direct Contact Power Delivery) for AI and HPC Applications
[NO] 1219/1969 | From Full-Range Spectroscopy to Rgb Indices: A Decisionoriented Evaluation of Feature Compression for Sediment Organic Matter Prediction
[NO] 1220/1969 | Intelligent MPPT Control of a Multi-Input Multiout-Output Converter for Renewable-Powered EV Charging Systems
[NO] 1221/1969 | From Implicit to Explicit: a Theoretical Model of Pedagogical Design for Meta-Competencies under Conditions of Artificial Intelligence Integration
[NO] 1222/1969 | Copyright Page
[NO] 1223/1969 | Scalable Semantic Communication for Multi-User Systems with Heterogeneous Tasks
[NO] 1224/1969 | Systematic Evaluation of Hip Exoskeleton Assistance Parameters for Enhancing Gait Stability During Ground Slip Perturbations
[NO] 1225/1969 | Enhanced Intrusion Detection in IEC 60870-5-104 Smart Grid Networks Using a Deep CNN-LSTM Model
[NO] 1226/1969 | A Few-Shot Transfer Learning Framework using MobilenetV2 for Remote Sensing Image Classification
[NO] 1227/1969 | Optimizing Wireless Multimedia Task Offloading in UAV-LEO Networks: A Bio-inspired Hybrid Approach
[NO] 1228/1969 | Investigation on C-Band High-Efficiency RBWO Based on Phase Difference Analysis
[NO] 1229/1969 | Experimental and CFD Investigation of Heat Transfer Characteristics in a Double-Tube Heat Exchanger
[NO] 1230/1969 | Artificial Bee Colony based Energy Management System of Charging Station for Electric Vehicles with Machine Learning Technique
[NO] 1231/1969 | Efficient and Lightweight Object Detection via Multi-Round Response-Based Knowledge Distillation
[NO] 1232/1969 | A 1.39pJ/bit 224Gb/s PAM-4 Long-Reach SerDes Receiver in 3nm FinFET
[NO] 1233/1969 | Design and Prototype Evaluation of a Progressive Metadata-Driven Architecture for Encrypted C2 Detection in Enterprise Networks
[NO] 1234/1969 | Multithreading for Obfuscating Code Against Dynamic Analysis and Reverse Engineering
[NO] 1235/1969 | A Fan-Shaped Ultra-Wideband Antenna for Short Range Communications
[NO] 1236/1969 | Block-FRL: A Reputation-Aware Blockchain Framework for Secure Federated Reinforcement Learning in Internet of Vehicles
[NO] 1237/1969 | A Fast Reverberation Chamber-Based TIS Measurement Method Enabled by Additional Wireless Cable Tests
[NO] 1238/1969 | CNT and ITZO TFTs Integrated Complementary Inverter with a High Gain of 1005 V V
                    <sup>-1</sup>
[NO] 1239/1969 | High Efficiency 1D - CNN for Vibration Based Road Surface Classification
[NO] 1240/1969 | Interfacial-Layer-Free NCFETs Achieving $\mathbf{2 mV}$ Hysteresis, $\mathbf{27 mV}$ /dec SS, $\mathbf{2 mV/V}$ DIBL, and Record $2088 \mu \mathrm{A} / \boldsymbol{\mu} \mathrm{m}$ Ion at $\mathrm{V}_{\text{DS}}=\mathrm{V}_{\text{ov}}=0.5 \mathrm{V}$
[NO] 1241/1969 | Pelican Optimization Based Intelligent Active Power Filter for Stability Enhancement in Microgrids
[NO] 1242/1969 | Extreme Value Theory-Based Rare Event Detection for Smart City Network Security
[NO] 1243/1969 | LEMON-Mapping: Loop-Enhanced Large-Scale Multi-Session Point Cloud Merging and Optimization for Globally Consistent Mapping
[NO] 1244/1969 | IEEE Journal on Flexible Electronics Publication Information
[NO] 1245/1969 | Gridless Variational Bayesian DoA Estimation for Few-Bit Antenna Arrays
[NO] 1246/1969 | Edge-Efficient Transformer for End-to-End RF Spectrum Monitoring
[NO] 1247/1969 | Spinal Lesion Detection in X-Ray Images via Uncertainty-Guided Classification and Localization
[NO] 1248/1969 | Energy Efficiency Improvement in Dual-Motor EVs via Simultaneous Force-Current Allocation
[NO] 1249/1969 | Enhancement of Position Accuracy of An Industrial Robot Through a Combination of Kinematic Calibration and Machine Learning
[NO] 1250/1969 | Towards Global Localization Using Multi-Modal Object-Instance Re-Identification
[NO] 1251/1969 | ASPIRE: Accessible Surgical-robotics Platform for REsearch in Surgical Training, Skill Evaluation and Autonomy
[NO] 1252/1969 | MIRE: Mixed Reality based Interactive platform for Robotics Education
[NO] 1253/1969 | RAITS 2026 Cover Page
[NO] 1254/1969 | Half Title Page
[NO] 1255/1969 | MECO 2026 Panel Discussion
[NO] 1256/1969 | Welcome Message from the Chairs
[NO] 1257/1969 | Keynote: Integrated Communication and Sensing for Pervasive Computing
[NO] 1258/1969 | PerCom Workshops 2026 TOC
[NO] 1259/1969 | PerCom Workshops 2026 TOC
[NO] 1260/1969 | Administrative Committee Information
[NO] 1261/1969 | Label-Guided Masking and Imputation Network for Incomplete Multi-View Multi-Label Classification_supp1-3707408.pdf
[NO] 1262/1969 | Singularity Avoidance for Redundant Manipulators: An MSV-Based Mobility-Bound Approach_supp1-3706266.pdf
[NO] 1263/1969 | A Benchmark and Physics-Informed Optimization of LoRA for SAR Target Recognition (April 2026)
[NO] 1264/1969 | EPLoN: Exploiting Efficient Parallelism with Selective Rematerialization for Lightning Attention on Ascend NPU
[NO] 1265/1969 | GPIR: Enabling Practical Private Information Retrieval with GPUs
[NO] 1266/1969 | Advanced AI-Enhanced Adaptive Camouflage Detection System
[NO] 1267/1969 | FPFA: Flexible Polarization Fingerprint Authentication Framework for Large-Scale Devices
[NO] 1268/1969 | A Full System Co-Simulation Platform for Evaluating Edge Machine Learning Inference Using Compute-in-Memory
[NO] 1269/1969 | Constrained Temperature Regulation of Fuel Cells via Barrier and Lyapunov Functions
[NO] 1270/1969 | DC-AC Conversion Efficiency Characterisation and Grid Stress Analysis of a Bidirectional EV Charging System Across Multiple Power Levels and States of Charge
[NO] 1271/1969 | VisualLogAnalyzer: An Interactive Web Application for Multi-Level Log Analysis
[NO] 1272/1969 | Next-Generation Network Traffic Forensics: A Streamlit Based Framework for Packet Captures
[NO] 1273/1969 | MEDIGUARD 7X - A Smart, Secure Medicine Box For Timely Medication
[NO] 1274/1969 | Particle Swarm Optimization-Based Ultrasonic Waveform Design Method
[NO] 1275/1969 | VLSI Architecture for FIR Filter Using Exact and Approximate Vedic Multipliers
[NO] 1276/1969 | Multi-Cancer Detection and Classification Using Deep Learning and Ensembling
[NO] 1277/1969 | Demonstrating Responsive Teleoperation Through Negative Latency
[NO] 1278/1969 | Filterly – Multilingual Offensive Language Filter for Web Browsers
[YES] 1279/1969 | Towards Analyzing N-Language Polyglot Programs
[NO] 1280/1969 | Priority-Based Traffic Management System for Ambulance
[NO] 1281/1969 | Echoshield: AI-Powered Precision Noise Cancellation
[NO] 1282/1969 | A Current Source Three-Phase Rectifier for Bipolar DC Distribution Grids
[YES] 1283/1969 | From Textual Descriptions to Code: A Filtering Approach for Locating Business Rules
[NO] 1284/1969 | Research on Cooperative Control and Boundary Flow Regulation Methods for Highway Bridge and Tunnel Influence Zones Based on MFD and Game Theory
[NO] 1285/1969 | Research on the Air-Ground Collaborative Mapping Method for UAV and UGV Based on Vision and LiDAR
[NO] 1286/1969 | Privacy-Preserving Federated Learning for Multi-Disease ICU Outcome Prediction Under Realistic Clinical Heterogeneity
[NO] 1287/1969 | Stationarity-Aware QoS Prediction for Platooning in V2X Networks
[NO] 1288/1969 | Byzantine-Resistant Federated Learning Using Reinforced RNN
[NO] 1289/1969 | Cross-Domain Passive Channel Charting from Wi-Fi Sensing toward Robust Indoor Positioning
[YES] 1290/1969 | Larger is Not Always Better: Leveraging Structured Code Diffs for Comment Inconsistency Detection
[NO] 1291/1969 | Analysis of Recent Developments in Quantum Cryptography: A Comprehensive Review
[NO] 1292/1969 | Discrete Energy Levels and Charge Transport in Quantum-Dot Single-Electron Transistors
[NO] 1293/1969 | Graph Neural Network–Enhanced Knowledge Graph for Content Mining and Intelligent Decision-Making in Ideological and Political Courses
[NO] 1294/1969 | Multi-Band Attention Network for Stress Monitoring Using Reduced-Channel EEG Signals
[NO] 1295/1969 | A Vehicle Trajectory Prediction Model for Highways Based on Multi-modal Feature Fusion
[NO] 1296/1969 | Feature Selection Method Based on Secure MultiParty Computation and Its Application in State Evaluation
[NO] 1297/1969 | Minimizing Sensor-Cloud Resource Makespan via Low-Coupling Request Scheduling for Embedded Edge Systems
[YES] 1298/1969 | Transpilation Using Recursive Rewrite Rules: From Legacy to Maintainable Code
[NO] 1299/1969 | Toward Reliable Code De-Obfuscation with Large Language Models
[NO] 1300/1969 | IoT-Based Smart Cities: AI-Driven Traffic Control, Waste Management, and Energy Efficiency
[NO] 1301/1969 | Speaker Verification Under Intra-speaker Variability
[NO] 1302/1969 | Impact of Anonymization Techniques for ViT-based Human Action Recognition
[NO] 1303/1969 | Improving Small Scale Electric Arc Detection in Railway Systems via Pantograph Centered ROI Extraction
[NO] 1304/1969 | Edge-Based Well-Being Monitoring Using Non-Biometric Multimodal Digital Signals
[NO] 1305/1969 | Wear2Toy: Leveraging Wearable Devices for Hand-Held Objects Activity Recognition
[NO] 1306/1969 | Development of an AI-Business Transformation Framework for Australian SMEs: A PRISMA-Based Systematic Review and Design Science Approach
[NO] 1307/1969 | Intelligent FPGA Enabled BMS for SOC and SOH Estimation Using Deep Learning Models
[NO] 1308/1969 | Prediction of Diesel Generator Oil Pressure and Health Status Using a Hybrid Method
[NO] 1309/1969 | Approaching Healthcare HCI: Reflections on Developing A Patient-Centered Method for Empathetic AI in the Emergency Department
[NO] 1310/1969 | Wellness Prescribed: Activating Holistic Care through EHR-embedded SmartPhrases
[YES] 1311/1969 | Applying Genetic Improvement Techniques for Automated Program Repair of Transpiled Code
[NO] 1312/1969 | Iskra: A System for Inverse Geometry Processing
[NO] 1313/1969 | Persistence-guided Prescribed Topological Simplification
[NO] 1314/1969 | A Measurement Study on the Adoption of Pledges and Unveils in the OpenBSD Operating System
[NO] 1315/1969 | Load Frequency Control for a Two-Area Power System with Time Delay Based on the Artstein Transform
[NO] 1316/1969 | BFI-Fall: Learning Beamforming Feedback Information in Wi-Fi Sensing for Fall Detection
[NO] 1317/1969 | Recent Power Converters Utilized In Data Center Power Systems
[NO] 1318/1969 | Beyond Step Counts: Dual Perspectives on Designing Interactive Technologies to Support Outdoor Movement in Older Adults
[NO] 1319/1969 | Large Language Models and the Evolution of Online Help-Seeking for Mental Health
[NO] 1320/1969 | pythOS: A Python library for solving IVPs by operator splitting
[NO] 1321/1969 | DynSpAttn: Efficient Attention via Dual-Side Dynamic Sparsity on Sparse Tensor Cores
[NO] 1322/1969 | “Live from LA!”: Facilitating Personal and Political Storytelling through Immersive Youth Theater
[NO] 1323/1969 | Proceedings of the Special Interest Group on Computer Graphics and Interactive Techniques Conference Educator's Forum
[NO] 1324/1969 | From Human Vision to Machine Vision
[NO] 1325/1969 | A Multimodal AI–IoT Framework for Monitoring Student Well-Being in Hybrid and Transnational Learning Environments
[NO] 1326/1969 | Collaborative Fault Tolerance Computing for Emergency Tasks in Lunar Radiation Environment
[NO] 1327/1969 | Grid Stability and Power Quality Improvement in a Hybrid DC/AC Microgrid Using Coordinated Control and Dstatcom
[NO] 1328/1969 | Filter-Free Time-Gated Fluorescence CMOS Biochip with Fast Thermal Cycling for PoC DNA Testing
[NO] 1329/1969 | Awards
[NO] 1330/1969 | AI Powered Cognitive Adaptive Learning System
[NO] 1331/1969 | A 3.86 TOPS/W TTFS-Based Neuromorphic Image Sensor Featuring Clocked-Recharging SPAD Pixels and Sub-Pixel-Array-Level Processing
[NO] 1332/1969 | A Hybrid LDO with Region-Detection and Power-Supply-Rejection-Based Control Achieving High PSR and Fast Transient Response
[NO] 1333/1969 | Redefining Trust Boundaries: A Holistic Synthesis of Zero-Trust Architecture Across Emerging Ecosystems
[NO] 1334/1969 | Leveraging Relation Networks for Few-Shot Network Anomaly Detection
[NO] 1335/1969 | Investigation of Gate Field-Plate Effects on f
                    <sub>max</sub>
                    Improvement in GaN HEMTs for RF Applications
[NO] 1336/1969 | Cyber Security-Enhanced Low-Voltage User Demand Response in Smart Grids via Lightweight Blockchain and Cloud Computing
[NO] 1337/1969 | Adaptive Distance Relaying to Cope the Adverse Effect of Resistive SFCL
[NO] 1338/1969 | Image Forgery Prevention Using Deep Learning
[NO] 1339/1969 | A Ka-Band Time-Division Multi-Stream Phased-Array Transmitter with Built-in Spatial Notch Generation for 6G MIMO
[NO] 1340/1969 | Enhanced Residential Load Forecasting Using Deep Neural Networks
[NO] 1341/1969 | The Peak Stress Measurement of Discharge Electromagnetic Coils Based on FBG
