[2026-02-24 09:38:54] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-02-23
正在获取论文...
arXiv 请求失败: HTTPSConnectionPool(host='export.arxiv.org', port=443): Max retries exceeded with url: /api/query?search_query=lastUpdatedDate%3A%5B202602230000+TO+202602232359%5D&sortBy=relevance&sortOrder=descending&max_results=1000 (Caused by ResponseError('too many 429 error responses'))
[ACM] 2026-2-23 | WiFi-Based Assessment of Scoliosis-Related Spinal Postures
[NO] 771/1000 | Research Progress of Wearable Electronics and Soft Robots with Self-Healing Capabilities
[NO] 772/1000 | CapTrack: An Affordable Smart Inhaler System for Monitoring and Reminding Asthma Patients
[NO] 773/1000 | Tracking and Grasping Strategy for Dynamic Targets by Arm-Hand System
[NO] 774/1000 | G2L-KGC: A GNN-to-LLM Reasoning Framework for Coarse-to-Fine Knowledge Graph Completion
[NO] 775/1000 | Patient Emergency Service Management Application With Android &amp; Python Integration
[NO] 776/1000 | SAM-SPJunc: Self-Prompting for Junction Detection in Retinal Images via Radius-Based Representations
[NO] 777/1000 | Understanding Perceptual Quality in CCTV Images: A Benchmark Dataset and Entropy-Based Insights
[NO] 778/1000 | Human Activity Recognition Algorithm Based on Triaxial Accelerometer and Hybrid Deep Learning
[NO] 779/1000 | Multiphysics Modeling on Photoconductive Antennas for Terahertz Applications
[NO] 780/1000 | Establishing a Black-Box Benchmarking Framework for Commercial AI Object Detection Systems in Heavy Industries
[NO] 781/1000 | Efficient Load Balancing Architecture for the Upstream Oil &amp; Gas Applications
[NO] 782/1000 | A Grid-Interactive Solar PV-Battery Charging Framework for Sustainable Urban Electric Mobility
[NO] 783/1000 | Research and Preparation of Low Leakage Quartz Optical Windows for Ultra High Vacuum Systems
[NO] 784/1000 | Sarcasm Detection in News Headlines Using DistilBERT: A Lightweight Transformer-Based Approach
[NO] 785/1000 | Ultra-Wideband Filter with Dual Notch Bands Based on Hybrid-Impedance Resonator
[NO] 786/1000 | AI-Driven DDoS Detection for Network Security: A Performance Analysis of Machine-Deep Learning Methods on Network Traffic Data
[NO] 787/1000 | OceanNeRF—Deep Learning for Physics-Aware, True-Color Underwater 3D Reconstruction
[NO] 788/1000 | A User-Centric Approach to Land Transactions: Development of the Smart Plot Assistant System
[NO] 789/1000 | Recognizing Early Signs and Symptoms of Alzheimer's Disease for Improved Digital Diagnostics: Semi-structured Interviews and Observational Metrics
[NO] 790/1000 | Propensity Score Estimation for Causal Inference in Observational Healthcare Studies
[NO] 791/1000 | TeenChat: A Human-Calibrated Mental Health LLM With Intention-Aware Dialogue and Contrastive Counseling Regularization
[NO] 792/1000 | FUMESNet: Exploring Frequency-based Transformer and Improving Skip Connection for Hyperspectral Methane Plume Segmentation
[NO] 793/1000 | Bias-Polarity-Dependent Electrical Characteristics of 1x nm DRAM Capacitors for Robust Cryogenic Memory Applications
[NO] 794/1000 | Under Irregular Sampling: Si-Enhanced Dynamic Relation GNN for Silicon Content Prediction in Blast Furnace
[NO] 795/1000 | Architecting a Full-Stack Superconducting Fault-Tolerant Quantum Computer
[NO] 796/1000 | A Long-Range Inductive Displacement Sensor With Nanometer Resolution and Ultra-Low Lateral Effects
[NO] 797/1000 | Biomechanics-informed Non-rigid Medical Image Registration with Elasticity Theories
[NO] 798/1000 | Innovative Probabilistic Optimization of Resonance Compensation in Dynamic Wireless Power Transfer
[NO] 799/1000 | Fusion of Visual-Inertial Odometry with LiDAR Relative Localization for Cooperative Guidance of a Micro-Scale Aerial Vehicle
[NO] 800/1000 | Sparseness-optimized feature importance for time series classification
[NO] 801/1000 | An Unsupervised entropy-complexity Framework for Real-Time Concept Drift Detection
[NO] 802/1000 | Real-time Kinematic Orbit Determination for LEO by Integrating Broadcast Ephemerides, Galileo HAS, and BDS-3 PPP-B2b
[NO] 803/1000 | Deep Learning-Enabled Generative Antenna Design: Review and Prospects
[NO] 804/1000 | Detecting Out-of-Order Control Messages in O-RAN: Dataset, Benchmarks, and Early-Warning Models
[NO] 805/1000 | Attribute-Based Weight Exchange With Direct Revocation Mechanism for Fine-Grained Data Sharing
[NO] 806/1000 | Synchronized Coupled Iterative Learning Control Addressing the Nonlinear Disturbances in Gantry Platforms
[NO] 807/1000 | Copyright
[NO] 808/1000 | Prediction of traffic accidents in the province of Manabí-Ecuador using machine learning algorithms
[NO] 809/1000 | CGO 2026 Opinion
[NO] 810/1000 | Directed Acyclic Graphs Structure Learning with the Absorbing Markov Chain
[NO] 811/1000 | Reproducibility Report for ACM SIGMOD 2025 Paper: 'A Structured Study of Multivariate Time-Series Distance Measures'
[NO] 812/1000 | Training of Multi-Sensor Data Detection Model Based on GAN Enhancement
[NO] 813/1000 | Research on Trajectory Tracking Control of Robotic Manipulators Based on the RBF-FSMC Algorithm
[NO] 814/1000 | A Review on AI-Driven Predictive Analytics for Smart Healthcare
[NO] 815/1000 | Mechanism-Aligned Modeling and Reliability Optimization of Sensing-Based Semi-Persistent Scheduling in Cellular Vehicle-to-Everything Mode 4
[NO] 816/1000 | EKI-GAN: Context-Aware Vehicle Trajectory Forecasting with Vehicle Factors and Environmental Information at Signalized Intersections
[NO] 817/1000 | D3FNet: A Differential Attention Fusion Network for Fine-Grained Road Structure Extraction in Remote Perception Systems
[NO] 818/1000 | Artificial Hummingbird Algorithm with Multi-Strategy Improvementand Its Application
[NO] 819/1000 | LEGNet: A Lightweight Edge-Gaussian Network for Low-Quality Remote Sensing Image Object Detection
[NO] 820/1000 | Graph Rewiring Using Explicit Rating and Bidirectional Trust
[NO] 821/1000 | Coupling Simulation Analysis of Electricity-Certificate-Carbon Markets Based on the System Dynamics Model
[NO] 822/1000 | Enhancing Cloud Cybersecurity with AI-Driven Big Data for DDoS Attacks Threat Prediction
[NO] 823/1000 | Enhanced Adaptive Probabilistic Roadmap Path Planning for Complex Environments
[NO] 824/1000 | Evaluating Performance of Reinforcement Learning Agents to Control Buildings Efficiently
[NO] 825/1000 | Adaptive Fractional-Order Control of AVR Systems Using $P I^{\lambda}-\left(1+P D^{\mu}\right)-F$ Controller
[NO] 826/1000 | CDMIRRT*: Multi-Strategy Motion Planning with Conditional Diffusion Models
[NO] 827/1000 | Gas Sensor Drift Compensation and Concentration Quantification
[NO] 828/1000 | AI-Driven Digital Twins and Data-Driven Smart Manufacturing in the Textile Industry: Integrating Domain Expertise with Intelligent Systems
[NO] 829/1000 | An Experimental Evaluation of Prompt Injection Attacks on LLM-Based Content Moderation Systems
[NO] 830/1000 | Neuralink: Transforming Brain–Computer Interfaces for Medical Applications and Human—AI Collaboration
[NO] 831/1000 | Soft Helical Structure Design and Experimental Validation for Capsule Robots
[NO] 832/1000 | Adaptive Reconstruction for Collaborative Prediction of Multi-Channel EEGs
[NO] 833/1000 | Agricultural Productivity Revolution: The Combined Synergies of Remote Sensing and Artificial Intelligence
[NO] 834/1000 | Design and Analysis of High Torque Density Joint for Humanoid Biped Robot
[NO] 835/1000 | Using Multi-Layer Attention Mechanism Graph Neural Network to Achieve Accurate Fault Location in Distribution Network
[NO] 836/1000 | Smart Operation and Maintenance Technology for Integrated Energy Systems Based on Digital Twins
[NO] 837/1000 | Analyzing the Influence of Propagation Models on Effectiveness of Ad hoc Routing Protocols
[NO] 838/1000 | Robotic USB-A Insertion Assembly Strategy for Pose Uncertainty
[NO] 839/1000 | An Analytical Current Model for Subwavelength Gaps Loaded Metasurfaces
[NO] 840/1000 | A Multimode Resonator Bandpass Filter for X-Band Applications
[NO] 841/1000 | Legal Documentation Using AI &amp; NLP Techniques
[YES] 842/1000 | From Threads to Tiles: T2T, a Compiler for CUDA-to-NPU Translation via 2D Vectorization
[NO] 843/1000 | Design and Analysis of a Self-Propelled and Steerable Planetary Subsurface Drilling Robot
[NO] 844/1000 | Performance Comparison of ANN and CNN for Intrusion Detection System in IoMT Networks
[NO] 845/1000 | Myocardial Infarction Detection and Classification from ECG Signals Using CNN
[NO] 846/1000 | Advances and Challenges in AI-Powered Medical Chatbots: Leveraging LLMs, CNNs, and Multimodal Systems for Clinical Applications
[NO] 847/1000 | Safety Monitoring System for PPE Detection, Personnel Counting, and Facial Recognition using Computer Vision
[YES] 848/1000 | Fine-Grained Multi-modal Fusion for Malware Detection via Cross-Modal Self-Attention
[NO] 849/1000 | Forecasting and Overcommit Pipelines for Cloud Storage: A Model for Persistent Disk Capacity Management
[NO] 850/1000 | Internet of Things Security System Based on Dynamic Context Negotiation
[NO] 851/1000 | A Comparative Study of Machine Learning Methods for Fetal Health Prediction Using CTG Data
[NO] 852/1000 | Combining Transformers and CNNs for Efficient Object Detection in High-Resolution Satellite Imagery
[NO] 853/1000 | FUSELOC: Fusing Global and Local Descriptors for Fast and Robust 2D-3D Matching in Visual Localization
[NO] 854/1000 | Bridge Surface Defect Detection Based on Machine Learning
[NO] 855/1000 | Simulating Refractive Distortions and Weather-Induced Artifacts for Resource-Constrained Autonomous Perception
[NO] 856/1000 | Guardians of Generation: Dynamic Inference-Time Copyright Shielding with Adaptive Guidance for AI Image Generation
[NO] 857/1000 | T3D: Advancing 3D Medical Vision-Language Pre-Training by Learning Multi-View Visual Consistency
[NO] 858/1000 | Toward Socially Aware Vision-Language Models: Evaluating Cultural Competence Through Multimodal Story Generation
[NO] 859/1000 | Adapting Stereo Vision from Objects to 3D Lunar Surface Reconstruction with the StereoLunar Dataset
[NO] 860/1000 | Design and Implement Sentiment Analysis Approach: Using Ensemble Deep Learning
[NO] 861/1000 | Self-Supervised Denoising Based on TriDec-UNet Architecture
[NO] 862/1000 | Temporal Knowledge Graph Reasoning with Dynamic Frequency-Aware and Historical Attention Mechanisms
[NO] 863/1000 | Dual-Stream Deep Learning Architecture for Deepfake Detection Using Spatial and Frequency Domain Analysis
[NO] 864/1000 | Transient stability analysis of power system based on low latency data acquisition
[NO] 865/1000 | AI-Enhanced Wearable Sensors Connected to Cloud Platforms for Continuous Health Monitoring in Aging Populations
[NO] 866/1000 | Image Enhancement and Feature Matching Optimization for Visual SLAM in Weak Texture Scenes
[NO] 867/1000 | Cardiac Disease Prediction
[NO] 868/1000 | A Multi-Path Routing Algorithm for Offshore Heterogeneous Communication Networks Based on TGNN-DRL Algorithm
[NO] 869/1000 | Velocity-Guided BEV Cross-Attention for Real-Time 3D Object Detection with 4D Imaging Radar and Monocular Camera
[NO] 870/1000 | Two-stage Text-Guided Diffusion Models for Disentangled Industrial Defect Generation
[NO] 871/1000 | Development of a Machine Learning-Derived Model to Predict Unplanned ICU Admissions After Major Non-Cardiac Surgery
[NO] 872/1000 | A Preliminary Study of Dual-Band Metamaterial Applied to Magnetic Resonance Human Body Communication
[NO] 873/1000 | Mode Conversion and Radiation Structure of Broadband Tunable Magnetrons
[NO] 874/1000 | Proactive Discrepancy Detection at Scale: A Continuous Validation Framework for Distributed Data Systems
[NO] 875/1000 | Swing Leg Motion Strategy for Heavy-Load Legged Robot Based on Force Sensing
[NO] 876/1000 | Improving Temporal Ordering with External Data
[NO] 877/1000 | Writer Identification in Khmer Handwriting Using Recurrent Neural Networks
[NO] 878/1000 | Model Ensemble to Fuse Geometric and Learning Solutions for Camera Rotation Estimation
[NO] 879/1000 | TRICKY 2025 HouseCat6D Object Pose Estimation Challenge with Specular and Transparent Surfaces
[NO] 880/1000 | GRANII: Selection and Ordering of Primitives in GRAph Neural Networks using Input Inspection
[YES] 881/1000 | LLM-VeriOpt: Verification-Guided Reinforcement Learning for LLM-Based Compiler Optimization
[NO] 882/1000 | Relation-Anchored Local Cross-Spectral Alignment for Multispectral NTRM Detection
[NO] 883/1000 | Advanced Hydroponic Crop Management: A Smart IoT Architecture Leveraging Hybrid and Transformer-Based Deep Learning Models
[NO] 884/1000 | Towards Path-Aware Coverage-Guided Fuzzing
[NO] 885/1000 | Context-Aware Image Caption Editing via Hallucination-Resistant Visual Instruction Tuning
[NO] 886/1000 | SmartHeart+: An Advanced Deep Learning Approach Combining CNN-GRU and Feature Selection for Cardiovascular Risk Forecasting
[NO] 887/1000 | Perceptual Classifiers: Detecting Generative Images Using Perceptual Features
[NO] 888/1000 | Visual Language Model-Based Food Safety Support for Persons with Blindness and Low Vision
[NO] 889/1000 | A Safe Interaction Method for Tooth Preparation Robot Based on Hybrid Virtual Constraints
[NO] 890/1000 | Weakly Supervised MaxN Estimation in Baited Remote Underwater Videos
[NO] 891/1000 | Focused Metasurface Based on Time Reversal in Enclosed Space
[NO] 892/1000 | Automated Mathematical Expression Retrieval from Live Websites and PDF Documents
[NO] 893/1000 | FLD+: Data-Efficient Evaluation Metric for Generative Models
[NO] 894/1000 | AI-Enabled Academic Research and Achievement Management Platform
[NO] 895/1000 | TriPlanNet: Triangle Path Planning Network for A Variable Truss Robot with Deep Learning
[NO] 896/1000 | Investigating the Synergistic Effects of Learning Rate, Optimizer, and Activation Function on Convolutional Neural Network Training
[NO] 897/1000 | Attention-Driven Hybrid Architecture for Automated Classification of Multiple Sclerosis
[NO] 898/1000 | A Glass-Based Wideband Patch Antenna with Reconfigurable Polarization and Beam-Pointing
[NO] 899/1000 | A Bio-inspired Method and System for Accurate Detection of Spatial Objects via Visual-Tactile Fusion
[NO] 900/1000 | Research on Human-Machine Cooperative Control Strategy for the Dual-Person Lower Limb Exoskeleton-Stretcher System
[NO] 901/1000 | Dynamic Control of Radar High-Resolution Range Profiles for Non-Contact Targets Based on Time-Coded Metasurfaces
[NO] 902/1000 | QGraphLLM: Graph Generation with Multimodal Large Language Models
[NO] 903/1000 | Robotic Yarn Splicing in Warping: Uncertainty-Aware Perception and Manipulation
[NO] 904/1000 | The Architect of Advantage: How Robust Data Curation and Edge-Case Analysis Provide a Disproportionate Market Edge
[NO] 905/1000 | Globally Optimal Registration of Dense Terrestrial Laser Scans from Coarse Sampling
[NO] 906/1000 | Research on the Construction of Pragmatic Identity of College English Teachers Under AI-Enabled Teaching
[NO] 907/1000 | Fixing Intersect Regions in Racetrack Generation
[NO] 908/1000 | Comparison of STW and SWG for Low-Loss High-Power Terahertz TWT
[NO] 909/1000 | A Rain Streak-Aware Diffusion Model for Image Deraining with Stochastic Rain Synthesis and Multiscale Feature Fusion
[NO] 910/1000 | Adaptive Oscillators for Three-Plane Rhythmic Tracking: A Novel Solution for Complex Motion Patterns
[NO] 911/1000 | Operational and Economic Assessment of 750 kVA Three-Phase and Three 250 kVA Single-Phase Dry-Type Transformers
[NO] 912/1000 | Empirical Study of Microwave Oven Electromagnetic Leakage and its Impact on WLAN Signal Quality
[NO] 913/1000 | Retinex-Based Dual-Branch Semantic Segmentation Network for Nighttime Driving Scene
[NO] 914/1000 | Research on a Vision-Inertial-Laser Tightly Coupled SLAM System for Indoor Low-Visibility Scenarios
