[2026-08-20 22:26:48] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-08-19
正在获取论文...
[arXiv] 2026-08-19 | The Equality Cases of the Weak Simplex Conjecture
[NO] 1105/1794 | Adaptive Step Size PSO–P&amp;O MPPT for Standalone PV Systems: A Comparative Study of Cuk and SEPIC Converters
[NO] 1106/1794 | Observability and Self Healing of Quantum Secure V2X communication in Edge-Cloud Systems
[NO] 1107/1794 | Enhanced Power Quality in EV Charging Stations Using ALMS-Based Reduced-Switch UPQC and Bidirectional Converter
[NO] 1108/1794 | Intelligent Field-Oriented Control of a PV-Fed Submersible Pump Without Voltage and Current Sensor
[NO] 1109/1794 | Predictive Maintenance of Financial Infrastructure Using IoT and AI
[NO] 1110/1794 | Doherty Power Amplifiers: Fundamentals and recent advances
[NO] 1111/1794 | Improved Embedded Structural Health Monitoring via High-Resolution Spectral Analysis Using a MEMCF-based Algorithm
[NO] 1112/1794 | A Hybrid Optical Sensing and Data Network for Smart City Infrastructure Monitoring: A Feasibility Study
[NO] 1113/1794 | Decoupled Loop-Shaping Current Control of Magnetically Coupled SIDO Boost Converters via Capacitor Current Feedback
[NO] 1114/1794 | Identifying and Addressing HMM Data Migration Overhead on NVIDIA GPUs
[NO] 1115/1794 | Reconfigurable ESP32-Based IoMT Architecture with End-to-End Latency Analysis over Wi-Fi with 5G Backhaul
[NO] 1116/1794 | Implementation and Evaluation of Cell Balancing Methods in Li-Ion Battery Management Systems
[NO] 1117/1794 | API Security with JWT Authentication and Reputation Based Monitoring System
[NO] 1118/1794 | Evaluating Post-Quantum TLS Performance for the Internet of Things Using Raspberry Pi Devices
[NO] 1119/1794 | An Accelerated Neural Network Framework for Facial Emotion Recognition
[NO] 1120/1794 | Empirical Investigation of Adaptive Machine Learning Pipelines for Resource-Constrained Applications
[NO] 1121/1794 | AdaptFlow: A Self-Optimizing AI-Driven Data Pipeline Architecture for Real-Time Inference at Scale
[NO] 1122/1794 | High-Fidelity Modeling and Curriculum Learning for Dexterous in-Hand Manipulation
[NO] 1123/1794 | Adaptive Q-Learning-Based Energy Management of Grid-Connected Solar Battery Systems Under Dynamic Tariff Conditions
[NO] 1124/1794 | Generalizing Scaling Laws for Dense and Sparse Large Language Models
[NO] 1125/1794 | A Robust Blind Color Image Watermarking Using CNN and Lifting Wavelet Transform
[YES] 1126/1794 | Automated Generation of Microservice Authorization Tests Using Large Language Models
[NO] 1127/1794 | Language-Dependent and Language-Independent Acoustic Cues in Speech Emotion Recognition
[NO] 1128/1794 | Emergency Assistance System to Improve Access to Nearby Hospitals Using Symptom Analysis and Geolocation
[NO] 1129/1794 | A Hybrid Memory Framework for Mitigating Contextual Amnesia in Conversational AI
[NO] 1130/1794 | Transforming Emission Prediction into Compliance Intelligence: A Governance-Focused Machine Learning Strategy
[NO] 1131/1794 | Exploring C++ Standard Parallelism for GPU Programming in a Particle-In-Cell Application
[NO] 1132/1794 | 2026 IEEE International Parallel and Distributed Processing Symposium Workshops (IPDPSW)
[NO] 1133/1794 | Table of Content
[NO] 1134/1794 | Cover
[NO] 1135/1794 | Introduction to iWAPT 2026
[YES] 1136/1794 | HeLEx: A Heterogeneous Layout Explorer for Spatial Elastic Coarse-Grained Reconfigurable Arrays
[NO] 1137/1794 | Exploring Teacher Beliefs and Motivational Orientations Across Qualification Pathways in CS Education
[NO] 1138/1794 | Investigating Socially Shared Regulation in Pair Programming: Collaborative Experiences and Programming Skill Development among Female-Only Secondary Students
[NO] 1139/1794 | Enhancing K-12 Computer Science Learning with AI: Pedagogical Prompt-Guided Pair Programming in Student Exercises
[NO] 1140/1794 | Single Verifier vs. Decentralized Oracle Networks for Verifiable Credential Verification: An Empirical Comparison
[YES] 1141/1794 | An Empirical Study of Code Obfuscation Practices in the Google Play Store_supp1-3723593.pdf
[NO] 1142/1794 | Semi-Supervised Text Classification for Public Expenditure Analysis
[NO] 1143/1794 | Optimized Ionization Coefficient Ratio for InGaAs/InAlAs Avalance Photodiodes with Dual-Multiplication-Layer
[NO] 1144/1794 | A Local Power Adjustment Scheme for In-Service Secret-Key Rate Degradation in Hybrid Quantum-Classical Optical Networks
[NO] 1145/1794 | Data-Driven Online Reinforcement Learning Predictive Control of Quadratic Buck Converter for Electrolyzer Application
[NO] 1146/1794 | Multi-Scale Spatio-Temporal Transformers with Prompt Learning for Traffic Prediction
[NO] 1147/1794 | Power Pattern Evaluation and Array Synthesis with Element Position Error using Successive Convex Approximation
[NO] 1148/1794 | A Combined Dual-Protection-Mode Energy-Selective Surface With Broadband High Shielding Effectiveness
[NO] 1149/1794 | Equivalent-Frequency-Based Inverse Estimation of Specimen Thickness and Conductivity in Motion-Induced Eddy Current Testing
[NO] 1150/1794 | IEEE Transactions on Information Theory Information for Authors
[NO] 1151/1794 | Multi-Agent Perception-Action Causal Transformer for Offline Cooperative Pursuit-Evasion of USV Swarms
[NO] 1152/1794 | Design Study of a Magnetic Fluid Rotary Seal for High-Temperature Superconducting Electric Machines
[NO] 1153/1794 | Evo-AA: Evolution-Aware Adaptation of Protein Language Models
[NO] 1154/1794 | Real-Time Human Detection for Heritage Monitoring Using YOLOv11n with Lightweight Attention Mechanisms
[NO] 1155/1794 | A Blind Recovery Algorithm for Multicoset Sampling via Graph Spectral Support Identification
[NO] 1156/1794 | Novel Simplified Configuration for a Multi-Turn Variable Reluctance Resolver
[NO] 1157/1794 | Extremely Isolated Magnetic Suspension Thermogravimetric Analytical Balance Based on Differential Hall Arrays
[NO] 1158/1794 | Delay-Tolerant Beam Hopping With Contrastive Service Representation in Low Earth Orbit Satellites
[NO] 1159/1794 | E/H Plane Measurement System for On-Chip Antenna Radiation Patterns at mmWave/Sub-THz Frequencies: Application to a 100 GHz 1×2 Array
[NO] 1160/1794 | RTT NTN-Based Positioning With a Single Satellite in 6 G: A Geometric Framework
[NO] 1161/1794 | A Hybrid Robust Zero-Watermarking Scheme Based on Reparameterized Efficient Attention Network for Internet of Medical Things
[NO] 1162/1794 | Agentic AI in Healthcare: Current Applications, Challenges, and Future Directions
[NO] 1163/1794 | Optical Intelligent Reflecting Surface-Aided VLP: Light Spot Coverage Scheduling and Geometry-Aware Localization
[NO] 1164/1794 | Temperature Forecasting of Practical Operating HTS Cable Based on LSTM Network
[NO] 1165/1794 | From One Victory Party to Another Victory Party: Reflections on Decades of Engagement with IEEE COMPSAC and the Evolution of Computing
[NO] 1166/1794 | IEEE Transactions on Systems, Man, and Cybernetics: Systems Information for Authors
[NO] 1167/1794 | Magnetic Microrobot Swarms for Navigating Intestinal Environments
[NO] 1168/1794 | Gradient-based adaptive twisting-like algorithm with asymptotic convergence
[NO] 1169/1794 | A Physics-Informed Deep Denoising Method for DAS Vehicle Trajectories
[NO] 1170/1794 | Focus Measure Evaluation and Optimization for Robotic Embryo Biopsy in Bright-Field Microscopy
[NO] 1171/1794 | Multi-Ring Geometric Shaping Method For OFDM-FSO System
[NO] 1172/1794 | Menstrual Cycle Prediction with Wearable and Personal Historical Information: Heterogeneous Effects Across Irregularity Profiles
[NO] 1173/1794 | Adversarial Generation of Multi-Turn Debates for Hate Speech Mitigation via Retrieval-Augmented Generation
[NO] 1174/1794 | Transcending Memory Constraints in Federated Learning Via Sequential Block-Wise Training
[NO] 1175/1794 | Comprehensive Energy Management for Rural Microgrids: Integrating LSTM Forecasting and Kalman-Filtered MPC for Stochastic EV Loads
[YES] 1176/1794 | A Multi-Language Parser Pipeline for Software Analysis and Verification
[NO] 1177/1794 | The Co-Evolution of AI and Cybersecurity: Attacks, Defenses, and Future Directions
[NO] 1178/1794 | Deep Reinforcement Learning for Communication-Free Distributed Control of Autonomous Vehicles in Unstructured Intersection
[NO] 1179/1794 | Operational Optimization Strategy for Steam Turbine Deep Peak Regulation Considering Dynamic Thermal Stress Constraints
[NO] 1180/1794 | Discrimination-Improved Olfactory Robot Facilitating Real-Time and Robust Inspection for Chemical Leakage
[NO] 1181/1794 | Semantic Governance Paradigm of Heterogeneous World Models for Agentic AI Systems
[NO] 1182/1794 | Plenary Panels
[NO] 1183/1794 | CriticIDS: LLM-Augmented Intrusion Detection with AutoML and Explainability for IoT Networks
[NO] 1184/1794 | Fourier Ptychographic Microscopy Reconstruction via Structure Tensor Total Variation Regularization
[NO] 1185/1794 | A Bio-Inspired Hierarchical Federated Learning Framework with Joint Computing Communication Control Optimization for Green UAV Inspection
[NO] 1186/1794 | Power Minimization for Pinching-Antenna Systems: Flexible Hybrid NOMA Perspective
[NO] 1187/1794 | From Bedside to Population Health: A Federated Governance Framework for Clinical Information Models in the Spanish National Health System
[NO] 1188/1794 | Deep Prototype-Calibrated Learning for Multi-Class Assessment of Osteoporotic Status Using Knee Radiographs
[NO] 1189/1794 | Exploring Lower-Limb PPG Signals for Biometric Identification
[NO] 1190/1794 | Efficient Multivariate LSTM Forecasting of HVAC Energy Consumption in IoT-Enabled Smart Buildings
[NO] 1191/1794 | Learning-Based LLM-Enhanced UAV Routing Against Jamming and Gray-Hole Attacks
[NO] 1192/1794 | Prior-Informed Normative EEG Scoring for Alzheimer's Detection: Framework and Cross-Paradigm Boundary Analysis
[NO] 1193/1794 | The Application of the Improved YOLOV11 in Insulator Detection
[NO] 1194/1794 | Integration of School-Based Red Resources into Ideological and Political Education Practice of Engineering Cost Course Based on BERT Model
[NO] 1195/1794 | A Multi-omics Framework Integrating GLIMS Prediction and Bidirectional Mendelian Randomization for Causal Driver Gene Identification
[NO] 1196/1794 | Harmony-UMAP-Leiden Integrated Single-Cell and Spatial Transcriptomics Analysis Reveals Treg Heterogeneity and Spatial Remodeling in ESCC
[NO] 1197/1794 | IEEE Transactions on Cybernetics Information for Authors
[NO] 1198/1794 | DKP: Semantic Consistency Distillation via Key-layer Pre-alignment with Large Vision-language Models for Cross-Modal Retrieval_supp1-3724739.pdf
[NO] 1199/1794 | IEEE Member Discounts
[NO] 1200/1794 | SSCS Chapter Inspires Future Engineers Through Community Science, Technology, Engineering, and Mathematics Outreach [Chapters]
[NO] 1201/1794 | Study on an Intelligent Analytical System for Prognosis Assessment of Respiratory Infectious Diseases Based on Multi-Source Information Fusion
[NO] 1202/1794 | Computer Vision-Based Recognition of Physical Fitness Training Movements and Teaching Evaluation in Sports Education
[NO] 1203/1794 | HHO-SVM-Based Hip Wearable Exoskeleton Intent Recognition
[NO] 1204/1794 | Predicting Firm-Specific Risk in Emerging Markets via Localized Sentiment and Industrial ‘Activity Gaps’: A Hybrid ML Approach
[NO] 1205/1794 | Research on Vision-Based Predictive Methods for Robotic Target Manipulation
[NO] 1206/1794 | Minimal IMU Configuration for Hip Moment Estimation: A Feasibility Study Using Temporal Convolutional Networks
[NO] 1207/1794 | Teleoperated and Height-Adaptive Shared Control strategies for a Supernumerary Robotic Arm in Physically Interactive Trimanual Tasks
[NO] 1208/1794 | Stable Approximants for Wind Turbine Generator Systems
[NO] 1209/1794 | Author Index
[NO] 1210/1794 | Copyright Page
[NO] 1211/1794 | Title Page i
[NO] 1212/1794 | Effect of High-Stiffness TPU Encapsulation on the Metrological Performance of a Wearable Fiber Bragg Grating Cardiorespiratory Sensor
[NO] 1213/1794 | SmartSpend: A Hybrid OCR-LLM Framework for Automated Expense Analysis and Semantic Categorization
[NO] 1214/1794 | Dynamic Event-Triggered Adaptive Backstepping Control for a 2-DOF Robot Manipulator
[NO] 1215/1794 | Be My Sight – Blind Assistance App
[NO] 1216/1794 | Impact of E-Commerce Business on the Growth of Country's Economy
[NO] 1217/1794 | PlatePlanner: A Service-Oriented Architecture for Hybrid Recipe Retrieval and Pantry-Aware Meal Planning
[NO] 1218/1794 | Research Status of Multi-Source Data Fusion in Digital Twin for Robotic Processing
[NO] 1219/1794 | UncertainNet: Monte Carlo Dropout Bayesian Deep Learning for Calibrated Liver Fibrosis Staging from Ultrasound Images in Data-Scarce Settings
[NO] 1220/1794 | Point Cloud Weld Seam Recognition and Trajectory Generation Based on Multi-Scale Edge-Aware Channel Attention and Self-Attention Collaboration
[NO] 1221/1794 | Preliminary Assessment of Manufacturing Process Variability of Composite Materials for Arterial Surrogates
[NO] 1222/1794 | Dynamic Envelope Protection in Extreme Evasion: A Friction-Coupled PR-CBF for Safe Reinforcement Learning
[NO] 1223/1794 | Optimizing Stock Market Predictions: A Comparative Analysis of Gradient Boosting &amp; Random Forest Regression
[NO] 1224/1794 | What Makes Usability Smells Detectable? On the Role of Representation in Interaction Log Analysis
[YES] 1225/1794 | An Ensemble Machine Learning Framework for Anomaly-Based Vulnerability Detection and Assessment
[NO] 1226/1794 | From Explanations to Reflective Questions in Human-AI Decision-Making
[NO] 1227/1794 | AI-Driven Cyber Threats and the Force Majeure Clause: A Quantitative Study of Professional Perspectives
[NO] 1228/1794 | Are We Still Searching Manually? Automatic TMS Motor Hotspot Localization via Tabu Search
[NO] 1229/1794 | Multi-Agent Based Time Critical FaaS Scheduling in Edge-Cloud Continuum
[NO] 1230/1794 | Implementation Of An Engine Start Monitor Using Classic AUTOSAR Platform
[NO] 1231/1794 | Preliminary Validation of a 3D-Printed Skin-Attached Flexible Strain Sensor for Respiratory Monitoring
[NO] 1232/1794 | A Modified Carrier-Based PWM Technique for 3-Phase 3-Level NPC Fed Induction Motor Drives
[NO] 1233/1794 | Influence of Raster Angle on the Electromechanical Performance of Single-Layer FDM-Printed Flexible Strain Sensors
[NO] 1234/1794 | Low Cost and Efficient IoT Trap System for Remote Monitoring of Olive Fruit Fly Attacks
[NO] 1235/1794 | Extending DiGaBo with Visual Interactions for Computing Education
[NO] 1236/1794 | Enhanced Stability and Lithographic Patterning of CsPbBr
                    <sub>3</sub>
                    /ZnS Core-Shell Nanocrystals
[NO] 1237/1794 | 2026 IEEE Conference on Serious Games and Applications for Health (SeGAH)
[NO] 1238/1794 | Robust CNN-Based Channel Equalization for LEO Satellite OFDM Systems
[NO] 1239/1794 | Regulate Crystallization of CsPbI
                    <sub>2</sub>
                    Br Films via Doping Acetylene Black
[NO] 1240/1794 | PI Controller Design for Interleaved Boost Converter with Direct Coupled Inductors
