[2026-07-16 22:56:42] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-07-15
正在获取论文...
[arXiv] 2026-07-15 | The spread construction and non-uniqueness of visible Lagrangians
[NO] 1079/1751 | MANA-RTD: A Structured Process for Managing Requirements Technical Debt in Real Projects
[YES] 1080/1751 | Synthetic Data Generation for Schema-Aware Query Interfaces: Benchmarking NL2GraphQL Systems
[NO] 1081/1751 | Proceedings of the Ninth International Workshop on Exploiting Artificial Intelligence Techniques for Data Management
[NO] 1082/1751 | Prox-E: Fine-Grained 3D Shape Editing via Primitive-Based Abstractions
[NO] 1083/1751 | UCM: Unified Modeling of Camera Control and Memory with Time-aware Positional Encoding Warping for World Models
[NO] 1084/1751 | Object-Space Analysis of Local Contrast Sensitivity for Hierarchical Representations of 3D Gaussians
[NO] 1085/1751 | NeuralSketch2Surf: Fast Neural Surfacing of Unoriented 3D Sketches
[NO] 1086/1751 | MV-S2V: Multi-View Subject-Consistent Video Generation
[NO] 1087/1751 | AGILE: Hand-object Interaction Reconstruction from Video via Agentic Generation
[NO] 1088/1751 | OmniRoam: World Wandering via Long-Horizon Panoramic Video Generation
[NO] 1089/1751 | Difficulties in Developing a Global Standard for Liquid-Filled Power Transformers: Generating Global Standards
[NO] 1090/1751 | MonoGlass3D: Monocular 3-D Glass Detection With Plane Regression and Adaptive Feature Fusion
[NO] 1091/1751 | Combinatorial Test Generation Tool for REST API with Variable-Length Arrays
[NO] 1092/1751 | GraSF: Graph-based Similarity Filtering as a Preprocessing Step for SMT-based Verification of Cloud Access Policy Configuration
[NO] 1093/1751 | Robust Quantum Federated Learning Against Colluding and Non-colluding Byzantine Attacks
[NO] 1094/1751 | Online Deformation Estimation in Compliant Hyper-Redundant Robots via Lumped Parameter Modeling and Extended Kalman Filtering
[NO] 1095/1751 | Reassembled Sparsity Learning Approach for Downlink Massive MIMO-OFDM Channel Estimation
[NO] 1096/1751 | Investigation on the Transient Electro-Thermal Characteristics and Overcurrent Capability of Multichip Parallel SiC MOSFET Modules under Pulsed High Current Excitation
[NO] 1097/1751 | Enhancing the Performance of Kalman Filters via Monte Carlo Approaches and Riemannian-Manifold Covariance Estimation
[NO] 1098/1751 | Pulse: AI - Based Heart Monitor with Risk Predictions and Smart Suggestions
[NO] 1099/1751 | Analysis and design of multiphase interleaved CRM Buck converter with wide load range
[NO] 1100/1751 | Design and Optimization of a Wideband Cascode Low Noise Amplifier Using ATF-34143 GaAs pHEMT for Multistandard RF Front-End Receivers
[NO] 1101/1751 | Resource Allocation Optimization in O-RAN Using Prospect Theory and Reference Point Adaptation
[NO] 1102/1751 | Nerites Framework: An Open-Source ROS2 Gym Environment for Intelligent Underwater Robotics
[NO] 1103/1751 | ARISE-GNN: Graph Neural Representation Learning for Discovering Potential Rising-Star Candidates in Scholarly Collaboration Networks
[NO] 1104/1751 | Modelling a consistent and open information model for control cabinets
[NO] 1105/1751 | A Segmented Metasurface Retroreflector for Ultra-Wideband and Wide-Angle Monostatic RCS Enhancement
[NO] 1106/1751 | Differentially Private and Explainable Federated Learning for ICU Mortality Prediction
[NO] 1107/1751 | Physics-Informed Transformers for Non-Stationary Time Series: A Framework for GNSS Hydrogeodesy
[NO] 1108/1751 | Constraint-Focused Benchmark of Combinatorial Testing Tools: A Practitioner’s View
[NO] 1109/1751 | I2CACIS 2026 Copyright Page
[NO] 1110/1751 | HAGILApp: Development of An AI-Based Geographical Interactive Locator System Device for Intelligent Tracking of Professionals in Industry Manning
[NO] 1111/1751 | Real-World Reinforcement Learning for Energy-Efficient DL Power Management in Beyond 5G RAN
[NO] 1112/1751 | Keynotes
[NO] 1113/1751 | A Comparative Study of Deep Learning Models for Multiclass Cotton Leaf Disease Classification Using Explainable AI
[NO] 1114/1751 | AushadhaPradata: IoT-Enabled Automated Over-the-Counter Medication Dispensing System
[NO] 1115/1751 | xChain: Multi-Stage Traffic Analysis and Classification in O-RAN
[NO] 1116/1751 | Research on Circuit Breaker Fault Diagnosis Method Based on Time-Frequency and Spatial Feature Fusion of Acoustic Arrays
[NO] 1117/1751 | Energy-Saving and Low-Carbon Technologies in the Yin-Chuo-to-Liao Water Diversion Project
[NO] 1118/1751 | Differentially Privacy-Preserving Weighted Average Consensus via State-Related Dynamic Memory Event-Triggered Mechanism
[NO] 1119/1751 | A Cloud-Based Recommender System for Cryptocurrency: A Latent-Structural Fusion Framework for Intelligent Wealth Management
[NO] 1120/1751 | Ai Enabled echo meet-Video conferencing platform with live Transcription
[NO] 1121/1751 | Multi-Criteria Decision Analysis for Offshore Platform Decommissioning: Development of a Descriptor for Sediment Mobilization
[NO] 1122/1751 | Sequential Data-Driven Design of a Complete Controller-Allocator Scheme for Strongly Input Redundant LPV Systems
[NO] 1123/1751 | Infinite-time Horizon Dirichlet Boundary Optimal Control for 1D Reaction-Advection-Diffusion PDEs
[NO] 1124/1751 | GRANDSLAM: Linearly Scalable Model Synthesis
[NO] 1125/1751 | TA-RNN-Medical-Hybrid: A Time-Aware and Interpretable Framework for Mortality Risk Prediction
[NO] 1126/1751 | Maritime UAV MIMO Channel Prediction: A Propagation Environment-Constrained Dual-Stream Mamba Approach
[NO] 1127/1751 | DC-Based Superposition Signaling for Low-Power IoT Receivers
[NO] 1128/1751 | Explainable Deep Learning Framework for Oral Cancer Detection Using Intraoral Images
[NO] 1129/1751 | Multi-Criteria Conditional Handover in 5G NTN Mega-Constellations
[NO] 1130/1751 | Hot-Spot Temperature Analysis of Oil-immersed Transformer Based on Contact Thermal Resistance
[NO] 1131/1751 | Pilot Allocation for OFDM Uplink ISAC under RF Imperfections: Analysis, Prototyping, and Tradeoffs
[NO] 1132/1751 | Geometry-Consistent Sim-to-Real Transfer for Visuo-Tactile Sensing via TacyGAN
[NO] 1133/1751 | When Search Is Not Enough: Ranking Content for Query-Less Browse Surfaces
[NO] 1134/1751 | Cross-Domain Preference Transfer for Promoting Engagement with Built-in Chatbots
[NO] 1135/1751 | The Powerless Noise: How Experimental Settings Shape the Reported Power of Noise
[NO] 1136/1751 | GenRec: A Preference-Oriented Generative Framework for Large-Scale Recommendation
[NO] 1137/1751 | Exploration-and-Thinking: Agentic Reasoning over Knowledge Graphs via an LLM-RL Synergized Framework
[NO] 1138/1751 | Agentic Spatio-Temporal Grounding via Collaborative Reasoning
[NO] 1139/1751 | Cognitive Style Shapes Search Behaviours: An fNIRS Study of Exploratory Search
[NO] 1140/1751 | How Trendyol Enables Trustworthy A/B Testing at E-Commerce Scale Through Integrated Statistical Methodologies
[NO] 1141/1751 | Enhancing Heart Disease Risk Prediction Through Robust Statistical Validation and Interpretability
[NO] 1142/1751 | A Lightweight Post-Quantum Secure Knapsack Cryptosystem Using Tree Parity Machine Synchronization
[NO] 1143/1751 | Adaptive Document Rectification and Illumination Normalization via Hybrid Cascade Detection
[NO] 1144/1751 | Compact Tune-Free Dual-Band Filter Using Metal Insert
[NO] 1145/1751 | Hetero-Net: An Energy-Efficient Resource Allocation and 3D Placement in Heterogeneous LoRa Networks via Multi-Agent Optimization
[NO] 1146/1751 | Virtual Voice Assistance for Partially Dumb People Using Audio Processing with Deep Learning
[NO] 1147/1751 | Outage Probability Analysis of NOMA-Enabled Hierarchical UAV Networks with Non-Linear Energy Harvesting
[NO] 1148/1751 | MADRL-Based Edge Offloading and Resource Allocation for Vehicular LLM Inference
[NO] 1149/1751 | Energy-Efficient End-to-End Resource Allocation, Computing, and Pairing for UAV-Assisted Mobile Crowdsensing Networks
[NO] 1150/1751 | CareCrypt: A Secure Blockchain-Enabled IoT Framework for Privacy-Preserving Patient Monitoring
[NO] 1151/1751 | Towards Edge Intelligence via Autonomous Navigation: A Robot-Assisted Data Collection Approach
[NO] 1152/1751 | Analysis of Frequency Selective Surface for 5G IRS
[NO] 1153/1751 | Unlocking High-Fidelity Analog Joint Source-Channel Coding on Standard Digital Transceivers
[NO] 1154/1751 | Learning-Based Joint Communication and Control Design for Wireless Networked Control Systems
[NO] 1155/1751 | Adaptive DTN Routing Using Spiking Neural Networks for Services over NTNs
[NO] 1156/1751 | AI-Driven Multi-Modal Adaptive Handover Control Optimization for O-RAN
[NO] 1157/1751 | NeedSign: Empowering Communication for Patients with Stroke, Paralysis, and Neuromuscular Disorders Through Finger Movements
[NO] 1158/1751 | Coordination of Physical AI in a Wireless-Connected Smart Factory
[NO] 1159/1751 | Deep Learning-Based Waveform Learning for Superimposed Pilot Systems
[NO] 1160/1751 | WiRD-Gest: Gesture Recognition In The Real World Using Range-Doppler Wi-Fi Sensing on COTS Hardware
[NO] 1161/1751 | Tomato Diseases Identifcation Using Convolution Neural Network
[NO] 1162/1751 | Spectral and Energy Efficiency Trade-off: A Pinching Antenna Perspective
[NO] 1163/1751 | A 76-81 GHz FMCW MIMO Coded Transceiver for Automotive Radar
[NO] 1164/1751 | IoT-Based Relay Protection in Decentralized Power Systems: Necessity, Challenges, and Benefits
[NO] 1165/1751 | A Revolutionary Next Generation Video Conferencing Application
[NO] 1166/1751 | Effect of Varying Turbulence Intensity on Biodynamic Feedthrough During Pointing
[NO] 1167/1751 | Multi-User Semantic and Data Communications with Adaptive Source-Channel Coding
[NO] 1168/1751 | Over-the-Air Synchronization of Large-Scale Cooperative ISAC Networks
[NO] 1169/1751 | Towards Intelligent Resource Orchestration in 5G Networks: A Multi-Layer Optimization Approach
[NO] 1170/1751 | Ergodic Rate Analysis of Two-State Pinching-Antenna Systems
[NO] 1171/1751 | Joint AMC and Power Control for HARQ-Enabled Uplink SCMA in LEO Satellite Communications
[NO] 1172/1751 | On Selecting Chatbots Utilized by Small and Medium-Sized Enterprises: Evaluation of a New Taxonomy-Based Selection Metric for Generative AI Based on a Think-Aloud Study with Decision-Makers
[NO] 1173/1751 | Load-Modulated Hexagonal-Coupler-Based Power Amplifier (LMHA) for Extended Power-Back-Off Range
[NO] 1174/1751 | Dust-Induced Light Loss (DILL): An IoT System for Monitoring PV Panel Dust
[NO] 1175/1751 | Toward a Humanoid Conductor: Beat-Pattern Gesture Synthesis and Evaluation on the unitree G1
[NO] 1176/1751 | An Optimization Framework for Spiking Neuron Models: Parameter Estimation, Network Validation, and Pattern Separation_supp1-3713432.mp4
[NO] 1177/1751 | ComSoc Technical and Emerging Technologies Committees
[NO] 1178/1751 | Retraction Notice: A Systematic BPCLSTM Algorithm for Concept Drift Detection Incorporated Sentiment Mining
[NO] 1179/1751 | On the Characterization and Limits of 4D Radar for Aided Inertial Navigation_supp1-3690584.m4v
[NO] 1180/1751 | Retraction Notice: Emotion recognition from speech using Gaussian Mixture Model and vector quantization
[NO] 1181/1751 | WS20: IEEE ICC Workshop on Generative AI and Large Model Empowered Next Generation Networks
[NO] 1182/1751 | Retraction Notice: Comparative analysis of web-mining approaches for efficient mining of server log formats
[NO] 1183/1751 | Table of Contents
[NO] 1184/1751 | Table of Content
[NO] 1185/1751 | Retraction Notice: A Comparative Analysis of Machine Learning and Deep Learning Algorithms for Image Classification
[NO] 1186/1751 | Retraction Notice: Smart Energy Management in Buildings with Machine Learning Techniques
[NO] 1187/1751 | Retraction Notice: Machine Learning For Fault Detection And Diagnosis In Mechanical Systems
[NO] 1188/1751 | Retraction Notice: Induction Motor Speed Variations and Control Using–Learning Algorithms
[NO] 1189/1751 | Retraction Notice: Application of Smart Collaborative 5G Networking For Enhancement of Vehicular Communication
[NO] 1190/1751 | Table of Contents
[NO] 1191/1751 | Retraction Notice: Enhancing Network Security in IoT Using Machine Learning- Based Anomaly Detection
[NO] 1192/1751 | A Novel Post-Quantum Cryptography-Based Authentication and Secret Key Establishment Protocol for Smart Grid
[NO] 1193/1751 | R&amp;F-Inventory: A Large-Scale Dataset for Monotonic Inventory Estimation in Reach and Frequency Advertising
[NO] 1194/1751 | The Wikidata Query Logs Dataset
[NO] 1195/1751 | Temporal User-Agnostic Ranking: Detecting Preference Evolution while Preserving Ethical Principles
[NO] 1196/1751 | From Unstructured to Structured: LLM-Guided Attribute Graphs for Entity Search and Ranking
[NO] 1197/1751 | CT
                    <sub>
                      <i>CL</i>
                    </sub>
                    : A Cross-Language Benchmark for Matching Patients to Clinical Trials
[NO] 1198/1751 | Decision-Theoretic Stopping Rules for Document Screening
[NO] 1199/1751 | SkillForge: Forging Domain-Specific, Self-Evolving Agent Skills in Cloud Technical Support
[NO] 1200/1751 | Automated Classification of Alzheimer's Disease Based on Structural MRI Using Vision Transformer
[NO] 1201/1751 | Phase State Space Models: Parallel, Surrogate-Free Training of Spiking Networks
[NO] 1202/1751 | Performance and Efficiency Analysis of Lightweight Encryption Algorithms on Low-Power Embedded Systems
[NO] 1203/1751 | An Experimental Evaluation of Resilience and Scalability in Hybrid Quantum AI Architectures
[YES] 1204/1751 | Beyond the Code: The Value of Practicing and Evaluating Technical Debt Management
[YES] 1205/1751 | Same Data, Different Schemas: Robustness of LLM-based Text-to-SQL
[NO] 1206/1751 | Efficient Context-Aware Corpus-Grounded Query and Prompt Suggestion constrained by Creative Knowledge Graph
[NO] 1207/1751 | Walking on Spheres and Talking to Neighbors: Variance Reduction for Laplace's Equation
[NO] 1208/1751 | Deep Motion Warping via Phase-Conditioned Diffusion Autoencoder
[NO] 1209/1751 | ArtiFixer: Enhancing and Extending 3D Reconstruction with Auto-Regressive Diffusion Models
[NO] 1210/1751 | GeoQuery: Geometry-Query Diffusion for Sparse-View Reconstruction
[NO] 1211/1751 | Secure and Efficient
                    <i>
                      L
                      <sup>p</sup>
                    </i>
                    -Norm Computation for Two-Party Learning Applications
[NO] 1212/1751 | NCFDNet: A Nuclear-Core Fusion-Inspired Energy-Adaptive Architecture with a Self-Evolving Multiscale Contextual Feature Design for High-Resolution Underwater Image Enhancement
[NO] 1213/1751 | Performance Analysis of FD C-NOMA With Intelligent TS and Battery Management in Non-Linear Energy Harvesting Networks
[NO] 1214/1751 | Improving Pulse Compression Detection of Human Mouth-Click Signals Using Bio-Inspired Filter
[NO] 1215/1751 | HARP-LAWN: Hierarchical Adaptive Reasoning and Planning for Low-Altitude Wireless Networks_supp1-3713806.pdf
[NO] 1216/1751 | Generalized Orthogonal Approximate Message-Passing for Sublinear Sparsity
[NO] 1217/1751 | The Decaying Missing-at-Random Framework: Model Doubly Robust Causal Inference with Partially Labeled Data_supp1-3713863.pdf
[NO] 1218/1751 | GenAI vs Traditional AI: A Comparative Framework Across Five Domains
[NO] 1219/1751 | Explainable Deep Learning (XAI-CNN) for Interpretable Colorectal Cancer Detection
[NO] 1220/1751 | Addressing Recurring Gaps in Agile Requirements Engineering: A Scrum-Embedded Framework for Early Redirection and Inspectable Decision Traces
