[2026-09-03 23:48:17] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-09-02
正在获取论文...
[arXiv] 2026-09-02 | A Survey of Decentralized Physical Infrastructure Network,Research Directions, and Open Challenges
[NO] 1789/1933 | Improved Temperature Calculation Model for High Voltage Direct Current Submarine Cables Considering Insulation Leakage Current and Thermomechanical Stress
[NO] 1790/1933 | Women in Engineering at APEC 2026 [Society News]
[NO] 1791/1933 | MIRROR: Optimal RIS Deployment for Multi -Ris, -ReflectiOn, and -useR 6G Communications
[NO] 1792/1933 | Diversity Mapping for TEOS Capacitively Coupled Plasmas
[NO] 1793/1933 | Experimental Study on the Stress Grading System of Double-Fed Machine Under Sinusoidal and Square Wave Voltage
[NO] 1794/1933 | Energy Efficient Active Stacked Intelligent Metasurfaces
[NO] 1795/1933 | Self-Healing Reconfigurable Intelligent Surface Based on Real-Time Detection and Far-Field Radiation Pattern Optimization
[NO] 1796/1933 | Compact and Polarization Diverse Fabry-Perot Leaky-Wave Antenna with Multi-port Feeding and Wideband Scattering Reduction
[NO] 1797/1933 | Hierarchical Stochastic Optimization for Integrated Signal Priority and Speed Control to Enhance Route-Level Schedule Adherence Considering Stochastic Bus Operations_supp2-3722868.mp4
[NO] 1798/1933 | Design, Control, and Initial Evaluation of an Omni-Directional Exo-Robot for Walking Assistance_supp1-3722551.mp4
[NO] 1799/1933 | Corrections to “A High-Gain Virtual-Ground Low-Stress Single-Phase Single-Stage Inverter With Input and Output Current Ripple Cancellation”
[NO] 1800/1933 | Joint Design of Dual-Timescale Position, User Association and Transceiver Beamforming for Movable-Antenna Enabled Heterogeneous Networks
[NO] 1801/1933 | Quantifying Urban–Rural Drought in Africa Using a PCA-Based Multi-Sensor Drought Stress Ratio
[NO] 1802/1933 | Modeling Car-Following Behavior Based on Phase-Field Coupling Theory and Mathematized Expression of Panoramic Situation_supp4-3726049.docx
[NO] 1803/1933 | Evaluation of Various Methods for the Development of Digital Business Models: A Case Study in the Steel Industry
[NO] 1804/1933 | GAPrompt++: Multi-Granular Geometry-Aware Point Cloud Prompt for 3D Vision Model
[NO] 1805/1933 | A Stored-Charge-Regulated Gate-Delay Control Strategy for Voltage Balancing of Series-Connected IGBTs
[NO] 1806/1933 | Cooperative Distributed Detection for Oversampled Random Multiplexing Systems
[NO] 1807/1933 | Revealing and Enhancing Channel-Coupled Polarization Reversal in Oxide-Semiconductor FeFETs through Post-Channel Ferroelectric Crystallization Annealing
[NO] 1808/1933 | Sub-Terahertz Multi-User MIMO Channel Modeling in An Indoor Hotspot Scenario Using Ray Tracing
[NO] 1809/1933 | Events Recap From New South Wales [Society News]
[NO] 1810/1933 | Holistic Physical Design for Silicon Atomic Logic
[NO] 1811/1933 | Closing the Coverage Gap: Space-Based VHF Voice Communications for Air Traffic Management
[NO] 1812/1933 | Compensation Circuit for Mitigating Transient Current Imbalance in Parallel-Connected Power Devices
[NO] 1813/1933 | IEEE Computational Intelligence Society Information
[NO] 1814/1933 | Deployment and Optimization of YOLOv8n Edge Object Detection on RISC-V K230
[NO] 1815/1933 | Comments on “provably Secure and Reliable Privacy-Preserving Authentication Scheme for Drone-to-Drone Communications in Internet of Autonomous Things”
[NO] 1816/1933 | Techno-Economic Analysis of Voltage Level Selection for Urban Data Center Power Supply: A Comparative Study of 20 kV, 66 kV, and 150 kV Systems
[NO] 1817/1933 | PSO-Based Operating Pattern Optimization of the Bali 150 kV Subsystem Under the Planned 500 kV Java–Bali Interconnection
[NO] 1818/1933 | Loss-of-Life Fraction Estimation for HVDC Extruded Cables in the Presence of Long Temporary Overvoltages Recorded in the Field
[NO] 1819/1933 | Research on low-temperature thermocompression bonding of glass substrates assisted by nano titanium passivation layer
[NO] 1820/1933 | Generalizable Multi-Agent Planning From Signal Temporal Logic Specifications Via Diffusion
[NO] 1821/1933 | Design and optimization of Repositioned Reverse- Series Rounded-Rectangular Coil Structure for Enhanced Misalignment Tolerance in Wireless Power Transfer Systems
[NO] 1822/1933 | A Generic Supervisor Control and Fault Diagnosis Scheme for Water Quality and Safe Performance of Water Distribution Networks
[NO] 1823/1933 | Online-Adaptive Filtering in STC Processing For Real-Time Logging While Drilling System
[NO] 1824/1933 | Designing a Capacitive Sensor to Detect Series Arcs in Aircraft HVDC Electrical Systems
[NO] 1825/1933 | A Frequency-Coupled Latent Space Facilitates Synthetic-to-Measured SAR Image Translation
[NO] 1826/1933 | ATRS: Adaptive Trajectory Re-Splitting Via a Shared Neural Policy for Parallel Optimization_supp1-3730369.mp4
[NO] 1827/1933 | DLSC: A double-layer blockchain consensus algorithm based on Schnorr threshold signatures for large-scale IoT systems
[NO] 1828/1933 | A Multimodal Immersive Intervention for Artificial Intelligence Literacy and Metacognitive Self-Regulation in Pre-Service Teacher Education_supp1-3729686.pdf
[NO] 1829/1933 | Reproducibility in the Era of AI Agents
[NO] 1830/1933 | Denoising Method for Low-Dose CT Image Using IRCNN Incorporated Edge Information
[NO] 1831/1933 | Empowering Sensing-Driven Intelligent Communications with Energy-Efficient In-Memory Computing
[NO] 1832/1933 | PhysiVerse - Leveraging Virtual Reality for Enhanced Physics Education
[NO] 1833/1933 | Research on Fast Reconstruction Method of Time-Varying Dynamic Sea Surface for High-Frequency Electromagnetic Calculation
[NO] 1834/1933 | A Dual-Circularly Polarized Multibeam Luneburg Lens Antenna Based on Optical Path Analysis
[NO] 1835/1933 | Traffic-Prediction-Based MAC Protocol for UAV Ad Hoc Networks
[NO] 1836/1933 | Extremum Seeking Control of a Unicycle-Like Robot Using the Transverse Function Approach
[NO] 1837/1933 | Symmetric Wide Beam Circularly Polarized Antenna
[NO] 1838/1933 | Group Role Assignment With a Training Plan Avoiding Conflicts Among Agents
[NO] 1839/1933 | A High-Gain SIW H-Plane Horn AiP with Reflector and Phase-Correction Vias
[NO] 1840/1933 | MonoYOLO: Monocular 3D Detection via Cross-Modal Feature Fusion
[NO] 1841/1933 | Evaluating UPF Implementations Within the OpenRAN@Brasil Testbed
[NO] 1842/1933 | A Wideband Circularly Polarized Folded Transmitarray Antenna Suitable for X-band
[NO] 1843/1933 | How Scrum Drives IT Project Success in Yemen Through the Mediating Role of Project Complexity
[NO] 1844/1933 | BOinEA: A Unified Hybrid Approach Integrating Bayesian Optimization and Evolutionary Algorithms for Neural Network Hyperparameter Tuning
[NO] 1845/1933 | Joint Resource Allocation to Transparently Integrate 5G TDD Uplink with Time-Aware TSN
[NO] 1846/1933 | A PRISMA-Informed Review of Digital Leadership Measurement Toward a Four-Construct Framework
[NO] 1847/1933 | How Helpful Is LLM Assistance in Network Operations? a Case Study at a Large Demonstration Network
[NO] 1848/1933 | An Empirical Study on Hypertext Navigation in Augmented Reality
[NO] 1849/1933 | Bilayer Miura-Ori Metamaterial Compatible with Wideband Microwave Absorption and Low Infrared Emissivity
[NO] 1850/1933 | Towards NWDAF-enabled Analytics and Closed-Loop Automation in 5G Networks
[NO] 1851/1933 | FPGA-Based Real-Time LZ4-Oriented Compression Architecture for Millimeter-Wave Intermediate-Frequency Signal Recording
[NO] 1852/1933 | Evidential K-NN: Interpretable Early Traffic Classification with Dempster-Shafer Theory
[NO] 1853/1933 | An Aperture-Coupled Magneto-Electric Dipole Antenna with Enhanced Gain and Bandwidth
[NO] 1854/1933 | Control Lyapunov and Barrier Functions Based Quadratic Programming for Active Flutter Suppression Under Actuator Limits
[NO] 1855/1933 | Reinforcement Learning Based Exploration in UAVs
[NO] 1856/1933 | Multiresonance RF Energy Harvesters
[YES] 1857/1933 | CopilotAD: A Simple Method Based on ViT for Multi-class Logical Anomaly Detection
[NO] 1858/1933 | Quantum Computing-Driven Optimization of Machine Learning Algorithms for Embedded Systems
[NO] 1859/1933 | Validation-Oriented Optimization of a Nonlinear Parametric Model for an ABS Isolation Valve
[NO] 1860/1933 | Aperture-Multiplexed Holographic Metasurface Antenna for Near-Field Multi-Focus
[NO] 1861/1933 | On the Use of Transformers for 6G Radio Access Networks
[NO] 1862/1933 | Determinants of Electric Vehicle Purchase Intention in Vietnam: A Generational Comparison Between Gen Z and Gen X
[NO] 1863/1933 | ReCQF: Enhancing CQF Redundancy with Delay Alignment Scheduling in TSN
[NO] 1864/1933 | Context-Aware Dynamic Momentum for Asynchronous Federated Learning
[NO] 1865/1933 | Comparison of Time-Domain Cross-Correlation and FFT-Based Methods for X-Ray Pulsar Phase Estimation in Spacecraft Navigation
[NO] 1866/1933 | A Wideband Dual-Circularly Polarized Phased Array Transceiver System for Ku-Band Satellite Communications
[NO] 1867/1933 | Signed-Digit-to-Sign-Magnitude Conversion Circuit
[NO] 1868/1933 | Relative Pose Initialization for XR Drone Overlays Using an Off-the-Shelf Headset and a Marker Cube
[NO] 1869/1933 | A 24–30 GHz High-power GaN SPDT Switch Utilizing Multi-level Stacked-FET Topology and a Short Circuit Matching Compensation Network
[NO] 1870/1933 | SIW Slot-Coupled Antenna for Ka-Band Communication
[NO] 1871/1933 | ToF-Based Excitation and Damage Localization in a Steel Plate Using Ultrasonic Guided Waves with Predefined Pseudo-Sensor Triplets
[NO] 1872/1933 | An Unconditionally Stable Non-uniform Grid CDI-FDTD Method for Electromagnetic Scattering Analysis
[NO] 1873/1933 | Design and Certification of an Aircraft Cabin Air Filter Based on DO-160 and CS-25 Requirements
[NO] 1874/1933 | Design and Implementation of a Multi-source Data-based Security Risk Assessment System for China's International Grain Maritime Logistics Supply Chain
[NO] 1875/1933 | Architecture Design of Civil Aviation Passenger Service System Based on TOGAF Enterprise Architecture Framework
[NO] 1876/1933 | Boundary Conditions for Semantic Log Parsing in Systems Observability Pipelines
[NO] 1877/1933 | Phase-Aware Switching Control for Magnetically Actuated Microrobots in Narrow Vessels Under Cardiac Pulsatile Flow_supp1-3721855.mp4
[NO] 1878/1933 | Enhancing Geostationary Supercooled Water Cloud Identification Using Hyperspectral Infrared Sounder Measurements_supp1-3729162.pdf
[NO] 1879/1933 | FARM-Log: An AI-Driven Foundation-Augmented Retrieval Mamba Framework for Logistics Risk Warning
[NO] 1880/1933 | A fractional-order rumor propagation model focusing on the influence of education
[NO] 1881/1933 | Coupling Analysis of Multi-Port Lumped Circuit Networks Using the DGTD Method
[NO] 1882/1933 | A Shared-Aperture Dual-Functional Antenna Array with 2D Beam-Scanning for Integrated Sensing and Communication
[NO] 1883/1933 | Accurate Far-Field Prediction of Phased Arrays with Faulty Elements from Phaseless Near-Field Data
[NO] 1884/1933 | Analysis of Electromagnetic Field Uniformity and Probability Distribution Characteristics in a Loaded Reverberation Chamber
[NO] 1885/1933 | Preparing Citizens for Emergency Calls with a Hybrid FSM-LLM Dialogue Agent
[NO] 1886/1933 | Demonstrating the Open Virtual Human Toolkit: Any Character, Any Technology, Anywhere
[NO] 1887/1933 | Gender Stereotype Threat in AI-Assisted Negotiation
[NO] 1888/1933 | Evaluating Retrieval-Augmented Generation Strategies with a Virtual Human Application
[NO] 1889/1933 | Beyond Passive Distraction: An Embodied Conversational Breathing Coach in VR for Acute Pain Reduction in Gynecological Procedures
[NO] 1890/1933 | Investigation of Suppression Performance of Surface Charge Accumulation on Epoxy Spacer in DC GIS With Various Coatings
[NO] 1891/1933 | MADRL-Based UAV Swarm-Enabled Integrated Sensing, Communication, and Computation for Aerial Target Monitoring
[NO] 1892/1933 | LEEP-YOLO11: A Lightweight Framework for Cloud–Edge Pavement Distress Monitoring System
[NO] 1893/1933 | FedSAM-3D: Adapter-Constrained Federated Adaptation for Transferable Medical Segmentation Foundation Models
[NO] 1894/1933 | Enabling Population-Based Architectures for Neural Combinatorial Optimization
[NO] 1895/1933 | Adaptive Knowledge Distillation With GCN–GAT Teacher–Student Models for Link Prediction on Out of Entity Triples
[NO] 1896/1933 | A Bi-level Optimization Model with Multi-kernel and Diffusion Regularization for PET Image Reconstruction
[NO] 1897/1933 | Officers &amp; Advisory
[NO] 1898/1933 | MSST-Net: Memory-Sustained Structure-Texture Representation Network for Remote Sensing Building Change Detection
[NO] 1899/1933 | IEEE Northern Canada Section PELS Day 2026 [Society News]
[NO] 1900/1933 | Design and Emulation Methodology for Atomic-Scale Systolic Arrays: An LLM Accelerator Case Study in Silicon DB Logic
[NO] 1901/1933 | Molecular Dynamics Based Investigation of Water Uptake in Epoxy at Room and Elevated Temperatures
[NO] 1902/1933 | A Broadband Measurement Method for Cable Dielectric Parameters Based on Resonance Frequency and Attenuation Constant
[NO] 1903/1933 | Fast Decoupled Load Flow Convergence Revisit: On the Impact of R-X Ratios in Distribution Grids
[NO] 1904/1933 | A novel Tokenization-Free GPT-2 Mechanism for Intermittent Demand Forecasting
[NO] 1905/1933 | A High-Throughput Continuous-Flow Reordering Scheme for 4096-Point FFT/IFFT in 5G Systems
[NO] 1906/1933 | V2D: Detection of type 2 diabetes using only smartphone voice recordings via spectro-temporal transformer embeddings
[NO] 1907/1933 | A Partial Discharge Identification Strategy Based on Detrended Fluctuation Analysis
[NO] 1908/1933 | Activity-Dependent Differences Between Wearable Heat-Flux-Based Core Temperature Estimates and Gastrointestinal Temperature Measured by an Ingestible Capsule Under Free-Living Conditions
[NO] 1909/1933 | Design of Median Filters in Stochastic Computing
[NO] 1910/1933 | DevGRU: Depth-Guided Visual Navigation Using a Collision-Aware Recurrent Model
[NO] 1911/1933 | Optical Modeling and Spectral Tuning of Plasmonic Si/Au Nanopillars for Filter-Free Narrowband Photodetection
[NO] 1912/1933 | Graph-MambaNav: Spatial-Temporal Graph Mamba Leveraging Object-Relation Knowledge for Object-Goal Navigation_supp1-3730220.mp4
[NO] 1913/1933 | Effect of Water Content on Dc Breakdown Strength of Polyurethane
[NO] 1914/1933 | Multidomain Representation Analysis of P300 Responses Across Heterogeneous EEG Paradigms
[NO] 1915/1933 | Water Treeing in PP-TPE Cable Insulation: Staining and Analysis Methodology
[NO] 1916/1933 | VietLegalLM: Progressive Legal Expertise Through Synthetic Comprehension and Reinforcement Learning
[NO] 1917/1933 | SRWKV: A Shape-Guided RWKV With Adaptive Receptive Fields for Efficient Medical Image Segmentation
[NO] 1918/1933 | Optimization of Coating Region for Surface Charge Suppression on Al
                    <sub>2</sub>
                    O
                    <sub>3</sub>
                    -Epoxy Insulator in DC-GIS
[NO] 1919/1933 | Effect of Temperature on Surface Tracking on Silicone Rubber Immersed in Silicone Oil
[NO] 1920/1933 | Sparse and Regularized Deconvolutions for Estimating Charge Distribution in Dielectric Materials via PEA
[NO] 1921/1933 | Low-Complexity Neural Network for Partial Discharge Classification
[NO] 1922/1933 | Optimization of Transmission Line Arrester Installation on 150 kV Quadruple Circuit Transmission Line Based on Insulator Voltage and TLA Energy Using ATP Draw
[NO] 1923/1933 | Bipolar Charge Transport Models for Conductivity in Polyolefins - Requirements on Asymmetric Carrier Properties
[NO] 1924/1933 | A Low-Noise CMOS Readout Circuit for Graphene/Ge Photodetector Arrays
[NO] 1925/1933 | Research on Water Tree Targeted Repair of Medium Voltage Cable Insulation Based on Dielectrophoresis Force
