[2026-04-08 22:39:27] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-04-07
正在获取论文...
[arXiv] 2026-04-07 | The final version of a recent approach towards quantum foundation
[NO] 1157/1901 | Evaluation of Rise-Time Effects on AC-TDDB Characteristics in SiC MOSFETs Using an In-Situ Gate Leakage Measurement Technique
[NO] 1158/1901 | Lean production in the Industry 4.0 Era: Fabrication accelerator
[NO] 1159/1901 | Characterization of Non-Conducting RF Hot-Carrier Stress Effects on Transistor Noise from 10 MHz to 26.5 GHz in 5-nm FinFETs
[NO] 1160/1901 | DARKMINE: Deep Learning for Dark Web Threat Intelligence - Anonymous Attack Infrastructure Attribution and Criminal Organization Detection
[NO] 1161/1901 | Erratum on the Paper “Improved Microwave Imaging with the Extended Born Iterative Method”
[NO] 1162/1901 | FGCLIP-based Augmented Language-driven Contrastive Clustering Network for Fine-grained Image Clustering_supp1-3681595.pdf
[NO] 1163/1901 | Robust Information Bottleneck Guided Non-Autoregressive Semantic Communication With Synonymous Mapping
[NO] 1164/1901 | Design of Rectangular Waveguide-fed Metasurfaces for Near-Field Shaping using a Coupled Dipole Model
[NO] 1165/1901 | AAMC-RL: Reinforcement Learning-based Automatic Asymmetric Cost Learning Steganography via Multi-Steganalyzer Consensus
[NO] 1166/1901 | CMOS Current Driver for Electrothermal MEMS Switches With Actuation and Diagnostic Circuitry
[NO] 1167/1901 | A Language-enhanced Supervision-reduced Analysis Framework for Multi-branching Vessels
[NO] 1168/1901 | Efficient Influential Community Search over Dynamic Graphs
[NO] 1169/1901 | NNICE 2026 TOC
[YES] 1170/1901 | SQLBarber: A System Leveraging Large Language Models to Generate Customized and Realistic SQL Workloads
[NO] 1171/1901 | Self-Supervised Multisensory Pretraining for Contact-Rich Robot Reinforcement Learning_supp1-3681156.mp4
[NO] 1172/1901 | Model-predictive Vibration Reduction of a Suspended Cable-Driven Parallel Robot_supp1-3681158.mp4
[YES] 1173/1901 | Who’s Who? LLM-assisted Software Traceability with Architecture Entity Recognition
[NO] 1174/1901 | RADI: A High-Performance Reconfigurable Array-Based Accelerator for DNN Implementations
[NO] 1175/1901 | Post-training Quantization without BN Statistics: A Data Free Approach
[NO] 1176/1901 | MCP-AI: Protocol-Driven Intelligence Framework for Autonomous Reasoning in Healthcare
[NO] 1177/1901 | AgroBots: Revolutionizing Irrigation with Intelligence
[NO] 1178/1901 | Crop Pest and Disease Detection Based on a Multi-Dimensional Improvement of the YOLOv11 Model
[NO] 1179/1901 | Design and Validation of Low Power High Efficient CMOS Ring Oscillator using CMOS Technology
[NO] 1180/1901 | Human Pose Recognition Algorithm Based on Radar-Visual Data Fusion
[NO] 1181/1901 | DeepTime: Meta-Learning Temporal Dynamics for Salesforce Opportunity Forecasting
[NO] 1182/1901 | Physics-Based AR Framework for Realistic and Interactive Home Furnishing Visualization
[NO] 1183/1901 | Efficient Visual Cyberbullying Detection via Knowledge Distillation from EfficientNet to Lightweight CNNs
[NO] 1184/1901 | Traffic Signal Control Using Reinforcement Learning
[NO] 1185/1901 | Applying LLMs to the Classification of Cybersecurity Incident Tickets in a Few-Shot Scenario
[NO] 1186/1901 | GDFP-Net: A Parallel Feature Fusion-Based Network For Automatic Vessels Segmentation From Fundus Images
[NO] 1187/1901 | Context-Aligned Large Language Models for Situational Awareness in Critical Grid Events
[NO] 1188/1901 | Auto Bore Cast – A RNN Driven Intelligent Borewell Drill Estimator
[NO] 1189/1901 | Digital Pose Trainer for Posture Correction and Rehabilitation in Physiotherapy
[NO] 1190/1901 | Junctionless FinFET-based Hydrogen Gas Sensors: A Comprehensive Review of Design, Performance, and Reliability
[NO] 1191/1901 | Revolutionizing Accessibility with Multi-Modal Text-to-Speech Conversion
[NO] 1192/1901 | AI-Enabled Innovation Management
[NO] 1193/1901 | Fake Currency Detection using Image Processing and Machine Learning
[NO] 1194/1901 | Artificial Intelligence and Unemployment in Indonesia with a Panel Data Approach
[NO] 1195/1901 | Bio-Inspired Variance Control: Decoupling Signaling Mode from Power Constraints in Neuromorphic Systems
[NO] 1196/1901 | Quadrifilar Helix Antenna Satellite Receiver Antenna
[NO] 1197/1901 | Collaborative Opportunistic Maintenance Scheduling for Offshore Wind Farms Considering Cognitive Correction
[NO] 1198/1901 | A Data-Driven Approach for Sleep Stage Detection Using Machine Learning and Feature Selection Algorithms
[NO] 1199/1901 | A Comprehensive Analysis of ML-Based Approaches for IC Yield Prediction
[NO] 1200/1901 | Neural Network–Based Temporal Alignment of Heterogeneous Multisensor Signals
[NO] 1201/1901 | On the Task of Detecting Defects in External Structures of Telecommunications Facilities
[NO] 1202/1901 | An Information System Analysis and Design of Private Tutoring at PT eBdesk Teknologi
[NO] 1203/1901 | A Bipolar Stochastic Bitstream Generator Based on Linear Feedback Shift Register
[NO] 1204/1901 | Audio Feature Based Rotation Speed Extraction of Washing Machine's Dehydration Stage
[NO] 1205/1901 | BRAIN-Net: CNN-based Brain Stroke Detection for Improved Diagnosis
[NO] 1206/1901 | Deep Learning for Automated Lung Nodule Detection in Low-Dose CT Scans
[NO] 1207/1901 | Fault Isolation in Multi-Cell Series Battery System with Continuous Power Delivery
[NO] 1208/1901 | An Imbalance-Aware Machine Learning Approach to Credit Card Fraud Detection Using SMOTE &amp; AdaBoost
[NO] 1209/1901 | GAIN-Trans: A Hybrid GAN-Transformer Framework for Robust Missing Data Imputation in Stock Market Time Series
[NO] 1210/1901 | Deep Hybrid Vision System for Automated Clinical Grading of Diabetic Retinopathy
[NO] 1211/1901 | Swin Transformer with Bert Bi-Directional Co-Attention Framework for Visual Question Answering
[NO] 1212/1901 | Advanced Synergetic and Lyapunov based nonlinear control for PEM Fuel Cell System
[NO] 1213/1901 | Automated Fruits and Vegetables Detection: Enhancing Food Quality and Supply Chain Monitoring
[NO] 1214/1901 | Effective Cleaning Process of Water Heat Exchangers and Water Jackets of Motors and Generators
[NO] 1215/1901 | Network Hardening Based on Companion Planting in Iot Environments with Unknown-Vulnerability Devices
[NO] 1216/1901 | Design and calculation of LLC resonant converter
[NO] 1217/1901 | Generative AI in startup supply chains: A literature review on forecasting, inventory, and entrepreneurial performance
[NO] 1218/1901 | Porting and Evaluating Return-Oriented Programming Defenses Implemented by the OpenBSD Operating System
[NO] 1219/1901 | ICMTS 2026 Commentary
[NO] 1220/1901 | Accelerating Load-Pull Measurements Using Attentive Neural Processes
[NO] 1221/1901 | Cover Page
[NO] 1222/1901 | Read Current in Ferroelectric Tunnel Junctions: Transient versus DC Contributions and Trap Related Effects
[YES] 1223/1901 | From Binary Vulnerability Detection to CWE Classification: A Hierarchical Prompting Study
[NO] 1224/1901 | Transfer Learning for Malware Detection Using RGB Binary Visualization: A Comparative Study
[NO] 1225/1901 | Hybrid Deep Learning based Architecture for Cattle Disease Classification
[NO] 1226/1901 | Beyond NVD: Regional Vulnerability Databases for Global Coverage
[NO] 1227/1901 | Allocation and Sizing of Distributed Energy Resources and Capacitor Banks Considering Network Reconfiguration through Multi-objective Optimization Algorithms
[NO] 1228/1901 | Extractive summarization on a CMOS Ising machine
[NO] 1229/1901 | Central Similarity Representation Learning for Efficient Cross-Domain Retrieval
[NO] 1230/1901 | In This Issue–Technically
[NO] 1231/1901 | FetalSleepNet: A Transfer Learning Framework with Spectral Equalisation Domain Adaptation for Fetal Sleep State Classification
[NO] 1232/1901 | A Phenology-Driven and Spatio-Temporally Transferable Framework for Mapping Plastic-Mulched Farmland
[NO] 1233/1901 | Nonlinear Correction Method for Radiometric Consistency in Remote Sensing Images Based on Global Optimisation
[NO] 1234/1901 | Leaky-Wave-Based Design of All-Metal Corrugated Radially Periodic Antennas
[NO] 1235/1901 | On Weighted Optimality of Excitation Trajectory for Inertial Parameter Identification With Hierarchical Importance
[NO] 1236/1901 | Design, Electromagnetic–Mechanical Modeling, and Evaluation of a Normal-Stressed Electromagnetic Dual-Axis Nanopositioning Stage
[NO] 1237/1901 | Multi Learning on Discriminative Embedding Vector and Masking for Cocktail Party Effect_supp1-3681807.pdf
[NO] 1238/1901 | Torque Analysis and Optimization Procedure of Spoke-Array PM Vernier Machines Considering Flux Density Harmonic Contributions
[NO] 1239/1901 | Filtered Data-Based Reinforcement Learning for Cooperative Optimal Control of Intelligent Autonomous Vehicles With Unknown Parameters
[NO] 1240/1901 | M
                    <sup>2</sup>
                    -Net: A Multiscale Multi-Task Neural Network for EEG-Based Seizure Detection
[NO] 1241/1901 | Distributed Resource Allocation for Interference Mitigation in Heterogeneous WBANs: a Health-Adaptive Nonuniform Coloring Strategy
[NO] 1242/1901 | Two Pillars of Banking Intelligence: A Comparative Analysis of AI Techniques for Fraud Prevention and Churn Mitigation
[NO] 1243/1901 | Empirical Analysis of AI Confidence Methods in Digital Forensic Standards
[NO] 1244/1901 | Artificial intelligence in the Public Sector: A Bibliometric Perspective
[NO] 1245/1901 | Baud-Rate-Doubled TI-BPSK Generation through Dual-Pump PSA-Based QPSK De-Aggregation
[NO] 1246/1901 | Beyond the Self: Avatar Anthropomorphic Fidelity and Calibration Effects on Judging Others' Interpersonal Horizontal Reachability in VR
[NO] 1247/1901 | Exploring Cross-Lingual Latent Transplantation: Mutual Opportunities and Open Challenges
[NO] 1248/1901 | Time-Domain Constrained Maximum Gain Region-of-Interest Beamforming
[NO] 1249/1901 | PDRAA: An Efficient Privacy Data Retrieval Protocol with Anonymous Authorization Based on Verifiable Credential
[NO] 1250/1901 | Performance Evaluation of Post-Quantum Cryptography in IoT: A Case Study on MQTT Over TLS Under Network Constraints
[NO] 1251/1901 | Self-Admitted GenAI Usage in Open-Source Software
[NO] 1252/1901 | Rateless Deep Joint Source-Channel Coding for Task-Oriented Image Communications
[NO] 1253/1901 | ESG Ratings and Supply Chain 5.0: Synergistic Effects on Responsible Investment Attractiveness in Casablanca Stock Exchange
[NO] 1254/1901 | Fast Scloud
                    <sup>+</sup>
                    : A High-Speed Hardware Implementation for Unstructured-LWE-Based Post-Quantum Cryptography
[NO] 1255/1901 | A 28/39-GHz Four-Channel Dual-Band Phased-Array Transmitter Front-End Exploiting Frequency Reconfigurable Technique
[NO] 1256/1901 | Convergence Analysis and Resource Allocation for Hierarchical Split Federated Learning Over Space-Air-Ground Integrated Networks
[NO] 1257/1901 | A Reconfigurable Metasurface for Real-Time Dynamic Control of EM Wave in Microwave Systems
[NO] 1258/1901 | RadixGraph: A Fast, Space-Optimized Data Structure for Dynamic Graph Storage
[NO] 1259/1901 | DI3CL: Contrastive Learning With Dynamic Instances and Contour Consistency for SAR Land-Cover Classification Foundation Model_supp1-3678005.pdf
[NO] 1260/1901 | Synthetic Lipid Liquid Coolant Ratio Algorithm based on Multi-Objective Optimization and its Application in GPU Cluster Cooling
[NO] 1261/1901 | YOLOv8-Nano Driven Foot Stampede Prediction with Homography Mapping
[NO] 1262/1901 | A Correlation-Aware and Dynamic Multi-Level Fusion Approach for Multimodal Relation Extraction
[NO] 1263/1901 | A Machine Learning Framework for Identifying and Modeling Speed Governing Deficiencies in Hydropower Units
[NO] 1264/1901 | DuET-Shape: A Dual-Stream Evolutionary Topology Framework with Native Shapelets for Time Series Clustering
[NO] 1265/1901 | Semantic Segmentation of Drone Orthophoto Images
[NO] 1266/1901 | Lithium-Ion Battery Degradation in Coastal Climates
[NO] 1267/1901 | Evaluation of Companding Technique for Signal Integrity
[NO] 1268/1901 | Low-Latency Network Task Scheduling via Graph-Aware Reinforcement Learning
[NO] 1269/1901 | Research on Indoor Obstacle Avoidance Method of UAV Based on Reinforcement Learning
[NO] 1270/1901 | Adaptive Multi-Kernel Attention Framework for Multimodal Healthcare Data Integration and Disease Classification
[NO] 1271/1901 | YOLO-FM: A Method for Detecting Pine Wilt Disease Infected Timber Based on Optimized YOLOv11
[NO] 1272/1901 | Adversary-Aware Synchronization Framework for Entanglement-Assisted QKD: Models, Taxonomy, and Adaptive Windowing
[NO] 1273/1901 | Superior Safety Helmet using a Standard Wearing Behaviour Detection Model based on Enhanced YOLOv5
[NO] 1274/1901 | Tuning of Integrated Terahertz Disk Resonators via Contactless Evanescent Loading
[NO] 1275/1901 | A Novel Metamaterial- Integrated Compact Multiband Antenna with Wideband Characteristics Using Intelligent Optimization Technique
[NO] 1276/1901 | Optimized Framework for Merging Navigable Small-World Graphs: Balancing Efficiency and Search Performance
[NO] 1277/1901 | Examining Source Credibility and Parasocial Interaction as Drivers of Purchase Intention in Beauty Vlogger Content
[NO] 1278/1901 | Data Imputation and Performance Prediction of xEV Batteries Integrated with DC Microgrids
[NO] 1279/1901 | Calibration of a Six-Axis Force Sensor Based on a Bayesian Neural Network
[NO] 1280/1901 | A Distributed Matching Framework for Low-Latency Cooperative Data Uploading in Smart Construction Sites
[NO] 1281/1901 | Confusion and Diffusion Reinforced Image Encryption with Henon-Osprey Optimization
[NO] 1282/1901 | A Streamlined Deep Learning Framework for Vineyard Yield Estimation
[NO] 1283/1901 | Design and Implementation of a Hybrid IoT-Enabled Solar-Powered Wheelchair and Patient Monitoring System for Physically Challenged Individuals
[NO] 1284/1901 | Miniaturized Wide Band Dual L-Slot on-Chip Antenna with Enhanced Gain for 5G Applications
[NO] 1285/1901 | The Effect of Depth of E-Commerce Reviews on Trust through Utilitarian and Hedonic Values
[NO] 1286/1901 | Contextualizing Decisions in the Monarchy of Healthcare through Traceable Patient-Level Evidence
[NO] 1287/1901 | Exploring the Viability of Space on Wheels: Trends, Preferences, and Market Factors Shaping Mobile Science Education
[NO] 1288/1901 | Enhancing Crop Disease Identification Using an Ensemble of Pretrained CNN Feature and SVM
[NO] 1289/1901 | AI-Enhanced Soil Microbial Diversity Analysis for Sustainable Agriculture Practices
[NO] 1290/1901 | Post Fault Stability Assessment in Distribution System Using Sliding RMS and Phase Angle Methods
[NO] 1291/1901 | Knowledge-Injected Optimization Framework for Heavily-Constrained SPMT Layout of Offshore Decks
[NO] 1292/1901 | A Wavelet-Enhanced Convolutional TimesNet for Interval Forecasting of Thermal Power Generation
[NO] 1293/1901 | A-MARL: Attention-Enabled Multi-Agent Reinforcement Learning For Scalable Cloud Load Balancing
[NO] 1294/1901 | Closed Form Expressions for 2D Localization Problem in Electromagnetic Near-Field
[NO] 1295/1901 | iDiffODE: Learning Continuous-Time Latent Dynamics for Generative Spatiotemporal Modeling
[NO] 1296/1901 | A Hybrid AI-Powered Framework for Accurate Urban Flood Prediction and Real-Time Early Warning Systems
[NO] 1297/1901 | WindFLOW: A Wind Foundation Model for Generative Temporal Super-Resolution
