[2026-06-17 23:24:56] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-06-16
正在获取论文...
[arXiv] 2026-06-16 | OmniDroneX: An LLM-Assisted Holistic Drone-as-a-Service Ecosystem
[NO] 1502/1877 | PKTA: Part-oriented Knowledge Transfer and Acquisition for Non-Exemplar Lifelong Person Re-Identification
[NO] 1503/1877 | Bayesian Contrastive Augmented Open-set Action Recognition
[NO] 1504/1877 | Photonic Fabric™ Chiplets for Co-Packaged Optics in AI Data Centers
[NO] 1505/1877 | From Real Faces to XR Avatars: Evaluating Face Recognition Vulnerability Through Avatar-Based Presentation Attacks
[NO] 1506/1877 | Modeling the Impedance of Grid-Forming SVG Considering Multiple Harmonic Frequencies and Frequency Response Analysis
[NO] 1507/1877 | Printing Path Optimization for Reliability Enhancement in Direct-Writing Flexible Circuits
[NO] 1508/1877 | Database-Agnostic Gait Enrollment using SetTransformers
[NO] 1509/1877 | Network Performance Monitoring for Phasor Measurement Unit based Wide Area Monitoring
[NO] 1510/1877 | Supercapacitor Assisted Power Conditioning System to Enhance Ride-through Functionality of Datacenter Loads
[NO] 1511/1877 | Modality-decoupled Transformer with Memory Learning for Video-based Visible-infrared Person Re-identification
[NO] 1512/1877 | Additively Manufactured Foldable Interconnects for 4D/Morphing Origami-Inspired mm-Wave Arrays
[NO] 1513/1877 | Multi-User ISAC Beamforming Considering Hardware Impairments of Linear Power Amplifiers
[NO] 1514/1877 | FERC Order 1920 and the Data Center Boom: A New Era in Transmission Expansion Planning
[NO] 1515/1877 | Energy Minimization of Connectivity-Aware Cargo Unmanned Aerial Vehicles
[NO] 1516/1877 | Explainable AI for Transparent ML-driven Cyber-Physical Security in the Power Grid
[NO] 1517/1877 | Secure UAV-PASS Networks: Joint Trajectory and PAs' Positions Optimization
[NO] 1518/1877 | Editorial Comments by the Senior Editor
[NO] 1519/1877 | Photonic Dielet Integration into Electrically Active FlexTrate™ for High Bandwdith Connectors
[NO] 1520/1877 | Piezo-Magnetostrictive Transducer-Powered Wireless Implanted Sensors for Monitoring Hemodynamics
[NO] 1521/1877 | Microstructure for Zero Void by Control of Cu
                    <sup>2+</sup>
                    in Metallization for TGV of Glass Core Substrate
[NO] 1522/1877 | Adaptive Machine Learning Framework for UAV Trajectory Optimization in O-RAN
[NO] 1523/1877 | A Mechanism-Informed Predictive Model for Mean and Sigma of 3D NAND Threshold-Voltage Distributions at Extreme Temperatures
[NO] 1524/1877 | Additive Fan-Out Packaging for Discrete Components
[NO] 1525/1877 | Target Localization Strategy in Low-Resolution Multistatic Passive Radar Systems: Overcoming Grid Constraints
[NO] 1526/1877 | Direct Glass-Copper Vias Integrated with Blind-Cavity Embedded Chips using Nanoscale Liner
[NO] 1527/1877 | Impurity Radiation Simulation and Abel Inversion Methods for AXUV Bolometer Design for MT-I Tokamak
[NO] 1528/1877 | Point Linguist Model: Segment Any Object via Bridged Large 3D-Language Model
[NO] 1529/1877 | A Signal Processing Method For Azimuth Multichannel SAR With Partial Channels Missing
[NO] 1530/1877 | Power-Efficient Directed p-Cycle Design Leveraging Loop-Eliminating Flow and Column Generation
[NO] 1531/1877 | A Novel Position-Aware Attention–Enhanced Bi-GRU Detector for Faster-than-Nyquist Signaling
[NO] 1532/1877 | APOT-Quantized MFCC Accelerator with FFT Inter-Stage Storage Optimization for Low-Power Keyword Spotting
[NO] 1533/1877 | Trajectory-Aware Cooperative Wake-Up for Energy-Efficient Small Cells in Ultra-Dense B5G Networks
[NO] 1534/1877 | Development of a High-Sensitivity, Wide-Range Refractive Index Sensor for Human Malaria Diagnosis
[NO] 1535/1877 | Open DRAM Model Part I: Cross-Layer Device, Array, and Circuit Analysis with BL-to-BL Coupling Mitigation for 4F² VCT DRAM
[NO] 1536/1877 | Torque Allocation Algorithm and Modular SiC MOSFET Dual-Inverter Hardware Design for Distributed Multi-Motor Electric Vehicle Powertrains
[NO] 1537/1877 | Toward Full-Granularity Remote Sensing: Pixel-Level Parsing and Small-Object Segmentation with VLMs
[NO] 1538/1877 | SWGOMP: Extending OpenMP for Efficient Offloading on Sunway Heterogeneous Architecture
[NO] 1539/1877 | Contents :Oral Session
[NO] 1540/1877 | 2025 International Conference on Computational Engineering, Sensing Technology and Management (ICCETM)
[NO] 1541/1877 | Title Page i
[NO] 1542/1877 | Table of Contents
[YES] 1543/1877 | Kids Learn to Code with AdaBots
[NO] 1544/1877 | Resource Allocation for RIS-Assisted Vehicle Edge Computing Based on Modified Multi-Agent HDRL
[NO] 1545/1877 | VMCM: Vision-Aided Multi-Modal Channel Measurement and Modeling in Terahertz Urban Macrocell
[NO] 1546/1877 | DiMuS: Disentangled Multi-Signal Learning for Weakly Supervised Point-based 3D Object Detection
[NO] 1547/1877 | Factor Graph Optimization for Leak Localization in Water Distribution Networks
[NO] 1548/1877 | Enhancing Detection of Inundated Areas using Novel Hybrid PolSAR-Metaheuristic-Deep Learning Models_supp1-3704360.docx
[NO] 1549/1877 | Simplification of Φ-OTDR Through Synchronization to a High-Coherence Light Source over 1×4096 Split
[NO] 1550/1877 | Max-Min Fairness in SIM-Assisted RSMA Networks with Hybrid Beamforming
[NO] 1551/1877 | Time-Resolved 3D X-ray Imaging of Electromigration Void Evolution in 2.5D Package
[NO] 1552/1877 | IEEE Electrical Insulation Magazine July/August 2026 Masthead
[NO] 1553/1877 | Radar Digital Twin for Ground Surveillance: Real-Time Monitoring UI with Live Target Simulation, Analytics, and Configurable Controls
[NO] 1554/1877 | Correlation of Copper Pattern Surface Morphology and Insertion Loss for High-Speed Communication
[NO] 1555/1877 | Two-Stage Probabilistic Penalty for Expensive Constrained Multiobjective Optimization Problems_supp1-3703985.pdf
[NO] 1556/1877 | A Distributed Generalized Nash Equilibrium Seeking Algorithm for Aggregative Games Over Time-Varying Unbalanced Graphs
[NO] 1557/1877 | Anti-saturation Prescribed Time Control of PEMFC Air Feeding System With Flexible Performance
[NO] 1558/1877 | Distributed Resilient State Estimation and Control with Strategically Implemented Security Measures
[NO] 1559/1877 | Improved Passivity Analysis for Neural Networks With Time-Varying Delay
[NO] 1560/1877 | High-Power Narrow-Linewidth O-Band 16-Channel DFB Laser Array
[NO] 1561/1877 | QA-MSCKF: A Statistically Adaptive Measurement Update Method for Visual-Inertial Odometry
[NO] 1562/1877 | Secure Semantic Communication for 6G: Architecture, Challenges, and Future Directions
[NO] 1563/1877 | DCFNet:Dual-Domain Collaborative Focusing Network for Infrared Small Target Detection
[NO] 1564/1877 | From the Editor
[NO] 1565/1877 | Contract management: As an engineering practice of engineers
[NO] 1566/1877 | A Multi-Model Ensemble for Robust and Consistent Scoring of Reflective Essays
[NO] 1567/1877 | Asynchronous Sampled-Data Consensus for Multi-Agent Systems with Markovian Switching Topology and Communication Noises
[NO] 1568/1877 | Multi-Agent Reinforcement Learning for AIGC Service Caching in UAV-Enabled Edge Networks
[NO] 1569/1877 | Interactive Visual Exploration of Cross-Cultural Embodied Affect and Social Intent
[NO] 1570/1877 | SUBSTRATE-CLOAK: A MEMS-Enabled Reconfigurable Obfuscation Framework for Secure Substrate Interconnects
[NO] 1571/1877 | Joint Beamforming and Antenna Position Optimization for Active ND-RIS-Assisted DFRC Systems with Movable Antenna Arrays
[NO] 1572/1877 | Controlled Face Manipulation and Synthesis for Data Augmentation
[NO] 1573/1877 | Techno-economic Analysis of Hybrid Hydro-solar System
[NO] 1574/1877 | Post-Fault Impacts of the IEEE 2800 Standard’s LVRT Requirements: Frequency Response
[NO] 1575/1877 | Impact Factors for Crossing Perception in Stereoscopic 3D
[NO] 1576/1877 | Uplifting 2D to 3D Human Poses with Joint Rotations and Bone Constraints: A Strong Baseline for Sports and Fitness Applications
[NO] 1577/1877 | VoI-Driven Traffic Patch Transmission: A Synergistic Framework for Efficient SCC
[NO] 1578/1877 | A Large-Scale 3D Representation Dataset and Benchmark for Continuous Sign Language Understanding
[NO] 1579/1877 | A Novel High-Impedance Fault Detection Technique using Dynamic Mode Decomposition and Shapelets
[NO] 1580/1877 | Thin cleanable organic laser release layer with ultralow laser transmittance below 360 nm wavelength for TBDB
[NO] 1581/1877 | Towards Flexible and Autonomous Cyber-physical Ecosystems for Trusted Security in Critical Infrastructure Systems
[NO] 1582/1877 | A PSCAD Library Component Featuring a Reduced-Order IBR Model for EMT-Based Fault Studies
[NO] 1583/1877 | RIS-Assisted Physical Layer Group Key Generation: A MARL Perspective
[NO] 1584/1877 | IEEE Transactions on Nuclear Science publication information
[NO] 1585/1877 | Low-cost process of organic RDL-based packaging platform enabling UCIe 32 GT/s link speed
[NO] 1586/1877 | Implanted Nanotwin Boundaries Enable Stable Hybrid-Bondable Copper Metallization
[NO] 1587/1877 | Intensified Video Optical Emission Spectroscopy (iVOES)—New Diagnostics for Studies of Transient Vacuum Arc Phenomena
[NO] 1588/1877 | Enhanced Bonding Strength via Single-Wafer Annealing with Reduced Thermal Budget
[NO] 1589/1877 | Polarization-Insensitive Ultrathin Triple-Band Terahertz Metamaterial Absorber for Refractive Index Sensing
[YES] 1590/1877 | Boosting high-review-value warning line identification with unsupervised line-level defect prediction
[NO] 1591/1877 | In-Situ Observation and Modeling of Crack Velocity at Wafer-to-Wafer Bonding Interface
[NO] 1592/1877 | OntoGrid: Supporting Analysis of Complex Associations in Biomedical Ontologies
[NO] 1593/1877 | Efficient Human Pose Estimation with Cross-Stage Fusion and Self-Distillation
[NO] 1594/1877 | MP-CDE: Motion Planning for Autonomous Quadrotor Swarm in Communication-Denied Environments With Active Perception
[NO] 1595/1877 | Physics-Based Modeling and Compensation of Magnetic Interference from Permanent-Magnet Synchronous Motors
[NO] 1596/1877 | Ultra-Massive MIMO with Orthogonal Chirp Division Multiplexing for Near-Field Sensing and Communication Integration
[NO] 1597/1877 | Generative Profiling for Soft Real-Time Systems and its Applications to Resource Allocation
[NO] 1598/1877 | A Hardware Accelerator for Infrared and Visible Image Fusion Based on Deep Learning
[NO] 1599/1877 | Routing Scheme in Networks: Reliability &amp; Energy Efficiency
[NO] 1600/1877 | Study on Nonlinear Coupling Interaction Between Gravity Anchor for Warning Navigation Marks of Ultra-High Voltage Submarine Cables and Seabed Soil
[NO] 1601/1877 | Feature-Domain Waveform Design for Multi-User Channel Acquisition in Massive MIMO with Decentralized Baseband Processing
[NO] 1602/1877 | ODIN: Optomechanical distributed instrument for inertial sensing and navigation
[NO] 1603/1877 | Ubiquitous Computing And The Integration of Wireless Sensor Networks in Everyday Devices
[NO] 1604/1877 | Stgread: a Graph Diffusion-Based Approach for Satellite Network Traffic Prediction
[NO] 1605/1877 | Synergistic Recognition–Measurement Visual Appearance Inspection for Small-Scale Removable Contacts of Electrical Connectors
[NO] 1606/1877 | Research on Machine Vision Defect Detection Algorithms Based on Self-Supervised Learning
[NO] 1607/1877 | Ring Bayes Near-Field Channel Learning for mmWave Hybrid MIMO Systems Employing Uniform Circular Array
[NO] 1608/1877 | Applications of Deepfake Technologies in Biomedical Sciences
[NO] 1609/1877 | FEC-CA: Fusing Dynamic Functional and Effective Connectivity with Bidirectional Cross-Attention for AD Diagnosis
[NO] 1610/1877 | Joint Predictive Handover and Resource Allocation in Satellite-Terrestrial Integrated Networks
[NO] 1611/1877 | Experimental Investigation of XLPE-SiR Insulation Interface Discharge Evolution in Full-scale 10 kV Cable Joint
[NO] 1612/1877 | Sound Based Machine Learning for Inserts Wear Detection in Interrupted Cutting
[NO] 1613/1877 | FeDDRMoE: Dynamic Mixture-of-Experts with Attention Scheduling for Personalized Federated Learning
[NO] 1614/1877 | Comparative Analysis of Differential and Collision Entropy for Finite-Regime QKD in Hybrid Quantum Noisy Channels
[NO] 1615/1877 | Optimal Resource Allocation and Periodic Scheduling
[NO] 1616/1877 | CES-YOLO: A Detection Algorithm for Wild Protected Animals
[NO] 1617/1877 | MOEA/D-DAP: Angle-Guided Adaptive Preference Decomposition for More Informative ROI Search
[NO] 1618/1877 | Performance Characterization of Pinching-Antenna System with Movable Waveguides
[NO] 1619/1877 | LA-YOLO: A High-Perception Lightweight Detector for Complex Aerial Scenarios
[NO] 1620/1877 | An Optimization Study on Low-Quality Mixed-Print Document Recognition Based on PaddleOCR
[NO] 1621/1877 | Performance Analysis of Distributed Satellite Formation with Privacy Protection Mechanism Based on Dynamic Quantization
[NO] 1622/1877 | DESTIN: Dynamic Device Selection for Mobile Sensors-as-a-Service Platforms
[NO] 1623/1877 | GRLP-Based Resource Allocation for Multimodal Semantics and Bit Coexistence Communication in Heterogeneous Vehicle Networks
[NO] 1624/1877 | Cross-Subject Three-Class EEG Emotion Recognition Using a Lightweight EEGNet Pipeline on the REFED-2025 Dataset
[NO] 1625/1877 | PCRM-Net: Plug-and-Play Channel Recalibration for Multi-Class Tumour Microenvironment Tissue Classification in Gastric Cancer Histopathology
[NO] 1626/1877 | AI Enabled Decentralized Finance Frameworks for Scalable, Secure and Transparent Transactions
[NO] 1627/1877 | Multimodal Sentiment Analysis with Video-Derived Visual Features via Cross-Modal Contrastive Learning and Cross-Attention
[NO] 1628/1877 | A Modified Mask R-CNN Approach for Weld Defect Detection in Steel Structures
[NO] 1629/1877 | Fairness-Aware Throughput Optimization for Dynamic Traffic in 5G Networks
[NO] 1630/1877 | Unsupervised cross-modal space learning via gaussian adaptive sparce canonical correlation analysis
[NO] 1631/1877 | HFL-FlowLLM: Large Language Models for Network Traffic Flow Classification in Heterogeneous Federated Learning
[NO] 1632/1877 | HIG-SAR: A Hierarchical Information-Guided MARL Framework for Multi-UAV Search and Rescue in Unknown Environments
[NO] 1633/1877 | Multi-Objective Design Optimization Of A LO
                    <sub>x</sub>
                    /LCH
                    <sub>4</sub>
                    Rocket Engine For Sounding Rocket Applications Using Genetic Algorithm
[NO] 1634/1877 | Seamless Handover Mechanisms for Cf-Mmimo Networks in O-Ran: a Dapp Approach
[NO] 1635/1877 | TD-PBFT: A TDMA-Assisted Fast and Reliable PBFT Consensus Algorithm for VANETs
[NO] 1636/1877 | A Distributed Offloading Strategy Considering Information Freshness in Drone Swarms
[NO] 1637/1877 | An Analysis Comparing Deep Learning Techniques for Detecting Indian Sign Language
[NO] 1638/1877 | Hierarchical Spatio-Temporal Mamba for Lightweight Socially Aware Robot Navigation
[NO] 1639/1877 | On Uncertainty-Aware ML-Based Systems: a Metrology Perspective
[NO] 1640/1877 | Optimal Configuration Method of Energy Storage under Power Supply of Hydro-photovoltaic Complementary System Considering Water Regulation Constraints
[NO] 1641/1877 | Progress and Prospects of Radiation Effects on Space Infrared Detectors for Environmental Remote Sensing
[NO] 1642/1877 | A Hierarchical Optimization Method for Robust Load Transfer in Distribution Networks Considering Source-Load Uncertainties
[NO] 1643/1877 | VSSM-Mamba — A Visual State Space Model for Efficient COVID-19 Chest X-Ray Classification
[NO] 1644/1877 | Improved Data Detection Scheme for Massive MIMO Systems
[NO] 1645/1877 | Analytical Model of the No-Load Airgap Magnetic Field in PMSM With Eccentric Pole Chamfering and Slotting Effects
[NO] 1646/1877 | Costs and Incentives for Data Owners to Participate in Federated Learning Seen Through Game Theory
[NO] 1647/1877 | HGR-YOLO: A Lightweight, Fusion-Guided Architecture for Real-Time Hand Gesture Recognition
