[2026-01-01 09:14:45] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-31
正在获取论文...
[arXiv] 2025-12-31 | GaMO: Geometry-aware Multi-view Diffusion Outpainting for Sparse-View 3D Reconstruction
[NO] 1296/1553 | Scenario-Based Distributed Fusion Estimation for Uncertain Systems with Bounded Noise
[NO] 1297/1553 | Keynote Speakers
[NO] 1298/1553 | ICCIS 2025 Cover Page
[NO] 1299/1553 | Half Title Page
[NO] 1300/1553 | Message from the Technical Program Chairs
[NO] 1301/1553 | Functional Brain Connectivity Analysis of the Amygdala Using SPM and ICA on VAM fMRI Data
[NO] 1302/1553 | ACO-LSTM Driven Prediction of Lithium-Ion Battery State-of-Charge: a Hybrid Approach
[NO] 1303/1553 | A Hybrid Deep Learning Model with Isolated Thresholding for Intrusion Detection in Wireless Sensor Networks
[NO] 1304/1553 | Leveraging Sentiment Analysis and Particle Swarm Optimization for Accurate Mental Disorders' Detection
[NO] 1305/1553 | End-to-End Intelligent Solution for Smart Gardening Using AWS and Blockchain
[NO] 1306/1553 | A Quantitative Framework for Layer-Wise Material Selection in MOSFETS Using Priority-Aware Property Mapping
[NO] 1307/1553 | Synthesizing Thermal Backgrounds from Visible-SWIR Spectral Imagery for Use in Earth Scene Simulations
[NO] 1308/1553 | A Solution to Optimal Power Flow Problems Using Improved Dragonfly Algorithm
[NO] 1309/1553 | Multi-Similarity Molecular Fingerprint Screening Approach Based on Morgan Fingerprints for the Discovery of Novel 5 $\alpha$ Reductase Inhibitors
[NO] 1310/1553 | Impact of Concurrency and Dataset Size on MongoDB Performance Using YCSB and Perf
[NO] 1311/1553 | A Semantic Ontology for Modeling COVID-19 Data in Egyptian Hospitals: Structure, Scope, and Use Cases
[NO] 1312/1553 | The Evolution of Metaverse for Smart Psychotherapy System
[YES] 1313/1553 | FPGA-Based Muon Beam Monitoring with Real-Time Fault Recovery
[YES] 1314/1553 | MicroIntent: Intent-Based Placement Strategy for Microservice Application in the Compute Continuum Using LLMs
[NO] 1315/1553 | IoT Based Smart Irrigation System Using Image Processing
[NO] 1316/1553 | FMCW Radar Respiratory Monitoring via Sequential Motion State Classification and Apnea Segmentation
[NO] 1317/1553 | Concept Discovery in Power Electronics Training Using Non-Negative Matrix Factorization
[NO] 1318/1553 | A Novel 4H-SiC 3D Trench MOSFET with Punch-Through Protection and Gate Trench Bottom Implantation
[NO] 1319/1553 | Economic Comparison and Scheduling Optimization of Oxygen-Integrated Integrated Energy System
[NO] 1320/1553 | IoT-Based Predictive Maintenance in Smart Electric Vehicles for Enhanced Reliability and Sustainability
[NO] 1321/1553 | Design and Implementation of a Digital Titration Analyser Based on ESP32
[NO] 1322/1553 | Design and Implementation of an Environmental Monitoring System Based on Multimodal Sensors
[NO] 1323/1553 | Sensor-Driven Ensemble Learning for Crop Recommendation and Disease Prediction in Precision Agriculture
[NO] 1324/1553 | Design and Development of Extended Phase Shift Controlled Dual Active Bridge Converter for EV Battery Charging
[NO] 1325/1553 | Towards Accurate Water Quality Prediction Using Attention-Guided Deep Imputation Models
[YES] 1326/1553 | Automating Timing Enclaves for Reactive Programs in Lingua Franca
[NO] 1327/1553 | MTDC for Connecting Indonesian Islands Enabling Renewable Energy Generation
[NO] 1328/1553 | A RAG-Based Approach for Knowledge Retrieval and Question Answering on Diabetic Foot Ulcers Using LLMs
[NO] 1329/1553 | TransUNet++: A Multiscale CNN-Transformer Hybrid Framework for Multi-Modal Brain Tumor Segmentation
[NO] 1330/1553 | AeroMeldNet: Lightweight Multi-Task MambaVision Framework for Real-Time Aerial Scene and Disaster Detection
[NO] 1331/1553 | Work-in-Progress: An Open-Source Evaluation Framework for Time-Sensitive Networking Scheduling Research
[NO] 1332/1553 | Research on Few-Shot Defect Classification Based on Improved MobileNetV3
[NO] 1333/1553 | Bridging Vision and Arabic: A Deep Learning Survey of Arabic Image Captioning Techniques
[NO] 1334/1553 | Zero-Shot YOLOv8 Descriptors for Low-Latency Object Tracking
[NO] 1335/1553 | Embedded Proportional Plus Integral Controller Feedback in UNet++ for Dynamic Feature Stabilization and Segmentation of Lung Nodules
[NO] 1336/1553 | Operational Pattern Mining in Industrial Maintenance Using the SPADE Algorithm
[NO] 1337/1553 | Radar Multi-Target Tracking Data Association Method Based on Transformer
[NO] 1338/1553 | Automated Drainage Monitoring and Gas Hazard Prevention System with Energy Utilization
[NO] 1339/1553 | Design of a Graph Retrieval-Augmented Question Answering Model for the ATT&amp;CK Knowledge Graph
[NO] 1340/1553 | Hybrid CNN-Transformer Model for Oral Cancer Detection from Oral Photographs
[NO] 1341/1553 | Effect of Growth Temperature on C-face 4H-SiC Homoepitaxy
[NO] 1342/1553 | XATNYS: AI-Powered Operating System with Integrated Reinforcement Learning and Context-Aware Productivity Assistant
[NO] 1343/1553 | An Ultra-Low-Power Wearable Wristband with Compressed Sensing and on-Chip AI for Real-Time Cardiovascular Monitoring
[NO] 1344/1553 | Information Extracting Method for Ship Routing Based on Image Data
[NO] 1345/1553 | A Survey on Multimodal Generation of Dynamic Digital Humans: From Face to Full-Body
[NO] 1346/1553 | Enhancing Misogyny Detection through Context-Aware Semantic Enrichment
[NO] 1347/1553 | New Memory Architectures Will Drive Future Computing
[NO] 1348/1553 | Work-in-Progress: Learning to Refine Priority Assignment in Fixed-Priority Real-Time Scheduling
[NO] 1349/1553 | Nova: Real-Time Agentic Vision-Language Model Serving With Adaptive Cross-Stage Parallelization
[NO] 1350/1553 | A Self-Stabilizing Algorithm for the Maximal Pentagon Partition Problem
[NO] 1351/1553 | Scalable Coverage Simulation Workflow for Formation-Flying Satellite Phased Arrays
[NO] 1352/1553 | Balancing Sustainability and Performance when Running Large Language Models in the IoT-Edge-Cloud Computing Continuum
[NO] 1353/1553 | Investigating the Impact of Isolation on Synchronized Benchmarks
[NO] 1354/1553 | Custom FHIR extensions with Ontology Learning models for improving Data Integration and Interoperability in Healthcare Management Systems
[NO] 1355/1553 | Diagnosis of Alzheimer's Disease with Deep Convolutional Neural Networks Using FDG-PET Brain Images
[NO] 1356/1553 | UAVs Missions for Sea Emergencies
[NO] 1357/1553 | Online Learning Robust Control Design for a Class of Uncertain Nonlinear Systems
[NO] 1358/1553 | USBTrack: Efficient Underwater Single-Branch Tracker via Template Prompt Learning
[NO] 1359/1553 | Integrated Task Scheduling, Path Planning, and Control for Cooperative UGV–UAV Systems via an Extended MPPI-GA Framework
[NO] 1360/1553 | A Multichannel CNN-LSTM-Based Prediction Model for Precipitable Water Vapor in a Region with a Single GNSS Station
[NO] 1361/1553 | A Tunable Capacitance ReRAM for Improvement of Dynamic Range in CMOS Image Sensors
[NO] 1362/1553 | Modeling and Experimental Validation of Flow-Thermal-Coupled Lumped-Parameter Network for Axial-Flux Permanent-Magnet Motor with Oil-Immersed Cooling System
[NO] 1363/1553 | Longitudinal Monitoring of Full-Course Gait Rehabilitation using Musculoskeletal Modeling and Muscle Coordination Analysis
[NO] 1364/1553 | Compact Ultra Massive Antenna Arrays under Mutual Coupling: Modeling and Spectral Efficiency Analysis
[NO] 1365/1553 | Entrepreneurial Ecosystems in Cities: Stages of Entrepreneurship and City Technology
[NO] 1366/1553 | IEEE Transactions on Computers
[NO] 1367/1553 | Organizing Committee
[NO] 1368/1553 | IC3 2025 Author Index
[NO] 1369/1553 | Table of Contents
[NO] 1370/1553 | Table of Contents
[NO] 1371/1553 | Comparison and Evaluation of Typical Marine Gravity Field Models from Satellite Altimetry
[NO] 1372/1553 | Are Classification Robustness and Explanation Robustness Really Strongly Correlated? An Analysis Through Input Loss Landscape
[NO] 1373/1553 | Enhancing Photovoltaic Efficiency: A Modified Convolutional Neural Network for Soiling Classification*
[NO] 1374/1553 | Flywheel Energy Storage Systems Utilization for Short Duration Power Systems Frequency Stability Support
[NO] 1375/1553 | Composite Adaptive Critic Design
[NO] 1376/1553 | Generative AI-Powered Mock Interview System with Real-Time Multimodal Feedback &amp; Skill Matching
[NO] 1377/1553 | A Novel Real-Time UAV Self-Calibration Model using Lightweight Online Normalization and Dispersion Learning
[NO] 1378/1553 | Enhancing Personalized Tourism Experiences: Modelling Cultural Resonance through User Profiling and the ACUX Typology
[NO] 1379/1553 | Perceiver IO for Weakly Supervised Multimodal Violence Detection in Surveillance Video
[NO] 1380/1553 | SummARai: A Transformer-Based System for Hybrid Summarization of Large-Scale Arabic Documents
[NO] 1381/1553 | An Approach for Extracting Material Design Criteria Based on Neural Networks and SHAP Analysis
[NO] 1382/1553 | Work-in-Progress: Toward Real-Time Cross-ISA Execution on the AMD Embedded+ Architecture
[NO] 1383/1553 | Federated Multi-Layered Deep Neural Networks with Adaptive Hyperparameter Optimization for Privacy-Preserving Personalized Healthcare Intelligence
[NO] 1384/1553 | An Intelligent and Automated Medical Dispensing System Utilizing IoT for Enhanced Healthcare Management
[NO] 1385/1553 | Hamming Distance aware Fault Analysis for LTLBC
[NO] 1386/1553 | Tight Cache Contention Analysis for WCET Estimation on Multicore Systems
[NO] 1387/1553 | Mufakkir: RAG-Based Arabic Educational Chatbot for University Students
[NO] 1388/1553 | AI-Driven Diagnostic Tool for Predicting Brain Stroke with High-Precision Neuroimaging Analysis
[NO] 1389/1553 | IoT-Driven Smart Battery Management System for Performance Optimization of Lithium-Ion and Lead-Acid Batteries in Electric Vehicles
[NO] 1390/1553 | BlockSDN: Towards a High-Performance Blockchain via Software-Defined Cross Networking optimization
[NO] 1391/1553 | IoT-Based Livestock Animal Tracking and Health Monitoring System
[NO] 1392/1553 | Automotive Interior Lighting: A study of Subjective Perception and Mood Statues for Napping and Waking Scenarios
[NO] 1393/1553 | Towards Transparent IoT Malware Detection: A ML/DL and XAI-Based Multi-Class Classification Approach
[NO] 1394/1553 | Design of a Low-Profile High-Current EMI Filter Based on Nano-crystalline Materials
[NO] 1395/1553 | An sEMG-Based Stroke Severity Objective Assessment using Random Forest and SMOTE
[NO] 1396/1553 | 1200V/13mΩ 4H-SiC MOSFET with Low Specific On-Resistance and High Avalanche Robustness
[NO] 1397/1553 | Radiation-Hardened Flip-Flop Design Using Dice and Quatro Cell for Enhanced Soft-Error Resilience
[NO] 1398/1553 | An Optimized Scheduling Method for Improving the Flexibility and Adjustability of Cement Load
[NO] 1399/1553 | Optimized Colon Cancer Nuclei Classification Using Hybrid Swin Transformer and CNN Model: A Comparative Study
[NO] 1400/1553 | Miniature Ion Propulsion System with Real-Time Feedback Control
[NO] 1401/1553 | LISA: A Lightweight Authenticated Encryption Scheme for Blockchain-Based IoMT Secure Data Transmission and Identity Verification
[NO] 1402/1553 | Research on Formation-Based Inspection of Underground Coal Mine Robots Using Variable Universe Fuzzy Control
[NO] 1403/1553 | Hybrid Feature Engineering and Tree-Based Ensembles for Predicting Epidemic Outbreaks
[NO] 1404/1553 | Implementable Control Strategy for Residential Energy Management System Incorporating Demand Response Program
[NO] 1405/1553 | Radar Target Range-Azimuth-Elevation Tracking Using Adaptive Kernel Kalman Filtering
[NO] 1406/1553 | AI-Driven Stator Fault Detection Using Time-Domain Features of Current Signal
[NO] 1407/1553 | Game-Theoretic AI for Zero Trust Cyber Defense
[NO] 1408/1553 | Modernizing Legacy Healthcare Systems Utilizing Semantic-Based Automated Mapping
[NO] 1409/1553 | AI-Enhanced System for Occupancy-Aware Indoor Air Quality and Safety Monitoring
[NO] 1410/1553 | Simulation and Fabrication of an Edge Termination-Free Lateral β-Ga
                    <sub>2</sub>
                    O
                    <sub>3</sub>
                    MESFET
[NO] 1411/1553 | Realistic Assessment of PV and EV Hosting Capacity in Low-Voltage Networks: A Comparative Study of Deterministic and Time-Series Methods
[NO] 1412/1553 | Environment-Aware Modeling and Analysis for LoRa Emergency Network Scheduling
[NO] 1413/1553 | FedGuard: Leader-Aware Fault-Tolerant Federated Learning in the Cloud–Edge Continuum
[NO] 1414/1553 | Designing a Hybrid Transformer-LSTM Model to Enhance Ovarian Cancer Survival Analysis
[NO] 1415/1553 | Reduction of Hemodialysis Complications in End-Stage Renal Disease Patients Using an Abdominal Voice Wearable Device
[NO] 1416/1553 | Silicon Diode Temperature Sensors With Improved Performance For Cryogenic Applications
[NO] 1417/1553 | Design and Implementation of a Real-Time Compensation Algorithm for Age Error in Heterodyne Interference Signal Data
[NO] 1418/1553 | A Scalable Multilevel Series-Connected Ripple Suppression Unit for High Voltage DC Power Supply
[NO] 1419/1553 | On the Exclusion of Hyperspectral Sources
[NO] 1420/1553 | Compact Magnetostrictive-Driven Resonant Mechanical Antenna for Efficient Extremely-Low Frequency Electromagnetic Emission
[NO] 1421/1553 | GNN-Enabled Coordinated Beamforming Design for High Speed Railway Communication Systems
[NO] 1422/1553 | IEEE Computer Society Career Center
[NO] 1423/1553 | Call for Articles: IT Professional
[NO] 1424/1553 | Table of Contents
[NO] 1425/1553 | Modulation, Control, and Tank Design for ZVS of a Resonant T-Type Bridge in a 20 kW Unfolding-Based Single-Stage AC-DC Converter
[NO] 1426/1553 | A Fractional-order Wireless Power Transfer System With A Wide Load Range
[NO] 1427/1553 | Simple Solution to Overcome Fault Recovery Issues of Grid-forming Inverter With Current Limiter
[NO] 1428/1553 | Back cover
[NO] 1429/1553 | Cross-Model Face Recognition Via Guided Alignment Mutual Decoupled Distillation
[NO] 1430/1553 | 3D High-quality Power Doppler Using Coherence-based Null Subtraction Imaging_supp6-3649288.mp4
[NO] 1431/1553 | 2025 9th International Conference on Communication and Information Systems (ICCIS)
[NO] 1432/1553 | Proceedings
[NO] 1433/1553 | Hot Topics Day: RTSS 2025
[NO] 1434/1553 | Design and Implementation of an IoT-Enabled Greenhouse Environmental Control System
[NO] 1435/1553 | Design and Development of Wireless Power Transfer Based Charger for Eskate Scooter
[NO] 1436/1553 | Optimal Online EV Charging with Discrete Rates and Phase Unbalance Constraints
[NO] 1437/1553 | Deep Learning for Enhancing Sentinel-1 Imagery
[NO] 1438/1553 | Accelerating Cerebral Diagnostics with BrainFusion: A Comprehensive MRI Tumor Framework
[NO] 1439/1553 | Comparative Radiation Analysis of Vertical and Circular Disk Monopole Antennas for 433 MHz LoRa IoT Applications Using Method of Moments
[NO] 1440/1553 | Design of a Network Public Opinion Analysis System for Short Texts
[NO] 1441/1553 | Decoding Human Emotions Through EEG: An Intelligent Multi-Model Architecture
[NO] 1442/1553 | SMMEG-IoT: A Secure Multi-app Multi-protocol Edge Gateway for the IoT
[YES] 1443/1553 | A Neuro-Symbolic Approach to Translating Natural Language Instructions into Structured, Verifiable Commands
[NO] 1444/1553 | Explainable AI-Supported Financial Forecasting for EV Charging Infrastructure Investments
[NO] 1445/1553 | Smart Sieving System for Jaggery Powder Processing and Grading
