[2026-04-28 22:57:19] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-04-27
正在获取论文...
[arXiv] 2026-04-27 | The Last Human-Written Paper: Agent-Native Research Artifacts
[NO] 1179/1848 | From Criteria to Ranking: Targeting-Aware Tripartite Graph Learning for Multi-Criteria Recommendation
[NO] 1180/1848 | S-Path-RAG: Semantic-Aware Shortest-Path Retrieval Augmented Generation for Multi-Hop Knowledge Graph Question Answering
[NO] 1181/1848 | QChunker: Learning Question-Aware Text Chunking for Domain RAG via Multi-Agent Debate
[NO] 1182/1848 | The Price of Uncertainty for Social Consensus
[NO] 1183/1848 | MGFFD-VLM: Multi-Granularity Prompt Learning for Face Forgery Detection with VLM
[NO] 1184/1848 | Behavioral Empathy Classification in Dyadic Interactions Using Multimodal Cues
[NO] 1185/1848 | Comparative Study of Quantum Algorithms based on Input Parameters for Renewable Energy Sources
[NO] 1186/1848 | Golden-Time Policy-Grounded Natural-Language Control for Public Safety Cyber-Physical Systems
[NO] 1187/1848 | Pisces: Fast Loss Recovery for Multipath Transmission in RDMA
[NO] 1188/1848 | Modeling the Failure Rate of Redundant Refrigeration Compressors Considering Load Sharing using Warranty Data
[NO] 1189/1848 | Simple Patch Antenna Design with Multiple Linear Polarizations for RFID Readers
[NO] 1190/1848 | IEEE App
[NO] 1191/1848 | Highly Efficient ZnO/hBN:PVA-Based Multibit Memristor Array for Edge Computing
[NO] 1192/1848 | A New Approach to Motion Planning in 3D for a Dubins Vehicle: Special Case on a Sphere
[NO] 1193/1848 | e-NFC: A Hardware-Enforced Mutual Authentication Architecture for ULP Wearables Using Capacitive EQS-HBC
[NO] 1194/1848 | Data-driven and Process-Adaptive: Research on Engineering Change Intelligent Management and Control System for Commercial Aircraft
[NO] 1195/1848 | Semantic Mining and Viewpoint Evolution Analysis of Marxist Classic Texts via Natural Language Processing in the Era of Artificial Intelligence
[NO] 1196/1848 | Method for Determining the Location of an Autonomous Underwater Vehicle Using Side Scan Sonar Images
[NO] 1197/1848 | Justification of Requirements to Security Indicators for Incident Investigation in Smart City
[NO] 1198/1848 | An Analytical Approach to Optimization of Emergency Services Location in an Urban Area
[NO] 1199/1848 | A Multi-Layer Framework for Adaptive Resource Allocation in Edge Computing: A Hybrid Reinforcement Learning Approach
[NO] 1200/1848 | Methodological Foundations for Improving the Accuracy of Short-Term Forecasting of Wind Power Plant Output Based on Machine Learning Methods
[NO] 1201/1848 | Automated Anomaly Detection and Cluster Analysis of Online Fiscal Device Data Using Unsupervised Machine Learning
[NO] 1202/1848 | OCR Engines Evaluation
[NO] 1203/1848 | Field Validation of Prior-Based Image Compression for Tetherless Operation of Underwater Remotely Operated Vehicles
[NO] 1204/1848 | Development of a Modular Active Probe Card Equipment for Wafer-Level Multi-Parameter Fast Characterization and Prediction of High-Q MEMS Gyroscopes
[NO] 1205/1848 | Pound-Drever-Hall Frequency Locking of a Quartz MEMS Resonator for Sensing Applications
[NO] 1206/1848 | A 200-MS/s Multi-Event TDC With Gated-DLL-Based Coarse/Fine Conversion and Event-Driven Phase Encoding for d-ToF Applications
[NO] 1207/1848 | Virtual–Real Hybrid Game Approach for Virtual Power Plants Based on Continual Learning With Forward-Feedback Knowledge Replay
[NO] 1208/1848 | Impedance Contrast Multilayer Electrode Design for TF-SAW Energy Confinement
[NO] 1209/1848 | 2026 29th Conference on Innovation in Clouds, Internet and Networks (ICIN)
[NO] 1210/1848 | Crafting Digital Pathways for Employee Engagement: A Case Study on Communities of Practice and Situated Learning in Digital Transformation_supp1-3684574.pdf
[NO] 1211/1848 | Development of a Control System Based on a Deep Generative Model for a 6-DoF Robotic Manipulator
[NO] 1212/1848 | Crowdsourcing Feature Selection via a Distributed Evolutionary Algorithm
[NO] 1213/1848 | Design of Unidirectional Broadband Circularly Polarized Resonator with Integrated Local Oscillator for Rydberg Atomic Receiver
[NO] 1214/1848 | Human–Robot Co-Thinking Collaboration Improves Productivity and Reduces Errors in a Combinatorial Optimization Task
[NO] 1215/1848 | Artificial Intelligence for Early Wildfire Detection in Northern Morocco: A Robust and Interpretable CatBoost–Transformer Framework Using Multisource Environmental Data
[NO] 1216/1848 | Variable-Path Media-Based Modulation with Hybrid Constellations for SIMO Systems
[NO] 1217/1848 | Modeling the Digital Penetration Effect on Enterprise Competitiveness Using Machine Learning
[NO] 1218/1848 | Research on Risk Assessment of Urban Drone Delivery
[NO] 1219/1848 | LiquidityPool: Game-Theoretic Analysis of Stakeholder Revenue in Ranking-Dependent DeFi
[NO] 1220/1848 | Conditional Diffusion Guided Knowledge Transfer for Multi-Domain Knowledge Graph Completion
[NO] 1221/1848 | Traceable Latent Variable Discovery Based on Multi-Agent Collaboration
[NO] 1222/1848 | Determinants and Effects of Buy Box Suppression on Amazon
[NO] 1223/1848 | Question the Questions: Auditing Representation in Online Deliberative Processes
[NO] 1224/1848 | IVQ-GNN: Mitigating Performance Gap from Graph Connection Pattern Inconsistency via Vector Quantization
[NO] 1225/1848 | CIFAD: Causal-Invariant Subspace Learning for Few-Shot Anomaly Detection on Dynamic Relational Graphs
[YES] 1226/1848 | <scp>Fixseeker</scp>
                    : An Empirical Driven Graph-based Approach for Detecting Silent Vulnerability Fixes in Open Source Software
[YES] 1227/1848 | The Impact of LLM-Assistants on Software Developer Productivity: A Systematic Review and Mapping Study
[NO] 1228/1848 | Development of a Method for Reducing Information Redundancy of Databases Based on Deep Learning Algorithms
[NO] 1229/1848 | Privacy-Preserving for UTXO-Based Smart City Ledgers
[NO] 1230/1848 | Hybrid Generative–Discriminative Vision with Diffusion-Based Reasoning for Aerial Platform Inspection of Industrial Surfaces
[NO] 1231/1848 | Development of a Module for Direct Measurement of Heating Temperatures of High-Voltage Cable Layers to Determine Their Thermal Parameters
[NO] 1232/1848 | Graph-Based Representation and Storage of Data on Failure Correlations of Mainline Pumping Unit Components
[NO] 1233/1848 | Leveraging Digital Twins and Machine Learning for Industrial Network Automation
[YES] 1234/1848 | Models and Algorithms for Building AI-Powered Assistants: A Case Study of PetTech Platform Vetsy.ru
[NO] 1235/1848 | Pay for The Second-Best Service: A Game-Theoretic Approach against Dishonest LLM Providers
[NO] 1236/1848 | Platform Competition in the Autobidding World
[NO] 1237/1848 | Red-Teaming Privacy-Protective Perturbations: Blind Face Restoration as an Attack Strategy
[NO] 1238/1848 | Hierarchical Reinforcement Learning for Energy-Efficient Urban Planning
[NO] 1239/1848 | Multi-Task Multi-Behavior Sequential Recommendation
[NO] 1240/1848 | Estimation of Urban Building Heights from ICESat-2 Laser Altimeter Data and Quality Control
[NO] 1241/1848 | AI-based IP-Core for Submarine Middleton Noise Estimation
[NO] 1242/1848 | Blockchain-Empowered AI for Fintech Services Computing: A Verifiable Framework for Transparent and Sustainable Credit Risk Assessment_supp1-3647522.pdf
[NO] 1243/1848 | Matrix Commitment-based Ownership Verification for Distributed Machine Learning
[NO] 1244/1848 | Mechanism-Data Hybrid Driven Control for Snake Robots Subject to Nonaffine Dynamics and Practical Issues
[NO] 1245/1848 | Generative Sky: A Neurosymbolic Framework for In-Orbit Computation Offloading
[NO] 1246/1848 | Movement Intention Recognition Using Wearable Dry-Electrode Sensors and Multimodal EEG-EMG data
[NO] 1247/1848 | Innovative Wearable Platform for Synchronized Biosignals Acquisition: A Proof of Concept in a Cuff-less Blood Pressure Monitoring Case Study
[NO] 1248/1848 | Sensorless Control of Permanent Magnet Synchronous Motors Using Model Predictive Algorithm Based Back-EMF Observer
[NO] 1249/1848 | Rate-Distortion Optimization in Video Coding for Machines: A License Plate Recognition Perspective
[NO] 1250/1848 | 2026 International Russian Smart Industry Conference (SmartIndustryCon)
[NO] 1251/1848 | LVMark: Robust Watermark for Latent Video Diffusion Models
[NO] 1252/1848 | Realizing the 6G-Enabled Industrial Internet of Robotic Things: Targets, Enablers, and a Case Study
[NO] 1253/1848 | FMHC: A Fuzzy Multi-Hierarchical Centrality Strategy for Node Evaluation in Hypergraphs
[NO] 1254/1848 | A Cooperative Model Predictive Control Approach for Virtual Coupling Train Arrival in Metro Railways
[NO] 1255/1848 | Pilot Implementation and Effectiveness Study of the Corporate IPD R&amp;D Management System
[NO] 1256/1848 | Modeling of Residual Resource and Optimization of Power Transformer Load Using the ANFIS Hybrid Adaptive System
[NO] 1257/1848 | Intelligent and Secure Internet of Things for Low-Altitude Economy Networking (Part 2)
[NO] 1258/1848 | SOM-based Continuous XGBoost Approach for DDoS Attack Detection and Mitigation in Edge SDN
[NO] 1259/1848 | Methodology for Collecting Multimodal Data for Evaluating Volumetric Characteristics of Dairy Cattle
[NO] 1260/1848 | Reversible Data Embedding for Images in Industrial Systems
[NO] 1261/1848 | Application of Deep Learning Methods to Plant Growth Modeling Based on an Automated Mapping System
[NO] 1262/1848 | Improving the Efficiency of Lossless Embedding in Text Steganography
[NO] 1263/1848 | Enhancing Hyperspectral Image Classification Through Reinforcement Learning Guided Active Learning
[NO] 1264/1848 | GNSS antenna array-based visible satellite stitching method for positioning in occlusion environments
[NO] 1265/1848 | High Magnet Utilization and Reduced Flux Leakage in Bevel Magnetic Gears Using Spoke/V-Type Hybrid Configuration
[NO] 1266/1848 | CoMAEA: A Collision-Avoiding Multi-Agent Evolutionary Algorithm for Coverage Path Planning_supp2-3665409.mp4
[NO] 1267/1848 | A Multimodal Data-Driven Framework for Failure Analysis and Performance Degradation of Photovoltaic Panels in Smart City Applications
[NO] 1268/1848 | Performance Comparison of Static and Contextual Embedding Models for Opinion Mining
[NO] 1269/1848 | Skillchain: A Service-Oriented Blockchain Platform for Secure and Scalable Microcredential Management
[NO] 1270/1848 | Inductance Measurement Technique for Switched Reluctance Motor Using SPWM and a Cascaded-Second Order Generalized Integrator
[NO] 1271/1848 | Time Synchronization: TECHNIQUES AND SIGNIFICANCE IN INDUSTRIAL FACILITIES
[NO] 1272/1848 | Footprint detection method for spatiotemporal gait parameters on the GAITRite walkway: a validation study
[NO] 1273/1848 | CardioLeads: An Eleven-Leads ECG Monitoring System with an Ultralow-Power CMOS SoC
[NO] 1274/1848 | UniReg: A Unified Information Aggregation Framework for Robust Point Cloud Registration
[NO] 1275/1848 | Robust Adversarial Weighted Meta Reinforcement Learning for Generalizable Traffic Signal Control_supp1-3683084.pdf
[NO] 1276/1848 | OpenBPR: Bias-guided Pseudo-label Refinement for Open-world Semi-supervised Learning_supp1-3685347.pdf
[NO] 1277/1848 | Latent Space Consistency Learning for Few-Shot Individual Gesture Recognition with Millimeter-Wave Radar
[NO] 1278/1848 | FlexICL: A Flexible Visual In-context Learning Framework for Elbow and Wrist Ultrasound Segmentation
[NO] 1279/1848 | SEA-YOLO: Thermal Imaging Object Detection via Spatial Edge Attention for Low-visibility Autonomous Driving
[NO] 1280/1848 | More Tiers, Greater Welfare: Revisiting Transit ISP Pricing in Competitive Markets
[NO] 1281/1848 | Analysis of Ferroresonance in Photovoltaic Park Distribution Systems
[NO] 1282/1848 | Wavelet-Guided Token-Focus Transformer for Fine-Grained Ship Recognition
[NO] 1283/1848 | Beyond Detection: Autonomous Anomaly Remediation for MCP Against Tool Poisoning Attacks
[NO] 1284/1848 | Source Localization in Continuous-Time Propagation via Spectral ODE Modeling
[NO] 1285/1848 | Towards Multi-Label Text Interpretation with Chain-of-Thought Prompting and Contextualized Knowledge
[NO] 1286/1848 | DeepAgent: A General Reasoning Agent with Scalable Toolsets
[NO] 1287/1848 | Breaking Down Barriers: How HCI Can Transform Accessibility in Computing Education
[NO] 1288/1848 | Technology, Joy, and Justice Through the Delightful Encounter
[NO] 1289/1848 | Designing with and Through Uncertainties: Staying with and Looking Forward
[NO] 1290/1848 | Exploring the Impact of ESG Rating Performance on Zijin Mining Group's Enterprise Value Based on Computer Technology
[NO] 1291/1848 | Analysis of Symbolization Characteristics of Art Research on the Calculation Analysis and Digital Implementation of Symbolic Features in Artistic Graphics
[NO] 1292/1848 | Cascading Failures and Resilience Assessment in Semiconductor Technology Supply Chains: A Crisis Management Perspective from Multilayer Networks
[NO] 1293/1848 | Towards Graph Foundation Model: Node Feature Transfer Invariant Modeling on General Graphs
[NO] 1294/1848 | UTAG: Leveraging LLM as a Unified Embedding Generator for Text-Attributed Graphs
[NO] 1295/1848 | Investigating Web Content Delivery Performance over Starlink
[NO] 1296/1848 | DMAP: Human-Aligned Structural Document Map for Multimodal Document Understanding
[NO] 1297/1848 | Hybrid Analytical-Neural Modification of the Heun Method for Parametric Duffing Equations
[NO] 1298/1848 | Transition of the Electric Interlocking System Control Panel to Computer-Based Control
[NO] 1299/1848 | Optimizing the Calculation of the Word Error Rate: The Problem of Text Bias in Speech Recognition Systems
[NO] 1300/1848 | Dataset Generator for Organizing Research-Based Teaching Activities in Machine Learning while Studying Image Recognition
[NO] 1301/1848 | Methods and Models of Data Transmission for Ionizing Radiation Registration Systems
[NO] 1302/1848 | Mobile Robotic Platform with Three-Wheeled Transmission Motion Control
[NO] 1303/1848 | ARTIFICIAL INTELLIGENCE-PROGRAMMABLE WIRELESS CONNECTIVITY: Challenges and Research Directions Toward Interactive and Immersive Industry
[NO] 1304/1848 | Improved Nondestructive Ultrasound Molecular Imaging with Lightweight Convolutional Neural Network
[NO] 1305/1848 | Coordinated Market Operations for Multi-Stakeholder Microgrids: A Local Sharing Framework Integrating Power, Carbon, Green Certificates, and Ancillary Services_supp1-3684943.pdf
[NO] 1306/1848 | Theoretical Performance of Timescale Steering Algorithm Based on Kalman Filter with Adjustment
[NO] 1307/1848 | Intelligent Adaptive Algorithm for Boundary Detection of Dynamically Changing Regions in Video Sequences
[NO] 1308/1848 | A Single-Phase Integrated On-board Charger for Plug-in Dual-Motor EVs
[NO] 1309/1848 | Real-Time Operational Optimization of Microgrid via Piecewise Linear Basis Function Based Galerkin Approximation
[NO] 1310/1848 | Calibration of Phase Error for a Wideband Precision Power Analyzer Using the Calorimetric Phase Standard
[NO] 1311/1848 | CoVA-IL: Zero-Shot Imitation Learning via Contrastive Viewpoint Alignment on Object-Centric Representation_supp1-3686977.mp4
