[2026-08-08 22:28:38] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-08-07
正在获取论文...
[IEEE] 2026-8-7 | Resolving Cognitive Dissonance for Agentic AI via Self-Distilled Collaborative Perception
[NO] 754/1000 | Theoretical and Computational Analysis of Airflow-Induced Leaf Collection Mechanism in a Selective Tea Harvesting End-Effector
[NO] 755/1000 | Research on Optimization Strategies for Homestay Space Based on Visual Hotspots and Integration Degree: A Case Study of the Characteristic Homestays in Bali, Wafangdian
[NO] 756/1000 | Trajectory Tracking Control of AUV-Towed Array Systems: A Transverse Function and HOCBF Approach
[NO] 757/1000 | Research on the Optimization of Macau's Urban Cultural Light Environment Based on Tourist Satisfaction
[NO] 758/1000 | An Improved YOLOv8n Algorithm for Crack Detection
[NO] 759/1000 | Sample-Efficent ASV Trajectory Tracking: A Model-Based Reinforcement Learning Approach Using Encoder-Decoder Predictors
[NO] 760/1000 | Decoding Intent from Fragments: Structure-Aware Late Interaction for Concept-Level EEG-to-Text Retrieval
[NO] 761/1000 | Beyond Linear Dynamics: Neural Bilinear Dynamical Models for Time Series Forecasting
[NO] 762/1000 | APEX-SQL: Talking to the data via Agentic Exploration for Text-to-SQL
[NO] 763/1000 | Towards Sustainable Growth: A Multi-Value-Aware Retrieval Framework for E-Commerce Search
[NO] 764/1000 | Generative Recommendation for Large-Scale Advertising
[NO] 765/1000 | NSR-Boost: A Neuro-Symbolic Residual Boosting Framework for Industrial Legacy Models
[NO] 766/1000 | Attention Heads Hold the Key to Understanding Safety Mechanisms in Large Language Models
[NO] 767/1000 | The Role of NTNs in Integrating Ground and Aerial Users for 3-D Intelligent Transportation Systems
[NO] 768/1000 | Advertisement
[NO] 769/1000 | A Medium-term Daily Electricity Consumption Forecasting Method with Dynamic Response Law Constraints and Meteorologically Similar Days
[NO] 770/1000 | Descriptor: (UW-TransStereo)_supp1-3721416.pdf
[NO] 771/1000 | AIC 2026 Copyright Page
[NO] 772/1000 | Title Page iii
[NO] 773/1000 | A Freshness-Aware Architecture for C-V2X: Integrating Fully Decoupled RAN with MEC
[NO] 774/1000 | A DVS-Enabled SIMO Converter Using Adaptive Dual-Window Synthetic Current Control for 0.02 mV/mA Cross Regulation and 90.8% Peak Efficiency
[NO] 775/1000 | QCutSim: Accelerating Quantum Circuit Cutting Simulation on Consumer-Grade Classical Systems
[NO] 776/1000 | MNF-YOLOv11: Multi-Node Fusion for Broadband Detection and Recognition of Underwater Acoustic Communication Signals
[NO] 777/1000 | Construction of CIDOC CRM Knowledge Ontology for the Digitalization of Southern Lion Dance Culture
[NO] 778/1000 | Explainable Multimodal Deepfake Detection Framework Using Hybrid Models
[NO] 779/1000 | Asymmetric Van der Waals Contact Engineering for Tunable Carrier Transport in MoS₂ Transistors
[NO] 780/1000 | Underwater Acoustic Reflection Mechanism of Honeycomb Panels
[NO] 781/1000 | Research on Enterprise Financial Risk Early Warning and Dynamic Assessment Model Based on Deep Learning
[NO] 782/1000 | Supervised Underwater Stereo Matching with Adaptive Color Correction: A Simplified Crossdomain Approach
[NO] 783/1000 | Enterprise Digital Invoice Data Processing Model and Tax Analysis Application Based on Data Pipeline Technology
[NO] 784/1000 | A Wafer-Level Thin-Film Vacuum Encapsulation Process for High-Sensitivity Silicon MEMS Resonant Differential Pressure Sensors
[NO] 785/1000 | Encounters with the Sculptural in the Digital Age - Navigating Materiality and Narrative of Post-Human Art
[NO] 786/1000 | Research on the Protection and Inheritance of the Appearance Morphology of Historical Buildings Based on Digital Twin Technology
[NO] 787/1000 | Statistical Transmit Beamforming for Underwater Acoustic Communications
[NO] 788/1000 | HyperspectralCNN: An Efficient Deep Architecture for Hyperspectral Image Classification
[NO] 789/1000 | Performance Evaluation of SINS/USBL Cooperative Positioning for UUVs Under Intermittent Working Modes
[NO] 790/1000 | A Kano Model-Based Study of Modular Smart Homes in Small Family Dwellings for Youth Groups
[NO] 791/1000 | Design, Optimization, and Experimental Validation of a 3-DOF Parallel Robotic Ankle Based on a 2SPU-1RU Architecture
[NO] 792/1000 | A Framework for Fairness Evaluation in Academic Recommender Systems: Evidence from Scholarly Data
[NO] 793/1000 | Depth-Diversity Optimization of Distributed Buoy Deployment in Complex Island-Reef Environments
[NO] 794/1000 | Dream-X: Aromatherapy Product Design for Sleep Disorder Relief Under Digital Therapy Theory
[NO] 795/1000 | A Multimodal Emotion-Aware Chatbot for Mental Well-Being Using Text and Facial Expression Analysis
[NO] 796/1000 | Schema-Constrained Quadruple Extraction from Emergency Plansvia Domain-Specific Supervised Fine-Tuning
[NO] 797/1000 | Lightweight Semantic 3D Mapping in Sewer Pipes Leveraging Cylindrical Geometry
[NO] 798/1000 | Research on the Spatial Distribution of Building Entrances Along Streets Based on Self-Collected Street View Images and Deep Learning Models
[NO] 799/1000 | Research on Multi Modal Interactive Design Model for Cultural Relic Exhibition: Integration of MDA Framework and Flow Theory
[YES] 800/1000 | M-GRAD: Fusing Heterogeneous Logs into AI-Driven Graphs for Anomaly Detection and IP Risk Analysis
[NO] 801/1000 | Intelligent Prediction and Optimization of Acoustic Absorption Characteristics of Underwater Robot Hulls Based on Deep Neural Networks
[NO] 802/1000 | On the Regeneration Path of Industrial Heritage Protection and Cultural Tourism Integration Development--Taking the Construction of Taoxichuan Cultural and Creative Neighborhood in Jingdezhen as an Example
[NO] 803/1000 | Experimental Realization of Ta
                    <sub>2</sub>
                    O
                    <sub>5</sub>
                    -Based All-Solid-State Lithium-Ion Battery with High-Temperature Stability
[NO] 804/1000 | Evaluation of NAP-based approaches for monitoring Neural Network classifiers
[NO] 805/1000 | LungNet-CT: A Unified Deep Learning Framework for Efficient Lung Cancer Classification from CT Images
[NO] 806/1000 | Driver Safety System for Drowsiness Detection and Cabin Environment Monitoring
[NO] 807/1000 | A lazy control strategy layer in validating daily-plan of multi-energy systems
                    <sup>*</sup>
[NO] 808/1000 | A Dynamic Evaluation Model for Intelligent Design Creativity Based on Complexity Systems and Spherical Fuzzy Sets
[NO] 809/1000 | Design and Implementation of a Digital Interactive System for Fuzhou Shadow Puppetry Based on Unity3D
[NO] 810/1000 | Modelling Nonlinear Coefficients in Frequency Combs Based on Coupled Resonators and Parametric Excitation
[NO] 811/1000 | A Hybrid Surface-Deep Flexible Array for Simultaneous Cross-Scale Neural Recordings in Freely Moving Mice
[NO] 812/1000 | Learning to Smooth: Mitigating Energy Waste in High-Maneuverability Turns for Hovering AUVs Formation
[NO] 813/1000 | Communication-Decision-Aware $\beta$-Divergence Convolutive Nonnegative Matrix Factorization for Underwater Acoustic Dolphin Whistle Signal Enhancement
[NO] 814/1000 | Minimizing Dwell-Time Conservatism in Supervisory Fault-Tolerant Control: An LMI-Based Approach
[NO] 815/1000 | A Joint Framework for Video Deepfake Detection and Frame-Level Provenance Protection
[NO] 816/1000 | Broadband Topological SAW Energy Localization via PnC Heterostructures
[NO] 817/1000 | Exploring Scene Design in Interactive Narrative Digital Games
[NO] 818/1000 | Privacy-Preserving VPKI Using Federated Learning for Cross-Domain Vehicle Authentication
[NO] 819/1000 | Semi-supervised Dual Siamese Networks Mutual Correction Framework for 3D Medical Image Segmentation
[NO] 820/1000 | Analysis of Land Use Change and Its Ecological and Environmental Effects in Zhuanghe, Liaoning Province
[NO] 821/1000 | Tightly-Coupled Fusion of DVL in Graph-based Visual-Inertial Odometry
[NO] 822/1000 | Research on the Evaluation of Sustainable Rural Revitalization Under Digital Technology
[NO] 823/1000 | Design-Based Carbon Reduction Strategies for Green Infrastructure Under Dual-Carbon Background: A Case Study of the Cycling Station
[NO] 824/1000 | A Self-Organizing Encirclement Method for Swarm Robots Based on Encirclement Strategy
[NO] 825/1000 | Implementation of Recurrent Neural Networks to Predict the Price of Blue Chip Stocks in the Indonesian Capital Market
[NO] 826/1000 | Internal Wave Detection Based on HF Radar Measured Surface Current Map
[NO] 827/1000 | An Optimal Control Framework for Personalized Chemotherapy: EKF State Estimation and DDPG Optimization
[NO] 828/1000 | A Simultaneous Current Profiling and Bottom Tracking Algorithm for LADCP Based on Clipped Echo Restoration
[NO] 829/1000 | Portable Device for Angular Measurement and Muscle Activation of the Knee in the Sagittal Plane
[NO] 830/1000 | Research on the Innovative Design and Evaluation of Dunhuang Patterns in Ceramic Art Based on AIGC
[NO] 831/1000 | Reconstruction of City Cultural Experience Service Systems Under the Background of Digital Intelligence
[NO] 832/1000 | Real-Time Measurement of Single-Cell Rotation Speed With OET System
[NO] 833/1000 | Learning dynamically stable Ultra-Slow Gait in Quadruped Robots
[NO] 834/1000 | Design and Accuracy Analysis of a Hybrid-Driven Lightweight Manipulator for Fine Seabed Intervention
[NO] 835/1000 | Research on Multi-Objective Path Planning Algorithm for Complex Environments Based on Improved Deep Reinforcement Learning
[NO] 836/1000 | System Identification and Control of a Wind Turbine System Using Model Predictive Control
[NO] 837/1000 | Multifunctional Traditional Stop Motion Animation Image Acquisition System Based on CCD Smart Sensor
[NO] 838/1000 | Heart Failure Risk Stratification in an IoT Healthcare Platform using Ensemble Learning
[NO] 839/1000 | Research on the Evaluation and Dynamic Monitoring Algorithm of Higher Education Teaching Quality Based on Multi-Source Data Fusion
[NO] 840/1000 | Research on the Design of ONE SIZE FITS ALL Yoga Pants Based on KANO-AHP-QFD
[NO] 841/1000 | Deep Learning Based Quantitative Analysis of Cervical Spondylosis Using Diagnostic Factors and Metrics
[NO] 842/1000 | Treewidth Inapproximability and Tight ETH Lower Bound
[NO] 843/1000 | Efficient Linearization for Explicit Multilinear Models in Tensor Train Representation
                    <sup>*</sup>
[NO] 844/1000 | MSR-PP: Modular Symbolic Regression with Physics Priors for PDE Discovery
[NO] 845/1000 | Graph Adversarial Defense with Virtual Spectral Anchor Injection
[NO] 846/1000 | JourneyFormer: Encoding Airbnb Guest Journey with Sequence Modeling
[NO] 847/1000 | Continuous Causal Component and Structure Discovery from Time Series
[NO] 848/1000 | Benchmarking on Tasks That Matter: Dataset Selection for Preserving Model Rankings
[NO] 849/1000 | BRIDGE: Block-Wise Speculative Coordination for Cloud-Edge Retrieval-Augmented Generation
[NO] 850/1000 | Training Dense Retrievers with Multiple Positive Passages
[NO] 851/1000 | GraphARC: A Comprehensive Benchmark for Graph-Based Abstract Reasoning
[NO] 852/1000 | Mapping LLM Capability Frontiers via Formalized and Calibrated Probes
[YES] 853/1000 | CryptoAnalystBench: Failures in Multi-Tool Long-Form LLM Analysis
[NO] 854/1000 | VIVID: Backbone Training-Free Text-to-Image Video Editing via Variational Latent Anchors
[NO] 855/1000 | Black-Box Embedding Inversion Attack on Vector Databases
[NO] 856/1000 | Hierarchical Long-Term Semantic Memory for LinkedIn's Hiring Agent
[NO] 857/1000 | Detect Dark Matter's Mark: Probe this Cosmic Enigma with a DIY Radio Telescope
[NO] 858/1000 | Trustless Digital Voting Through Smart Contracts: A Practical Ethereum-Based Approach
[NO] 859/1000 | Real-Time Electrochemical Sensing System for Stage-Specific Marine Biofouling Detection
[NO] 860/1000 | A Hybrid Scatter Search Algorithm for the Sequencing m-Vector Bin Packing Problem
[NO] 861/1000 | Development and Field Verification of NADIA: A Diver Safety Support Robot
[NO] 862/1000 | Development of a Method for Generating Reference Movements of the AUV During Manipulation Operations
[NO] 863/1000 | Multi-Sensor Fusion and Frequency-Domain Analysis for Predictive Maintenance of Industrial Induction Motors
[NO] 864/1000 | Mixed-Condition Training for Frost-Robust Image-Based K-Value Estimation of Brine-Frozen Skipjack Tuna
[NO] 865/1000 | ANFIS-Based State Observer for a Feedback Inverted Pendulum: Experimental Validation
[NO] 866/1000 | Health Intelligence Recommendation System
[NO] 867/1000 | Machine Learning Prediction of Release Kinetics in pH-Responsive Hydrogel Systems
[NO] 868/1000 | Application of a Data-Driven Approach for Maximum Fatigue Damage Assessment of a 15MW Floating Wind Turbine Under Realistic Metocean Conditions
[NO] 869/1000 | ClearVision: A Physics-Informed Lightweight GAN for Real-Time Enhancement of Turbid Underwater Imagery
[NO] 870/1000 | Explainable AI for Clinical Oncology Decisions
[NO] 871/1000 | Intellectual Rebirth of Cultural Heritage: Innovative Representation and Inheritance Exploration in Digital Media Art
[NO] 872/1000 | Spatio-Temporal Characteristics of Indian Ocean Reverberation: Quantitative Comparison between Experiment and Ray-Facet Simulation
[NO] 873/1000 | Evaluation of Soy Wax as a Material for Wax Printing on μPADs
[NO] 874/1000 | Broadband 3D Force Tactile Sensor via Rigid-Flexible Kirigami and Gradient Micro-Frustum Arrays
[NO] 875/1000 | Short-Term ACV Motion Attitude Prediction based on PSO-BiLSTM Neural Network
[NO] 876/1000 | Design of Switching Attacks with Physics-Informed Neural Networks
[NO] 877/1000 | Study on the Innovative Path of APP Development and Design of Pujiang Straw Paintings Based on the Concept of Cultural Translation
[NO] 878/1000 | Design of 16-Bit Carry Look-Ahead Adder Using GDI Technique
[NO] 879/1000 | Exploration of the Efficacy of Yue Embroidery in Treating Depression: A Preliminary Study on Integrating Intangible Cultural Heritage Into Psychotherapy
[NO] 880/1000 | Toward an Advanced Level Crossing Control Enabled by Train–infrastructure Communication
[NO] 881/1000 | Reverberation Suppression in Underwater Moving Target Detection via Variational Bayesian Dictionary Learning
[NO] 882/1000 | Unmanned Surface Vehicle Hybrid Path Planning for Surface Rescue in Complex Maritime Environments
[NO] 883/1000 | Graph Construction for Uncrewed Convertiplanes Incorporating Operational Risk Using Geospatial Data
[NO] 884/1000 | Research on the Design of Inheritance and Revitalization Utilization of Chifeng Cultural Heritage Based on Digital Immersion Scene
