[2026-08-28 02:37:48] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-08-27
正在获取论文...
[arXiv] 2026-08-27 | Bochner Stability for B-stable DIRK Schemes
[NO] 1240/1986 | Mechanisms of Bird Collisions with Overhead Power Lines and Visibility Assessment of Warning Devices
[NO] 1241/1986 | CLOUD 2026 Keynotes
[YES] 1242/1986 | LLM Based Static Malware Analysis for Windows Portable Executables
[NO] 1243/1986 | Copyright Page
[NO] 1244/1986 | Crop and Weed Segmentation by an Ensemble of Distilled Models
[NO] 1245/1986 | From Measured to Experienced Heat: A Multimodal Analysis of Temperature, Urban Form, and Social Media in Mexico City
[NO] 1246/1986 | A DGS-Based Symmetrical Patch THz Antenna for IoT and Future 6G Applications
[NO] 1247/1986 | A Hierarchical Deep Learning Framework with Explainable AI for Pneumonia Detection and Subtype Classification from Chest X-Ray Images
[NO] 1248/1986 | Agentic Climate Intelligence: A Multi-Agent Architecture for Human-Centered Climate-Resilient Smart Cities
[NO] 1249/1986 | Leveraging Collective Intelligence Signals for Early Misinformation Detection on the Web
[NO] 1250/1986 | A UWB Compact Dual-Band 8-Element High-Isolation MIMO Antenna for Wi-Fi (5/6 GHz) and 5G NR (n46/47/96) Applications
[NO] 1251/1986 | Research on an Active Power Rapid Reduction Control Strategy for Direct-Drive Wind Turbines Considering Coordination Between a DC Chopper Circuit and Pitch Control
[NO] 1252/1986 | A Heading-Speed Coordinated Obstacle Avoidance Control Strategy for Tugboats Based on Model Predictive Control
[NO] 1253/1986 | BASFL-IDS: Bandwidth-Aware Federated Self-Supervised Learning for IoT Intrusion Detection
[NO] 1254/1986 | Preface
[NO] 1255/1986 | Evaluation of Adaptive Fuzzy Logic-based IDS (AFLIDS) for the Detection of Jamming Attacks in Vehicular Wireless Networks
[NO] 1256/1986 | Organizing Committee
[NO] 1257/1986 | Self-Powered Photodetection in WSe
                    <sub>2</sub>
                    /CrOCl van der Waals Heterostructure
[NO] 1258/1986 | Forking Lemma in EasyCrypt
[NO] 1259/1986 | LADRC Based on Improved CFO for Sensorless PMSM Control Systems
[NO] 1260/1986 | An Iterative Variable-Step Joint Carrier Synchronization Algorithm for LEO Satellite Communications
[NO] 1261/1986 | The Role of Simulation as an Integral Element of Risk Reduction for Autonomous Underwater Vehicle Operations
[NO] 1262/1986 | Ada-MGAD: Adaptive Multi-Modal Graph Anomaly Detection
[NO] 1263/1986 | From Ground to Air: Making Mobile Networks Ready for Urban Air Mobility
[NO] 1264/1986 | 2026 IEEE 5th International Conference on Micro/Nano Sensors for AI, Healthcare, and Robotics (NSENS)
[NO] 1265/1986 | Theoretical Analysis of the Thermo-Electro-Elastic Field of a $D_{\infty}$ Piezoelectric Composite Antisymmetric Angle-Ply Rectangular Plate Considering Out-of-Plane Shear
[NO] 1266/1986 | Stochastic Demand Generation and Predictive Rebalancing for Shared Autonomous Fleets
[NO] 1267/1986 | High-Power, High-Beam-Quality Fiber Laser Based on Refractive Index Tailored Fiber
[NO] 1268/1986 | A Multi-Organ Single-Cell RNA Sequencing Study of Functional Specialization in Human Cardiac Macrophages
[NO] 1269/1986 | A Coordinated Primary Frequency Control Strategy for Wind-Storage Hybrid Systems Considering the SOC of Energy Storage
[NO] 1270/1986 | Research on the Impact Bouncing Performance of Cross-Scale Ag-Ti
                    <sub>3</sub>
                    SiC
                    <sub>2</sub>
                    Composite Contacts
[NO] 1271/1986 | Which attacks are most critical? Risk prioritization via attack tree importance measures
[NO] 1272/1986 | Resource-Efficient TinyML Framework for Real-Time Fault Diagnosis in Solar Charge Controllers using 8-bit Quantized Neural Networks
[NO] 1273/1986 | Information-Theoretic Limits of Minimal Disclosure in IoT-Enabled Digital Food Product Passports
[NO] 1274/1986 | Agentic AI-Driven Federated Unlearning for Secure Semantic Communications
[NO] 1275/1986 | Bilevel Optimization of EV Charging for Cost Minimization in a Benchmark Power System
[NO] 1276/1986 | Masthead
[NO] 1277/1986 | From Age of Information to Age of Trust: Timeliness-Aware Zero Trust for Low-Altitude Communications
[NO] 1278/1986 | A Predictive Control Demanding Low Computational Resources for Single-Phase Grid-Connected Inverters
[NO] 1279/1986 | A Unified Weighted K-Shell Framework with Dynamic Decomposition for Influential Node Identification in Complex Networks
[NO] 1280/1986 | Inverse Topology Design Method for Ultra-Wideband Compact Frequency Selective Surface Structures
[NO] 1281/1986 | An IoT Sensor Implementation to Improve Bus Reliability and Safety
[NO] 1282/1986 | Research on Modeling of Semi-Direct-Drive Wind Turbines and Grid-Forming Inertia Synchronization Control Strategy
[NO] 1283/1986 | A Review of Deep Learning-Based Defect Detection Technology for Power Line Insulators
[NO] 1284/1986 | Integrated Network-Based and Machine Learning Framework for Prognostic Biomarker Discovery in Pancreatic Cancer
[NO] 1285/1986 | Fumer: Proactive Time-Shifting for Synchronized Periodic Traffic in Distributed Training
[NO] 1286/1986 | BioShield: Domain-Adaptive Backdoor Defence for Latent Diffusion Models in Clinical Medical Imaging
[NO] 1287/1986 | Wavelength Path Routing Algorithm with Multiple Fibers per Link and Wavelength Convertible Nodes
[NO] 1288/1986 | Design of a Test System for Satellite Communication RF Front-End Networks
[NO] 1289/1986 | Federated Keyword Spotting on Constrained IoT Devices over Thread and CoAP
[NO] 1290/1986 | MQI-Sort:A Multi-Strategy Adaptive Hybrid Sorting Framework for Robust and Scalable Data Ordering
[NO] 1291/1986 | Beyond Fixed False Discovery Rates: Post-Hoc Conformal Selection With E-Variables
[NO] 1292/1986 | EDTalk++: Full Disentanglement for Controllable Talking Head Synthesis_supp1-3727763.pdf
[NO] 1293/1986 | Three-Dimensional Power Domain Sparse Dimensional Constellation Multiple Access (3D-PD-SDCMA) with an Optimized Signal Space Dimension Selection Strategy
[NO] 1294/1986 | 2026 5th International Conference on Energy and Electrical Power Systems (ICEEPS)
[NO] 1295/1986 | Design and Analysis of an Off-Grid Non-conventional Hybrid Energy System at Patenga, Chattogram
[NO] 1296/1986 | Collective Semantic Intelligence for Vehicular Crowdsensing over Named Data Networking
[NO] 1297/1986 | PoE-DC: Predictive Conflict Detection for CPS/IoT Systems
[NO] 1298/1986 | A Lightweight Strawberry Keypoint Detection Network for Edge Deployment in Harvesting Robots
[NO] 1299/1986 | Design and Investigation of Temperature Control System for MEMS Resonant Accelerometers
[NO] 1300/1986 | Trust-Aware Routing for Distributed Generative AI Inference at the Edge
[NO] 1301/1986 | A Two-Phase Series-Injection Method for Three-Phase Load-Voltage Regulation
[NO] 1302/1986 | Resource-Constrained CAN Intrusion Detection with Distilled Decision Trees
[NO] 1303/1986 | Design and Implementation of a Solar Energy-Powered Smart Street Lighting Control System for Sustainable Urban Development in Bangladesh
[NO] 1304/1986 | Token and Channel-Mixing for Time Series: An MLP-Mixer Approach to Bangladesh Power Demand Forecasting
[NO] 1305/1986 | Comparative Analysis of Secure Microcontroller Provisioning Using a Production Authority Model
[NO] 1306/1986 | Profiling and Scheduling Complex O-RAN Applications Across the 5G Edge and Cloud
[NO] 1307/1986 | Improving K-Means Clustering Initialization via Hybrid Adaptive Entropy-Based Crowding Distance (HAECD)
[NO] 1308/1986 | Cross-Sensor Hyperspectral Image Classification Via Multi-Scale Spectral–Spatial Representation Learning and HyperLoRA-Based Adaptation
[NO] 1309/1986 | A Lightweight Edge-Enabled Airspeed Estimation System for Fixed-Wing UAVs Using Distributed Flexible Pressure Sensors
[NO] 1310/1986 | Design of Dual Convolution Acceleration Architectures Based on Cyclone V FPGA and Area-Speed Trade-Off Analysis
[NO] 1311/1986 | Collaborative Optimization for Dielectric Gradient Parameters Based on Orthogonal Experimental Design
[NO] 1312/1986 | Techno-Economic Evaluation of Energy Arbitrage Using Battery Energy Storage Systems at Strategic Nodes of the National Interconnected Electric System of Peru under the New Ancillary Services Framework Established by Law No. 32249
[NO] 1313/1986 | Cross-Polarisation Analysis and Multi-Objective Optimisation of Phase-Only RIS for Next-Generation Wireless Systems
[NO] 1314/1986 | A Novel Fault Location Method for Distribution Networks Based on Velocity Difference Between Zero-Mode and Aerial-Mode Traveling Waves
[NO] 1315/1986 | Dynamic Modeling for a Multisegment Soft Continuum Robot With External Loads_supp2-3721199.mp4
[NO] 1316/1986 | A Broadband Photo-Response Biomimetic Optoelectronic Synapse with Ultra-Low Operating Voltages
[NO] 1317/1986 | Privacy Mechanism Design based on Empirical Distributions
[NO] 1318/1986 | The Cost of Going Bigger: Performance–Efficiency Trade-offs in Federated Learning for Urban Computing
[NO] 1319/1986 | Near-Infrared Bulk Heterojunction Organic Photodetectors with High Detectivity and Ultra-Low Noise Current for Biometric Monitoring
[NO] 1320/1986 | Extrinsic Auto-Calibration of Radius Sensors in Roll-To-Roll Systems
[NO] 1321/1986 | Fault-Source Identification in Renewable Energy Stations Based on Voltage Fluctuation Propagation Paths
[NO] 1322/1986 | Investigating Location-Regularized Self-Supervised Feature Learning for Seafloor Visual Imagery
[NO] 1323/1986 | Spinal Disease Detection via Deep Multimodal Fusion of X-ray Imagery and Demographic Features
[NO] 1324/1986 | Acceleration Factor Variance of Antenna Systems Under Different Loads
[NO] 1325/1986 | Anonymous Command Authorization for IoT Devices Using Zero-Knowledge Proofs
[NO] 1326/1986 | Are ideal functionalities really ideal?
[NO] 1327/1986 | Multi-View GAN-Based Intrusion Detection with Temporal Reconstruction and Class-Aware Feature Balancing
[NO] 1328/1986 | HSAM: A Hierarchical Stacking Ensemble Model with Explainable AI for Employee Turnover Prediction
[NO] 1329/1986 | A 1 GS/s 40.51 dB SNDR Dual Comparator SAR ADC with Offset Background Calibration in 28-nm CMOS
[NO] 1330/1986 | Efficient Hierarchical Federated Learning with Dynamic Cluster Formation for IoT Wearable Analytics
[NO] 1331/1986 | Design and Experimental Verification of a Mandrel-Type Fiber-Optic Ultrasonic Sensor for Cable Partial Discharge Detection
[NO] 1332/1986 | A YOLO-TrOCR Pipeline with Dictionary Refinement for Handwritten Medicine Name Extraction
[NO] 1333/1986 | Setup Protocols for Sender Anonymity
[NO] 1334/1986 | Title Page iii
[NO] 1335/1986 | Study on Transport Characteristics and Operating Parameter Optimization of Direct Methanol Fuel Cell
[NO] 1336/1986 | Cross-Domain Intelligent Monitoring Based on Class-Aware Adaptive Sparse Transfer Dictionary Learning for Geological Drilling Process
[NO] 1337/1986 | Validation-Oriented Flood Risk Estimation by Integrating Statistical Frequency Analysis and 2D Hydrodynamic Modeling in Bangladesh
[NO] 1338/1986 | Research on the Intelligent Generation Method of Ideological and Political Case Studies for Communication Electronic Circuit Courses
[NO] 1339/1986 | Switched Linear Ensemble Systems and Structural Controllability
[NO] 1340/1986 | Graph-Theoretic Optimization of Actuator Attack Strategies Targeting Power Systems Controllability
[NO] 1341/1986 | Pilot Protection for Multi-Terminal Flexible DC Lines Based on KL Divergence
[NO] 1342/1986 | Multi-Vehicle Behavioural Framework for Proactive Threat Hunting in Heterogeneous In-Vehicle CAN Networks for Consumer Electronics
[NO] 1343/1986 | Revisiting the 1-D Theoretical Limit of Wide Bandgap Semiconductor Power Devices via Variational Calculus
[NO] 1344/1986 | Development of Skill Measurement System in Hemodialysis Puncture
[NO] 1345/1986 | Evolution of Post-Aging Self-Healing Characteristics of Metallized BOPP Films Under a Specific Long-Term Combined Electrical-Thermal-Mechanical Condition
[NO] 1346/1986 | Spectral Entropy-Guided Evidential Learning for Real-Time Reliable Perception in Adverse Weather
[NO] 1347/1986 | A Novel False Data Injection Attack Threat Model Targeting Industrial Fault Detectors and Corresponding Countermeasures
[NO] 1348/1986 | Physics-Informed Orthogonal Decoupling Network for Lithium-Ion Battery Remaining Useful Life Prediction
[NO] 1349/1986 | Coverage Probability Analysis of Air-to-Ground Radar Detection Networks Based on Stochastic Geometry
[NO] 1350/1986 | Real-Time Variability-Aware Adaptive Relay Protection in PV-Integrated Radial Distribution Networks
[NO] 1351/1986 | Enhancing the Security of LoRaWAN-Based Radiation Detection Systems Using Hardware Security Module
[NO] 1352/1986 | CLOUD 2026 Program Committee
[NO] 1353/1986 | Analysis of Open-Circuit Fault Current of Wind Power Converters under Fluctuating Wind Speed
[NO] 1354/1986 | Incremental Fingerprinting in an Open World
[NO] 1355/1986 | Pass the Parcel: A Relay-Based Nonprehensile Approach to Manipulate Cargo With Multirobot Systems_supp2-3720346.pdf
[NO] 1356/1986 | Intelligent Assessment Method for Regional Load and Distributed Energy Capacity Considering Spatiotemporal Coupling
[NO] 1357/1986 | On the Adversarial Robustness of Restricted Hopfield Networks
[NO] 1358/1986 | Denoising Refinement Diffusion Models for Simultaneous Generation of Multi-Scale Mobile Traffic
[NO] 1359/1986 | SwarmIT: Turn Your Collection of Robots into a Robust and Programmable Swarm Testbed
[NO] 1360/1986 | EqMambaFuse:An Equivariance-Constrained Mamba Network for Infrared and Visible Image Fusion
[NO] 1361/1986 | Beyond Ray-Casting: Evaluating Controller, Free-Hand, and Virtual-Touch Modalities for Immersive Text Entry
[NO] 1362/1986 | FedQPA: Quantum-Inspired Hypernetwork Personalization for Communication-Constrained Federated Wearable IoT Networks
[NO] 1363/1986 | Integrated Sensing and Communication in Agentic LAWNs: Challenges, Frameworks, and Opportunities
[NO] 1364/1986 | Cryptographic Choreographies
[NO] 1365/1986 | Graph-Temporal Intrusion Detection for IoT: A Heterogeneous Ensemble Approach
[NO] 1366/1986 | Network Telemetry System for Monitoring Data Flow Paths in VXLAN/EVPN-based Software-Defined Networks
[NO] 1367/1986 | A Compact Wideband Eight-Port MIMO Antenna with Ultra-High Efficiency for 5G, Satellite, and IoT Communications
[NO] 1368/1986 | Cascaded Multi-Scale Aggregation with Hierarchical Task Alignment for Aerial Small Object Detection
[NO] 1369/1986 | A Neurosymbolic Prolog Skill for LLM-Driven Service Placement
[NO] 1370/1986 | Room-Temperature Low-Power MoS
                    <sub>2</sub>
                    Schottky Junction Hydrogen Sensor Based on Pd-Cu Alloy Optimization
[NO] 1371/1986 | Table of Contents
[NO] 1372/1986 | DSM-Guided Large Language Model Reasoning for Depression and PTSD Assessment From Psychiatric Interview Transcripts
[NO] 1373/1986 | Distributed High-Performance Computing for Accelerating Image Classification Workloads
[NO] 1374/1986 | Design and Implementation of an Ultra-Low Input Impedance LNA for Low-Field MRI
[NO] 1375/1986 | Beyond Epsilon: A Principled QIF Framework for Local Differential Privacy
[NO] 1376/1986 | AI-Assistance for LoRaWAN Simulators
[NO] 1377/1986 | Quantifying Local Temperature Sensitivity to Humidity Variations Using an Integrated Statistical Climate Modeling Framework
[NO] 1378/1986 | Providing Semantic Interoperability Services in IIoT Environments
[NO] 1379/1986 | Joint-Torque Trajectory Tracking Control of the Manipulator Based on Operator Theory and SVR Feedforward Residual Compensation
