[2026-06-08 23:12:09] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-06-07
正在获取论文...
[ACM] 2026-6-8 | An Intelligent Assessment of Machine Vision Courses Based on HA-GNN
[NO] 751/1000 | A review of autonomous obstacle avoidance and path planning technology for micro-UAVs in complex environments
[NO] 752/1000 | Spectrum Sensing: a comparative study between Algorithms based on Eigenvalues and Energy for Cognitive Radio
[NO] 753/1000 | Integrating Sustainability Competencies into Engineering Curricula: Jordan as a Case Study
[NO] 754/1000 | Chemist-Interpretable Explainable AI Through Semantic Knowledge Graphs: A Cross-Domain Framework for Molecular and Materials Property Prediction
[NO] 755/1000 | Hybrid Multi-Scale CNN and Vision Transformer Model for Accurate Skin Lesion Classification
[NO] 756/1000 | Medical Insurance Pricing and Affordability: Patterns, Risks, Cost Drivers
[NO] 757/1000 | Long-Term IEEE 802.15.4 Propagation Modeling in Millet Fields Using Machine Learning
[NO] 758/1000 | YOLOv5-MST: Mode Selection Transformer for All-Weather Ship Detection
[NO] 759/1000 | Heart Disease Prediction Using an Ensemble K-Nearest Neighbors Model Integrated with an Interactive Health Chatbot
[NO] 760/1000 | From Prediction to Performance: Evaluating How Machine Learning Accuracy Affects Industrial System Availability
[NO] 761/1000 | AutoCam: Hierarchical Path Planning for an Autonomous Auxiliary Camera in Surgical Robotics_supp2-3699217.mp4
[NO] 762/1000 | EDA-DM: Enhanced Distribution Alignment for Post-Training Quantization of Diffusion Models
[NO] 763/1000 | Comparing LLMs for Phishing Email Detection
[NO] 764/1000 | PhotoChain: A Blockchain-based Framework for Secure and Verifiable Cross-Platform Photo Sharing
[NO] 765/1000 | An IoT-Enabled Real-Time Student Learning Environment for Continuous Monitoring and Personalized Feedback
[NO] 766/1000 | Design of Experiments for Hyperparameter Optimization in VGG16-Based Acne Classification with Explainable AI
[NO] 767/1000 | Metaheuristic Optimization of Authentication Thresholds
[NO] 768/1000 | Smart Manufacturing Optimization System: An AI-Driven Approach for SME
[NO] 769/1000 | Tracking multiple sources under angle-only measurements of multiple passive sonar sensors in cluttered 3D environments
[NO] 770/1000 | Distributed Synchronisation of Heterogeneous Dynamical Networks With Nonlinear Diffusive Couplings
[NO] 771/1000 | Time-Varying Robust Sampled-Data High-Order Control Barrier Functions with Variable Sampling
[NO] 772/1000 | Storybook Futures: A Public Installation for Speculative Narrative Exploration
[NO] 773/1000 | Tracing the Impact: A Longitudinal Study of Accessibility Training
[NO] 774/1000 | Chicago LEAD Program: Learning from Experience in AI Development
[NO] 775/1000 | Replicating and Extending Small, All-Women CS1 Courses: A Six-Year Experience at a Hispanic-Serving R1 Institution
[NO] 776/1000 | Artificial Intelligence for Sustainable Agriculture and Improved Nutritional Outcomes
[NO] 777/1000 | Optimizing Neural Machine Translation: Enhancing Data and Decoding Efficiency
[NO] 778/1000 | Biosensing in the Internet of Medical Things: A System Architecture and Design-Oriented Survey
[NO] 779/1000 | Advanced Detection and Prediction of Defects in Photovoltaic Power Plants Using Artificial Intelligence and Smart Sensors: A Comprehensive Review
[NO] 780/1000 | City Scope A Smart Parking Management System for Real-Time Vehicle Detection and Tracking
[NO] 781/1000 | An Adaptive Encryption-Inference Two-Layer Security Algorithm Framework for Scientific and Technological Achievement Databases
[NO] 782/1000 | SCHEMEFORGE-AI: An Intelligent Framework for Automated Scheme Analysis and Recommendation using Artificial Intelligence
[NO] 783/1000 | PaudhRog: Plant Leaf Disease Detection using Transfer Learning with InceptionResNetV2
[NO] 784/1000 | Effect of nTiC addition on the performance improvement of pyramid solar still - A Renewable Energy Focus on Sustainability
[NO] 785/1000 | SecureCloudOpt: Risk-Constrained Hybrid Metaheuristic Optimization for Security-Aware VM Placement with Co-Residency Mitigation
[NO] 786/1000 | ML in medical research: A bibliometric analysis of methodological evolution and clinical applications
[NO] 787/1000 | Numerical Analysis of Fin-Enhanced PCM Cooling Using Different Heat Sink Materials for Photovoltaic System
[NO] 788/1000 | Optimization-Enabled Information Management Architecture for Smart Digital Enterprises
[NO] 789/1000 | Improving Avocado Detection in Isochromatic Foliage using YOLOv11 and Piecewise Linear Contrast Stretching
[NO] 790/1000 | ThermoLine-Net: A Deep Learning–Based Algorithm for Overheating Detection in Transmission Lines
[NO] 791/1000 | Performance Simulation and Analysis of Bdsbas for Civil Aircraft Navigation
[NO] 792/1000 | PGT-GAN: Privacy-Gradient Tabular Generative Adversarial Network
[NO] 793/1000 | Graph Neural Networks for Causal Inference in Climate Science: A Novel Approach to Model Modeling Complex Interactions
[NO] 794/1000 | Efficient Fine-Tuning Strategies for LLMs in Low-Resource Environments
[NO] 795/1000 | Performance Analysis of Equal Gain Combining and Maximal Ratio Combining over Correlated Weibull fading channels – A Review
[NO] 796/1000 | Spectrum Sensing Integration and Cross-Layer Optimisation in Cognitive Radio Routing Protocol
[NO] 797/1000 | Optimal Financial Portfolio Management Using Deep Transfer Learning with Real-Time Financial Data in Cloud Computing Platform
[NO] 798/1000 | Experimental Evaluation of SMOTE for Rare Cyberattack Detection in IoT Environments
[NO] 799/1000 | Able Vista: A Technology-Driven Platform for Enhancing Learning Outcomes Among Special Learners
[NO] 800/1000 | The Impact of Artificial Intelligence Applications on Visual Effects Workflows in Virtual Reality Animated Visual Presentations
[NO] 801/1000 | Classification of Breast Cancer Types Using Machine Learning
[NO] 802/1000 | Architectural Invariants for Designing Multi-Agent Energy Management Systems in Microgrids
[NO] 803/1000 | A Vehicle-Mounted Measurement Method for Longitudinal Slope of Unclassified Roads Based on Adaptive Wavelet Denoising
[NO] 804/1000 | Fiber Optic Temperature Sensors and Machine Learning-Fused Signal Demodulation Methods
[NO] 805/1000 | Towards Sustainable Textile Manufacturing: Implementing Intelligent Predictive Maintenance in the Indian Context
[NO] 806/1000 | An Ensemble Machine Learning Approach for Imbalanced Brain Stroke Prediction
[NO] 807/1000 | Self-adaptive graph learning approach for Spectral Clustering with soft-label assignment
[NO] 808/1000 | Enhancing Response Mechanisms Against LOLBAS Threats in SCADA Environments: Ablation Study and Practical Implications
[NO] 809/1000 | Manufacturing of double molded 3D freeform antennas based on Fan-Out Wafer Level Packaging (FOWLP) technologies by compression molding and direct Cu metallization
[NO] 810/1000 | Dual-Mode Adaptive Memory-Anchored Target State Estimation Based on Shooting Event Triggering under Dense False Measurements
[NO] 811/1000 | Influence of Geometrical Battery Electrode Defects on the Format-Flexible Laser Singulation Process
[NO] 812/1000 | Ultrasonic experimental study of the water quality: Impact of salinity
[NO] 813/1000 | Nonlinear Backstepping control of grid-connected wind energy system using Vienna rectifier and Half-Bridge inverter
[NO] 814/1000 | A Hierarchical Fusion Method Based on Dempster-Shafer Theory for Interoperability Assessment of Complex System
[NO] 815/1000 | Mining Mathematical Misconceptions Using Deep Learning and Large Language Models
[NO] 816/1000 | 2026 International Conference on Multi-scale Artificial Intelligence (MAI)
[NO] 817/1000 | TamOCR: A Lightweight LLM-Assisted OCR Framework for Digitizing Tamil-Brahmi Inscriptions
[NO] 818/1000 | An Ethical Intent-Aware Electric Fence System
[NO] 819/1000 | Collaborative Robot Automated Transcranial Magnetic Stimulation Coil Characterization
[NO] 820/1000 | PathRWKV: Enhancing Whole Slide Image Inference with Asymmetric Recurrent Modeling
[NO] 821/1000 | FPGA Implementation of Face Detection System Using MTCNN on ZCU104 Board
[NO] 822/1000 | Mitigation of Random Body Movement Artifacts in Radar-Based Vital Sign Monitoring
[NO] 823/1000 | Online Transient Frequency Prediction via Physics-Data Fusion with Swarm Intelligence Optimization
[NO] 824/1000 | Self-Adaptive Flood Extractor (SAFE): A Lightweight Spatiotemporal Gap-Filling Framework for Cloud-Prone Areas Using GEE
[NO] 825/1000 | Optimization of a Hybrid PV–Wind–Battery System for Off-Grid Rural Electrification in the High Atlas of Morocco
[NO] 826/1000 | Additional Reviewers
[NO] 827/1000 | Breathing Rate Estimation from Data Fusion of Multiple Elevated and Tilted FMCW Radars
[NO] 828/1000 | Construction of Deep Learning-Based Dynamic Early Warning Model for Charging Resource Capacity
[NO] 829/1000 | Trans-Intestinal Port for Periodic Drug Refilling: Bridging Ingestible Capsules and Implantable Devices_supp2-3699210.mp4
[NO] 830/1000 | ChamVerDB: A Chameleon Hash-based Secure and Efficient Verifiable Outsourced Database
[NO] 831/1000 | Graph-Based Reinforcement Learning for Minimizing Population Mortality in Epidemic Networks
[NO] 832/1000 | Analyzing the Impact of Service Stages on Demand and Modal Shift for Urban Air Mobility: A Case Study of Seoul Metropolitan Area
[NO] 833/1000 | GPU-Accelerated Simulation of Densely Connected Tensegrity Networks for Statistical Analysis of Morphological Convergence
[NO] 834/1000 | Adaptive High-Speed Radar Signal Processing Architecture for 3-D Localization of Multiple Targets on System on Chip
[NO] 835/1000 | SureDistrib: Verifying Almost-Sure Termination of Composite Asynchronous Byzantine Protocols
[NO] 836/1000 | Production Atmosphere Requirements for the Use of Direct-Contact Prelithiation within Lithium-Ion Battery Production
[NO] 837/1000 | Feature selection method to improve time series forecasting of Moroccan GDP using deep learning
[NO] 838/1000 | A Small-Range High-Resolution Linear Displacement Encoder Based on Electromagnetic Resonance
[NO] 839/1000 | 2026 6th International Conference on Innovative Research in Applied Science, Engineering and Technology (IRASET)
[NO] 840/1000 | The Effects of Visual-Olfactory Interactions With Moving Particles on EEG-Based Emotional Classification in AR Environments
[NO] 841/1000 | IEEE Access
[NO] 842/1000 | Effect of IBR Negative-Sequence Control on Phase-to-Phase Fault Direction Determination
[NO] 843/1000 | A Fault Diagnosis and Differentiated Processing Strategy for Grid Side Overcurrent Faults in Electric Traction Drive System
[NO] 844/1000 | Quantum Software Size: What Do We Measure, How and Why? A Systematic Literature Review
[NO] 845/1000 | Supermartingales for Unique Fixed Points: A Unified Approach to Lower Bound Verification
[NO] 846/1000 | Incremental Computation for Efficient Programmable Inference in Probabilistic Programs
[YES] 847/1000 | Redundant Array Computation Elimination
[YES] 848/1000 | Evolving Abstract Transformers for Gradient-Guided, Adaptable Abstract Interpretation
[YES] 849/1000 | Versioned E-Graphs
[NO] 850/1000 | Belonging in Computing: The Roles of Peer, Mentor, and Departmental Support for Women of Color
[NO] 851/1000 | Decolonizing Computer Science Education: Queer, Indigenous, Ecofeminist, and New Materialist Approaches
[NO] 852/1000 | Beyond the Pilot Trap: XR Business Models and Ecosystem Sustainability in Finland's Creative Industries
[NO] 853/1000 | Across the Universe of Autobiographical Media Memories in Space and Time
[NO] 854/1000 | Making Ethics Matter: Relatable Pedagogical Approaches for Every Computer Science Student
[NO] 855/1000 | Community-Based AI Learning: Redistributing Artificial Intelligence's Epistemic Authority in Education
[NO] 856/1000 | Structural Node Representation on Irregular Roles
[NO] 857/1000 | Influence of Grafting Modification on the Intrinsic Electronic Structure of Polypropylene Cable Insulation Materials: Insights from Single-Molecule Density Functional Theory
[NO] 858/1000 | Compact Hybrid-Mode Diplexer With Nonresonant Nodes Based on MISL Technology
[NO] 859/1000 | SuperDP: Differential Privacy Refutation via Supermartingales
[YES] 860/1000 | SSA without Dominance for Higher-Order Programs
[NO] 861/1000 | Performance Enhancement of Classic and Differential P &amp; O MPPT Used in PV System
[NO] 862/1000 | A Wideband Parasitic Patch Antenna in a Rigid-Flex Thin Substrate for on-Body Communication
[NO] 863/1000 | Advanced Artificial Intelligence-Based Adaptive Approaches for Personalized Education: A Literature Review and Research Perspectives
[NO] 864/1000 | A Comprehensive Review of Wireless Communication Protocols for Battery Management Systems in Electric Vehicles
[YES] 865/1000 | Fault Diagnosis in Analog Circuits Using Quadratic Discriminant Analysis Classifier
[NO] 866/1000 | A Machine Learning-Based Calibration Method for a Wind-Speed Measurement Unit in Power-Grid Meteorological Devices
[NO] 867/1000 | First Experimental Demonstration of Metasurface-Enhanced Detection of Small Scatterers Using an Open-Ended Coaxial Probe
[NO] 868/1000 | Comparison Study of Tianmu-1 Radio Occultation Data with ERA5 and MERRA-2 Reanalysis Datasets
[NO] 869/1000 | Towards a Physics-Informed Deep Learning Approach for 3D Phaseless Microscopy
[NO] 870/1000 | Crossmodal-Bart: a Unified Vision-Language Model for Video Summarization
[NO] 871/1000 | Comparative study of textual feature extraction methods and machine learning models for the classification of industrial accidents
[NO] 872/1000 | Robust Radiometric Normalization for Hyperspectral Time-Series Analysis via Superpixel-Constrained Pseudo-Invariant Feature Regions Extraction
[NO] 873/1000 | From Industry 5.0 to Maintenance 5.0: A Roadmap for the Evolution of Maintenance Practices and the Operator 5.0 Competency Framework
[NO] 874/1000 | Roof top PV system forecasting under urban climate of Fez, Morocco, Based on ML Models
[NO] 875/1000 | Decoding the “Class Attraction” Effect in Satellite Imagery: A Quantitative Explainable AI Approach
[NO] 876/1000 | Study and Analysis of Approaches to Optimizing Coordination Between Processes in Industry 4.0
[NO] 877/1000 | Geo-Contextual Information Extraction and Summarization System using NLP and Large Language Models
[NO] 878/1000 | Latent-Heat Cloaking: Adaptive Thermal Invisibility via Phase-Change Metamaterials
[NO] 879/1000 | Interpretable Diabetes Risk Classification using Optimized Deep Learning and Baseline Machine Learning Models
[NO] 880/1000 | XAI for Automated Prediction Model for Cyber Incident Response and Security Support in Cloud
[NO] 881/1000 | Adopting artificial intelligence applications in legal education- studying the case of faculty of law at University of Petra
