[2025-12-06 09:09:12] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-05
正在获取论文...
[IEEE] 2025-12-5 | Energy Harvesting in Solar-Powered UAV Communication With Rate Splitting Multiple Access
[NO] 740/1000 | Experimental Quantification of Stimulated Raman Scattering Penalties Induced by VHSP in PON Coexistence Scenario
[NO] 741/1000 | Early Termination of Low-Density Parity-Check Codes for Continuous-Variable Quantum Key Distribution
[NO] 742/1000 | Multi-Attribute Clothing Classification Using Modular Deep Learning Models: A ResNet-Centric Architecture
[NO] 743/1000 | A Review of Approaches and Challenges in Recommender Systems: From Classical Algorithms to Deep Learning Hybrids
[NO] 744/1000 | Predictive Modelling of Heart Disease Risk Using Hybrid Ensemble Learning Techniques
[NO] 745/1000 | Hybrid Photonic Integrated Circuit for Tunable, Narrow-Line-Width mmWave to Sub-THz Signal Generation
[NO] 746/1000 | Leveraging Digital Twins for All-Photonics Networks-as-a-Service: Enabling Innovation and Efficiency (Tutorial)
[NO] 747/1000 | Comparison of Channel Equalization Methods for an OTFS-Based Underwater Acoustic Communication System
[NO] 748/1000 | A Compact Design of MIMO Antenna Using Quarter-Wavelength Patch and Defected Ground Structure for IoT Applications
[NO] 749/1000 | Satellite Link Status Prediction: LSTM Approach Using RSSI and Doppler Data
[NO] 750/1000 | Design and Performance of a 5.8 GHz RFID System for Item Level Surgical Instrument Tracking
[NO] 751/1000 | AI for Chipless RFID Tag Detection: Generalization and Deployability on Embedded Digital Signal Processors
[YES] 752/1000 | Methodology for developing software projects at high school stage
[NO] 753/1000 | Dyna-Q Learning Algorithm for Temperature Control in Exothermic Process
[NO] 754/1000 | Spectrally Efficient FDM with Sector Antennas for Rayleigh Fading Channel
[NO] 755/1000 | EDFA-BDFA Cascaded S-Band Amplification from 1452nm to 1526nm with Flat-Gain and Low Noise Figure by Placing 980nm Pumped EDFA First with Very High Population Inversion
[NO] 756/1000 | Advance Fake News Detection
[NO] 757/1000 | Trajectory Tracking Guidance for Mars Atmospheric Entry Phase Based on LESO-MPC
[NO] 758/1000 | Real-Time All-Optical Signal Equalisation with Silicon Photonic Recurrent Neural Networks
[NO] 759/1000 | Weighted Mixture of Probabilistic PCA with Shared-Private Subspaces for Process Monitoring under New Operating Conditions
[NO] 760/1000 | Optical Wireless Access with Phased- / Focal-Plane Array Beamformers and Multi-Core Coupled APD Diversity Receiver
[NO] 761/1000 | A Tri-Port Wearable Tag for Indoor Communication with Power Delivery Through Near-Field and Far-Field Energy Harvesting
[NO] 762/1000 | Imbalanced fault diagnosis based on spatial and temporal features of knowledge association
[NO] 763/1000 | Demonstration of a 270 Gb/s 300 GHz Entropy-Loaded IM/DD $2 \times 2$ MIMO THz Wireless Transmission System
[NO] 764/1000 | How Much To Guide: Revisiting Adaptive Guidance in Classifier-Free Guidance Text-to-Vision Diffusion Models
[NO] 765/1000 | Learning Content-enhanced Tokens for Domain Generalized Semantic Segmentation
[NO] 766/1000 | MS²G-Net: A Multi-Scale and Multi-Structural Guided Network for Information-Preserving Restoration of Ancient Murals
[NO] 767/1000 | Time Step Generating: A Universal Synthesized Deepfake Image Detector
[NO] 768/1000 | Learn Concepts from Multi-Scale Visual Information for Compositional Zero-Shot Learning
[NO] 769/1000 | Not Just Who You Are, but Where and How: Modeling XR Authentication Scenarios
[NO] 770/1000 | Accessible VR for Older Adults: Mounting without Straps
[NO] 771/1000 | A Silent Negotiator? Cross-cultural VR Evaluation of Smart Pole Interaction Units in Dynamic Shared Spaces
[NO] 772/1000 | An Experiment on a High-Speed Image Projection Perceived Only During Smooth Pursuit using Striped Patterns
[NO] 773/1000 | Manipulating Stiffness Perception of Compliant Objects While Pinching in Virtual Reality
[NO] 774/1000 | VRD: A multi-lingual translation and Ai-Assisted Navigation experience for VR Conference Application
[NO] 775/1000 | Synthesizing Evidence-Based AR Design Recommendations and Identifying Gaps in Practice
[NO] 776/1000 | Head Movement Biometrics for Continuous Authentication in Virtual Reality
[NO] 777/1000 | Varying Ecological Validity of the Virtual Environment Influences Soccer Pass Reaction Times
[NO] 778/1000 | Triangle Counting in Hypergraph Streams: A Complete and Practical Approach
[NO] 779/1000 | Deep Learning Framework for Multi-Class Segmentation of Photovoltaic Systems_supp1-3640268.pdf
[NO] 780/1000 | A Clustering Individual Changes-driven Transfer Learning and Interpolation Strategy for Dynamic Multiobjective Optimization
[NO] 781/1000 | QIIS: Quaternion Inter- and Intra-Task Interaction Strategy for Multi-Task Dense Prediction
[NO] 782/1000 | Resiliency Integrated Distributed Secondary Control for Islanded AC Microgrids
[NO] 783/1000 | Spectral Features of PyroCbs from Hyperspectral Infrared Sounders and their Potential Use for PyroCb Remote Sensing
[NO] 784/1000 | A Flyback-Integrated Phase-Shift Full-Bridge Converter for High Efficiency
[NO] 785/1000 | VNF-FG Placement and Admission Control in SDN and NFV-Enabled IoT Networks: A Hierarchical Deep Reinforcement Learning Method
[NO] 786/1000 | DP4C: A SoC Architecture for NN-driven Network Functions with the Intelligent Plane
[NO] 787/1000 | The impact of blockchain implementation on received and provided trade credit
[NO] 788/1000 | Signal-Signal Beating Interference: From Destructive to Constructive for Photonic THz Integrated Sensing and Communication System Using Self-Coherent OFDM
[NO] 789/1000 | 2025 IEEE International Conference on Signals and Systems (ICSigSys)
[NO] 790/1000 | Table of Contents
[NO] 791/1000 | IEEE Journal on Flexible Electronics Publication Information
[NO] 792/1000 | A Unified fNIRS Classification Framework Informed by Local Brain Activation Patterns
[NO] 793/1000 | Deceptive Jamming Algorithm for Moving Targets Against Highly Squint SAR Based on Keystone Transform and Extended Nonlinear Chirp Scaling
[NO] 794/1000 | Practical WiFi Indoor Localization: Unleashing the Potential of GNNs for Accuracy and Robustness
[NO] 795/1000 | Frequency Automata: A novel formal model of hybrid systems in combined time and frequency domains
[NO] 796/1000 | An Evidence-Based Paradigm for Financial GNNs: The Case for Principled Simplicity in Volatility Spillover Modeling
[NO] 797/1000 | LPP-CNN: A Lightweight Privacy-Preserving Object Classification Framework for Military Vehicle Images
[NO] 798/1000 | Safe reinforcement learning based eco-driving control of autonomous HEV in off-road scenarios
[NO] 799/1000 | Universal Set of Observables for Forecasting Physical Systems Through Causal Embedding_supp1-3632965.pdf
[NO] 800/1000 | QIPPO/CA: A Quantized Communication-Efficient MARL Framework for Fully Distributed Channel Access in Next-Generation Wireless Networks
[NO] 801/1000 | NeuSO: Neural Optimizer for Subgraph Queries
[NO] 802/1000 | DRL-Based Joint Optimization of Resource Leasing and Computation Offloading in MEC
[NO] 803/1000 | 14th Workshop on Parallel and AI-based Bioinformatics and Biomedicine (ParBio): Editorial
[NO] 804/1000 | Testability Verification Integration Technology of Diesel Engine Electronic Control System under Complex Stress Conditions
[NO] 805/1000 | Asymmetrical Filtering Impairments Mitigation for Digital-Subcarrier-Multiplexing Transmissions Enabled by Multiplication-Free K-State Reserved Complex MLSE
[NO] 806/1000 | First Field-Trial Demonstration of L4 Autonomous Optical Network for Distributed AI Training Communication: An Llm-Powered Multi-AI-Agent Solution
[NO] 807/1000 | Joint Localization and Computing Resource Optimization for Integrated Sensing and Communication Enabled UAV Networks
[NO] 808/1000 | $\text{CO}_{2}$ Elimination in Hollow-Core Fibre via Post-Processing
[NO] 809/1000 | Algorithm and Architecture for Short-Reach Coherent-Lite Optics
[NO] 810/1000 | Predictive Modeling of Drug Addiction Using Socio-Psychological and Behavioral Data
[NO] 811/1000 | Evaluation of 50G-PON FEC Tolerance to Receiver Impairments
[NO] 812/1000 | First Net $800 \text{Gbps} / \lambda 120 \text{Gbaud}$ DP-16 QAM C-Band Coherent Transmission System Enabled by a BTO IQM with Linear DSP Under the SD-20 FEC Threshold
[NO] 813/1000 | A PINN-Based Safe Model Predictive Control Framework for Nonlinear System with State Constraint
[NO] 814/1000 | Development of a Sensor Driven Autonomous Vehicle for Real-Time Obstacle Avoidance on a Microcontroller Based Platform
[NO] 815/1000 | TrashVLM: Lightweight and Efficiently Fine-Tuned Vision-Language Models for Waste Classification
[NO] 816/1000 | Demonstration of Nanoseconds Reconfigurable All-Optical Switching Network for Distributed Deep Learning
[NO] 817/1000 | Design and Performance Evaluation of a Touchless IR-Based IoT Smart Lock for Hygienic Access Control
[NO] 818/1000 | Reset Observer with Gaussian-Type Adaptation for Entropy-Based Fault Detection
[NO] 819/1000 | Predicting Plant Diseases with Deep Learning
[NO] 820/1000 | Transformer Models for Smishing Detection: Benchmarking BERT and ELECTRA
[NO] 821/1000 | Performance Analysis of Coded MIMO Systems Using Superposition 64-Ary Constellation with Protograph LDPC and Low-Resolution ADCs
[NO] 822/1000 | Ultra-high Linearity Silicon Dual-microring Modulator with High Extinction Ratio and High Bandwidth Based on DC Kerr Effect
[NO] 823/1000 | Augmented-GPT: Leveraging Generative AI Agent for Synthesizing Biomechanical Features for Transformer Model
[NO] 824/1000 | Common-mode Voltage Suppression Strategy for Odd-Phase Motor Based on Pulse Shifting and Dead-Time Compensation
[NO] 825/1000 | AI as a Surrogate for Social and Spatial Connectedness in Isolated and Confined Environments
[NO] 826/1000 | Mask2Former for AV driving - A lightweight framework
[NO] 827/1000 | Extreme PPE Capability and its Application for End-to-End Performance Diagnosis of Millisecond-Level Transients
[NO] 828/1000 | Analysis of Deep Learning and Machine Learning for Brain Tumor Classification
[NO] 829/1000 | Force-Triggered Reward Delivery System for Rodent Behavioral Experiments Using Arduino
[NO] 830/1000 | Filipino Sign Language Recognizer Using Hand Pose Estimation and SqueezeNet
[NO] 831/1000 | Wafer Defect Image Classification Optimization Using CNN with Cyclical Learning Rate
[NO] 832/1000 | Sentiment Analysis In Social Media: A Comprehensive Review
[NO] 833/1000 | Fault Detection and Isolation for Vehicle Lateral Dynamic Systems with Unknown Disturbances
[NO] 834/1000 | UHF RFID Chip Parameter Optimization
[NO] 835/1000 | Exploring Chaotic Image Characteristics for Age Classification Enhancement
[NO] 836/1000 | Wideband Direction Finding of UAVs/Drones using Log-periodic Antenna Array
[NO] 837/1000 | An Improved Random Forest Based Fault Diagnosis Method for Traction Motor under Multiple Working Conditions
[NO] 838/1000 | Adaptive SNR-Based Higher-Order MOCZ for Short-Packet Communications
[NO] 839/1000 | Multi-Contour Intellectual Cyber Protection System Methodology
[NO] 840/1000 | Cardiovascular Disease Detection using Embedded Software for Signal Processing: Technical Review
[NO] 841/1000 | Reconfigurable Silicon Photonic Integrated Circuit-Based Mode Repeater for Multi-Dimensional Free-Space Optical Communications
[NO] 842/1000 | Comparative Analysis of BFS, Dijkstra, and A* Pathfinding Algorithms in 2D Maze: A Time-Based Approach
[NO] 843/1000 | Research on the Application of Digital Twin Technology in Intelligent Maintenance of Steel Equipment
[NO] 844/1000 | A comparative study of anomaly detection approaches in time-series environmental sensor data
[NO] 845/1000 | Design and Analysis of Planar Surface and Perfect Quantum Error Correction Codes
[NO] 846/1000 | Interpretable Classification of Laminar and Turbulent Flow Using Gated Deep Learning Models with SHAP-Based Explainability
[NO] 847/1000 | Magnetic Resonance Image Segmentation for Myocardial Scar Detection using Multi-stage DeepLabV3+ Framework with Comparative Backbone Analysis
[NO] 848/1000 | Coupling in Optical Fibers: A Review
[NO] 849/1000 | High Power Fiber Amplifiers for Free-Space Communications
[NO] 850/1000 | Evolution of Optical Networking in Support of 6G
[NO] 851/1000 | Proceedings of the 2025 International Conference on AI-enabled Education
[NO] 852/1000 | Polarization Distribution: The Phased Regional Distribution Pattern of Artificial Intelligence Innovation Resources in Universities
[NO] 853/1000 | Frequency-Enhanced Multi-Modal Consistency Learning for Audio-Visual Deepfake Detection
[NO] 854/1000 | Test-time Filtering Boosts Training-free Zero-shot Composed Image Retrieval
[NO] 855/1000 | A Visual Speech Language Model for Visual Text-to-Speech Task
[NO] 856/1000 | Enhancing Low-Light Object Detection with Zero-Shot Dual-Branch Illumination-Invariant Network
[NO] 857/1000 | You Can Generate It Again: Data-to-Text Generation with Verification and Correction Prompting
[NO] 858/1000 | UniStream: Unifying In-Network Video Processing and Caching for Cost-Optimal Edge-Cloud Video Streaming
[NO] 859/1000 | MM-HRIViT: Early Behavior Prediction for HRI using mmWave Radar and a Vision Transformer
[NO] 860/1000 | Rethinking Gesture Recognition: Toward Fatigue-Aware sEMG Gesture Recognition for VR Interaction
[NO] 861/1000 | Impact of passive haptics on task performance: of the effect of technological evolution
[NO] 862/1000 | Guiding Attention in VR: Comparing the Effect of Peripheral and Central Cues on Presence and Workload
[NO] 863/1000 | Beyond Similarity: Personalized Federated Recommendation with Composite Aggregation
[NO] 864/1000 | Vibration Analysis of Multilayer Ceramic Capacitor under Pulsed Electric Field and Research in Mechanism of Frequency-sensitive Transient Breakdown
[NO] 865/1000 | Low-Loss Flexible Filter Based on Compact Double Interdigital Coupling SIR With TPV Technology for Bendable Wireless Communications
[NO] 866/1000 | Optimization of Robotaxi Dispatch With Pick-Up/Drop-Off-Point and Boarding-Time Recommendation_supp1-3620487.pdf
[NO] 867/1000 | MOSAIC: Mobility-Oriented Scheduling and Intelligent Resource Allocation for IoT
[NO] 868/1000 | STAGE: STyle-controllable Action GEneration for personalized autonomous driving
[NO] 869/1000 | Strategies for Improving the Accuracy of UWB Signal Classification
[NO] 870/1000 | Differentiable Contact Dynamics for Stable Object Placement Under Geometric Uncertainties
[NO] 871/1000 | Deep Reinforcement Learning Based Autonomous Drift System for Abrupt Obstacle Avoidance
[NO] 872/1000 | Meta-Reinforcement Based Multi-Path Selection in Satellite-Ground Integrated Networks
[NO] 873/1000 | Impedance Modeling and Analysis of Solid/Liquid Hybrid Electrolyte Lithium-ion Batteries
[NO] 874/1000 | Learning How Learning Works
[NO] 875/1000 | APU: Accelerate Point Cloud Neural Networks via Unified Processing-in-SRAM Architecture
[NO] 876/1000 | Bedfellows? Managerial optimism and optimistic alignment in collaborative innovation_supp1-3640209.pdf
[NO] 877/1000 | Characterization of Leakage Current in Buried Heterostructure Semiconductor InGaAsP Lasers Using a Diode-Resistor Electrical Model
