[2026-03-20 09:28:40] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-03-19
正在获取论文...
[arXiv] 2026-03-19 | Matryoshka Gaussian Splatting
[NO] 1164/1873 | Temperature-Flow Performance of Natural Ester Transformer Oils through Molecular Dynamics Investigation of Viscosity, Pour Point, and Unsaturation Effects
[NO] 1165/1873 | Tradeoffs Between Resilience, Safety, and String Stability in Vehicle Platoons With Feasibility-Aware Control Barrier Functions
[NO] 1166/1873 | Underdetermined Blind Source Separation via Weighted Simplex Shrinkage Regularization and Quantum Deep Image Prior
[NO] 1167/1873 | IEEE Membership
[NO] 1168/1873 | Cybersecurity Issues and Challenges in Internet of Energy (IoE)—Part 2
[NO] 1169/1873 | IEEE Xplore Digital Library
[NO] 1170/1873 | A Seizure Warning System based on Multidimensional Attention Entropy and Improved Binary Mantis Search Algorithm
[NO] 1171/1873 | Scalable HMM-Based Map Matching with Adaptive Path-Length Caching and Grid-Based Evaluation: A National-Scale Study on Taxi Probe Data in Thailand
[NO] 1172/1873 | CL-ERDA: Certificateless Recoverable Data Auditing with Corruption Localization in Edge Computing
[NO] 1173/1873 | Hierarchical Multimodal Motion Control of Magnetic Pivot-Walking Millirobotic-Grippers for Autonomous Target Acquisition in Complex Terrains_supp5-3675526.mp4
[NO] 1174/1873 | Hybrid Near/Far-Field Frequency-Dependent Beamforming via Phase-Time Arrays With Single RF Chain
[NO] 1175/1873 | A Fault Diagnosis Method for Transformer Bushings Based on Feature Optimization Using Random Forest and SVM
[NO] 1176/1873 | A Spatiotemporal Load Forecasting Method for Electric Vehicles Based on SSA-BIGRU Attention
[NO] 1177/1873 | EEG Correlates of Surprise and Reward Prediction Errors in a Probabilistic Learning Task
[NO] 1178/1873 | Design Simulation of Boost Circuit Based on LTspice
[NO] 1179/1873 | Regional Carbon Emission Prediction Based on Transformer-LSTM
[NO] 1180/1873 | Blockchain-Driven Video Game with Secure Asset Management
[NO] 1181/1873 | Advanced Pneumonia Detection in Chest X-Rays via Capsule Networks Integrated with Transformer Architectures and Dynamic Routing Attention Mechanisms
[NO] 1182/1873 | Efficient Wireless Video Transmission via Adaptive Spatio-Temporal Token Merging
[NO] 1183/1873 | English to Sanskrit Translation Using Sequence-to-Sequence with Attention
[NO] 1184/1873 | Impact of Decentralized Finance (DeFi) on Traditional Banking Models: A Blockchain Perspective
[NO] 1185/1873 | Cross-Modal Consistency-Guided Active Learning for Affective BCI Systems
[NO] 1186/1873 | A Real-time Data Collection Approach for 6G AI-native Networks
[NO] 1187/1873 | CLAIRE: Compressed Latent Autoencoder for Industrial Representation and Evaluation—A Deep Learning Framework for Smart Manufacturing
[NO] 1188/1873 | Nondestructive Batch Testing of Mini-LEDs Using Flexible Electrode Arrays
[NO] 1189/1873 | Modeling and Measuring of Light Shift in Optically Pumped Atomic Magnetometers
[NO] 1190/1873 | Unified Physical Layer Network for Multiple Tasks based on Large Language Model
[NO] 1191/1873 | Enhancing Microgrid Efficiency: A Study on Meta-Heuristic Algorithm Performance in Operational Cost and Load Management
[NO] 1192/1873 | Copyright Pgae
[NO] 1193/1873 | Low-Computational-Load Model Predictive Current Control for Permanent Magnet Synchronous Motors
[NO] 1194/1873 | Classifying Physiological Stress Responses: Distinguishing Threat Versus Challenge Using Earbuds
[NO] 1195/1873 | Fluid Antenna Port Prediction based on Large Language Models
[NO] 1196/1873 | Energy-Efficient Precoding for Dense VCSEL-Based OWC Systems Under a Cooperative Broadcast Model
[NO] 1197/1873 | Performance Analysis of RIS-Assisted Covert Rate-Splitting Multiple Access
[NO] 1198/1873 | Optimal Scheduling Method for Distributed Gravity Energy Storage Based on NSGA-II and TOPSIS
[NO] 1199/1873 | D-LoRa: a Distributed Parameter Adaptation Scheme for LoRa Network
[NO] 1200/1873 | Confidence-Gated Phase-Amplitude Coupling: A Robust and Real-Time Algorithm for Closed-Loop Neurostimulation
[NO] 1201/1873 | Research on Optimization Scheduling Method for Port Electric Logistics Container Trucks
[NO] 1202/1873 | LLM-assisted Deep Reinforcement Learning for Satellite Range Scheduling
[NO] 1203/1873 | CAP Made Easy: A Web-Based Counselling Assistant for MHT-CET Engineering Admissions
[NO] 1204/1873 | A Comparative Machine Learning Framework for Binary Bioactivity Classification of Drug-Like Compounds
[NO] 1205/1873 | Inception-LSTM: A Two Stage Approach for Indoor Position Estimation Using Channel Impulse Response Measurements
[NO] 1206/1873 | Data-Driven Dynamic Adjustment Mechanism for Optimizing Bidding Strategies of Thermal Power Units in Spot Markets
[NO] 1207/1873 | REDQ-Agent Optimized Downlink Communication in 3D RIS-Assisted Wireless Systems
[NO] 1208/1873 | A Method for Topology Identification in Power Distribution Network Based on Node Power Correlation
[NO] 1209/1873 | An Event Stream Assisted Link Adaptation Framework for Internet-of-Vehicles
[NO] 1210/1873 | MGCRL: Multi-Scale Graph Contrastive Representation Learning For Network Intrusion Detection
[NO] 1211/1873 | An Outage Analysis of Hovering UAV and STAR-RIS Aided NOMA ISAC System for SAGIN
[NO] 1212/1873 | Performance Analysis for Multi-User Holographic MIMO Downlink with Matched Filter Precoding
[NO] 1213/1873 | RespiSense: Real-Time Respiration Monitoring Using a Low-Complexity WiFi SDR Platform
[NO] 1214/1873 | NOC4SC: A Novel Paradigm of Multi-User Semantic Communication Enabled by Non-Orthogonal Codewords
[NO] 1215/1873 | MCST-Mamba: Multivariate Mamba-Based Model for Traffic Prediction
[NO] 1216/1873 | Polar-Domain Multi-User Key Generation in Near-Field Communications
[NO] 1217/1873 | A Temporally Decomposed Deep Q-Network Approach with Large Neighborhood Search for Large-Scale Satellite-Ground Link Scheduling
[NO] 1218/1873 | Energy Efficient Probabilistic Semantic Communication over Visible Light Networks
[NO] 1219/1873 | Masked Modulation for Long-Range Half-duplex ISAC
[NO] 1220/1873 | Detecting IoT Attacks Using Adversarial Machine Learning
[NO] 1221/1873 | AoI-Error-Aware Data Synchronization for Vehicular Digital Twin
[NO] 1222/1873 | Swarm-Optimized Turbulence Effects in RGB Image Transmission Over DP/FSO System
[NO] 1223/1873 | Event Interval Modulation: A Novel Scheme for Event-based Optical Camera Communication
[NO] 1224/1873 | ProxySelect: Frequency Selectivity-Aware Scheduling for Joint OFDMA and MU-MIMO in 802.11ax WiFi
[NO] 1225/1873 | A Two-Machine Equivalent System Frequency Full-Response Model and its Closed-Form Solution
[NO] 1226/1873 | Satellite Maneuver-Aware TCP Congestion Control
[NO] 1227/1873 | From Scroll to Stake: How Influencers Turn their Digital Audiences into Co-Creators of the Economy
[NO] 1228/1873 | Intelligent Multi-Model Computation for Cultural Tourism Integration: A Data-Centric Framework Quantifying Regional Economic Disparities with Parallel Spatial Analytics in Jiangsu
[NO] 1229/1873 | Heart Disease Prediction with Severity Using Machine Learning and Flask
[NO] 1230/1873 | Enhancing Roadside 3D Detection with Height-Depth Fusion in Camera-Only Collaborative Perception
[NO] 1231/1873 | Performance Testing of the Flattened Heat Pipe and Numerical Simulation of the Phase Transition Process
[NO] 1232/1873 | Extending Cislunar Communication Network Reach Using Reconfigurable Intelligent Surfaces
[NO] 1233/1873 | Physiological state Monitoring: a Riemannian Geometry based-model
[NO] 1234/1873 | Performance Analysis of Circular Polarization Modulation-Based NOMA-SA System with Imperfect CSI for Satellite Network
[NO] 1235/1873 | How to Recognize and Target Your Audience's Point of View
[NO] 1236/1873 | LLM-Pot: A High-Interaction Honeypot System Driven by Large Language Model
[NO] 1237/1873 | Improving Query-Response Performance of Ambient IoT with CDM
[NO] 1238/1873 | Numerical Modeling of Electromagnetic Wave Transmission Through a 2-D Magnetized Plasma Sheath
[NO] 1239/1873 | Intent-Based Networking for 5G, B5G, and 6G: An Overview of Autonomous and Intelligent Network Management
[NO] 1240/1873 | Efficiency Optimization Method for the Multi-Receiver Simultaneous Wireless Power and Data Transfer System
[NO] 1241/1873 | Green O-RAN Operation: a Modern ML-Driven Network Energy Consumption Optimisation
[NO] 1242/1873 | A M-Hz High Distance Diameter Ratio IPT Systems Based on Muti-Segment Series Compensation
[NO] 1243/1873 | CASH: Context-Aware Smart Handover for Reliable UAV Connectivity on Aerial Corridors
[NO] 1244/1873 | Event-triggered Self-structuring Neural Network-based Formation Control of Underactuated Unmanned Surface Vessels
[NO] 1245/1873 | Location-independent Hand Gesture Recognition with Multi-dimensional Feature Fusion using Frequency-Modulated Continuous Wave Radar
[NO] 1246/1873 | Influence of Plunge Depth on the Measurement of Temperature Sensor's Time Constant
[NO] 1247/1873 | MIMO Backscatter Communications Based on Cyclic Delay Diversity
[NO] 1248/1873 | Next Generation 1024x1024 Individually Addressable Mid-Infrared LED Arrays Based on Cascaded W-Superlattice Emitters_supp1-3675506.docx
[NO] 1249/1873 | CRLB Analysis for Matrix Pencil DoA Estimation in Hybrid Receivers Under Snapshot Constraints
[NO] 1250/1873 | On Gaussian Codes and Mismatched Decoding for Fading MIMO Multiple-Access Channels
[NO] 1251/1873 | STGAN-Q-Mix: Coordinated Spatiotemporal Learning for Polyglot Sign Language Interpretation
[NO] 1252/1873 | SpectrumFM: Redefining Spectrum Cognition via Foundation Modeling
[NO] 1253/1873 | AI-driven Analysis and Classification of Edaphic Characteristics for Soil Typology and Crop Recommendation
[NO] 1254/1873 | Measurement, Modeling and Analysis of the Impact of Machine-Generated Noise on OFDM Signal Reception in Advanced Manufacturing
[NO] 1255/1873 | VRF: Variance-Redistribution-Driven Fuzzy Rule Interpolation for TSK Models
[NO] 1256/1873 | SANNet: A Semantic-Aware Agentic AI Networking Framework for Multi-Agent Cross-Layer Coordination
[NO] 1257/1873 | IEEE Industrial Electronics Society Information
[NO] 1258/1873 | GNN-ATIVE: An AI-native, Graph-based Orchestrator for Next-Generation Wireless Networks
[NO] 1259/1873 | Enhancing Aerial Coverage by Collocating Uptilted Antennas on Existing Terrestrial Base Stations
[NO] 1260/1873 | Toward Generalization and Interpretable Deep Learning – based Intrusion Detection System for Heterogeneous Network Environments
[NO] 1261/1873 | Enhancing Trajectory Estimation with Convolutional IMU Transformer
[NO] 1262/1873 | PerlAD: Towards Enhanced Closed-loop End-to-end Autonomous Driving with Pseudo-simulation-based Reinforcement Learning
[NO] 1263/1873 | Design and Evaluation of a User Mental Model Driven Interface for Thermostatic Milk Warmers
[NO] 1264/1873 | Comparative Study of CNN, LSTM, and Hybrid Models for Lithium-ion Battery State of Charge Estimation in Electric Vehicles
[NO] 1265/1873 | A QoS-Guaranteed SDN Routing Strategy for Integrated Power Data Network
[NO] 1266/1873 | Systematic Construction of Deep Polar Codes: Structured Selection of Inner Frozen Rows
[NO] 1267/1873 | Customer Segmentation and Clustering Techniques: An Analysis for Product Recommendation
[NO] 1268/1873 | Probabilistic Electrical Load Forecasting via Prior-Guided Meta Diffusion Models
[NO] 1269/1873 | Carbon-Trading-Oriented TSO and DSO Scheduling Considering Electricity-Heat-Hydrogen Multi-Carrier Energy Storage
[NO] 1270/1873 | Scalable Video Caching in LEO Cooperative Satellite Networks: An Online Learning Approach
[NO] 1271/1873 | Research on the Application of Deep Reinforcement Learning in the Forging Industry
[NO] 1272/1873 | Research on the Method of Calculating Insulation Parameters of Oil-Immersed Transformers in Low-Temperature Environments
[NO] 1273/1873 | Spoofing-Resilient Network Traffic Classification in Programmable Data Plane
[NO] 1274/1873 | The Influence of Social Media on Online Consumer Behavior: The Role of Trust as a Mediator
[NO] 1275/1873 | Implementation of a Visualization Platform for Integrated Electronic Digitalization Technology of Micro-Nano Satellites Based on Cesium
[NO] 1276/1873 | Regional Resource Management for Service Provisioning in LEO Satellite Networks: A Topology Feature-Based DRL Approach
[NO] 1277/1873 | PPNA: Enabling Privacy-Preserving and Efficient Social Network Alignment
[NO] 1278/1873 | ViT-MAE-COA: Vision Transformer-Masked Autoencoder with Cheetah Optimization for Otitis Media Classification
[NO] 1279/1873 | A Novel Framework for Joint Wireless Uplink and Computation Resource Allocation in Edge Computing Video Analytics
[NO] 1280/1873 | A Diffusion Framework for Accurate Fine-Grained Radio Map Reconstruction
[NO] 1281/1873 | Toward Packet-Loss Resilient Cell-Free mMIMO: Multi-Criterion Based AP Association and Robust Coordinated Time Synchronization
[NO] 1282/1873 | Robust Lane Tracking in Non-Standard Road Conditions using Confidence-Adaptive EKF
[NO] 1283/1873 | A Beam Tracking Algorithm for Terahertz Band On-Body Communication Using Inertial Measurement Units
[NO] 1284/1873 | Tensor-Based Near-Field Velocity Estimation for Wideband Terahertz Systems with Sparse Arrays
[NO] 1285/1873 | TF-PPO: A Temporal Feature Aware PPO Algorithm to Resolve the FoV Prediction-Buffer Dilemma for 360-degree Video
[NO] 1286/1873 | Beamforming Design for Hierarchical Sensing in Wideband Integrated Sensing and Communications
[NO] 1287/1873 | Feature Extraction of UAV and Bird via ISAC Base Station: From Algorithm to Hardware Verification
[NO] 1288/1873 | Exploring Missed Spectrum Access Opportunities for WiFi 6 and 5G NR-U Coexistence in the 6 GHz Bands
[NO] 1289/1873 | ENG Signal Classification via Parallel Spiking Neurons for Implantable Devices
[NO] 1290/1873 | Joint Scheduling, Cascaded Beamforming and Trajectory Design in Dual UAV-IRS Enhanced Communications
[NO] 1291/1873 | IRS-Aided Cell-Free Massive MIMO Systems with Underlay Spectrum Sharing
[NO] 1292/1873 | Learning-Enhanced Adaptive Kalman Filter with NLoS Ranging Compensation for Robust Forest Emergency Localization
[NO] 1293/1873 | Geometric Constellation Design for ISAC Using the Gamma Distribution
[NO] 1294/1873 | RSMA-Assited and Transceiver-Coordinated ICI Management for MIMO-OFDM System
[NO] 1295/1873 | Multimodal Ai Framework for Early Detection and Precision Management of Rheumatoid Arthritis
[NO] 1296/1873 | An Intelligent System for Real-Time Monitoring of Autistic Children
[NO] 1297/1873 | Explainable Predictive Modeling for EEG-Based Epilepsy Detection Using Sparse Autoencoder and Random Forest
[NO] 1298/1873 | Research on Fault Characteristics and Protection Schemes of AC/DC Hybrid Distribution Power Grids Based on MMC
[NO] 1299/1873 | Towards Stable Teleoperation of Cybernetic Avatars: Design and Evaluation of a Hybrid Traffic Management Platform
[NO] 1300/1873 | Research on Big Data-driven Digital Economy Analysis Model and System Architecture for Regional Economic Optimization
[NO] 1301/1873 | Neural Architecture Search with Intelligent Lock-up Strategy for Sub-millisecond Futures Trading
