[2026-02-04 09:31:02] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-02-03
正在获取论文...
[arXiv] 2026-02-03 | Mići Princ -- A Little Boy Teaching Speech Technologies the Chakavian Dialect
[YES] 1576/1918 | CITRAP: A Configurable Infrastructure Template for Rapid Prototyping on FPGAs
[NO] 1577/1918 | Stablecoins and Power: Balancing Banks, Tech Giants, and Government Oversight
[NO] 1578/1918 | 2025 Congreso Internacional de Innovación y Tendencias en Ingeniería (CONIITI)
[NO] 1579/1918 | Measurement and Multi-objective Optimization of Displacement-Force Characteristics of a Proportional Solenoid for Cotton Picker Power-Shift Transmission
[NO] 1580/1918 | Grid-Forming and BESS: Review of Advances and Challenges
[NO] 1581/1918 | GPTViet: An Open-Source Vietnamese Foundation Model from Pretraining to Domain Specialization
[NO] 1582/1918 | Digital Twin-Enhanced Communication Architectures for Malaysia's Smart Manufacturing Sector
[NO] 1583/1918 | Virtual Inertia vs Physical Inertia for Improving the Stability of a Heavily Renewable Driven Power System
[NO] 1584/1918 | Hybrid Grey Wolf-Fuzzy Logic Controlled ZETA Converter for Efficient PV-Battery Energy Management
[NO] 1585/1918 | A Physics-Guided Fusion CNN Framework for Bearing Fault Diagnosis under Cross-opereating Conditions
[NO] 1586/1918 | Kisê-Manitow’s Hand in Space: Securing Communication and Connections in Space
[NO] 1587/1918 | Predicting Urbanization Trend in Vietnam Based on Machine Learning Models with Geographic Information Features
[NO] 1588/1918 | Study on HMDS-Assisted Plasma Surface Modification of Epoxy Resin and its Flashover Characteristics
[NO] 1589/1918 | Research and Verification of On-Orbit Autonomous Management Strategy for Payloads
[NO] 1590/1918 | A Lightweight Plug-and-Play Model for Sensor Integration in Resource-Constrained IoT Devices
[NO] 1591/1918 | A Low Noise High Gain Amplifier MMIC for Wideband Satellite Application
[NO] 1592/1918 | Non-Contact Thermal Estimation of Oxide Scale Thickness in Steel via Infrared Imaging and Machine Learning
[NO] 1593/1918 | Data Acquisition System for Amperometric Estimation of Substance Concentration in Electrochemical Signals
[NO] 1594/1918 | Enhanced Performance of Five-Phase PMSG-based Grid Connected Wind Turbines Conversion System
[NO] 1595/1918 | MYSENTIMENTH: Affective Norms for Malay Sentiment Word Derived from Mental Health Context
[NO] 1596/1918 | Limitations and Comparative Evaluation of Statistical and Deep Learning Approaches for Short-Term Household Energy Forecasting
[NO] 1597/1918 | Actuator Fault Detection and Identication for Boost Converters in Photovoltaic System
[NO] 1598/1918 | Leveraging In-Context Adversarial Augmentation for Improved Natural Language Inference Performance
[NO] 1599/1918 | A Ka-Band CMOS Switchless Low-Noise High-Responsivity Receiver for Sensing Applications
[NO] 1600/1918 | CareVision: Real-Time Fall Detection for Elderly Care
[NO] 1601/1918 | A watermark-based defense mechanism approach against LiDAR point insertion attacks in autonomous vehicles
[NO] 1602/1918 | Influence of Leakage Impedance on Physical and Economic Parameters of a 2500 kVA Oil-Immersed Transformer
[NO] 1603/1918 | ICARCE 2025 Table of Content
[NO] 1604/1918 | DUDU-BLDC: Dataset for Diagnostics of Brushless DC motors with Degrading Magnets
[NO] 1605/1918 | A Cross-Source Domain Contrastive Learning-Guided Invariant Adversarial Network for Mechanical Fault Diagnosis Under Unseen Conditions
[NO] 1606/1918 | Performance of Beamformed Microphone Arrays
[NO] 1607/1918 | Encrypted Proximity Recognition (EPR) Framework using Connectionless BLE with Application to Classroom Attendance
[NO] 1608/1918 | An Experimental Study of Walrus Optimization-Based Deep Learning Models for Software Effort Estimation
[NO] 1609/1918 | Enhancing Gemini for Mental Health Assessments
[NO] 1610/1918 | Edge AI-Based Fall Detection for an Elderly Care Robot
[NO] 1611/1918 | A Projectile Band Bayonet-Chamber Action Localization Method Based on the ResAttU-Net++
[NO] 1612/1918 | Adaptive AI-Based Protection Framework for Relay Coordination and Device Recommendation to Enhance Selectivity in Industrial Smart Grids
[NO] 1613/1918 | Measurement and Law Analysis of Soil Dielectric Properties in Frozen Soil Environment
[NO] 1614/1918 | EEG-Based Parkinson's Disease Classification using XGBoost and Explainable AI
[NO] 1615/1918 | Author Index
[NO] 1616/1918 | RAG Chatbots for Educational Virtual Field Trips
[NO] 1617/1918 | Application of High-Throughput and Low-Latency for Hybrid Edge-Cloud Computing: Advancing Smart City Real-Time Data Processing
[NO] 1618/1918 | Inferring Low-Voltage Distribution Topology from Trench Footprints: A Deep Learning Framework
[NO] 1619/1918 | Device Effect on Current Balancing in Parallel Connected IGBTs
[NO] 1620/1918 | Analyzing the Basics of Share Market Mutual Funds with AI-Driven Portfolio Optimization
[NO] 1621/1918 | Liquid Metal Based Soft-Connected Packaging of Press-Pack SiC Power Module for Pressureless Interconnection and Double-Sided Cooling
[NO] 1622/1918 | Age-Related Visual Attention and Interaction Performance Across Interface Layouts in EV Charging Applications: An Eye-Tracking Study
[NO] 1623/1918 | A Robot-Led Intervention for Emotion Regulation: from Expression to Reappraisal_supp1-3657604.pdf
[NO] 1624/1918 | LLM Enabled Resource Allocation for Knowledge Base Federated-Split Learning in Semantic Communications
[NO] 1625/1918 | Sensitivity Enhancement and Offset Reduction in the Silicon Cross-Like Hall Device via P-type Implant and Optimized Layout Orientation
[NO] 1626/1918 | Lateralized Learning for Multi-Class Visual Classification Tasks
[NO] 1627/1918 | IEEE Transactions on Dielectrics and Electrical Insulation Publication Information
[NO] 1628/1918 | M2DG-TPV: A Matrix-based Tri-Perspective View 3D Perception Model with 2D Gaussian Recovered Voxels
[NO] 1629/1918 | Analysis of the Energy Efficiency and Dynamic Behavior of a Gorlov-Type Turbine Under Different Wind Speed Profiles and Scales Using CFD
[NO] 1630/1918 | A Novel Image-Based Watermarking Method for Detecting False Data Injection in Line Current Differential Relays
[NO] 1631/1918 | PCB Coil-end Type Radial Flux PM Motor for Integrated Machine Drives
[NO] 1632/1918 | The Importance of Access to Information and Communication Technologies for Latin American Women Entrepreneurs: A Systematic Review
[NO] 1633/1918 | Negative-Sequence Based Directional Overcurrent Adaptive Protection Scheme for Distributed Generation
[NO] 1634/1918 | Optimization of an Energy Tuning Assembly for High Explosives Detection
[NO] 1635/1918 | Feasibility Analysis of Using POF Sensors for Finger Movement in a Soft Hand Exoskeleton
[NO] 1636/1918 | Design of a Planar Dual-Band Bandstop Filter with Matryoshka Resonators and Defected Ground Structure
[NO] 1637/1918 | Unlocking the Operational Flexibility of UPS Systems: A Two-Stage Bidding Strategy for Data Centers in Joint Energy and Reserve Markets
[YES] 1638/1918 | Design and Optimization Strategies for Streamlined Power Grid Automation Systems
[NO] 1639/1918 | Comparison of Three Different Antennas Applied to Ka-Band Satellite Communications
[NO] 1640/1918 | Benchmarking India’s Agricultural Performance: A Data Visualization Tool for High-Demand Crop Analysis
[NO] 1641/1918 | Lightweight Real-Time Drone Detection and Trajectory Forecasting Using YOLOv8 and LSTM Networks
[NO] 1642/1918 | Optical System for Identifying the State of Medium Voltage Disconnect Switches
[NO] 1643/1918 | Towards Unified Metaheuristic-Deep Learning Architectures for Cross-Domain Healthcare Diagnostics
[NO] 1644/1918 | Edge Computing with CNN-RNN Hybrids for Autonomous Vehicle Object Detection and Tracking
[NO] 1645/1918 | Cost Allocation Mechanism for Shared Battery Storage Systems: A Game-Theoretic Approach
[NO] 1646/1918 | OTC Platforms in Indian Power Markets – Driving Digitalization and Data Analytics for Economy, Efficiency, and Transparency
[NO] 1647/1918 | On-Chip vs. Off-Chip FPGA Acceleration for Embedded Neural Networks
[NO] 1648/1918 | Anomaly Detection of Telemetry Data Based on Time-Frequency Contrastive Learning
[NO] 1649/1918 | Modified Direct Power Control of Photovoltaic to Grid tied Voltage Source Converter with Active Filtering Capability
[NO] 1650/1918 | Prescribed Performance Output Containment of Heterogeneous Multi-Agent Systems With Non-periodic Intermittent Communication
[NO] 1651/1918 | Design and Simulation Analysis of a Synchronous Clamping Device for Banana Pseudo-Stems in Cableway Transportation
[NO] 1652/1918 | An Integrated Approach for Fault Diagnosis and Localization in DC Microgrid
[NO] 1653/1918 | Fuzzy-Based Dynamic Weight Optimization for Handover in SDN-VANET
[NO] 1654/1918 | Interval Principal Component Analysis for Fault Detection under Measurement Uncertainty
[NO] 1655/1918 | The Impact of Extended Model of Heuristic Bias on Cryptocurrency Investment Decision
[NO] 1656/1918 | Delving into History: Retrieve Less but Augment More on Commit Message Generation
[NO] 1657/1918 | Multistage 5.75-GHz High-Efficiency and High-Gain Amplifier as DC-RF Power Converter for SSPS
[NO] 1658/1918 | Copyright Page
[NO] 1659/1918 | Analysis of Emotional Evolution for Public Opinion in Sudden Events Based on Big Data
[NO] 1660/1918 | MedPredict: A Prototype System for Integrated Machine Learning-Based Disease Prediction
[NO] 1661/1918 | Modeling and Analysis of Ferroresonance in Renewable Energy Sources
[NO] 1662/1918 | Modeling and Simulation of 28 GHz mmWave MIMO Heterogeneous Networks in the Tripoli Urban Area
[NO] 1663/1918 | Tumor Detection Using Reduced Order Modeling in Digital Image Elasto Tomography
[NO] 1664/1918 | Development and Application of a Graphical Automatic Programming System for Multi-Groove Shaft CNC Machining
[NO] 1665/1918 | Prompted Vs. Organic Customer Insight: Comparing the Value of Focus Groups and Online Reviews in Product and Service Innovation
[NO] 1666/1918 | From contrast-driven segmentation to central lumbar spinal stenosis grading: a comprehensive multi-view spinal MRI image analysis
[NO] 1667/1918 | A 94.8-nW Battery-Free Intelligent Silicon Platform for Distributed Multimodal Sensing With Adaptive and Event-Driven Computing
[NO] 1668/1918 | Multi-sensor bearing fault diagnosis based on the improved DIVERSIFY under multiple unknown working conditions
[NO] 1669/1918 | Revolutionizing C++ Programming Education: A Gamified Interactive Educational Game
[NO] 1670/1918 | Road Design Optimization to Reduce Pedestrian Delays Validated Through Microsimulation
[NO] 1671/1918 | Research on the deep feature representation method for digital management of museums
[NO] 1672/1918 | IEEE Transactions on Quantum Engineering Publication Information
[NO] 1673/1918 | Reconstructing Subsurface Ocean Temperature from Sea Surface Multivariate Remote Sensing Data using CSSP-ConvLSTM
[NO] 1674/1918 | Experimental and numerical study on the AC loss of HTS REBCO winding for fully superconducting electrical machine
[NO] 1675/1918 | From Keywords to Context: An AI Agent for Natural Language Document Lookup in the Enterprise
[NO] 1676/1918 | Transformer-Based Segmentation of Pituitary-related Structures in T1CE MRI Using Swin-Unet
[NO] 1677/1918 | Advanced Deep Residual Network Architectures for Accurate Liver and Tumor Segmentation in Medical Imaging
[NO] 1678/1918 | CCECE 2025 Contributor Page
[NO] 1679/1918 | Deep Ensemble Learning for Robust Detection of Lung Cancer Using Multi-modal Imaging Data
[NO] 1680/1918 | A Machine Learning-based Comparative Analysis of Feature Ranking Algorithms for Prioritizing In-Silico Pathogenicity Prediction Methods for Somatic Driver Mutation Classification in Breast Cancer
[NO] 1681/1918 | LL-ViT: Edge Deployable Vision Transformers with Look Up Table Neurons
[NO] 1682/1918 | ICARCE 2025 Cover Page
[NO] 1683/1918 | Convolutional Block Attention Module for Enhanced Batik Image Synthesis
[NO] 1684/1918 | Designing for Anonymity in Social Networking Platform for Student Mental Health and Well-Being
[NO] 1685/1918 | Robust Control Framework for a Grid-Connected PV/FC Hybrid System
[NO] 1686/1918 | CNN-Powered AoA Prediction via PyTorch for Uniform Linear Arrays
[NO] 1687/1918 | A Novel Energy Management Strategy to Facilitate the Integration of Renewable Energy Hubs into Local Energy Markets
[NO] 1688/1918 | An IoT-Enabled Real-Time Soil Irrigation System for Smart Agriculture
[NO] 1689/1918 | Technical Program Committee
[NO] 1690/1918 | Channel Correlation Analysis of Distributed Access Links for Reliable Industrial Wireless Connectivity
[NO] 1691/1918 | A Highly Sensitive Substrate Integrated Waveguide Rotation Sensor With Embedded Reference Band for Calibration
[NO] 1692/1918 | Directionally Regularized Two-Stage Calibration for Cross-Shaped MGT Sensor Arrays with Physics-Inspired Error Modeling
[NO] 1693/1918 | Study of a Five-Blade Vertical Axis Turbine for Energy Generation Using Autodesk CFD
[NO] 1694/1918 | Evaluation of the Influence of Vehicular U-Turns on the Number of Vehicle Conflicts at a T-Type Intersection without Signal Lights, with and without a U-Shaped Lane, with Signal Lights, with and without a U-Shaped Lane Using Vissim 9.0 and SSAM
[NO] 1695/1918 | Preliminary Assessment and Seismic Vulnerability Study of a 16th-Century Adobe Heritage Building
[NO] 1696/1918 | Emerging Trends in AI-Driven Autonomous Unmanned Aerial Vehicle System for Wildfire Surveillance: A Comprehensive Survey
[NO] 1697/1918 | Searching to Modulate for Cold-Start Recommendation
[NO] 1698/1918 | Photonic Lens Based on a Quasi-Periodic Metamaterial with Sixfold Repetition for Advanced Optical Manipulation
[NO] 1699/1918 | LLM-Empowered Cooperative Content Caching in Vehicular Fog Caching-Assisted Platoon Networks
[NO] 1700/1918 | Shock-Proofing the Grid: Readiness of Indian Electricity Markets for Futures-Based Hedging Instruments
[NO] 1701/1918 | Numerical Analysis of SPR SPCE Sensor with Graphene Applied in the Detection of Markers in Power Transformer Oil
[NO] 1702/1918 | Sorghum Leaf Disease Detection Using Vision Transformer
[NO] 1703/1918 | Dynamic Line Rating Computation and Limit Exchange Methodologies
[NO] 1704/1918 | Proceedings
[NO] 1705/1918 | Impact of High Temperature on Wind Turbine Performance in India and Need for Climate-Resilient Design
[NO] 1706/1918 | IEEE Security and Privacy
[NO] 1707/1918 | A Low-Power Successive Approximation Algorithm for ECG Signals
[NO] 1708/1918 | Adaptive Differentiator Estimator
[NO] 1709/1918 | Design of Orthogonal Phase of Arrival Positioning Scheme Based on 5G PRS and Optimization of TOA Performance
[NO] 1710/1918 | SkeletonHR: Robust Heart Rate Detection under movement conditions using a commodity mmWave radar sensor
[NO] 1711/1918 | Compact 12-Element Circular MIMO Antenna Array with Passive Geometric Isolation for Triple-Band 5G
[NO] 1712/1918 | A 40 GHz Low-Power Variable-Gain Low Noise Amplifier in $28-\text{nm}$ CMOS Process
[NO] 1713/1918 | Real Time Digital Simulator (RTDS) Hardware in the Loop (HIL) Testing of Battery Energy Storage System (BESS) Controller
[YES] 1714/1918 | Self Replication Mode for Network Intrusion Detection of Imperative Node Evaluator
[NO] 1715/1918 | Fusion-Based Movie Recommender System Combining Genre Similarity, LightFM, and Neural Networks
[NO] 1716/1918 | CNN and K-NN Methods for Image-Response Recognition in Surface Plasmon Resonance Sensors
[NO] 1717/1918 | Smith Chart-Based Graphical Design of a Two-Section Transmission Line Matching Circuits
[NO] 1718/1918 | Towards Smarter Healthcare: A Multimodal Sensor Fusion Approach for Heart Disease Prediction with Artificial Intelligence
