[2026-07-15 22:58:11] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-07-14
正在获取论文...
[arXiv] 2026-07-14 | Unknotting number, ribbon concordance, and singular instantons
[NO] 1473/1810 | A Framework for Enablement of Augmented Reality in Railway Maintenance
[NO] 1474/1810 | Causal-Inspired Multi-Agent Decision-Making via Graph Reinforcement Learning
[NO] 1475/1810 | Adaptive Predefined-Time Stabilization: An Integrated Approach
[NO] 1476/1810 | Performance Analysis of FD C-NOMA With Intelligent TS and Battery Management in Non-Linear Energy Harvesting Networks
[NO] 1477/1810 | RACER: Real-time Adaptive Congestion-aware Emergency Routing in Urban Vehicular Networks
[NO] 1478/1810 | Wideband Distortion-Aware Sparse Channel Representation and Estimation for THz Massive MIMO-OTFS Systems
[NO] 1479/1810 | On the Optimization of Spherically Conformal Fly’s-Eye Lens Antenna Arrays using Goldberg Topologies and Field Matching Techniques
[NO] 1480/1810 | Interactive Rigging of Art-directed and Stylized Plants
[NO] 1481/1810 | Stage Presence: Design and Testing of a Virtual Rehearsal Room Toolset
[NO] 1482/1810 | Practical Methods for Kinky-Coily Hair in Animation Production
[NO] 1483/1810 | A Comprehensive Taxonomy of Temporal Dimensions in Natural Language Queries
[NO] 1484/1810 | Additional Reviewers
[NO] 1485/1810 | Joint Resource Allocation and Active/Passive Beamforming Optimizations Over Integrated Sensing and Symbiotic Radio Networks Using RIS-MIMO
[NO] 1486/1810 | Energy Efficiency Optimization of STAR-RIS Assisted MIMO-NOMA Networks
[NO] 1487/1810 | An Augmented GNSS-DAS Architecture for Continuous and Robust Positioning
[NO] 1488/1810 | Concept of an Intelligent Monitoring System Based on Artificial Intelligence for Identifying Schoolchildren's Aptitudes for Sports
[NO] 1489/1810 | Enhancing In-Network Distributed Traffic Analysis Models with Implicit Topology Embedding
[NO] 1490/1810 | Probabilistic end-to-end quality of service in networks of quantum repeaters
[NO] 1491/1810 | Analytical Review of Linear Reluctance Motors
[NO] 1492/1810 | Non-Reciprocal Reconfigurable Intelligent Surface Assisted Covert Communications
[NO] 1493/1810 | Development of a Hybrid Analytical Model to Assess the Impact of Central Bank Digital Currencies
[NO] 1494/1810 | A Physical Layer Security Method Based on Multi-AAV Collaborative Beamforming
[NO] 1495/1810 | On the Impact of In-Waveguide Attenuation on Pinching-Antenna Systems
[NO] 1496/1810 | Stability-Aware Task Offloading for UAV-Assisted Vehicular Edge Computing via Lyapunov-Guided Attention-Based Deep Reinforcement Learning
[NO] 1497/1810 | Adaptive Byzantine-Robust Aggregation for Privacy-Preserving Federated Learning in IoT Environments: An Empirical Evaluation
[NO] 1498/1810 | Weighted Sum-Rate Maximization for RIS-UAV-assisted Space-Air-Ground Integrated Network with RSMA
[NO] 1499/1810 | Mixed Mode Current Control of Rare Earth Free Biaxial Excitation Synchronous Machines
[NO] 1500/1810 | Condition Monitoring in Resolvers via Bowley’s Skewness Analysis
[NO] 1501/1810 | Topology-Independent Learning Error of the Weighted Mean under Label Poisoning Attacks in Heterogeneous Decentralized Learning_supp1-3712234.pdf
[NO] 1502/1810 | Laser-Induced Gettering Enables Substrate-Free 4H-SiC Radiation Detectors_supp1-3709637.docx
[NO] 1503/1810 | Accurate PMU Frequency and ROCOF Tracking via IpQPFT: A Novel Interpolated QPFT Framework
[NO] 1504/1810 | ICEEE 2026 Cover Page
[NO] 1505/1810 | CheerleadAR: Pretraining Support for Cheerleading Stunts using Augmented Reality
[NO] 1506/1810 | Tessera: Participation as Cultural Reconstruction Through Confidence-Aware Temporal Rendering
[NO] 1507/1810 | BlendAnything: A Blender Plugin for Cross-Topology Motion Blending
[NO] 1508/1810 | Load Frequency Control of Single-Area Power Systems by Hybrid Optimization
[NO] 1509/1810 | Spatially-Adaptive Conformal Graph Transformer for Indoor Localization in Wi-Fi Driven Networks
[NO] 1510/1810 | A Sequential Integer Divider with Three-Bit Quotient Generation Per Iteration
[NO] 1511/1810 | Closed-loop Uplink Radio Resource Management in CF-O-RAN Empowered 5G Aerial Corridor
[NO] 1512/1810 | Hybrid Transformer-based Learning For Enhancing Malware Detection in Cloud-Based Services
[NO] 1513/1810 | Deep Vision-Based Genomic Sequence Classification via CNN-ViT Hybrid Models
[NO] 1514/1810 | Development of a 1D/3D Simulation Workflow for Electric Drive Unit Thermal Behaviour
[NO] 1515/1810 | Intelligent Road Sign Monitoring and Classification System on Embedded Edge Devices with TPU Acceleration
[NO] 1516/1810 | Effects of Integration of Accounting Crime Investigation Courses in Forensic Science Undergraduate Curricula, for National Development in Developing Countries
[NO] 1517/1810 | Estimating Streaming Services Computational Reliability in Extreme Edge Computing
[NO] 1518/1810 | LLM-Assisted PDDL Modeling for Reliable Network Configuration Synthesis
[NO] 1519/1810 | Design and Integrated Electromagnetic and Circuit Simulation of a Resonant Wireless Power Transfer System for Unmanned Aerial Vehicles
[NO] 1520/1810 | Personalizing Mathematics Education for K-12 Students in Nigeria
[NO] 1521/1810 | Criteria-Based Evaluation of Pedestrian Navigation Systems
[NO] 1522/1810 | Real-Time Inference for Distributed Multimodal Systems under Communication Delay Uncertainty
[NO] 1523/1810 | Predefined-Time Estimation and Fixed-Time Control for Permanent Magnet Flux Linkage Variation Compensation in Permanent Magnet Synchronous Motor
[NO] 1524/1810 | Protocol Data Unit Set-based QoS-aware Downlink Scheduling for Extended Reality Applications in 6G
[NO] 1525/1810 | Cross-Domain Incremental Modulation Recognition with Virtual-Class Contrastive Learning
[YES] 1526/1810 | AI-Based Software Verification and Validation System for Software Vendors
[NO] 1527/1810 | Large Language Model Assisted Beam Training for Pinching Antenna System (PASS)
[NO] 1528/1810 | Initial Study of VR Haptic Simulation for Hammer Toe Correction
[NO] 1529/1810 | An Empirical Comparison of Manual and Automatic Geometry Optimization for Mobile Rendering
[NO] 1530/1810 | Zr/Nb-Doped Cobalt Iron Boron Alloys for High Power Applications in Extreme Environments
[NO] 1531/1810 | The Asymptotic Vector Witsenhausen Counterexample: When Optimal Transport Meets the Hypersphere
[NO] 1532/1810 | Beyond Clustering: A Hybrid Framework for Target Generation in Sparse IPv6 Networks
[NO] 1533/1810 | HMS-RWKV: A Hybrid Multi-Scale Model with Spatial-Temporal Adaptive Fusion for Efficient WiFi Sensing
[NO] 1534/1810 | Energy-Efficient Design for Robust UAV Wireless Networks Using Dual-Timescale Statistical Uncertainty Learning
[NO] 1535/1810 | Improvement on Tunnel Magnetoresistance and Magnetic Properties of CoFeB/MgO/CoFeB on Textured Seed Layer
[NO] 1536/1810 | An Automatic Optimal Structure Generation Technique for Synchronous Reluctance Motors
[NO] 1537/1810 | Cross-Regional Load Balance in Large-Scale UAV-Assisted Vehicular Fog Computing
[NO] 1538/1810 | Performance Analysis of Data-Aided Sensing in Cellular ISAC Systems
[NO] 1539/1810 | On-Device AI/ML Codebook Self-Learning for Enhanced Beamforming of Network-Controlled Repeaters
[NO] 1540/1810 | Comparative Study of Dual-Flux-Reversal Permanent Magnet Machines With and Without Tooth-Tips
[NO] 1541/1810 | Learnable Constellation Mapping and Attention-based Channel Adaptation for Digital Semantic Communication System
[NO] 1542/1810 | Analytical Rotor Magnetic Field Modeling of Surface-Mounted PM Motors Considering Magnet Shaping and Manufacturing Tolerances
[NO] 1543/1810 | Collaborative Hierarchical Decision-making Framework for Multi-AUV Search and Hunt
[NO] 1544/1810 | Ordered Outage and Capacity Metrics for LEO Satellite Mega-Constellations
[NO] 1545/1810 | ARTA: Adaptive Redundancy-aware Telemetry node Activation in 6G Edge
[NO] 1546/1810 | Game-Theoretic Security Orchestration for Cross-RIC Policy Conflicts in O-RAN
[NO] 1547/1810 | InKubeator: Pre-warming In-Memory KV Caches from Disk for Elastic LLM Serving
[NO] 1548/1810 | A POF–PDMS Matrix Wearable for Multi-Angle Joint Tracking in eHealth Systems
[NO] 1549/1810 | SME-ERP-X: An Integrated AI/ML-Tamper-Evident Audit Ledger-Digital Twin ERP Architecture with Financial Feasibility Analysis for SMEs
[NO] 1550/1810 | Learning-Based Geometric Leader–Follower Control for Cooperative Rigid-Payload Transport with Aerial Manipulators
[NO] 1551/1810 | Coding-Enforced Resilient and Secure Aggregation for Hierarchical Federated Learning
[NO] 1552/1810 | Equitable Multi-Task Learning for AI-RANs
[NO] 1553/1810 | Design and Analysis of Radial Flux Permanent Magnet Generators with Dual-Wound Stator for Aviation Applications
[NO] 1554/1810 | Dual-Offset Chirp-Based Random Access Preamble Design and Detection for AFDM-Enabled LEO Satellite Communication Systems
[NO] 1555/1810 | Analysis and Performance Comparison Between Asymmetric Half-Bridge and Three-Phase Four-Leg Converters for Switched Reluctance Drives
[NO] 1556/1810 | Blind Channel Estimation Based Positioning Enhancement for ACO-OFDM Integrated Visible Light Communication and Positioning
[NO] 1557/1810 | Contrastive Deep Reinforcement Learning for Resource Management in Coexisting Satellite and Terrestrial Networks
[NO] 1558/1810 | Conservative Cost-Aware SAC-Lagrangian for Safe UAV Autonomous Navigation
[NO] 1559/1810 | From Magnetic Incremental Permeability to Magnetic Rotational Permeability in Non-Destructive Testing and Evaluation
[NO] 1560/1810 | ForeQast: Structuring Forward Looking Delay Guarantees in QUIC
[NO] 1561/1810 | Physics-Informed Neural Networks for Wireless CSI Feedback
[NO] 1562/1810 | Burst Aware Forecasting of User Traffic Demand in LEO Satellite Networks
[NO] 1563/1810 | Hybrid Wireless Network Architectures for Resilient Communication in Seismic Zones
[NO] 1564/1810 | A Ferrite Magnet Assisted Synchronous Reluctance Motor Design for Secondary Axle Traction Motor Application
[NO] 1565/1810 | Data-Driven Power Consumption Models for Wi-Fi Access Points
[NO] 1566/1810 | Low Noise Nanoscale Vortex Sensor Sensitive to Out-of-Plane Fields
[NO] 1567/1810 | Near-Field IRS Deployment for Channel Decorrelation in Sparse MIMO
[NO] 1568/1810 | Recent Developments on the Beamline for Advanced Dichroism Experiments (BLADE)
[NO] 1569/1810 | A Wide-Regulation-Range Hybrid Switched-Capacitor Converter for 48V Automotive Power Systems
[NO] 1570/1810 | An Interpretable Safety Dial for Risk-Aware Shortest-Path Routing on Urban Road Networks
[NO] 1571/1810 | Hardy-Regularized Deep Neural Networks for Stable Function Approximation
[NO] 1572/1810 | Performance Analysis of RIS-Aided MISO URLLC Systems with Channel Aging and EMI
[NO] 1573/1810 | Probabilistic Attainable Moment Sets for Uncertainty-Aware Design Optimization
[NO] 1574/1810 | Outlier-Resistant Fusion for Multi-static Positioning using 5G NR Signals
[NO] 1575/1810 | Design and Experiment of a Pneumatic Impact Precision Shooting and Sowing Device for Soybeans in Hilly and Mountainous Areas
[NO] 1576/1810 | Contextual Bandits and Reconfigurable Intelligent Surfaces for Predictive LTM Handover Decisions
[NO] 1577/1810 | Distributed Uplink Anti-Jamming in LEO Mega-Constellations via Game-Theoretic Beamforming
[NO] 1578/1810 | Quantum Optimal Control Algorithms for Enhanced Coherence in Nanoelectronics Communications
[NO] 1579/1810 | Towards Emotional Intelligence in Conversational AI: How Well Can LLMs Recognise Emotion in Conversations?
[NO] 1580/1810 | When LLM Judges Inflate Scores: Exploring Overrating in Relevance Assessment
[NO] 1581/1810 | Answer First, Evidence Second? Uncovering Hidden Risks in Well-Structured AI Search Summaries
[NO] 1582/1810 | From Continuous Pretraining to Domain-Adaptive Reranking via Task Vector Adaptation
[NO] 1583/1810 | Lost in
                    <i>Decoding?</i>
                    Reproducing and Stress-Testing the Look-Ahead Prior in Generative Retrieval
[NO] 1584/1810 | On the Robustness of LLM Re-Rankings
[NO] 1585/1810 | What Gets Cited: Competitive GEO in AI Answer Engines
[NO] 1586/1810 | PrepRet: Automated Data Preparation Pipeline Selection for Neural Retrieval
[NO] 1587/1810 | Retraction Notice: Comparative Analysis of Deepfake Video Detection Using Inception Net and Efficient Net
[NO] 1588/1810 | MilletsGAI: An LLM for the Indian Millet Ecosystem
[NO] 1589/1810 | A CMOS E/W-Band Power Amplifier with 53% Bandwidth Using an Over-Neutralized Active Core for Dielectric Waveguide Interconnects
[NO] 1590/1810 | Secure IoT-Cloud Architecture Using Hybrid Cryptography and Machine Learning for Threat Prediction and Data Protection
[NO] 1591/1810 | LyMARL: Lyapunov-Guided MARL for Energy-Constrained User Association
[NO] 1592/1810 | Retraction Notice: Solution for Agri Disaster Using Climate Changes Adaptation by Ml
[NO] 1593/1810 | Retraction Notice: Skin Disease Detection using Deep Learning
[NO] 1594/1810 | Buffer-Guided Online Intrusion Detection under Dynamic Wireless Traffic
[NO] 1595/1810 | Protected-Area LED Lighting Characterization Using an Insect-Photopic Spectral Index
[NO] 1596/1810 | Front Cover Page
[NO] 1597/1810 | Global-optimal State Feedback Control Enforcing Safety and Cooperation of Traffic Lights using Tropical Algebra
[NO] 1598/1810 | Retraction Notice: Autonomous Heterogeneous Network for Mixed Strategy Analysis in Defence Attack Game Model Based on 5G in Machine Learning Environment
[NO] 1599/1810 | A Comparative Analysis of XGBoost and LSTM for Traffic Congestion Prediction
[NO] 1600/1810 | Impact of UAV 3D Posture and Wobbles on the Non-Stationary Air-to-Ground Channels
[NO] 1601/1810 | A Framework for Evaluation and Comparison of 6G Use Cases and Network Solutions
[NO] 1602/1810 | Retraction Notice: Artificial Intelligence-Enabled Protein-Protein Interaction Prediction: Insights into Cellular Signalling Networks
[NO] 1603/1810 | Leveraging Quantum Computing for Scalable Fraud Detection in Digital-to-Cash Conversions
[NO] 1604/1810 | Social Engineering Attacks: Detection and User Awareness
[NO] 1605/1810 | Early Detection of Sepsis Using ML and DL
[NO] 1606/1810 | GR-Gaussian: Graph-Based Radiative Gaussian Splatting for Sparse-View Tomographic Reconstruction
[NO] 1607/1810 | EmoSense: Emotion Recognition for Mobile Computing via Multimodal Headband
[NO] 1608/1810 | LLM-Enhanced MARL for Multi-hop UAV Networking: An Edge-Cloud Protocol Aware Framework
[NO] 1609/1810 | CLAIP-Emo: Parameter-Efficient Adaptation of Language-Supervised Models for In-the-Wild Audiovisual Emotion Recognition
[NO] 1610/1810 | Towards Better Robustness: Pose-Free 3D Gaussian Splatting for Long and Unconstrained Video Sequences
[NO] 1611/1810 | Frequency-Pulse Width Anti-Jamming Game for Distributed Radar Systems Against UAV Swarm
[NO] 1612/1810 | End-to-End Learning with EM-Aware Differentiable-Ready Discrete-Phase RIS for MIMO-OFDM via Ray Tracing
[NO] 1613/1810 | CRB-Rate Bound and Bound-Achieving Inputs for ISAC Systems With Amplitude Constraints
[NO] 1614/1810 | A Fully Differential Ultra-Compact Broadband Rat-Race Coupler Using Folded Inverted Coupled-Lines in 180-nm CMOS
[NO] 1615/1810 | Pronounce Pro- Automatic Pronunciation Mistake Detection System
[NO] 1616/1810 | BST Based Continuously Tunable Delay Line for Full-Duplex Applications
[NO] 1617/1810 | Simulation-Based Study for Detection of Leukemia Cells Using Piezoelectric Microstructures
[YES] 1618/1810 | Securing Web-Driven Data in IoT Ecosystems: Defense Against SQL Injection Attacks
[NO] 1619/1810 | Advanced Cyber Attack Analysis with DNS: A Machine Learning Approach for Threat Detection and Classification
