[2026-07-14 22:56:35] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-07-13
正在获取论文...
[arXiv] 2026-07-13 | Fundamental Limitations of Fixed-Budget Best-Arm Identification
[NO] 1304/1925 | A Federated Trust Modeling Framework for Anomaly Detection in Zero Trust Edge Networks
[NO] 1305/1925 | Dynamic Modeling, Trajectory Planning, and PID Control of a 2-DOF SCARA Robot: A Comprehensive Analytical and Numerical Approach
[NO] 1306/1925 | Machine Learning-Based Classification of Sport-Specific Morphofunctional Profiles in Young Male Athletes
[NO] 1307/1925 | Control of Fully Actuated Aerial Vehicles: A Comparison of Model-Based and Sensor-Based Dynamic Inversion
[NO] 1308/1925 | Implementation of a Tokenized Access Control Mechanism with ZKP Verification for Telemedicine Systems
[NO] 1309/1925 | Simulation-to-Flight Validation of Right of Way Requirements for Crewed-Uncrewed Encounters
[NO] 1310/1925 | Ultra-Wideband RF Energy Harvesting DGS-Fractal Antenna for Powering Indoor Wireless Sensor Nodes
[NO] 1311/1925 | Interference-Robust Non-Coherent Over-the-Air Computation for Decentralized Optimization
[NO] 1312/1925 | Estimating Channels for Reconfigurable Intelligent Surface in Near-Field High Frequency Systems
[NO] 1313/1925 | Dynamic Cooperative Cell-Free ISAC: A Secure Design
[NO] 1314/1925 | Inverter-Based Resource Oscillation Source Locating via Passivity
[NO] 1315/1925 | Multi-Base Station Cooperative Sensing for UAV Parameter Estimation in ISAC Systems
[NO] 1316/1925 | Optimal input distribution of M-PAM over IM-DD optical channel with non-linear capacitive LED
[NO] 1317/1925 | Proactive SFC Provisioning with Forecast-Driven DRL in Data Centers
[NO] 1318/1925 | Over-the-Air Federated Compressive Learning with Privacy-Amplified Learnable One-Bit Updates
[NO] 1319/1925 | Software-Defined Optics for UAV Laser Communications
[NO] 1320/1925 | Multi-Node Authentication in IoT Networks Using PUF-Assisted CDMA Modeling
[NO] 1321/1925 | BYOD-Gait: Spoofing Proof Gait Authentication with User-Owned Device
[NO] 1322/1925 | Tunable Filter Based on Hybrid Microstrip and 35% Electroacoustic Coupling SH
                    <sub>0</sub>
                    -Wave Resonators
[NO] 1323/1925 | Anti-Jamming Scheme for SISO Systems Assisted by a Dual-Layer TRIS
[NO] 1324/1925 | Dual-branch Selective Multiscale Fusion Network for Hyperspectral and LiDAR Classification
[NO] 1325/1925 | Accelerating Convolutional Neural Networks Through Request Back-Propagation: A Novel Approach to CIM Pipelining
[NO] 1326/1925 | Inference-Optimal ISAC via Task-Oriented Feature Transmission and Power Allocation
[NO] 1327/1925 | A Novel Detector under Generalized Hardware Impairments
[NO] 1328/1925 | Age of Information for Discrete-Time Dual-Queue Systems: An Absorbing Markov Chain Perspective
[NO] 1329/1925 | Synchronized Membrane Potential-driven Plasticity for Spiking Neural Networks
[NO] 1330/1925 | Agile Wheel-Bipedal Loco-Manipulation with Active Force Rejection_supp1-3712640.mp4
[NO] 1331/1925 | BHL-MOR: Background Assisted Heatmap Learning for Moving Object Recognition
[NO] 1332/1925 | Dual-Band Nested Shared-Aperture SIWC Antenna Supporting Flexible CP Sense Design
[NO] 1333/1925 | DOA Estimation of Coherent Sources: Noncircular Forward-Backward Partial Toeplitz Reconstruction
[NO] 1334/1925 | User-Centric Flexibility Aggregation Framework for the Manually Activated Reserve Initiative
[NO] 1335/1925 | Perceptual Audio-Visual Quality Assessment for Compressed Professionally-Generated Content: A New Dataset and An Effective Method
[NO] 1336/1925 | User-Centric QoE-Driven VR Streaming via Uplink-Downlink Bitrate Allocation
[NO] 1337/1925 | Measurement-Uncertainty-Aware Control for ISAC-Enabled UAV Tracking
[NO] 1338/1925 | HMareN: Hierarchical Malicious Attack Representation Embedding Network for Web Attack Detection
[NO] 1339/1925 | DRL-Enhanced Intelligent Frame Aggregation and Rate Selection for Next Generation Wi-Fi Networks
[NO] 1340/1925 | Review of Regional Models for Engaging Older Adults in Mass Sports: Practices Using Digital Technologies
[NO] 1341/1925 | Thermal Runaway Safety and Mitigation in Lithiumion Battery Packs Using Immersion Cooling for Electric Vehicles and Next Generation Aircraft
[NO] 1342/1925 | Lane Centering Under Camera Failures: Classical Control vs. Reinforcement Learning for ADAS
[NO] 1343/1925 | An Electromagnetic Hybrid Analysis Method for Spoke-type Permanent Magnet Vernier Motors
[NO] 1344/1925 | Evidence-Based Landing Site Selection and Vison-Based Landing for UAVs in Unstructured Environments
[NO] 1345/1925 | Achievable Rate Optimization for Large Flexible Intelligent Metasurface Assisted Downlink MISO under Statistical CSI
[NO] 1346/1925 | Improving Driver Drowsiness Detection via Personalized EAR/MAR Thresholds and CNN-Based Classification
[NO] 1347/1925 | Autonomous Aerial Non-Destructive Testing: Ultrasound Inspection with a Commercial Quadrotor in an Unstructured Environment
[NO] 1348/1925 | 2025 IEEE Connecting the Unconnected Europe, Middle East, and Africa Regional Summit (CTUS-EMEA)
[NO] 1349/1925 | Design of Switched Reluctance Motor for Unmanned Aerial Vehicle Applications
[NO] 1350/1925 | Small Object Detection in UAV Imagery via Multimodal RGB-Thermal Fusion
[NO] 1351/1925 | Modelling and Experimental Studies of Cryogenic Thermal Management of Power Conversion Devices for Hydrogen-Fueled Electric Aircraft
[NO] 1352/1925 | Multi-objective optimal scheduling of electro-hydrogen-thermal coupling system considering the flexibility of cluster electric vehicles
[NO] 1353/1925 | LLM Based Policy Generation for IoMT Device Access Control: A Context-Aware Approach
[NO] 1354/1925 | BER Approximation for Optical LoRa Over Gamma–Gamma Turbulence with Pointing Errors
[NO] 1355/1925 | A Reconfigurable Three-Port Battery-Load Interface with Voltage Balancing and Power Processing Capability
[NO] 1356/1925 | Digital Twin Based Amalgamation of GPR and BER-Jaya Optimization for Intelligent MPPT Control Under Dynamic Solar Environments
[NO] 1357/1925 | ManlyMM-VAE: Deep Clustering With Manly Transformation Mixture Latent Embeddings for High-Dimensional Skewed Data
[NO] 1358/1925 | Polarimetric Signatures from the Base of Icebergs in BIOMASS P-band SAR Images
[NO] 1359/1925 | On the Mechanical Reliability of Piezoresistive Sensor Arrays in Footwear-Integrated Weight Monitoring Systems
[NO] 1360/1925 | Off-Axis Compliant RCM Joint with Near-Isotropic Stiffness and Minimal Parasitic Error
[NO] 1361/1925 | Cooperative and Conflict-Aware Alerting using Graph-Based Reinforcement Learning in Rural Intersections for CAVs
[NO] 1362/1925 | Residual Compensation-Based Multi-Frequency Data Fusion for Polarized Light/INS Integrated Navigation
[NO] 1363/1925 | A Bayesian Decision Framework for Software Release Based on Human-Factor SRGM, Priority Queue Debugging, and Nonlinear Residual-Fault Reliability
[NO] 1364/1925 | Intention-Aware Model Predictive Control for Orbital Pursuit-Evasion Games
[NO] 1365/1925 | Performance and Security in Userspace NVM File Systems through State Separation
[NO] 1366/1925 | Optimized Polyphase FIR Filtering: A Pragmatic Approach for Next-Generation Wireless Systems
[NO] 1367/1925 | Detection of Parkinson’s Disease using Quantum Transformers
[NO] 1368/1925 | Comprehensive TCAD Investigation on Nanosheet through the High-k dielectric and Dimensional Scaling for Advanced CMOS Applications
[NO] 1369/1925 | DGSemCom: Digital Generative Semantic Communications via Discrete Denoising Diffusion Model for Latent Error Correction
[NO] 1370/1925 | Transformer-Enhanced Deep Learning Model for Lung Disease Classification
[YES] 1371/1925 | Automating Vulnerability Assessment Using a Machine Learning Framework for CVSS Scoring
[NO] 1372/1925 | Adaptive Sphere Decoder Based Joint Detection and Estimation for MIMO RIS-assisted ISAC Systems
[NO] 1373/1925 | A Comprehensive Pipeline for Detection and Localization of Focal Epilepsy Using EEG Signals
[NO] 1374/1925 | Droop Controlled Microgrid Using Intelligent Pre-Synchronization for Grid Connection
[NO] 1375/1925 | A Deep Learning-Based Surrogate Method for Cumulative Fatigue Damage Estimation of Heavy-Haul Locomotive Couplers
[NO] 1376/1925 | 30 kV β-Ga
                    <sub>2</sub>
                    O
                    <sub>3</sub>
                    Photoconductive Semiconductor Switch with Ultrafast Rise Time Enhanced by Epitaxial Regrowth
[YES] 1377/1925 | On the Role and Impact of GenAI Tools in Software Engineering Education
[NO] 1378/1925 | Cycle-Aware Masked Self-Supervised Learning for Parkinson's Disease Diagnosis Using Wearable Time-Series Data in Daily Activities
[NO] 1379/1925 | AtoMix: Fostering Structured Visual Ideation for Remote Groups through Atomic Composition and Cross‑Pollination
[NO] 1380/1925 | Beyond Rigid Avatars: A Deformation-Aware Interactive System for Garment–Body Design Exploration
[NO] 1381/1925 | AttentionBender: Manipulating Cross-Attention in Video Diffusion Transformers as a Creative Probe
[NO] 1382/1925 | Toward LED Fingerprinting in IEEE 802.15.7 VLC via GAF-Attention Spectral Learning
[NO] 1383/1925 | Quantifying Catastrophic Forgetting in IoT Intrusion Detection Systems
[NO] 1384/1925 | Optimal Constellation Design to Combat Equalization-Enhanced Phase Noise
[NO] 1385/1925 | Complex-Domain Acoustic–Pressure Dual-End Measurement Framework for Weak Pipeline Leak Detection
[NO] 1386/1925 | RIS-Assisted Survivable Backhaul Recovery in Small-Cell Systems
[NO] 1387/1925 | An advection-equation-based topography-dependent first-arrival adjoint tomography: methodology and application
[NO] 1388/1925 | Covariance-Based Signal Processing Approach for Over-the-Air Diagnosis of Intelligent Reflecting Surface
[NO] 1389/1925 | RF Impairments Compensation for OFDMA System with Model-based Machine Learning Approach
[NO] 1390/1925 | A Hybrid Interpretable Reinforcement Learning Framework for Robust Pitch Control of Large-Scale Wind Turbines
[NO] 1391/1925 | Think Less, Label Better: Multi-Stage Domain-Grounded Synthetic Data Generation for Fine-Tuning Large Language Models in Telecommunications
[NO] 1392/1925 | Stability Analysis and Parameters Optimization of the Voltage Control Loop in Virtual Synchronous Generators
[NO] 1393/1925 | Reliable IoT Communications in 6G Non-Terrestrial Networks with Dual RIS
[NO] 1394/1925 | Classification-Oriented Compressed Transmissions: A Semantic Communication Approach
[NO] 1395/1925 | Exploring the Viability of Unikernels for ARM-powered Edge Computing
[NO] 1396/1925 | Transformer-Based Sparse CSI Estimation for Non-Stationary Channels
[NO] 1397/1925 | Proportional-Integral Observer Based State Estimation for Markov Memristive Neural Network with Sensor Saturation using Multiple Description Encoding Scheme
[NO] 1398/1925 | AFDM-guided Deep Joint Source-Channel Coding for Satellite Communication
[NO] 1399/1925 | Polarization-Multiplexed Massive Reconfigurable Intelligent Surface for LEO Satellite Networks
[NO] 1400/1925 | Measurement and Characterization of Terahertz Reflections from Common Indoor Materials
[NO] 1401/1925 | Towards Open-Set Fault Diagnosis for Belt Conveyors Using Distributed Acoustic Sensing
[NO] 1402/1925 | MERCATOR: A Geography-Aware Structured Broadcast Protocol for Blockchain Networks
[NO] 1403/1925 | SHIELD-DNS: A Robust Detection Framework for Encrypted DNS Malicious Traffic via Multi-Source Feature Fusion and Adversarial Learning
[NO] 1404/1925 | Deep Learning-Based Maneuvering UAV Tracking in Multi-User Uplink ISAC Systems
[NO] 1405/1925 | On the Optimization of Spherically Conformal Fly’s-Eye Lens Antenna Arrays using Goldberg Topologies and Field Matching Techniques
[NO] 1406/1925 | RACER: Real-time Adaptive Congestion-aware Emergency Routing in Urban Vehicular Networks
[NO] 1407/1925 | Wideband Distortion-Aware Sparse Channel Representation and Estimation for THz Massive MIMO-OTFS Systems
[NO] 1408/1925 | Channel Estimation with Hierarchical Sparse Bayesian Learning for ODDM Systems
[NO] 1409/1925 | Proactive Charging Strategy Based Efficiency Optimization for Multi-UAV Collaborative Planning in Large-Scale Open Environments_supp1-3712667.mp4
[NO] 1410/1925 | Near-Field Channel Estimation for XL-RIS-Assisted Terahertz OFDM Systems
[NO] 1411/1925 | Generalizable Pixel-wise 3D Gaussian Splatting enabled Joint Semantic-Channel Coding
[NO] 1412/1925 | Above Room Temperature Ferromagnetism in All-Epitaxial 2D Magnetic Heterostructures
[NO] 1413/1925 | Smart Water Systems and Sustainable Urban Drainage Design (SUDS)
[NO] 1414/1925 | Design and Analysis of Single-Phase Synchronous Reluctance Motor for Ceiling Fan Applications
[NO] 1415/1925 | A Novel SNR-Adaptive Fusion Scheme Based on Feature-wise Linear Modulation in Few-Shot AMC
[NO] 1416/1925 | Magnetic Hyperthermia at Different Physiological Thresholds: Beyond the “Spherical Particles with Uniaxial Anisotropy” Approach.
[NO] 1417/1925 | Development of an Algorithm for Personalized Selection of Game Based Tasks for Critical Thinking in a School Learning Platform
[NO] 1418/1925 | Simulation of a Deep Reinforcement LearningBased Traffic Signal Control
[NO] 1419/1925 | Suppression Strategy of Torque Ripple for Permanent Magnet Synchronous Motors Based on Artificial Intelligence Algorithms
[YES] 1420/1925 | Leveraging High-Level Synthesis to Migrate Motor Control Algorithms from Microcontroller to FPGA
[NO] 1421/1925 | An Improved Phase-Locked Loop-Based Position Estimator for SRM Sensorless Control
[NO] 1422/1925 | A Joint Target Sensing and Data Detection Scheme for Multistatic ISAC Networks via Broadcast Transmission
[NO] 1423/1925 | Silicon Alloying Effects on the Magnetic Performance of $\text{Fe}_{73} \text{Co}_{27}$
[NO] 1424/1925 | Structural Analysis for Optimal Sensor Placement in Battery Electric Drive for EVs
[NO] 1425/1925 | Design and Implementation of a Blockchain-Based Marketplace for Agricultural Produce in Nigeria
[NO] 1426/1925 | Designing UI/UX of a Mobile Application for Disaster Information Dissemination in Citeureup Village Admin Module Applying Design Thinking
[NO] 1427/1925 | Physics-Informed Machine Learning for Pouch Cell Temperature Estimation
[NO] 1428/1925 | A Phase-Shift-Tuned Voltage Slew Rate Mitigation Method for High-Power Wireless Power Transfer with a GaN-Based Multilevel Inverter
[NO] 1429/1925 | Modulation of Ion Channel Activity and Calcium Signaling with Nanomagnets
[NO] 1430/1925 | Backward- and Forward-Looking Portfolio Risk Measures: An Xgboost-Based Volatility Forecasting Approach
[NO] 1431/1925 | Integrating Bandit Learning into xApps for BLER-Driven Link Adaptation
[NO] 1432/1925 | KEF-Transformer: A Kalman EMA Fusion Transformer for Robust Automatic Modulation Classification
[NO] 1433/1925 | Supporting Over-the-Air Updates over Urban 5G Networks: Insights from a Real-World Study
[NO] 1434/1925 | Defense Against Membership Inference Attacks on Deep Learning-based RF Fingerprinting
[NO] 1435/1925 | Stacked Flexible Intelligent Metasurface Design for Multi-User Wireless Communications
[NO] 1436/1925 | Federated Transformer-Driven Network Slicing for Satellite D2V in Urban Environments
[NO] 1437/1925 | A Lightweight Multimodal Beam Prediction Model with Hierarchical Attention for 6G V2X Network
[NO] 1438/1925 | Hierarchical Meta-Graph Reinforcement Learning for Collaborative GenAI Model Caching and Inference Scheduling
[NO] 1439/1925 | Causal-Inspired Multi-Agent Decision-Making via Graph Reinforcement Learning
[NO] 1440/1925 | QLIMB: End-to-End Whole-Body Control for Quadruped Loco-Manipulation and Balance on Complex Terrains_supp1-3712638.mp4
