[2026-07-30 23:07:25] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-07-29
正在获取论文...
[arXiv] 2026-07-29 | ClockRoPE: Random Fourier Rotations for Temporal Routine Modeling
[NO] 1553/1854 | Urban Tourism Customized Bus Station Planning and Real-Time Demand Dispatch Optimization Based on K-means
[NO] 1554/1854 | An IoT-based Predictive Maintenance and Safety Monitoring System for LPG Usage
[NO] 1555/1854 | Comparative Analysis of Iptables and Nftables using Rule-based Firewall Configuration
[YES] 1556/1854 | Detecting XSS attacks via semantic reconstruction and adversarial enhancement
[NO] 1557/1854 | Development of a 230-micron array of Dual-Polarization Kinetic Inductance Detectors
[NO] 1558/1854 | A Two-Stage Predictive Framework for Olympic Sport Inclusion: Integrating Hard Threshold Screening with PCA-SVM Classification
[NO] 1559/1854 | Visionary Harvest: Integrating Custom Blur Layers into VGG19 for Obscured Edible Classification
[NO] 1560/1854 | Hierarchical Two-Stage Deep Learning Framework for Phase-Aware Fall Detection Using Wearable Sensors
[NO] 1561/1854 | A Low-Power and Self-Interference-Tolerant Receiver for Shared-Aperture In-Band Full-Duplex Arrays
[NO] 1562/1854 | An SGX-Based Donation System Built on Hyperledger Fabric with Authentication, Privacy-Preserving, and Auditability
[NO] 1563/1854 | Evaluating Front-end Web Energy Consumption: Quantifying the Role of Caching, Cookies, Scrolling Behavior, and Data Volume
[NO] 1564/1854 | IEEE Circuits and Systems Society Information
[NO] 1565/1854 | IEEE PES Senior Members announcement
[NO] 1566/1854 | Front Cover
[NO] 1567/1854 | MetabOmics: Metabolism-Oriented Omics Data Integration
[NO] 1568/1854 | Multi-Objective Evolutionary Optimization for the Discovery of Structurally Diverse and Active Compounds
[NO] 1569/1854 | Quantifying Memory Cells Vulnerability for DRAM Security
[NO] 1570/1854 | Discovering Work Specialization through Process Mining
[NO] 1571/1854 | Control of the “Non-Toxic Phytoplankton–Toxic Phytoplankton–Zooplankton” Model by the ADAR Method under Stochastic Disturbances
[NO] 1572/1854 | FlowCalib: LiDAR-to-Vehicle Miscalibration Detection using Scene Flows
[NO] 1573/1854 | Unified Metadata Architecture and Workflow Automation for SEM Imaging in Support of FAIR and Open Science
[NO] 1574/1854 | DenseFormer: Learning Dense Depth Map from Sparse Depth and Image via Conditional Diffusion Model
[NO] 1575/1854 | System Analysis of Product Lifecycle Management and Maintenance, Including the Supply of Spare Parts, Tools, and Accessories
[NO] 1576/1854 | PRAM-R: A Perception-Reasoning-Action-Memory Framework with LLM-Guided Modality Routing for Adaptive Autonomous Driving
[NO] 1577/1854 | Dashcam-Based 3D Building Generation and Augmentation to Open Geospatial Platform
[NO] 1578/1854 | High-Fidelity Open-Source Synchrophasor Dataset Generation Using a Hardware-in-the-Loop Testbed for Power Grid Analytics
[NO] 1579/1854 | Periodic Ion Kinetic Alfvén Waves in a Space Plasma With Two-Temperature Non-Maxwellian Electrons
[NO] 1580/1854 | Topological Feature Fusion for Multi-Channel No-Reference Point Cloud Quality Assessment
[NO] 1581/1854 | Learning Temporal Awareness for Novel Class Discovery in 3D Point Cloud Segmentation
[NO] 1582/1854 | Hybrid Key Orchestration of PQC and QKD for Adaptive Quantum-Safe Networks
[NO] 1583/1854 | Verifying Account Ecosystems With Graph Transformations
[NO] 1584/1854 | CLEAR: Scheduling of Multi-Model Mobile Workloads on Chiplet Edge Platforms
[NO] 1585/1854 | Development of an Active Aerodynamic System for Improving Circuit Driving Performance of High-Performance Electric Vehicles
[NO] 1586/1854 | Graph-Based Relational Learning for Building Change Detection
[NO] 1587/1854 | QBERT-LSTM: Quantum Intelligence Based Mental Health Sentiment Analysis Using Web Scraping
[NO] 1588/1854 | Reliability Analysis of a Specific Type of Pressure Sensor Based on Accelerated Life Testing
[NO] 1589/1854 | Multi-Scale Cooperative Decision-Making in Unsignalized Intersections Integrating Traffic Flow Dynamics
[NO] 1590/1854 | Development of a Document Processing Module for an AI assistant Based on LLM and RAG
[NO] 1591/1854 | A Decoupled Calibration and 3-D Reconstruction Framework for an Underwater Galvanometer Laser Scanning System
[NO] 1592/1854 | Magnetic Noise Reconstruction and Signal Denoising via a Central–Satellite Sensor Array and Attention–Enhanced Conditional GAN
[NO] 1593/1854 | Translational Motion Compensation and Micro-Doppler Feature Extraction for Multi-target Narrowband Radar Signal Separation
[NO] 1594/1854 | Reliable Tiny Airborne Object Detection via Prior-Guided Motion-Structure Verification
[NO] 1595/1854 | Text-Guided Image Clustering With Unsupervised Dual-Level Knowledge Distillation
[NO] 1596/1854 | Inverse Design of Multilayered Manufacturable Pixelated Diplexers Through Optimized Geometrical Configuration and Meshing Strategy in MoM
[NO] 1597/1854 | Broadband Low-Profile Ku-Band Transmissive Metasurface for OAM Beam Generation in LEO Satellite Communication Terminals
[NO] 1598/1854 | TableMind: Redefining Table Reasoning With Semantics and Flexibility
[NO] 1599/1854 | A Multitask Reinforcement Learning Method for Robots with Heterogeneous Morphologies Towards Modular Robot Control
[NO] 1600/1854 | Sub-Synchronous Resonance and Adaptive Stability Design of Inner Voltage Loop of GFM Converters Induced by dq-axis Coupling of Grid Impedance
[NO] 1601/1854 | Modular Autonomy with Conversational Interaction: An LLM-driven Framework for Decision Making in Autonomous Driving
[NO] 1602/1854 | Mathematical Modeling of the Feasibility Assessment for Integrated Navigation System Application
[NO] 1603/1854 | A Multimodal Benchmark for Open-Pit Mine Remote Sensing Change Detection with Vision-Language Guidance
[NO] 1604/1854 | Chromatic Capsules-Based Visualized Sensor for Crack Damage Monitoring
[NO] 1605/1854 | Bridging PMU Measurements and Dynamic Simulation: A Case Study for Low Frequency Oscillation Analysis at Florida
[NO] 1606/1854 | Advanced Photonic Debonding Using Solution-Processed Ag Nanoparticle/Cu-Precursor Hybrid Light-Absorbing Layers for Wafer-Level Packaging
[NO] 1607/1854 | Artificial Intelligence-Driven Management of Sustainable Energy Resources: Visibility, Operation, and Control
[NO] 1608/1854 | Unsupervised Anomaly Detection in Multi-Agent Trajectory Prediction via Transformer-Based Models
[NO] 1609/1854 | Laying and raising movement of a half-drone wheeled inverted-pendulum robot
[NO] 1610/1854 | Sustainable AI: A Necessity for Industry [In My View]
[NO] 1611/1854 | Muscle Fatigue Recognition by Fusing sEMG Complex Network and NIRS Muscle Oxygen Features
[NO] 1612/1854 | Taylor-Fourier Filter and Correlation Analysis for PMU-Based SSO Identification
[NO] 1613/1854 | STM32 Based Remote Automatic Water Quality Monitor
[NO] 1614/1854 | ObjectVisA-120: Object-based Visual Attention Prediction in Interactive Street-crossing Environments
[NO] 1615/1854 | Author Index
[YES] 1616/1854 | High Impedance: Analysis of Publicly Disclosed Vulnerabilities in FPGA IP Cores
[NO] 1617/1854 | Research on an Asset Pricing Model for New Energy Investment Projects by Integrating Deep Learning and Real Options
[NO] 1618/1854 | A New Image Encryption using Tile Structured Scrambling and XOR Diffusion
[NO] 1619/1854 | Zero-Premise Genesis: Redefining Intrusion Detection—Is IDS Possible Without Any Prior Data?
[NO] 1620/1854 | MLIR Dialects for DAE-based Modeling Languages
[NO] 1621/1854 | HarmoMed: An Agentic Framework for Auditable Multimodal Biomedical Data Harmonization
[NO] 1622/1854 | Inference of Disease-Associated Pathway Interaction Networks using Graph Neural Networks
[NO] 1623/1854 | Design of a Radar-Based System for Contactless OSAS Monitoring
[NO] 1624/1854 | UNIStainNet: Foundation-Model-Guided Virtual Staining of H&amp;E to IHC
[NO] 1625/1854 | Learning and Neutralizing Structured Stochasticity in DNA Synthesis for Deterministic Entropy Conditioning
[YES] 1626/1854 | A Code Ranking Framework with Human-Inspired Agent-Based Tests Generation
[NO] 1627/1854 | FLICS 2026 Copyright
[NO] 1628/1854 | Diffusion Model based Preference-Guided Learning for Edge Server Placement_supp1-3716074.pdf
[NO] 1629/1854 | Reinforcement Learning and Reference Vector-Driven Expensive Multi-objective Optimization_supp1-3716135.pdf
[NO] 1630/1854 | Table of Contents
[NO] 1631/1854 | IEEE Control Systems Society Information
[NO] 1632/1854 | Analysing Infant Physiological Responses to Live Musical Performance Using Wearable Sensors
[NO] 1633/1854 | ID-HRAG: Identity Aware Hierarchical Retrieval for Multi-Identity Interaction
[NO] 1634/1854 | A Technical Taxonomy and Evidence-Based Framework for Assessing Clinical Large Language Model Systems
[NO] 1635/1854 | Local-Support Guided Latent Generation for Reliable Minority-Class Augmentation in Network Intrusion Detection
[NO] 1636/1854 | Design and Development of an AI-Driven Safety Production Automation Early Warning System for Chemical Enterprises Based on Multimodal Data Fusion and Digital Twins
[NO] 1637/1854 | Adaptive Evolutionary Clustering for Federated Learning under Nonstationary Client Distributions
[NO] 1638/1854 | Secure Industrial Emission Monitoring using IoT and JWT-based Authentication
[NO] 1639/1854 | A Subjective Evaluation of an Interactive Multisensory Virtual Reality Exhibit
[NO] 1640/1854 | Cost-Aware Temporal Deep Learning for Remaining Useful Life Risk Classification in Heavy-Duty Vehicles
[NO] 1641/1854 | Application of Grammatical Dependency-Encoded Dual-Attention Transformers in ESP Engineering English Instruction
[NO] 1642/1854 | Adaptive Voltage Model for Microwave Energy Harvest
[NO] 1643/1854 | Performance Analysis of Priority-Aware DRL-based Call Admission Control for 5G Network
[NO] 1644/1854 | Hybrid ML and DL Approach for Plant Leaf Disease Detection
[NO] 1645/1854 | Design and Implementation of an IoT and Sensor-Integrated Smart System for E- SUVs: Opportunities and Challenges for Distributors and Consumers
[NO] 1646/1854 | Development of a Microcontroller based Solar Photo Voltaic Powered Electric Fencing System
[NO] 1647/1854 | Design of Japanese Automatic Recognition and Simultaneous Interpretation System Based on Improved YOLO Algorithm and CRNN Network
[NO] 1648/1854 | Symmetric Authentication Method Based on High-Rate Quantum Technologies
[NO] 1649/1854 | Research on a Graph Neural Network and Transformer Fusion Model for Network Intrusion Detection
[NO] 1650/1854 | Influential User Identification in Social Networks Based on Spark GraphX
[NO] 1651/1854 | A Scalable and Secure Explainable Federated Learning Model for Cardiac IoMT Systems in Fog-Edge Computing
[NO] 1652/1854 | Generating LiDAR-Quality Point Clouds from Cascaded mmWave Radar via Fast Diffusion Models
[NO] 1653/1854 | Receiver G/T Analysis of Phased-Array-Fed Lens Systems
[NO] 1654/1854 | Multimodal 3D Scene Semantic Compression and Generative Reconstruction Framework for Low-Bandwidth Environments
[NO] 1655/1854 | A Streamlit-Driven Multimodal Diagnostic Framework Integrating Deep Feature Fusion, Explainable AI, and Adaptive Decision Intelligence
[NO] 1656/1854 | AI-Driven Federated Learning Optimization for Privacy-Preserving Big Data Environments
[NO] 1657/1854 | Constructing a Replay-Derived Dataset of Controller Operations for Player Authentication in Fighting Games
[NO] 1658/1854 | Materializing Design Knowledge with the Method for Design Materialization
[NO] 1659/1854 | Research on Collaborative Intelligent Decision-Making Method for Teaching, Management and Learning in University Laboratories Based on Large Models
[NO] 1660/1854 | LLMs are the Ideal Candidate for Mixed-Initiative Game Design Pillar Workflows
[NO] 1661/1854 | Decision letter for "Estimating Lake Water Level in Ice-Influenced Proglacial Lakes: A Comparative Study of Machine Learning and Satellite Altimetry in Chilean Patagonia"
[NO] 1662/1854 | Program for Identifying the Static Characteristics of an Oil Pipeline to Determine the Critical Viscosity
[NO] 1663/1854 | Data-based characterization method for model-unknown saturated systems under data-driven event-triggered control
[NO] 1664/1854 | An Adaptive Risk Defense Framework for Power Grids Under IoT-Originated Cyber-Physical Attacks
[NO] 1665/1854 | CogDeBias: An LLM-Based Multilingual Framework for Cognitive Bias Detection and Mitigation in Corporate Decision-Making Texts
[NO] 1666/1854 | Incentive-Aware Resource Allocation Using Double Auction for Many-to-Many Federated Learning_supp1-3703916.pdf
[NO] 1667/1854 | Maintenance Enhancement for a Fleet of Self-Service Systems: A Customer-Incentive-Embedded Dynamic Maintenance Policy
[NO] 1668/1854 | On-manifold Unit Quaternion Trajectory Representation via Chebyshev Polynomials and Its Application to Attitude Estimation
[NO] 1669/1854 | 635 MHz Balanced Rogowski Coil With dv/dt Immunity Well Above 60 kV/μs for High-Proximity Current Measurement Near WBG Device Switching Nodes
[NO] 1670/1854 | Wearable medical devices: Traceability challenges in healthcare sector
[NO] 1671/1854 | Joint Beamforming Design and Resource Allocation for IRS-Assisted Full-Duplex Terahertz Systems
[NO] 1672/1854 | BrainDreamer: Reasoning-Coherent and Controllable Image Generation From EEG Brain Signals Via Language Guidance
[NO] 1673/1854 | How Supplier Base Characteristics Influence Firm Resilience: The Moderating Role of Digital Platform Integration_supp1-3717966.docx
[NO] 1674/1854 | A Zero-Shot Annotation-Free Framework for Efficient Monocular 3D Object Localization in Infrastructure Camera Systems
[NO] 1675/1854 | Improving communication network availability and sovereignty
[NO] 1676/1854 | ERCS-Informed LoRa Signal Modeling for Robust Corner-Aware Human Direction Detection
[NO] 1677/1854 | Certificateless Key Exchange in QROM: Group-Action-based Construction and Performance
[YES] 1678/1854 | StreamCFI: Streamed Per-Input Control-Flow Integrity
[NO] 1679/1854 | Computationally Efficient Text-to-Video Editing for Autonomous Driving Data Augmentation
[NO] 1680/1854 | Enhancing 300-GHz Transmission Performance Using Native-FSR Multi-Soliton Microcombs
[NO] 1681/1854 | Lithium-Ion Battery State of Health Estimation Based on Reconstructed Health Features and Fused Neural Networks
[NO] 1682/1854 | Towards Diagnosable TSN: Preliminary Fault Localization Using Timing and Replication Observables
[NO] 1683/1854 | Compromising Synchrophasor Data by Attacking Time Synchronization: A Hardware-Lab Study
[NO] 1684/1854 | STSViT: A Sparse Temporal-Spatial Vision Transformer for Multi-Temporal Sentinel-2 Crop Segmentation
[NO] 1685/1854 | Split CNN Inference on Networked Microcontrollers
[NO] 1686/1854 | DeFL-CfC: A Privacy-Preserving Decentralized Federated Learning Framework For Misbehavior Detection in V2X Networks
[NO] 1687/1854 | Drivers’ Visual Attention During Repeated L2-Driving: Analyzing Pedestrian Crossing Scenarios
[NO] 1688/1854 | Reinforcement Learning-based Impact Forces-Optimized Gait Control for Humanoid Locomotion: Toward Smooth and Quiet Walking
[NO] 1689/1854 | PlanFlow: Local trajectory planning for autonomous driving using Flow-guided occupancy grids
[NO] 1690/1854 | HeatPre: Efficient Diffusion-Inspired Precipitation Nowcasting for Edge Weather Intelligence
[NO] 1691/1854 | Controlling the nonlinear dynamics of trailer sway
                    <sup>*</sup>
[NO] 1692/1854 | Redefining Quality for Reliability Engineering: From Stability to Adaptive Resilience
[NO] 1693/1854 | Application of Self-organization Methods for Group Interaction of Intelligent Agents
[NO] 1694/1854 | Evaluating Train–Test Data Leakage in Automotive Image Datasets
[NO] 1695/1854 | CFAR++: Region-Aware Noise Thresholding for Safe Radar Detections
[NO] 1696/1854 | A Novel Pressure Sensor for High-Energy Arc Discharge in Power Transformers: Achieving Balanced Wide Range and High Sensitivity
