[2026-08-07 22:34:34] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-08-06
正在获取论文...
[arXiv] 2026-08-06 | Periods of E-operators
[NO] 1301/1898 | Wavelet Decoupling and Fusion Network for Aero-Engine Blade Defect Detection
[NO] 1302/1898 | An O-RAN-Assisted MARL Approach for Dynamic Sidelink and Infrastructure Selection in V2X Communications
[NO] 1303/1898 | Optimal DC Fault Ride-Through Control for Crossing Thyristor Branches-Based Hybrid MMCs Under UFB-SM Failures
[NO] 1304/1898 | Optimization and Electricity Substitution Study of Alumina Industrial Hybrid System Considering Reliable Wind Power Forecasting
[NO] 1305/1898 | Minimum Rate Maximization for BD-RIS Networks with Time-Varying Channels
[NO] 1306/1898 | RouteFormer: A Transformer-Based Routing Framework for Autonomous Vehicles
[NO] 1307/1898 | Spatio-Temporal Kernel Density Estimation for Streaming Time-Varying Data
[NO] 1308/1898 | Automated Detection and Classification of Epileptic Seizure using Hybrid Feature-Optimized Machine Learning Model
[NO] 1309/1898 | Tunable Energy Transfer in MEMS Resonators with Electrostatic Coupling under Parametric Excitation
[NO] 1310/1898 | IEEE Feedback
[NO] 1311/1898 | LMI Synthesis of Multivariable Current Controllers for AC/AC Modular Multilevel Converters
[NO] 1312/1898 | SM-FSL: Similarity Guided Multi-Source Few-Shot Learning for Lung Ultrasound Diagnosis
[NO] 1313/1898 | CDNet:Cascade decoupled network for end to end Person Search
[NO] 1314/1898 | Deterministic Ambiguity Regions in TDOA Multilateration_supp2-3721450.pdf
[NO] 1315/1898 | Human-VLM Collaborative Labeling Framework with Consistency-Guided Viewpoint Optimization for Preference-Based Reinforcement Learning
[NO] 1316/1898 | Few-Sample GNSS Environment Recognition via LLM-Based Physical-Semantic Distillation and Test-Time Adaptation
[NO] 1317/1898 | Bias-Aware FP8 Format for Efficient Weight Representation in Post-Training Quantization
[NO] 1318/1898 | Evolution of Curing Induced Stress in Cycloaliphatic Epoxy Composite Insulators: Comparative Insights from Linear Elastic and Viscoelastic Models_supp1-3720347.pdf
[NO] 1319/1898 | S2R-LiteInfer: A Lightweight Inference-Driven Sim2Real Domain Adaptation Framework for Distributed Cooperative Perception
[NO] 1320/1898 | Eddy Current Compensation Design for Robust Indoor Navigation in Magnetic Field Distortion Environment
[NO] 1321/1898 | Towards Intelligent and Adaptive Multi-Agent Slicing in Maritime Networks
[NO] 1322/1898 | Parametric Lattices Are Better Quantizers in Dimensions 13 and 14_supp1-3721285.pdf
[NO] 1323/1898 | Joint Optimization of Hyperspectral Band Selection and Computation Offloading in LEO–GEO Collaborative Satellite Networks
[NO] 1324/1898 | Adaptive Kinematic Masking for Urban Human Activity Recognition Using UWB Radar: A Sim2Real Approach
[NO] 1325/1898 | Multimodal Analysis of Performance Resilience Under Increasing Cognitive Load Using Eye-Tracking and Behavioral Measures
[NO] 1326/1898 | A Verification and Harmonic Reference Kit for RF Contact Harmonic Test Setup Characterization
[NO] 1327/1898 | A Multi-Modal Seismic Attenuation Compensation Based on Shallow-Dominant Attenuation Collaborative Mapping
[NO] 1328/1898 | Corrections to “A Systematic Open Source Modeling Method for Energy and Power Systems: Solar PV Application”
[NO] 1329/1898 | SecureInsight: A Privacy-Preserving Offline Document Intelligence Assistant
[NO] 1330/1898 | Direct Acoustic Cross-Medium Communication in Misaligned Scenarios: Channel Modeling and Experimental Validation
[NO] 1331/1898 | A Self-Determination Theory-Based Gamified Cognitive Bias Modification Training for AI Anxiety
[NO] 1332/1898 | Multi-Modal Digital Representation of Architectural Facades of Chaoshan Traditional Ancestral Halls: Proposal and Application of an AI-Based Methodological Framework
[NO] 1333/1898 | Event-Triggered Adaptive Cooperative Control for Multiple Underwater Vehicle-Manipulator Systems with Communication Constraints and Disturbances
[NO] 1334/1898 | A Study on Digital Bio-Color Design Based on Pheasant Feather Coloration
[NO] 1335/1898 | Scheduling with Minimum Unproductive Energy in Job-Shops
[NO] 1336/1898 | Analyzing the Role of Digital Interaction Design in Hubei Provincial Museums
[NO] 1337/1898 | Narrative of Rural Cultural Tourism Scene Based on AR Technology Digital Display Design Research
[NO] 1338/1898 | Terrain traversability calculation using visual friction estimation and geometric information fusion for sloped terrains
[NO] 1339/1898 | Automatic Generation and Aesthetic Constraint Optimization Model of Building Facade Patterns
[NO] 1340/1898 | AI-Empowered Cultural Heritage Preservation and Museum Public Engagement: A Case Study Approach from an Interaction Design Perspective
[NO] 1341/1898 | A Virtual Special Exhibition of Chinese Spring Festival Culture Based on Interactive Digital Narratives
[NO] 1342/1898 | Autonomous Exploration of Polar Ice Shelves Using an Improved Next-Best-View Planner
[NO] 1343/1898 | A Preliminary Discussion on the Digital Protection Path of Jinzhou Folk Painting, a County-Level Intangible Cultural Heritage, Under the Background of New Cultural Productivity
[NO] 1344/1898 | Research on the High-Quality Development of Prepared Dishes Packaging Enabled by New Productivity
[NO] 1345/1898 | On Investigation of Interference and its Cancellation Using Statistical Embedding in cGAN Architecture for Rate Splitting Mixed RF/FSO Relaying Systems
[NO] 1346/1898 | Porous sandwich-like structured composite film for electromagnetic interference shielding
[NO] 1347/1898 | A Deep Decomposition Prediction Model Integrating CEEMDAN and VMD
[NO] 1348/1898 | Predictive Analytics Framework for Long COVID Healthcare Resource Forecasting Using Ensemble Learning
[NO] 1349/1898 | Research on the Value Enhancement of Museum Digital Collections and Derivatives by NFT Technology——Take Liaoning Provincial Museum Digital Cultural and Creative Experience Cabin Design as an Example
[NO] 1350/1898 | Efficient Three-Dimensional Acoustic Field Compression and Dimensionality Reduction in Complex Terrain Environments
[NO] 1351/1898 | Subspace-Based Phase Self-Calibration for Robust DOA Estimation with MEMS Vector Hydrophones
[NO] 1352/1898 | A Lean-Guided Micro-Credential Framework for Optimizing Decision Support and Process Efficiency in Public Governance
[NO] 1353/1898 | Vision-Based Lightweight Recognition Method for AUV Propeller Fault Diagnosis
[NO] 1354/1898 | Non-Destructive Identification of Wheat Seed Varieties Using Hyperspectral Imaging and Swarm Intelligence Optimized SVM
[NO] 1355/1898 | High-Precision Gas Content Detection in Microfluidic Chips Based on PMUTs and Machine Learning
[NO] 1356/1898 | USIS-PGM: Photometric Gaussian Mixtures for Underwater Salient Instance Segmentation
[NO] 1357/1898 | Toward Just-In-Time Production Scheduling Using Masked Actor-Critic Reinforcement Learning and Colored Timed Petri Nets
[NO] 1358/1898 | AFS-BERTweet: An Adaptive Feature-Selection Framework for Robust Sentiment Analysis under Sarcasm and Irony in Noisy Social Media Data
[NO] 1359/1898 | Research on Optimizing User Experience of Shared Mobility in the Context of Cultural Heritage
[NO] 1360/1898 | An Intelligent Computing Framework for Smart Healthcare Applications
[NO] 1361/1898 | TransparentCube: A Dynamic, Explainable, and Actionable Data Model for AI Governance
[NO] 1362/1898 | Research on User Experience Design of Shared Orchard Based on Perceived Value Model and IPA Analysis
[NO] 1363/1898 | Anchor Box RCNN for Accurate Prediction of Consumer Price Indices in Rural and Agricultural Sectors
[NO] 1364/1898 | Numerical Investigation and Comparison of Flow Noise and Flow-Induced Vibration Noise for a Submarine Model
[NO] 1365/1898 | Fair Charging under Grid Constraints: A Receding-Horizon Game Approach for Electric Vehicle Charging Parks
[NO] 1366/1898 | Traditional Culture Inheritance and Innovation Strategy Based on Digital Technology—The China Grand Canal Museum as an Example
[NO] 1367/1898 | AI Capabilities Driving Sustainable Organizational Performance Through Training Development and Organizational Agility Under Leadership Influence
[NO] 1368/1898 | A general approach for the optimization of power distribution architectures of hydraulic Off-Road Vehicles
[NO] 1369/1898 | A Real-Time Integrated Hauling Information System for Optimized Cost and Inventory Management in Mining Corporation
[NO] 1370/1898 | Autonomous Acoustic and Optical Guided Recovery Method for Underwater Robots in Polar Ice-Covered Regions
[NO] 1371/1898 | An Examination of Sustainable Travel in Remote Urban Communities Through the Lens of Service Design
[NO] 1372/1898 | Enhancing Human-Computer Interaction in General Aviation Self-Service Refueling: A Design Methodology Study
[NO] 1373/1898 | A Legendre-Corrected Analytical Model for Modal Coupling in LiNbO
                    <sub>3</sub>
                    XBAR Resonators
[NO] 1374/1898 | Vibration Based Condition Classification of ASTM C93900 Bronze Plain Bearing Bushings Using Deep Learning
[NO] 1375/1898 | A Wearable sEMG–PMUT Sensor Fusion Approach for Hand Gesture Recognition Based on Machine Learning
[NO] 1376/1898 | Order Sensitivity of Integrated Electronics Supply Networks in Emergent Customer and Market Conditions
[NO] 1377/1898 | Research on the Modular Design of Huai Flower Lamp Based on Fractal Method
[NO] 1378/1898 | Safety-Aware A* Based Path Planning for Autonomous Quadrotor Navigation in Dynamic Wildfire Environments
[NO] 1379/1898 | Satellite-terrestrial Passive Wireless Communication Using Programmable Metasurface
[NO] 1380/1898 | Towards Energy-Efficient Underwater Visual Perception via an FPGA Accelerator of Vision Transformers
[NO] 1381/1898 | Intelligent Design Empowers Cultural and Creative Platforms: A New Path for the Digitization of Cultural Heritage
[NO] 1382/1898 | Research on Industrial Heritage Transformation Based on Spatial Experience Theory-Taking Shenyang Hongmei Cultural and Creative Park as an Example
[NO] 1383/1898 | Automatic Berthing in Constrained Harbors with Reeds-Shepp A-Star Planning and Line-of-Sight Path Following
[NO] 1384/1898 | RWSCSO: An Enhanced Sand Cat Swarm Optimization Using Random Walk and its Application to Multilevel Image Thresholding
[NO] 1385/1898 | An Effective Solution for Target Tracking Using Passive Directional Buoys
[NO] 1386/1898 | WarmFlex: Coordinated Stabilization of Cold-Start Frequency and Idle Containers in Serverless Platforms
[NO] 1387/1898 | Stabilizing Adaptive Performance Control of Mobile Systems with Guaranteed Collision Avoidance
[NO] 1388/1898 | A DSG-SE Strategy-Based DDEAs-MiniCNN Model for Thyroid Nodule Classification
[NO] 1389/1898 | Routh Matrix Algorithm: A State-Space Approach
[NO] 1390/1898 | Multimodal Perception and Embodiment: AI-Driven Research in Intermedia Art Management
[NO] 1391/1898 | Rehabilitation and Reintegration Pathways for Offenders with Intellectual Disabilities: Bridging Secure and Community Frameworks
[NO] 1392/1898 | Comparison of Traditional Machine Learning Models and Large Language Models for Multi-Label Text Classification on X (Twitter)
[NO] 1393/1898 | Evaluating Liquid Neural Networks on a Behavioral Cloning Quadrotor Control Problem
[NO] 1394/1898 | Evaluation of Energy Efficiency of Transportation Solutions for Last-Mile Delivery
[NO] 1395/1898 | Study on Enhancement of Landscape Vitality of Waterfront Space in the Core Section of Hun River in Shenyang Based on AIGC
[NO] 1396/1898 | Systematic Optimization of Two-Terminal α-In
                    <sub>2</sub>
                    Se
                    <sub>3</sub>
                    Ferroelectric Memory Properties
[NO] 1397/1898 | Cybersecurity is the True Frontier for Generative AI Success or Failure
[NO] 1398/1898 | Tor Through the Lens of OSINT: Studying the Presence of Exit Nodes in Blocklists
[NO] 1399/1898 | AI-Driven Spatiotemporal Modelling and Forecasting of Urban PM
                    <sub>2.5</sub>
                    Pollution: A Case Study
[NO] 1400/1898 | Adaptive Image Transmission Control Based on Wireless Communication Quality for Wide-Area Monitoring with Autonomous Mobile Robots
[NO] 1401/1898 | Score-Based Generative Model for Wireless Channel Estimation
[NO] 1402/1898 | Engineering a 5-Phase Operational Framework for Research Network Analytics: A Scalable Deployment Architecture for High-Velocity Traffic
[NO] 1403/1898 | TSRBench: Benchmarking Time-Series Retrieval
[NO] 1404/1898 | FASTI: Fast and Accurate Secure Transformer Inference
[NO] 1405/1898 | AGMark: Attention-Guided Dynamic Watermarking for Large Vision-Language Models
[NO] 1406/1898 | Learn When and Where to Connect: Adaptive Virtual Nodes for Dynamic Message Passing on Graphs
[NO] 1407/1898 | Knowledge-Guided Learning for Global Carbon Flux Prediction: Integrating High-Level Remote Sensing with Bottom-Up Physical Modeling
[NO] 1408/1898 | SkillTracer: Structural Failure Attribution and Refinement of Agentic Skills in Long-Horizon Web Tasks
[NO] 1409/1898 | MORE-FE: Multi-Operator and Reinforcement Learning-Enhanced Evolution for LLM Feature Engineering
[NO] 1410/1898 | Edu-Eval: A Large-Scale Multimodal Benchmark for MLLMs in Authentic Educational Scenarios
[NO] 1411/1898 | Bradley-Terry Rankings for Recommender Systems Across Dataset Taxonomies
[NO] 1412/1898 | CLUBench: A Clustering Benchmark
[NO] 1413/1898 | HDMoE: A Hierarchical Decoupling-Fusion Mixture-of-Experts Framework for Multimodal Cancer Survival Prediction
[NO] 1414/1898 | ProfiliTable: Profiling-Driven Tabular Data Processing via Agentic Workflows
[NO] 1415/1898 | Breaking Information Cocoons: A Hyperbolic Framework for Balancing Exploration and Exploitation in Recommender Systems
[NO] 1416/1898 | SciHorizon-Gene: Benchmarking LLM for Life Sciences Inference from Gene Knowledge to Functional Understanding
[NO] 1417/1898 | SENSE: Satellite-based ENergy Synthesis for Sustainable Environment
[NO] 1418/1898 | Unifying Ranking and Generation in Query Auto-Completion via Retrieval-Augmented Generation and Multi-Objective Alignment
[YES] 1419/1898 | Code2MCP: Transforming Code Repositories into MCP Services
[NO] 1420/1898 | TS-Memory: Plug-and-Play Memory for Time Series Foundation Models
[NO] 1421/1898 | RespMultimodal 2026: Responsible Multimodal Foundation Models for Knowledge Discovery
[NO] 1422/1898 | TA-TFN: Task-Adaptive Frequency Decoupling for Generalizable Battery State Estimation across Chemistries
[NO] 1423/1898 | Benchmark Datasets for Lead-Lag Forecasting on Social Platforms
[NO] 1424/1898 | Why Only 3D for 3D? 2D-Guided Supervision for 3D Medical Vision-Language Models
[NO] 1425/1898 | KDD AI reasoning day
[NO] 1426/1898 | CrediBench: Web-Scale Network Data for Credibility Prediction
[NO] 1427/1898 | MGTA: Multi-scale Graph Tokens Alignment for CTR Prediction via Pre-trained Language Models
[NO] 1428/1898 | Tutorial on Generative Recommendation: Foundations and Frontiers
[NO] 1429/1898 | GUIDER: Generative User Interest Discovery via Explicit Reasoning with Large Language Models
[NO] 1430/1898 | GRASP: Manifold-Aware Structural Guidance for Generative Atmospheric Super-Resolution
[NO] 1431/1898 | Passing the Turing Test on Screen: A Benchmark for Mobile GUI Agent Humanization
