[2026-09-02 23:53:00] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-09-01
正在获取论文...
[arXiv] 2026-09-01 | It Takes Two to Match: Co-Evolving Generative Retriever with Reinforcement Learning
[NO] 1534/2000 | Towards Network Agentic AI: Offloading Small Language Models to SmartNICs
[NO] 1535/2000 | A Dual-Layer Metasurface-Integrated Patch Antenna for Radar Cross Section Reduction and Infrared Emissivity Suppression
[NO] 1536/2000 | Design and Evaluation in FAMA over Nakagami-m Fading Channel
[NO] 1537/2000 | SAF-ThermoTwin: Validated Non-Ideal Brayton Cycle Framework for Thermodynamic Performance and Emissions Modelling of SAF Blends in Micro Turbojet Engines
[NO] 1538/2000 | Uncertainty-Aware Deep Learning for TSV Open Defect Inversion From S-Parameters
[NO] 1539/2000 | A Wideband Millimeter-Wave Conical-Beam Patch Antenna Based on Outward-Extended Double-Bent Stubs
[NO] 1540/2000 | All-Metal Dual-Band Shared-Aperture Antenna Array Using Frequency-Selective Absorbers
[NO] 1541/2000 | Intent-Based Networking and Geometry-Aligned Routing in Large-Scale Networks
[NO] 1542/2000 | Design of a Dual-Band Dual-Polarized Phased Array with Octagonal Isolation-Enhanced Metallized Vias
[NO] 1543/2000 | A Spherical Fuzzy Decision-Making Framework for Passenger Selection in Space Tourism
[NO] 1544/2000 | Regression-Based Modeling and Comparison of Guidance Methods for Rotary-Wing UAV
[NO] 1545/2000 | Radiation Pattern Computation of Arbitrarily Posed Antennas with Radiation Coupling Based on Plane-Wave Equivalence
[NO] 1546/2000 | A Polynomial Chaos Expansion-Based Uncertainty Quantification Algorithm for One-Dimensional FDTD Method
[NO] 1547/2000 | Design of Dual-band Load Modulated Balanced Amplifier with Large Back-off Power Range
[NO] 1548/2000 | Mitigating False Collisions in Partition-Based Concurrency Control
[NO] 1549/2000 | A Novel DFIM-DC Minimal-Converter Topology for Robust Voltage Regulation and MPPT Control
[NO] 1550/2000 | A BCVM-MPCSC-Based Planning and Control Method for Base Pose Stabilization in Surface-Traversing Space Robots
[NO] 1551/2000 | Microgrid Simulation, Improvement and inclusion of an Electric Vehicle Charging System for a Technical Institution using HOMER PRO
[NO] 1552/2000 | A Coupled Geometric-Mechanical Modeling Approach for Precise Control of Cable-Driven Hyper-redundant Robots
[NO] 1553/2000 | Human-to-Drone Odour Plume Tracking: A First Investigation
[NO] 1554/2000 | A Method for Extracting Sand Ripples from High-Resolution Images
[NO] 1555/2000 | Wavelet Energy Analysis of FEM-Derived D-Q Currents for Eccentricity Diagnosis in Squirrel Cage Asynchronous Motor
[NO] 1556/2000 | Wireless Power Transfer-Based Charging Solution for Small Electric Vehicles
[NO] 1557/2000 | Event-Driven Representation Learning with MOF-Integrated Spiking Transformer Models for Low-Power Edge Neuromorphic AI
[NO] 1558/2000 | Multi Model Ensemble approach for Accurate Power System Inertia Forecasting
[NO] 1559/2000 | Switched-Capacitor Active Cell Balancing for Lithium-Ion Battery Management Systems: Modeling and Simulation
[NO] 1560/2000 | GeoRel-Prompt: Geo-Relational Pseudo-Label Refinement for Disaster-Scene Referring Visual Grounding
[NO] 1561/2000 | Electro-Thermal Characteristics of Oil-Immersed Transformer Bushings under High-Frequency Harmonic Conditions
[NO] 1562/2000 | IEEE App
[NO] 1563/2000 | Review of Wideband Passive Reflectarray Antennas
[NO] 1564/2000 | Thin-Film Devices on Flexible and Unobtrusive Cellulose for Sustainable Temperature Sensing
[NO] 1565/2000 | Reinforcement Learning-Based Discriminative Feature Selection for Multivariate Time Series Classification_supp1-3704100.pdf
[NO] 1566/2000 | Table of Contents
[NO] 1567/2000 | Holistic Intelligent Traffic Steering Management in Multi-RAT Vehicular Networks
[NO] 1568/2000 | TCD: Time-Conditioned Diffusion Decoding for Binary Short Block Codes
[NO] 1569/2000 | Smartphone UWB Localization via Inconsistency-Aware Robust Trilateration
[NO] 1570/2000 | Intrusion Detection System for Open Network Scenarios: A Known/Unknown Attack Detection Method Based on Inter-Class Relationships
[NO] 1571/2000 | Virtual-Admittance Control Method for Stability Improvement of Type III Wind Turbines in Power Networks with High-Frequency Resonances
[NO] 1572/2000 | A Multisensory-Assisted System for Chest Compression Training in Cardiopulmonary Resuscitation
[NO] 1573/2000 | Wideband HF Skywave Propagation: A Review with Link Modeling Corroborated by Propagation Data
[NO] 1574/2000 | Geometry-Aware Sentence Embedding Sanitization for Metric Local Differential Privacy
[YES] 1575/2000 | Reinforcement Learning-Based Routing Framework Guided by Vision–Language Model
[NO] 1576/2000 | DialogueSSD: Progressive Graph-Aware State Space Duality for Multimodal Emotion Recognition with Sentiment Dynamics in Conversations_supp1-3726761.pdf
[NO] 1577/2000 | Monolithic Magneto-Optical Mach-Zehnder Isolator Using Laser-Annealed Iron Garnet on a Silicon Waveguide
[NO] 1578/2000 | Development of a Novel Dual-Layer Conformal Coating Film for Advanced Electronic Packaging_supp1-3729633.docx
[NO] 1579/2000 | Simulation and Analysis of the Influence of Cable Layout on Electromagnetic Radiation of Wind Turbine Platform
[NO] 1580/2000 | Topology Optimization of an Edge-Fed Microstrip Patch Antenna Using the Method of Moments
[NO] 1581/2000 | Modeling and Analysis of Security-Aware Reconfiguration With Defragmentation in Spectrally-Spatially Elastic Optical Networks
[NO] 1582/2000 | Optimization of Optical Design and Pointing Error Constraints for Low-Orbit Satellite Based Entanglement Quantum Key Distribution
[NO] 1583/2000 | A 1.885-GHz FBAR-based Oscillator Designed with Automated Assistance
[NO] 1584/2000 | Optimization of Satellite Imaging Schedule Under Attitude Constraints
[NO] 1585/2000 | 4D Radar-Inertial Odometry for Orchard Environments
[NO] 1586/2000 | Design and Optimization of a Broadband C-/X-Band Hat Feed for Reflector Antenna Applications
[NO] 1587/2000 | Modeling of Scattering Centers for Non-Ideal Surface Targets under Adverse Weather Conditions
[NO] 1588/2000 | Table of Contents
[NO] 1589/2000 | A High-Sensitivity and Wide-Range Capacitive Tactile Sensor with Elastic Microporous Electrode for Versatile Robotic Grasping_supp2-3727597.mp4
[NO] 1590/2000 | ConFluxFuzz: Control-Flow Restructuring and Freshness-Decayed Scheduling for Processor Fuzzing
[NO] 1591/2000 | SP-DETR: Saliency-Guided Sparse Encoding and Group Policy Optimization for SAR Object Detection
[NO] 1592/2000 | Sensitivity Analysis and Matching Optimization of Parameters in the High-Speed Maglev System
[NO] 1593/2000 | Failure Analysis of Field-Aged XLPE Cable Insulation: Experimental Characterization and Machine Learning-Based Condition Classification
[NO] 1594/2000 | Safe and Stable Connected Cruise Control for Connected Automated Vehicles With Response Lag
[NO] 1595/2000 | Pattern- and Frequency-Reconfigurable Wearable Antennas with Wide Frequency Tuning Range
[NO] 1596/2000 | An Efficient DAB Converter Based on Dual Transformers and H5-Bridge Circuit for Wide Voltage-Gain Applications
[NO] 1597/2000 | Adaptive Dual-Group Variable Neighborhood Search for Solving Heterogeneous Cooperative Multi-UAV Reconnaissance Task Assignment Problem_supp1-3729174.pdf
[NO] 1598/2000 | ISAES 2026 Cover Page
[NO] 1599/2000 | Heterogeneous Integration of Micro-LEDs on Polyimide Sacrificial Layer Supporting Laser-Induced Mass Transfer_supp3-3728898.mp4
[NO] 1600/2000 | Participatory Design Methods for Smart Building Renovation: Evidence, Governance and Policy Implications
[NO] 1601/2000 | Research on students' classroom behavior recognition method based on improved yolov8
[NO] 1602/2000 | LLM4FE: Enhancing Low-to-Medium Dimensional Tabular Data via LLM-Generated Features
[NO] 1603/2000 | Research on the Application of Artificial Intelligence and Machine Learning in Face Recognition Systems
[NO] 1604/2000 | Adaptive Soft Prompting of Large Language Models for Power Transformer Oil Temperature Forecasting
[NO] 1605/2000 | SCL-Reg: Efficient Global 7-DoF Image-to-Point Cloud Registration via Stable Corner-Line Primitives
[NO] 1606/2000 | The Role of Twitter Data in Early Warning of Emerging Infectious Diseases: A Multi-Model Comparative Analysis
[NO] 1607/2000 | A Machine Learning-Based Evaluation Model for the High-Quality Development Path of Private Universities under Industry-Education Integration and Digital Transformation
[NO] 1608/2000 | Comparative Study of Student Depression Prediction Models Based on Imbalanced Data Processing
[NO] 1609/2000 | Enhancing Transferability of Adversarial Attacks via Feature Channel Enhancement and Neighborhood Gradient Refinement
[NO] 1610/2000 | FIIAM: Future Insight Intelligent Analysis Model for Air Quality Index Prediction
[NO] 1611/2000 | Multi-objective Optimization in Reverse Logistics Network Design for WEEE
[NO] 1612/2000 | XGBoost-XAILOG: Interpretable Machine Learning for UAV Delivery Time Prediction in the Low-Altitude Economy via Dual-Layer SHAP and LIME Explanation
[NO] 1613/2000 | Research on the Digital Transformation Path and Attention of Chinese State-owned Enterprises
[NO] 1614/2000 | Cooperative Logical-Physical Architecture and Security Protection for Admissions Examination Information System
[NO] 1615/2000 | GMM-BiLSTM: A Novel Framework for Robust Stock Price Forecasting Using GMM-based Data Augmentation
[NO] 1616/2000 | Retrieval Augmented Generation for Relative Distance-based Spatial Reasoning
[NO] 1617/2000 | Tactile-Reactive Surface Following Control on Rapidly Changing or Discontinuous Geometries
[NO] 1618/2000 | Spatiotemporal Patterns and Driving Factors of Vegetation Resistance and Recovery to Compound Drought-Heat Events
[NO] 1619/2000 | An Economic Approach for V2G Frequency Regulation Considering Temperature-Dependent Battery Wear
[NO] 1620/2000 | Chromatogram Peak Detection Using a MOS Sensor with MS Validation
[NO] 1621/2000 | UKF-based Forecast-Aided Two-Stage Dynamic State Estimation for Multi-Machine Power Systems
[NO] 1622/2000 | A Three-Tier Large-Small Language Model Collaborative Architecture for Dynamic Task Allocation in Manned-Unmanned Teaming Operations
[NO] 1623/2000 | Advanced Virtual Synchronous Generator-based Stability and Smooth Grid Connection in High Photovoltaic Penetration Distribution Networks
[NO] 1624/2000 | Performance Evaluation of a Single-Core Double-Sided Linear Induction Motor for Hyperloop Propulsion
[NO] 1625/2000 | Disturbance Observer-based Full-Order Terminal Sliding Mode Load Frequency Control of RES Integrated Power System
[NO] 1626/2000 | Cascade Control and Virtual Impedance Design for Hardware-in-the-Loop Simulation of Scaled Tracked Vehicles
[NO] 1627/2000 | DC Distance Protection Scheme for ST Based Multi-Terminal MVdc Network
[NO] 1628/2000 | Cyberattack Impact Assessment of Hierarchical Networked Microgrids Under False Data Injection Attacks
[NO] 1629/2000 | An IAGA Satellite selection strategy for RTK positioning
[NO] 1630/2000 | CA-Safe DP: Integrating Coordinate Attention and Overshoot Recovery for Robotic Manipulation
[NO] 1631/2000 | Remote Sensing Monitoring of Agricultural Water Quality Based on Machine Learning: Progress and Challenges
[NO] 1632/2000 | Uncertainty-Resilient Fuzzy Reinforcement Learning for Autonomous Endovascular Navigation of Magnetic Vascular Catheter Robots
[NO] 1633/2000 | Design and Optimization of a Coaxial Dual-Propeller UAV System Based on Solar Energy
[NO] 1634/2000 | Bridgeless Interleaved Luo Converter for High Power Factor EV Battery Charging
[NO] 1635/2000 | A Hybrid Multi-Objective Framework for Hosting Capacity Evaluation of Weakly Meshed Distribution Networks With High-Penetration Multi-Type Distributed Generation
[NO] 1636/2000 | Optimal Window Length for Sliding-Window Velocity-Integral OBA: An Analytical Approach
[NO] 1637/2000 | Fractional Order Control Strategy for Energy Management of PV-Wind System with Hybrid Storage
[NO] 1638/2000 | Price-Responsive IGDT-Based Operation of Grid-Connected Microgrids With Electric Vehicle Integration Under Dual Uncertainty Horizons
[NO] 1639/2000 | Pitaya Plant Segmentation in High-Resolution Imagery Based on Image Segmentation Foundation Models
[NO] 1640/2000 | A Study on AIGC-Driven Digital Design Methods for Bamboo Weaving Intangible Cultural Heritage Creative Product
[NO] 1641/2000 | Report on the 11th ACM SIGIR Conference on Human Information Interaction and Retrieval (CHIIR 2026)
[NO] 1642/2000 | Unified Multimodal Learning with Synthetic Supervision and Gradient Perception for Image Change Captioning
[NO] 1643/2000 | Modeling Car-Following Behavior Based on Phase-Field Coupling Theory and Mathematized Expression of Panoramic Situation
[NO] 1644/2000 | A Large-Scale LoRa Measurement Campaign for Path-Loss Modeling in Urban and Suburban Environments
[NO] 1645/2000 | KF-Outlined Recognition Model to Rebuild the Geological Topology Change of Metro Tunnel Face
[NO] 1646/2000 | A DMAIC-Based Engineering Method for Agile–Lean Tailoring in DO-178C Software Verification
[NO] 1647/2000 | Optimal Upgrade of Refrigeration Units in Food Warehouses Toward Greener Operation
[NO] 1648/2000 | Personalized Federated Learning by Energy-Efficient UAV Communications
[NO] 1649/2000 | Table of Contents
[NO] 1650/2000 | A Unified MI–KLD Framework for Multi-User MIMO ISAC: Normalized Achievable Region and Asymptotic Analysis
[NO] 1651/2000 | Normally-Off β-Ga
                    <sub>2</sub>
                    O
                    <sub>3</sub>
                    Trench-Gate Current-Aperture Vertical Electron Transistors with High-Voltage Drain-Stress Stability
[NO] 1652/2000 | IEEE Transactions on Neural Networks and Learning Systems Publication Information
[NO] 1653/2000 | Design of a 1-bit adder/subtractor using multi-gate transistors for high speed and low power applications
[NO] 1654/2000 | Analysis of a Contribution-Aware Reward Distribution Method in Participatory Sensing
[NO] 1655/2000 | Efficient Approximation Algorithms for Resolvent Subgraph Centrality on Signed Graphs
[NO] 1656/2000 | IEEE Computational Intelligence Society
[NO] 1657/2000 | Low-altitude Multi-UAV-assisted Data Collection and Semantic Forwarding for Post-Disaster Relief
[NO] 1658/2000 | Lattice-Quantization Identity Watermarking for Deep Neural Network Ownership Protection
[NO] 1659/2000 | Collaborative Context-Affine Perception Network for Remote Sensing Small Object Detection
[NO] 1660/2000 | Sparse SAR Auto-focusing Network under Cooperative and Quantized Feature-Driven Framework
[NO] 1661/2000 | Façade Cleaning Robot for Convex-Shaped Infrastructure: Design and Experiment
[NO] 1662/2000 | In-Hand Manipulation Based on Cloth-Configured Energy Landscape of a Cloth-Attached Hand
[NO] 1663/2000 | Improving Generalization and Robustness in Offline Reinforcement Learning via Boundary-Aware Data Augmentation
[NO] 1664/2000 | Dynamics-Aware Hierarchical MADRL for Aerial-Terrestrial Cooperation in Vehicular Computation Offloading
[NO] 1665/2000 | A Two-Unit-Interval Window Oversampling Referenceless Clock and Data Recovery for Robust Frequency Detection Against Duty-Cycle Distortion of Received Data
[NO] 1666/2000 | Bridging Remote Sensing Imagery and Natural Language: A Comprehensive Review of Vision-Language Models
[NO] 1667/2000 | The Thin Line Between Success and Failure [Entrepreneur’s Viewpoint]
[NO] 1668/2000 | GraHTP: A Provable Newton-like Algorithm for Sparse Phase Retrieval
[NO] 1669/2000 | A Comprehensive Comparison of Transformer-Based Architectures for 2D Echocardiographic Segmentation
[NO] 1670/2000 | AoI Outage Analysis for Multi-Device with Finite Blocklength in IoT
[NO] 1671/2000 | The Strategic Weaponization of Discovery Incompleteness: Information Asymmetry as Litigation Advantage
[NO] 1672/2000 | Contact-Rich Manipulation of Cable-Suspended Objects for Accurate Fixture Loading Using Dexterous Cranes
[NO] 1673/2000 | Improving Generalizability and Undetectability for Targeted Adversarial Attacks on Multimodal Pre-trained Models
